Period_Index,Rep_Period,Rep_Period_Index
1,1,1
2,1,1
3,1,1
4,1,1
5,7,2
6,7,2
7,7,2
8,7,2
9,7,2
10,15,3
11,7,2
12,50,10
13,15,3
14,15,3
15,15,3
16,15,3
17,15,3
18,23,4
19,24,5
20,24,5
21,23,4
22,24,5
23,23,4
24,24,5
25,28,6
26,28,6
27,28,6
28,28,6
29,29,7
30,28,6
31,28,6
32,28,6
33,28,6
34,28,6
35,28,6
36,28,6
37,23,4
38,24,5
39,24,5
40,23,4
41,24,5
42,23,4
43,23,4
44,23,4
45,24,5
46,46,8
47,46,8
48,48,9
49,50,10
50,50,10
51,51,11
52,50,10
