Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
50000,1,1,1,11,168,673.8461538461539,1,11339.606168489196
,,,,,,1010.7692307692308,2,10723.963690608487
,,,,,,1010.7692307692308,3,10265.787523076808
,,,,,,1347.6923076923078,4,10035.175571791458
,,,,,,1347.6923076923078,5,9999.61866300297
,,,,,,1853.076923076923,6,10176.387295265746
,,,,,,168.46153846153848,7,10555.322351783081
,,,,,,336.92307692307696,8,10897.684587832253
,,,,,,168.46153846153848,9,11477.77015692447
,,,,,,673.8461538461539,10,12047.696609219976
,,,,,,168.46153846153848,11,12390.058845269148
,,,,,,,12,12517.04780522804
,,,,,,,13,12578.002506008308
,,,,,,,14,12465.236309564812
,,,,,,,15,12342.310996324604
,,,,,,,16,12413.424813901584
,,,,,,,17,13623.375624389904
,,,,,,,18,14770.339910738616
,,,,,,,19,14683.987417966568
,,,,,,,20,14234.954455551928
,,,,,,,21,13708.712205482281
,,,,,,,22,12975.22397275972
,,,,,,,23,12065.983019454057
,,,,,,,24,11047.02360474391
,,,,,,,25,10184.514588703116
,,,,,,,26,9662.335985352152
,,,,,,,27,9411.405800473383
,,,,,,,28,9354.5147464118
,,,,,,,29,9559.72890570537
,,,,,,,30,10081.907509056333
,,,,,,,31,10866.191325762447
,,,,,,,32,11509.263418994276
,,,,,,,33,12297.610882419076
,,,,,,,34,13104.244756077953
,,,,,,,35,13696.521265326226
,,,,,,,36,13939.324156767627
,,,,,,,37,13916.974099814863
,,,,,,,38,13827.573872003804
,,,,,,,39,13783.889669777944
,,,,,,,40,13993.167475790196
,,,,,,,41,15305.725365925304
,,,,,,,42,16634.537842935144
,,,,,,,43,16488.246561062504
,,,,,,,44,16090.009182631416
,,,,,,,45,15438.80979596222
,,,,,,,46,14414.770822853718
,,,,,,,47,13145.897134944471
,,,,,,,48,11995.885113556747
,,,,,,,49,11232.935442123728
,,,,,,,50,10851.968562247052
,,,,,,,51,10669.10445990625
,,,,,,,52,10691.45451685901
,,,,,,,53,11074.45322009503
,,,,,,,54,12212.2743013267
,,,,,,,55,14225.811250434886
,,,,,,,56,15353.473214869846
,,,,,,,57,15544.46461064802
,,,,,,,58,15651.13533701349
,,,,,,,59,15791.331148808105
,,,,,,,60,15817.744852479555
,,,,,,,61,15753.742416660272
,,,,,,,62,15731.392359707506
,,,,,,,63,15671.453570606911
,,,,,,,64,15887.84275837686
,,,,,,,65,17128.270919255316
,,,,,,,66,18484.51301161628
,,,,,,,67,18520.06992040477
,,,,,,,68,18209.2009464254
,,,,,,,69,17616.92443717713
,,,,,,,70,16577.64678887356
,,,,,,,71,15189.911434442793
,,,,,,,72,13974.881065556117
,,,,,,,73,13219.042775880795
