Time_Index,NG,None,Biomass
1360,3.98,0,8
1361,3.98,0,8
1362,3.98,0,8
1363,3.98,0,8
1364,3.98,0,8
1365,3.98,0,8
1366,3.98,0,8
1367,3.98,0,8
1368,3.98,0,8
1369,3.98,0,8
1370,3.98,0,8
1371,3.98,0,8
1372,3.98,0,8
1373,3.98,0,8
1374,3.98,0,8
1375,3.98,0,8
1376,3.98,0,8
1377,3.98,0,8
1378,3.98,0,8
1379,3.98,0,8
1380,3.98,0,8
1381,3.98,0,8
1382,3.98,0,8
1383,3.98,0,8
1384,3.98,0,8
1385,3.98,0,8
1386,3.98,0,8
1387,3.98,0,8
1388,3.98,0,8
1389,3.98,0,8
1390,3.98,0,8
1391,3.98,0,8
1392,3.98,0,8
1393,3.98,0,8
1394,3.98,0,8
1395,3.98,0,8
1396,3.98,0,8
1397,3.98,0,8
1398,3.98,0,8
1399,3.98,0,8
1400,3.98,0,8
1401,3.98,0,8
1402,3.98,0,8
1403,3.98,0,8
1404,3.98,0,8
1405,3.98,0,8
1406,3.98,0,8
1407,3.98,0,8
1408,3.98,0,8
1409,3.98,0,8
1410,3.98,0,8
1411,3.98,0,8
1412,3.98,0,8
1413,3.98,0,8
1414,3.98,0,8
1415,3.98,0,8
1416,3.98,0,8
1417,3.98,0,8
1418,3.98,0,8
1419,3.98,0,8
1420,3.98,0,8
1421,3.98,0,8
1422,3.98,0,8
1423,3.98,0,8
1424,3.98,0,8
1425,3.98,0,8
1426,3.98,0,8
1427,3.98,0,8
1428,3.98,0,8
1429,3.98,0,8
1430,3.98,0,8
1431,3.98,0,8
1432,3.98,0,8
1433,3.98,0,8
1434,3.98,0,8
1435,3.98,0,8
1436,3.98,0,8
1437,3.98,0,8
1438,3.98,0,8
1439,3.98,0,8
1440,3.98,0,8
1441,3.69,0,8
1442,3.69,0,8
1443,3.69,0,8
1444,3.69,0,8
1445,3.69,0,8
1446,3.69,0,8
1447,3.69,0,8
1448,3.69,0,8
1449,3.69,0,8
1450,3.69,0,8
1451,3.69,0,8
1452,3.69,0,8
1453,3.69,0,8
1454,3.69,0,8
1455,3.69,0,8
1456,3.69,0,8
1457,3.69,0,8
1458,3.69,0,8
1459,3.69,0,8
1460,3.69,0,8
1461,3.69,0,8
1462,3.69,0,8
1463,3.69,0,8
1464,3.69,0,8
1465,3.69,0,8
1466,3.69,0,8
1467,3.69,0,8
1468,3.69,0,8
1469,3.69,0,8
1470,3.69,0,8
1471,3.69,0,8
1472,3.69,0,8
1473,3.69,0,8
1474,3.69,0,8
1475,3.69,0,8
1476,3.69,0,8
1477,3.69,0,8
1478,3.69,0,8
1479,3.69,0,8
1480,3.69,0,8
1481,3.69,0,8
1482,3.69,0,8
1483,3.69,0,8
1484,3.69,0,8
1485,3.69,0,8
1486,3.69,0,8
1487,3.69,0,8
1488,3.69,0,8
1489,3.69,0,8
1490,3.69,0,8
1491,3.69,0,8
1492,3.69,0,8
1493,3.69,0,8
1494,3.69,0,8
1495,3.69,0,8
1496,3.69,0,8
1497,3.69,0,8
1498,3.69,0,8
1499,3.69,0,8
1500,3.69,0,8
1501,3.69,0,8
1502,3.69,0,8
1503,3.69,0,8
1504,3.69,0,8
1505,3.69,0,8
1506,3.69,0,8
1507,3.69,0,8
1508,3.69,0,8
1509,3.69,0,8
1510,3.69,0,8
1511,3.69,0,8
1512,3.69,0,8
1513,3.69,0,8
1514,3.69,0,8
1515,3.69,0,8
1516,3.69,0,8
1517,3.69,0,8
1518,3.69,0,8
1519,3.69,0,8
1520,3.69,0,8
1521,3.69,0,8
1522,3.69,0,8
1523,3.69,0,8
1524,3.69,0,8
1525,3.69,0,8
1526,3.69,0,8
1527,3.69,0,8
1528,3.69,0,8
1529,3.69,0,8
1530,3.69,0,8
1531,3.69,0,8
1532,3.69,0,8
1533,3.69,0,8
1534,3.69,0,8
1535,3.69,0,8
1536,3.69,0,8
1537,3.69,0,8
1538,3.69,0,8
1539,3.69,0,8
1540,3.69,0,8
1541,3.69,0,8
1542,3.69,0,8
1543,3.69,0,8
1544,3.69,0,8
1545,3.69,0,8
1546,3.69,0,8
1547,3.69,0,8
1548,3.69,0,8
1549,3.69,0,8
1550,3.69,0,8
1551,3.69,0,8
1552,3.69,0,8
1553,3.69,0,8
1554,3.69,0,8
1555,3.69,0,8
1556,3.69,0,8
1557,3.69,0,8
1558,3.69,0,8
1559,3.69,0,8
1560,3.69,0,8
1561,3.69,0,8
1562,3.69,0,8
1563,3.69,0,8
1564,3.69,0,8
1565,3.69,0,8
1566,3.69,0,8
1567,3.69,0,8
1568,3.69,0,8
1569,3.69,0,8
1570,3.69,0,8
1571,3.69,0,8
1572,3.69,0,8
1573,3.69,0,8
1574,3.69,0,8
1575,3.69,0,8
1576,3.69,0,8
1577,3.69,0,8
1578,3.69,0,8
1579,3.69,0,8
1580,3.69,0,8
1581,3.69,0,8
1582,3.69,0,8
1583,3.69,0,8
1584,3.69,0,8
1585,3.69,0,8
1586,3.69,0,8
1587,3.69,0,8
1588,3.69,0,8
1589,3.69,0,8
1590,3.69,0,8
1591,3.69,0,8
1592,3.69,0,8
1593,3.69,0,8
1594,3.69,0,8
1595,3.69,0,8
1596,3.69,0,8
1597,3.69,0,8
1598,3.69,0,8
1599,3.69,0,8
1600,3.69,0,8
1601,3.69,0,8
1602,3.69,0,8
1603,3.69,0,8
1604,3.69,0,8
1605,3.69,0,8
1606,3.69,0,8
1607,3.69,0,8
1608,3.69,0,8
1609,3.69,0,8
1610,3.69,0,8
1611,3.69,0,8
1612,3.69,0,8
1613,3.69,0,8
1614,3.69,0,8
1615,3.69,0,8
1616,3.69,0,8
1617,3.69,0,8
1618,3.69,0,8
1619,3.69,0,8
1620,3.69,0,8
1621,3.69,0,8
1622,3.69,0,8
1623,3.69,0,8
1624,3.69,0,8
1625,3.69,0,8
1626,3.69,0,8
1627,3.69,0,8
1628,3.69,0,8
1629,3.69,0,8
1630,3.69,0,8
1631,3.69,0,8
1632,3.69,0,8
1633,3.69,0,8
1634,3.69,0,8
1635,3.69,0,8
1636,3.69,0,8
1637,3.69,0,8
1638,3.69,0,8
1639,3.69,0,8
1640,3.69,0,8
1641,3.69,0,8
1642,3.69,0,8
1643,3.69,0,8
1644,3.69,0,8
1645,3.69,0,8
1646,3.69,0,8
1647,3.69,0,8
1648,3.69,0,8
1649,3.69,0,8
1650,3.69,0,8
1651,3.69,0,8
1652,3.69,0,8
1653,3.69,0,8
1654,3.69,0,8
1655,3.69,0,8
1656,3.69,0,8
1657,3.69,0,8
1658,3.69,0,8
1659,3.69,0,8
1660,3.69,0,8
1661,3.69,0,8
1662,3.69,0,8
1663,3.69,0,8
1664,3.69,0,8
1665,3.69,0,8
1666,3.69,0,8
1667,3.69,0,8
1668,3.69,0,8
1669,3.69,0,8
1670,3.69,0,8
1671,3.69,0,8
1672,3.69,0,8
1673,3.69,0,8
1674,3.69,0,8
1675,3.69,0,8
1676,3.69,0,8
1677,3.69,0,8
1678,3.69,0,8
1679,3.69,0,8
1680,3.69,0,8
1681,3.69,0,8
1682,3.69,0,8
1683,3.69,0,8
1684,3.69,0,8
1685,3.69,0,8
1686,3.69,0,8
1687,3.69,0,8
1688,3.69,0,8
1689,3.69,0,8
1690,3.69,0,8
1691,3.69,0,8
1692,3.69,0,8
1693,3.69,0,8
1694,3.69,0,8
1695,3.69,0,8
1696,3.69,0,8
1697,3.69,0,8
1698,3.69,0,8
1699,3.69,0,8
1700,3.69,0,8
1701,3.69,0,8
1702,3.69,0,8
1703,3.69,0,8
1704,3.69,0,8
1705,3.69,0,8
1706,3.69,0,8
1707,3.69,0,8
1708,3.69,0,8
1709,3.69,0,8
1710,3.69,0,8
1711,3.69,0,8
1712,3.69,0,8
1713,3.69,0,8
1714,3.69,0,8
1715,3.69,0,8
1716,3.69,0,8
1717,3.69,0,8
1718,3.69,0,8
1719,3.69,0,8
1720,3.69,0,8
1721,3.69,0,8
1722,3.69,0,8
1723,3.69,0,8
1724,3.69,0,8
1725,3.69,0,8
1726,3.69,0,8
1727,3.69,0,8
1728,3.69,0,8
1729,3.69,0,8
1730,3.69,0,8
1731,3.69,0,8
1732,3.69,0,8
1733,3.69,0,8
1734,3.69,0,8
1735,3.69,0,8
1736,3.69,0,8
1737,3.69,0,8
1738,3.69,0,8
1739,3.69,0,8
1740,3.69,0,8
1741,3.69,0,8
1742,3.69,0,8
1743,3.69,0,8
1744,3.69,0,8
1745,3.69,0,8
1746,3.69,0,8
1747,3.69,0,8
1748,3.69,0,8
1749,3.69,0,8
1750,3.69,0,8
1751,3.69,0,8
1752,3.69,0,8
1753,3.69,0,8
1754,3.69,0,8
1755,3.69,0,8
1756,3.69,0,8
1757,3.69,0,8
1758,3.69,0,8
1759,3.69,0,8
1760,3.69,0,8
1761,3.69,0,8
1762,3.69,0,8
1763,3.69,0,8
1764,3.69,0,8
1765,3.69,0,8
1766,3.69,0,8
1767,3.69,0,8
1768,3.69,0,8
1769,3.69,0,8
1770,3.69,0,8
1771,3.69,0,8
1772,3.69,0,8
1773,3.69,0,8
1774,3.69,0,8
1775,3.69,0,8
1776,3.69,0,8
1777,3.69,0,8
1778,3.69,0,8
1779,3.69,0,8
1780,3.69,0,8
1781,3.69,0,8
1782,3.69,0,8
1783,3.69,0,8
1784,3.69,0,8
1785,3.69,0,8
1786,3.69,0,8
1787,3.69,0,8
1788,3.69,0,8
1789,3.69,0,8
1790,3.69,0,8
1791,3.69,0,8
1792,3.69,0,8
1793,3.69,0,8
1794,3.69,0,8
1795,3.69,0,8
1796,3.69,0,8
1797,3.69,0,8
1798,3.69,0,8
1799,3.69,0,8
1800,3.69,0,8
1801,3.69,0,8
1802,3.69,0,8
1803,3.69,0,8
1804,3.69,0,8
1805,3.69,0,8
1806,3.69,0,8
1807,3.69,0,8
1808,3.69,0,8
1809,3.69,0,8
1810,3.69,0,8
1811,3.69,0,8
1812,3.69,0,8
1813,3.69,0,8
1814,3.69,0,8
1815,3.69,0,8
1816,3.69,0,8
1817,3.69,0,8
1818,3.69,0,8
1819,3.69,0,8
1820,3.69,0,8
1821,3.69,0,8
1822,3.69,0,8
1823,3.69,0,8
1824,3.69,0,8
1825,3.69,0,8
1826,3.69,0,8
1827,3.69,0,8
1828,3.69,0,8
1829,3.69,0,8
1830,3.69,0,8
1831,3.69,0,8
1832,3.69,0,8
1833,3.69,0,8
1834,3.69,0,8
1835,3.69,0,8
1836,3.69,0,8
1837,3.69,0,8
1838,3.69,0,8
1839,3.69,0,8
1840,3.69,0,8
1841,3.69,0,8
1842,3.69,0,8
1843,3.69,0,8
1844,3.69,0,8
1845,3.69,0,8
1846,3.69,0,8
1847,3.69,0,8
1848,3.69,0,8
1849,3.69,0,8
1850,3.69,0,8
1851,3.69,0,8
1852,3.69,0,8
1853,3.69,0,8
1854,3.69,0,8
1855,3.69,0,8
1856,3.69,0,8
1857,3.69,0,8
1858,3.69,0,8
1859,3.69,0,8
1860,3.69,0,8
1861,3.69,0,8
1862,3.69,0,8
1863,3.69,0,8
1864,3.69,0,8
1865,3.69,0,8
1866,3.69,0,8
1867,3.69,0,8
1868,3.69,0,8
1869,3.69,0,8
1870,3.69,0,8
1871,3.69,0,8
1872,3.69,0,8
1873,3.69,0,8
1874,3.69,0,8
1875,3.69,0,8
1876,3.69,0,8
1877,3.69,0,8
1878,3.69,0,8
1879,3.69,0,8
1880,3.69,0,8
1881,3.69,0,8
1882,3.69,0,8
1883,3.69,0,8
1884,3.69,0,8
1885,3.69,0,8
1886,3.69,0,8
1887,3.69,0,8
1888,3.69,0,8
1889,3.69,0,8
1890,3.69,0,8
1891,3.69,0,8
1892,3.69,0,8
1893,3.69,0,8
1894,3.69,0,8
1895,3.69,0,8
1896,3.69,0,8
1897,3.69,0,8
1898,3.69,0,8
1899,3.69,0,8
1900,3.69,0,8
1901,3.69,0,8
1902,3.69,0,8
1903,3.69,0,8
1904,3.69,0,8
1905,3.69,0,8
1906,3.69,0,8
1907,3.69,0,8
1908,3.69,0,8
1909,3.69,0,8
1910,3.69,0,8
1911,3.69,0,8
1912,3.69,0,8
1913,3.69,0,8
1914,3.69,0,8
1915,3.69,0,8
1916,3.69,0,8
1917,3.69,0,8
1918,3.69,0,8
1919,3.69,0,8
1920,3.69,0,8
1921,3.69,0,8
1922,3.69,0,8
1923,3.69,0,8
1924,3.69,0,8
1925,3.69,0,8
1926,3.69,0,8
1927,3.69,0,8
1928,3.69,0,8
1929,3.69,0,8
1930,3.69,0,8
1931,3.69,0,8
1932,3.69,0,8
1933,3.69,0,8
1934,3.69,0,8
1935,3.69,0,8
1936,3.69,0,8
1937,3.69,0,8
1938,3.69,0,8
1939,3.69,0,8
1940,3.69,0,8
1941,3.69,0,8
1942,3.69,0,8
1943,3.69,0,8
1944,3.69,0,8
1945,3.69,0,8
1946,3.69,0,8
1947,3.69,0,8
1948,3.69,0,8
1949,3.69,0,8
1950,3.69,0,8
1951,3.69,0,8
1952,3.69,0,8
1953,3.69,0,8
1954,3.69,0,8
1955,3.69,0,8
1956,3.69,0,8
1957,3.69,0,8
1958,3.69,0,8
1959,3.69,0,8
1960,3.69,0,8
1961,3.69,0,8
1962,3.69,0,8
1963,3.69,0,8
1964,3.69,0,8
1965,3.69,0,8
1966,3.69,0,8
1967,3.69,0,8
1968,3.69,0,8
1969,3.69,0,8
1970,3.69,0,8
1971,3.69,0,8
1972,3.69,0,8
1973,3.69,0,8
1974,3.69,0,8
1975,3.69,0,8
1976,3.69,0,8
1977,3.69,0,8
1978,3.69,0,8
1979,3.69,0,8
1980,3.69,0,8
1981,3.69,0,8
1982,3.69,0,8
1983,3.69,0,8
1984,3.69,0,8
1985,3.69,0,8
1986,3.69,0,8
1987,3.69,0,8
1988,3.69,0,8
1989,3.69,0,8
1990,3.69,0,8
1991,3.69,0,8
1992,3.69,0,8
1993,3.69,0,8
1994,3.69,0,8
1995,3.69,0,8
1996,3.69,0,8
1997,3.69,0,8
1998,3.69,0,8
1999,3.69,0,8
2000,3.69,0,8
2001,3.69,0,8
2002,3.69,0,8
2003,3.69,0,8
2004,3.69,0,8
2005,3.69,0,8
2006,3.69,0,8
2007,3.69,0,8
2008,3.69,0,8
2009,3.69,0,8
2010,3.69,0,8
2011,3.69,0,8
2012,3.69,0,8
2013,3.69,0,8
2014,3.69,0,8
2015,3.69,0,8
2016,3.69,0,8
2017,3.69,0,8
2018,3.69,0,8
2019,3.69,0,8
2020,3.69,0,8
2021,3.69,0,8
2022,3.69,0,8
2023,3.69,0,8
2024,3.69,0,8
2025,3.69,0,8
2026,3.69,0,8
2027,3.69,0,8
2028,3.69,0,8
2029,3.69,0,8
2030,3.69,0,8
2031,3.69,0,8
2032,3.69,0,8
2033,3.69,0,8
2034,3.69,0,8
2035,3.69,0,8
2036,3.69,0,8
2037,3.69,0,8
2038,3.69,0,8
2039,3.69,0,8
2040,3.69,0,8
2041,3.69,0,8
2042,3.69,0,8
2043,3.69,0,8
2044,3.69,0,8
2045,3.69,0,8
2046,3.69,0,8
2047,3.69,0,8
2048,3.69,0,8
2049,3.69,0,8
2050,3.69,0,8
2051,3.69,0,8
2052,3.69,0,8
2053,3.69,0,8
2054,3.69,0,8
2055,3.69,0,8
2056,3.69,0,8
2057,3.69,0,8
2058,3.69,0,8
2059,3.69,0,8
2060,3.69,0,8
2061,3.69,0,8
2062,3.69,0,8
2063,3.69,0,8
2064,3.69,0,8
2065,3.69,0,8
2066,3.69,0,8
2067,3.69,0,8
2068,3.69,0,8
2069,3.69,0,8
2070,3.69,0,8
2071,3.69,0,8
2072,3.69,0,8
2073,3.69,0,8
2074,3.69,0,8
2075,3.69,0,8
2076,3.69,0,8
2077,3.69,0,8
2078,3.69,0,8
2079,3.69,0,8
2080,3.69,0,8
2081,3.69,0,8
2082,3.69,0,8
2083,3.69,0,8
2084,3.69,0,8
2085,3.69,0,8
2086,3.69,0,8
2087,3.69,0,8
2088,3.69,0,8
2089,3.69,0,8
2090,3.69,0,8
2091,3.69,0,8
2092,3.69,0,8
2093,3.69,0,8
2094,3.69,0,8
2095,3.69,0,8
2096,3.69,0,8
2097,3.69,0,8
2098,3.69,0,8
2099,3.69,0,8
2100,3.69,0,8
2101,3.69,0,8
2102,3.69,0,8
2103,3.69,0,8
2104,3.69,0,8
2105,3.69,0,8
2106,3.69,0,8
2107,3.69,0,8
2108,3.69,0,8
2109,3.69,0,8
2110,3.69,0,8
2111,3.69,0,8
2112,3.69,0,8
2113,3.69,0,8
2114,3.69,0,8
2115,3.69,0,8
2116,3.69,0,8
2117,3.69,0,8
2118,3.69,0,8
2119,3.69,0,8
2120,3.69,0,8
2121,3.69,0,8
2122,3.69,0,8
2123,3.69,0,8
2124,3.69,0,8
2125,3.69,0,8
2126,3.69,0,8
2127,3.69,0,8
2128,3.69,0,8
2129,3.69,0,8
2130,3.69,0,8
2131,3.69,0,8
2132,3.69,0,8
2133,3.69,0,8
2134,3.69,0,8
2135,3.69,0,8
2136,3.69,0,8
2137,3.69,0,8
2138,3.69,0,8
2139,3.69,0,8
2140,3.69,0,8
2141,3.69,0,8
2142,3.69,0,8
2143,3.69,0,8
2144,3.69,0,8
2145,3.69,0,8
2146,3.69,0,8
2147,3.69,0,8
2148,3.69,0,8
2149,3.69,0,8
2150,3.69,0,8
2151,3.69,0,8
2152,3.69,0,8
2153,3.69,0,8
2154,3.69,0,8
2155,3.69,0,8
2156,3.69,0,8
2157,3.69,0,8
2158,3.69,0,8
2159,3.69,0,8
2160,3.69,0,8
2161,3.69,0,8
2162,3.69,0,8
2163,3.69,0,8
2164,3.69,0,8
2165,3.69,0,8
2166,3.69,0,8
2167,3.69,0,8
2168,3.69,0,8
2169,3.69,0,8
2170,3.69,0,8
2171,3.69,0,8
2172,3.69,0,8
2173,3.69,0,8
2174,3.69,0,8
2175,3.69,0,8
2176,3.69,0,8
2177,3.69,0,8
2178,3.69,0,8
2179,3.69,0,8
2180,3.69,0,8
2181,3.69,0,8
2182,3.69,0,8
2183,3.69,0,8
2184,3.69,0,8
2185,3.18,0,8
2186,3.18,0,8
2187,3.18,0,8
2188,3.18,0,8
2189,3.18,0,8
2190,3.18,0,8
2191,3.18,0,8
2192,3.18,0,8
2193,3.18,0,8
2194,3.18,0,8
2195,3.18,0,8
2196,3.18,0,8
2197,3.18,0,8
2198,3.18,0,8
2199,3.18,0,8
2200,3.18,0,8
2201,3.18,0,8
2202,3.18,0,8
2203,3.18,0,8
2204,3.18,0,8
2205,3.18,0,8
2206,3.18,0,8
2207,3.18,0,8
2208,3.18,0,8
2209,3.18,0,8
2210,3.18,0,8
2211,3.18,0,8
2212,3.18,0,8
2213,3.18,0,8
2214,3.18,0,8
2215,3.18,0,8
2216,3.18,0,8
2217,3.18,0,8
2218,3.18,0,8
2219,3.18,0,8
2220,3.18,0,8
2221,3.18,0,8
2222,3.18,0,8
2223,3.18,0,8
2224,3.18,0,8
2225,3.18,0,8
2226,3.18,0,8
2227,3.18,0,8
2228,3.18,0,8
2229,3.18,0,8
2230,3.18,0,8
2231,3.18,0,8
2232,3.18,0,8
2233,3.18,0,8
2234,3.18,0,8
2235,3.18,0,8
2236,3.18,0,8
2237,3.18,0,8
2238,3.18,0,8
2239,3.18,0,8
2240,3.18,0,8
2241,3.18,0,8
2242,3.18,0,8
2243,3.18,0,8
2244,3.18,0,8
2245,3.18,0,8
2246,3.18,0,8
2247,3.18,0,8
2248,3.18,0,8
2249,3.18,0,8
2250,3.18,0,8
2251,3.18,0,8
2252,3.18,0,8
2253,3.18,0,8
2254,3.18,0,8
2255,3.18,0,8
2256,3.18,0,8
2257,3.18,0,8
2258,3.18,0,8
2259,3.18,0,8
2260,3.18,0,8
2261,3.18,0,8
2262,3.18,0,8
2263,3.18,0,8
2264,3.18,0,8
2265,3.18,0,8
2266,3.18,0,8
2267,3.18,0,8
2268,3.18,0,8
2269,3.18,0,8
2270,3.18,0,8
2271,3.18,0,8
2272,3.18,0,8
2273,3.18,0,8
2274,3.18,0,8
2275,3.18,0,8
2276,3.18,0,8
2277,3.18,0,8
2278,3.18,0,8
2279,3.18,0,8
2280,3.18,0,8
2281,3.18,0,8
2282,3.18,0,8
2283,3.18,0,8
2284,3.18,0,8
2285,3.18,0,8
2286,3.18,0,8
2287,3.18,0,8
2288,3.18,0,8
2289,3.18,0,8
2290,3.18,0,8
2291,3.18,0,8
2292,3.18,0,8
2293,3.18,0,8
2294,3.18,0,8
2295,3.18,0,8
2296,3.18,0,8
2297,3.18,0,8
2298,3.18,0,8
2299,3.18,0,8
2300,3.18,0,8
2301,3.18,0,8
2302,3.18,0,8
2303,3.18,0,8
2304,3.18,0,8
2305,3.18,0,8
2306,3.18,0,8
2307,3.18,0,8
2308,3.18,0,8
2309,3.18,0,8
2310,3.18,0,8
2311,3.18,0,8
2312,3.18,0,8
2313,3.18,0,8
2314,3.18,0,8
2315,3.18,0,8
2316,3.18,0,8
2317,3.18,0,8
2318,3.18,0,8
2319,3.18,0,8
2320,3.18,0,8
2321,3.18,0,8
2322,3.18,0,8
2323,3.18,0,8
2324,3.18,0,8
2325,3.18,0,8
2326,3.18,0,8
2327,3.18,0,8
2328,3.18,0,8
2329,3.18,0,8
2330,3.18,0,8
2331,3.18,0,8
2332,3.18,0,8
2333,3.18,0,8
2334,3.18,0,8
2335,3.18,0,8
2336,3.18,0,8
2337,3.18,0,8
2338,3.18,0,8
2339,3.18,0,8
2340,3.18,0,8
2341,3.18,0,8
2342,3.18,0,8
2343,3.18,0,8
2344,3.18,0,8
2345,3.18,0,8
2346,3.18,0,8
2347,3.18,0,8
2348,3.18,0,8
2349,3.18,0,8
2350,3.18,0,8
2351,3.18,0,8
2352,3.18,0,8
2353,3.18,0,8
2354,3.18,0,8
2355,3.18,0,8
2356,3.18,0,8
2357,3.18,0,8
2358,3.18,0,8
2359,3.18,0,8
2360,3.18,0,8
2361,3.18,0,8
2362,3.18,0,8
2363,3.18,0,8
2364,3.18,0,8
2365,3.18,0,8
2366,3.18,0,8
2367,3.18,0,8
2368,3.18,0,8
2369,3.18,0,8
2370,3.18,0,8
2371,3.18,0,8
2372,3.18,0,8
2373,3.18,0,8
2374,3.18,0,8
2375,3.18,0,8
2376,3.18,0,8
2377,3.18,0,8
2378,3.18,0,8
2379,3.18,0,8
2380,3.18,0,8
2381,3.18,0,8
2382,3.18,0,8
2383,3.18,0,8
2384,3.18,0,8
2385,3.18,0,8
2386,3.18,0,8
2387,3.18,0,8
2388,3.18,0,8
2389,3.18,0,8
2390,3.18,0,8
2391,3.18,0,8
2392,3.18,0,8
2393,3.18,0,8
2394,3.18,0,8
2395,3.18,0,8
2396,3.18,0,8
2397,3.18,0,8
2398,3.18,0,8
2399,3.18,0,8
2400,3.18,0,8
2401,3.18,0,8
2402,3.18,0,8
2403,3.18,0,8
2404,3.18,0,8
2405,3.18,0,8
2406,3.18,0,8
2407,3.18,0,8
2408,3.18,0,8
2409,3.18,0,8
2410,3.18,0,8
2411,3.18,0,8
2412,3.18,0,8
2413,3.18,0,8
2414,3.18,0,8
2415,3.18,0,8
2416,3.18,0,8
2417,3.18,0,8
2418,3.18,0,8
2419,3.18,0,8
2420,3.18,0,8
2421,3.18,0,8
2422,3.18,0,8
2423,3.18,0,8
2424,3.18,0,8
2425,3.18,0,8
2426,3.18,0,8
2427,3.18,0,8
2428,3.18,0,8
2429,3.18,0,8
2430,3.18,0,8
2431,3.18,0,8
2432,3.18,0,8
2433,3.18,0,8
2434,3.18,0,8
2435,3.18,0,8
2436,3.18,0,8
2437,3.18,0,8
2438,3.18,0,8
2439,3.18,0,8
2440,3.18,0,8
2441,3.18,0,8
2442,3.18,0,8
2443,3.18,0,8
2444,3.18,0,8
2445,3.18,0,8
2446,3.18,0,8
2447,3.18,0,8
2448,3.18,0,8
2449,3.18,0,8
2450,3.18,0,8
2451,3.18,0,8
2452,3.18,0,8
2453,3.18,0,8
2454,3.18,0,8
2455,3.18,0,8
2456,3.18,0,8
2457,3.18,0,8
2458,3.18,0,8
2459,3.18,0,8
2460,3.18,0,8
2461,3.18,0,8
2462,3.18,0,8
2463,3.18,0,8
2464,3.18,0,8
2465,3.18,0,8
2466,3.18,0,8
2467,3.18,0,8
2468,3.18,0,8
2469,3.18,0,8
2470,3.18,0,8
2471,3.18,0,8
2472,3.18,0,8
2473,3.18,0,8
2474,3.18,0,8
2475,3.18,0,8
2476,3.18,0,8
2477,3.18,0,8
2478,3.18,0,8
2479,3.18,0,8
2480,3.18,0,8
2481,3.18,0,8
2482,3.18,0,8
2483,3.18,0,8
2484,3.18,0,8
2485,3.18,0,8
2486,3.18,0,8
2487,3.18,0,8
2488,3.18,0,8
2489,3.18,0,8
2490,3.18,0,8
2491,3.18,0,8
2492,3.18,0,8
2493,3.18,0,8
2494,3.18,0,8
2495,3.18,0,8
2496,3.18,0,8
2497,3.18,0,8
2498,3.18,0,8
2499,3.18,0,8
2500,3.18,0,8
2501,3.18,0,8
2502,3.18,0,8
2503,3.18,0,8
2504,3.18,0,8
2505,3.18,0,8
2506,3.18,0,8
2507,3.18,0,8
2508,3.18,0,8
2509,3.18,0,8
2510,3.18,0,8
2511,3.18,0,8
2512,3.18,0,8
2513,3.18,0,8
2514,3.18,0,8
2515,3.18,0,8
2516,3.18,0,8
2517,3.18,0,8
2518,3.18,0,8
2519,3.18,0,8
2520,3.18,0,8
2521,3.18,0,8
2522,3.18,0,8
2523,3.18,0,8
2524,3.18,0,8
2525,3.18,0,8
2526,3.18,0,8
2527,3.18,0,8
2528,3.18,0,8
2529,3.18,0,8
2530,3.18,0,8
2531,3.18,0,8
2532,3.18,0,8
2533,3.18,0,8
2534,3.18,0,8
2535,3.18,0,8
2536,3.18,0,8
2537,3.18,0,8
2538,3.18,0,8
2539,3.18,0,8
2540,3.18,0,8
2541,3.18,0,8
2542,3.18,0,8
2543,3.18,0,8
2544,3.18,0,8
2545,3.18,0,8
2546,3.18,0,8
2547,3.18,0,8
2548,3.18,0,8
2549,3.18,0,8
2550,3.18,0,8
2551,3.18,0,8
2552,3.18,0,8
2553,3.18,0,8
2554,3.18,0,8
2555,3.18,0,8
2556,3.18,0,8
2557,3.18,0,8
2558,3.18,0,8
2559,3.18,0,8
2560,3.18,0,8
2561,3.18,0,8
2562,3.18,0,8
2563,3.18,0,8
2564,3.18,0,8
2565,3.18,0,8
2566,3.18,0,8
2567,3.18,0,8
2568,3.18,0,8
2569,3.18,0,8
2570,3.18,0,8
2571,3.18,0,8
2572,3.18,0,8
2573,3.18,0,8
2574,3.18,0,8
2575,3.18,0,8
2576,3.18,0,8
2577,3.18,0,8
2578,3.18,0,8
2579,3.18,0,8
2580,3.18,0,8
2581,3.18,0,8
2582,3.18,0,8
2583,3.18,0,8
2584,3.18,0,8
2585,3.18,0,8
2586,3.18,0,8
2587,3.18,0,8
2588,3.18,0,8
2589,3.18,0,8
2590,3.18,0,8
2591,3.18,0,8
2592,3.18,0,8
2593,3.18,0,8
2594,3.18,0,8
2595,3.18,0,8
2596,3.18,0,8
2597,3.18,0,8
2598,3.18,0,8
2599,3.18,0,8
2600,3.18,0,8
2601,3.18,0,8
2602,3.18,0,8
2603,3.18,0,8
2604,3.18,0,8
2605,3.18,0,8
2606,3.18,0,8
2607,3.18,0,8
2608,3.18,0,8
2609,3.18,0,8
2610,3.18,0,8
2611,3.18,0,8
2612,3.18,0,8
2613,3.18,0,8
2614,3.18,0,8
2615,3.18,0,8
2616,3.18,0,8
2617,3.18,0,8
2618,3.18,0,8
2619,3.18,0,8
2620,3.18,0,8
2621,3.18,0,8
2622,3.18,0,8
2623,3.18,0,8
2624,3.18,0,8
2625,3.18,0,8
2626,3.18,0,8
2627,3.18,0,8
2628,3.18,0,8
2629,3.18,0,8
2630,3.18,0,8
