R_ID,zone,Resource,THERM,DISP,NDISP,STOR,DR,HEAT,NACC,HYDRO,TRADER,RPS,CES,Num_VRE_bins,Commit,Min_Share,Max_Share,Existing_Cap_MW,Existing_Charge_Cap_MW,Existing_Cap_MWh,New_Build,Cap_size,Min_Cap_MW,Max_Cap_MW,Min_Share_percent,Max_Share_percent,Inv_cost_per_MWyr,Inv_cost_per_MWhyr,Fixed_OM_cost_per_MWyr,Var_OM_cost_per_MWh,Fixed_OM_cost_per_MWhyr,Inv_cost_charge_per_MWyr,Fixed_OM_cost_charge_per_MWyr,Var_OM_cost_per_MWh_in,Externality_cost_MWh,Start_cost_per_MW,Start_fuel_MMBTU_per_MW,Heat_rate_MMBTU_per_MWh,Fuel,Min_power,Self_disch,Eff_up,Eff_down,Ratio_power_to_energy,Min_Duration,Max_Duration,Max_DSM_delay,Max_DSM_advance,DSM_energy_eff,Ramp_Up_percentage,Ramp_Dn_percentage,Up_time,Down_time,NACC_Eff,NACC_Peak_to_Base,Reg_Up,Reg_Dn,Rsv_Up,Rsv_Dn,Reg_Cost,Rsv_Cost,voltage_level,Fixed_CAP,Fixed_CAP_MW,InveterLoadRatio,EtaInverter,Hydro_Res_flexibility_days,Cost_sheet_name,index
59,7,Hyd_z07_01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,358,0,0,-1,358,-1,0,0,0,0,0,19127,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,trans,0,0,0,0,0,Hyd_z07_01,59
60,8,Hyd_z08_01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,137,0,0,-1,137,-1,0,0,0,0,0,16875,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,trans,0,0,0,0,0,Hyd_z08_01,60
61,11,Hyd_z11_01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,501,0,0,-1,501,-1,0,0,0,0,0,19029,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,trans,0,0,0,0,0,Hyd_z11_01,61
62,12,Hyd_z12_01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3985,0,0,-1,3985,-1,0,0,0,0,0,18452,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,trans,0,0,0,0,0,Hyd_z12_01,62
63,13,Hyd_z13_01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1594,0,0,-1,1594,-1,0,0,0,0,0,16345,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,trans,0,0,0,0,0,Hyd_z13_01,63
64,14,Hyd_z14_01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,274,0,0,-1,274,-1,0,0,0,0,0,19137,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,trans,0,0,0,0,0,Hyd_z14_01,64
65,15,Hyd_z15_01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,289,0,0,-1,289,-1,0,0,0,0,0,16887,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,trans,0,0,0,0,0,Hyd_z15_01,65
66,16,Hyd_z16_01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1613,0,0,-1,1613,-1,0,0,0,0,0,18540,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,trans,0,0,0,0,0,Hyd_z16_01,66
67,18,Hyd_z18_01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,746,0,0,-1,746,-1,0,0,0,0,0,17959,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,trans,0,0,0,0,0,Hyd_z18_01,67
68,11,coal-new_1_z11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1279,0,0,0,142.1111111,-1,-1,0,0,0,0,45712,1.96,0,0,0,0,0,83.91,10.5,9.459,Coal_PRB_z11,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,coal-new_1_z11,68
69,11,CoalOldUns_1_z11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1657,0,0,0,110.4666667,-1,-1,0,0,0,0,23771,1.2,0,0,0,0,0,83.91,10.5,10.351,Coal_PRB_z11,0.5,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,CoalOldUns_1_z11,69
70,11,gas-CC_1_z11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4404,0,0,0,137.625,-1,-1,0,0,0,0,8377,5.63,0,0,0,0,0,57.11,0.21,8.03,Gas_HH_z11,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CC_1_z11,70
71,11,gas-CT_1_z11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,348,0,0,0,38.66666667,-1,-1,0,0,0,0,9605,4.51,0,0,0,0,0,87.95,0.2,11.202,Gas_HH_z11,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CT_1_z11,71
72,11,nuclear_1_z11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1818,0,0,0,1818,-1,-1,0,0,0,0,146548,0.09,0,0,0,0,0,0,0,10.456,nuc,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,nuclear_1_z11,72
73,11,o-g-s_1_z11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,789,0,0,0,131.5,-1,-1,0,0,0,0,9948,0.41,0,0,0,0,0,87.95,0.2,12.122,Gas_HH_z11,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,o-g-s_1_z11,73
74,10,coal-new_1_z10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,767,0,0,0,76.7,-1,-1,0,0,0,0,23084,1.11,0,0,0,0,0,139.22,7,10.567,Coal_PRB_z10,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,5,20,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,coal-new_1_z10,74
75,10,CoalOldScr_1_z10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,228,0,0,0,228,-1,-1,0,0,0,0,27338,1.36,0,0,0,0,0,139.22,7,12.11,Coal_PRB_z10,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,5,20,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,CoalOldScr_1_z10,75
76,10,CoalOldScr_2_z10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1243,0,0,0,207.1666667,-1,-1,0,0,0,0,27338,1.36,0,0,0,0,0,83.91,10.5,10.29,Coal_PRB_z10,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,CoalOldScr_2_z10,76
77,10,gas-CC_1_z10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1202,0,0,0,150.25,-1,-1,0,0,0,0,9369,1.67,0,0,0,0,0,68.01,0.25,7.427,Gas_CHI_z10,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CC_1_z10,77
78,10,gas-CT_1_z10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,217,0,0,0,16.69230769,-1,-1,0,0,0,0,2353,15.48,0,0,0,0,0,87.95,0.2,19.143,Gas_CHI_z10,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CT_1_z10,78
79,10,o-g-s_1_z10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,0,0,0,569,-1,-1,0,0,0,0,9543,8.5,0,0,0,0,0,87.95,0.2,16.115,Gas_CHI_z10,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,o-g-s_1_z10,79
80,9,coal-new_1_z09,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1194,0,0,0,149.25,-1,-1,0,0,0,0,50492,2.33,0,0,0,0,0,83.91,10.5,10.479,Coal_IL_z09,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,coal-new_1_z09,80
81,9,CoalOldScr_1_z09,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6047,0,0,0,549.7272727,-1,-1,0,0,0,0,40347,1.92,0,0,0,0,0,83.91,10.5,10.8,Coal_IL_z09,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,CoalOldScr_1_z09,81
82,9,gas-CC_1_z09,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,840,0,0,0,168,-1,-1,0,0,0,0,6543,4.05,0,0,0,0,0,68.01,0.25,14.572,Gas_CHI_z09,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CC_1_z09,82
83,9,gas-CC_2_z09,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,624,0,0,0,208,-1,-1,0,0,0,0,6543,4.05,0,0,0,0,0,57.11,0.21,7.802,Gas_CHI_z09,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CC_2_z09,83
84,9,gas-CT_1_z09,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3036,0,0,0,51.45762712,-1,-1,0,0,0,0,3412,5.5,0,0,0,0,0,87.95,0.2,13.361,Gas_CHI_z09,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CT_1_z09,84
85,9,nuclear_1_z09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1060,0,0,0,1060,-1,-1,0,0,0,0,186700,0.12,0,0,0,0,0,0,0,10.456,nuc,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,nuclear_1_z09,85
86,9,o-g-s_1_z09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,134,-1,-1,0,0,0,0,2633,10.75,0,0,0,0,0,108.24,0.26,13.854,o-g_z09,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,o-g-s_1_z09,86
87,8,coal-IGCC_1_z08,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,733,0,0,0,183.25,-1,-1,0,0,0,0,65553,8.56,0,0,0,0,0,83.91,10.5,12.129,Coal_IL_z08,0.5,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,coal-IGCC_1_z08,87
88,8,coal-new_1_z08,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8227,0,0,0,373.9545455,-1,-1,0,0,0,0,34432,1.71,0,0,0,0,0,83.91,10.5,10.821,Coal_IL_z08,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,coal-new_1_z08,88
89,8,CoalOldScr_1_z08,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6975,0,0,0,317.0454545,-1,-1,0,0,0,0,41203,2.01,0,0,0,0,0,83.91,10.5,10.663,Coal_PRB_z08,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,CoalOldScr_1_z08,89
90,8,gas-CC_1_z08,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4076,0,0,0,194.0952381,-1,-1,0,0,0,0,13000,2.14,0,0,0,0,0,57.11,0.21,7.074,Gas_CHI_z08,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CC_1_z08,90
91,8,gas-CC_2_z08,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,513,0,0,0,171,-1,-1,0,0,0,0,13000,2.14,0,0,0,0,0,57.11,0.21,10.704,Gas_CHI_z08,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CC_2_z08,91
92,8,gas-CC_3_z08,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,177,0,0,0,177,-1,-1,0,0,0,0,13000,2.14,0,0,0,0,0,68.01,0.25,8.673,Gas_CHI_z08,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CC_3_z08,92
93,8,gas-CT_1_z08,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3347,0,0,0,45.84931507,-1,-1,0,0,0,0,5605,8.07,0,0,0,0,0,87.95,0.2,13.293,Gas_CHI_z08,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CT_1_z08,93
94,8,o-g-s_1_z08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,98,-1,-1,0,0,0,0,12772,0.72,0,0,0,0,0,108.24,0.26,11.261,o-g_z08,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,o-g-s_1_z08,94
95,7,coal-new_1_z07,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1004,0,0,0,251,-1,-1,0,0,0,0,32136,1.62,0,0,0,0,0,83.91,10.5,11.018,Coal_PRB_z07,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,coal-new_1_z07,95
96,7,CoalOldScr_1_z07,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2045,0,0,0,146.0714286,-1,-1,0,0,0,0,42035,2.01,0,0,0,0,0,83.91,10.5,11.362,Coal_PRB_z07,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,CoalOldScr_1_z07,96
97,7,gas-CC_1_z07,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3822,0,0,0,136.5,-1,-1,0,0,0,0,16778,4.34,0,0,0,0,0,68.01,0.25,9.615,Gas_HH_z07,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CC_1_z07,97
98,7,gas-CC_2_z07,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6588,0,0,0,134.4489796,-1,-1,0,0,0,0,16778,4.34,0,0,0,0,0,68.01,0.25,7.479,Gas_HH_z07,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CC_2_z07,98
99,7,gas-CC_4_z07,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2802,0,0,0,133.4285714,-1,-1,0,0,0,0,16778,4.34,0,0,0,0,0,68.01,0.25,8.749,Gas_HH_z07,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CC_4_z07,99
100,7,gas-CT_1_z07,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6720,0,0,0,58.94736842,-1,-1,0,0,0,0,8467,9.36,0,0,0,0,0,87.95,0.2,13.748,Gas_HH_z07,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CT_1_z07,100
101,7,nuclear_1_z07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3534,0,0,0,3534,-1,-1,0,0,0,0,177622,0.11,0,0,0,0,0,0,0,10.456,nuc,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,nuclear_1_z07,101
102,7,o-g-s_1_z07,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,934,0,0,0,311.3333333,-1,-1,0,0,0,0,15948,0.52,0,0,0,0,0,108.24,0.26,12.923,o-g_z07,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,o-g-s_1_z07,102
103,7,o-g-s_2_z07,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4270,0,0,0,284.6666667,-1,-1,0,0,0,0,8467,9.36,0,0,0,0,0,87.95,0.2,11.485,Gas_HH_z07,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,o-g-s_2_z07,103
104,6,biopower_1_z06,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,167,0,0,-1,167,-1,-1,0,0,0,0,222157,7.07,0,0,0,0,0,0,0,14.559,bio,0.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,biopower_1_z06,104
105,6,coal-new_1_z06,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2358,0,0,0,471.6,-1,-1,0,0,0,0,24748,1.17,0,0,0,0,0,139.22,7,10.225,Coal_PRB_z06,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,5,20,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,coal-new_1_z06,105
106,6,CoalOldScr_1_z06,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3554,0,0,0,273.3846154,-1,-1,0,0,0,0,26639,1.29,0,0,0,0,0,139.22,7,10.688,Coal_PRB_z06,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,5,20,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,CoalOldScr_1_z06,106
107,6,gas-CC_1_z06,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3520,0,0,0,85.85365854,-1,-1,0,0,0,0,8167,7.64,0,0,0,0,0,68.01,0.25,8.746,Gas_CHI_z06,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CC_1_z06,107
108,18,gas-CC_2_z18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1056,0,0,0,211.2,-1,-1,0,0,0,0,13226,3.21,0,0,0,0,0,57.11,0.21,7.07,Gas_CHI_z06,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CC_2_z18,108
109,6,gas-CT_1_z06,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5361,0,0,0,57.03191489,-1,-1,0,0,0,0,5862,5.81,0,0,0,0,0,87.95,0.2,13.152,Gas_CHI_z06,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CT_1_z06,109
110,6,nuclear_1_z06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1141,0,0,0,1141,-1,-1,0,0,0,0,162819,0.1,0,0,0,0,0,0,0,10.456,nuc,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,nuclear_1_z06,110
111,6,o-g-s_1_z06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,0,511,-1,-1,0,0,0,0,15116,2.63,0,0,0,0,0,108.24,0.26,14.313,o-g_z06,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,o-g-s_1_z06,111
112,5,coal-new_1_z05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1517,0,0,0,79.84210526,-1,-1,0,0,0,0,23771,1.12,0,0,0,0,0,83.91,10.5,10.076,Coal_PRB_z05,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,coal-new_1_z05,112
113,5,CoalOldScr_1_z05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1154,0,0,0,67.88235294,-1,-1,0,0,0,0,35850,1.81,0,0,0,0,0,83.91,10.5,10.411,Coal_PRB_z05,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,CoalOldScr_1_z05,113
114,5,gas-CC_1_z05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,503,0,0,0,167.6666667,-1,-1,0,0,0,0,5088,4.05,0,0,0,0,0,68.01,0.25,7.055,Gas_CHI_z05,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CC_1_z05,114
115,5,gas-CT_1_z05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,220,0,0,0,24.44444444,-1,-1,0,0,0,0,889,4.64,0,0,0,0,0,87.95,0.2,11.198,Gas_CHI_z05,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CT_1_z05,115
116,5,o-g-s_1_z05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,179,-1,-1,0,0,0,0,2035,6.87,0,0,0,0,0,108.24,0.26,18.135,o-g_z05,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,o-g-s_1_z05,116
117,4,biopower_1_z04,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,134,0,0,-1,134,-1,-1,0,0,0,0,218127,10.42,0,0,0,0,0,0,0,16.472,bio,0.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,biopower_1_z04,117
118,4,coal-new_1_z04,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1581,0,0,0,263.5,-1,-1,0,0,0,0,38098,1.78,0,0,0,0,0,83.91,10.5,10.438,Coal_PRB_z04,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,coal-new_1_z04,118
119,4,CoalOldScr_1_z04,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3719,0,0,0,309.9166667,-1,-1,0,0,0,0,29258,1.29,0,0,0,0,0,83.91,10.5,10.319,Coal_PRB_z04,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,CoalOldScr_1_z04,119
120,4,CoalOldScr_2_z04,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1393,0,0,0,278.6,-1,-1,0,0,0,0,29258,1.29,0,0,0,0,0,83.91,10.5,11.706,Coal_PRB_z04,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,CoalOldScr_2_z04,120
121,4,gas-CC_1_z04,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2316,0,0,0,70.18181818,-1,-1,0,0,0,0,10695,4.1,0,0,0,0,0,68.01,0.25,8.228,Gas_EM_z04,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CC_1_z04,121
122,4,gas-CT_1_z04,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2804,0,0,0,44.50793651,-1,-1,0,0,0,0,2396,6.74,0,0,0,0,0,87.95,0.2,12.728,Gas_EM_z04,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CT_1_z04,122
123,4,gas-CT_2_z04,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,427,0,0,0,42.7,-1,-1,0,0,0,0,2396,6.74,0,0,0,0,0,87.95,0.2,10.745,Gas_EM_z04,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CT_2_z04,123
124,4,nuclear_1_z04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1657,0,0,0,1657,-1,-1,0,0,0,0,181712,0.13,0,0,0,0,0,0,0,10.456,nuc,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,nuclear_1_z04,124
125,4,o-g-s_1_z04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,354,-1,-1,0,0,0,0,2029,7.31,0,0,0,0,0,108.24,0.26,14.347,o-g_z04,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,o-g-s_1_z04,125
126,3,coal-new_1_z03,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,970,0,0,0,485,-1,-1,0,0,0,0,57374,2.9,0,0,0,0,0,83.91,10.5,11.135,Coal_PRB_z03,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,coal-new_1_z03,126
127,3,CoalOldUns_1_z03,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4710,0,0,0,471,-1,-1,0,0,0,0,26306,1.11,0,0,0,0,0,139.22,7,10.18,Coal_PRB_z03,0.5,0,0,0,0,0,0,0,0,0,0.66,0.66,5,20,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,CoalOldUns_1_z03,127
128,3,CoalOldUns_2_z03,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,594,0,0,0,594,-1,-1,0,0,0,0,26306,1.11,0,0,0,0,0,139.22,7,11.395,Coal_PRB_z03,0.5,0,0,0,0,0,0,0,0,0,0.66,0.66,5,20,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,CoalOldUns_2_z03,128
129,3,gas-CT_1_z03,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1024,0,0,0,44.52173913,-1,-1,0,0,0,0,8106,2.12,0,0,0,0,0,87.95,0.2,12.632,Gas_CHI_z03,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,gas-CT_1_z03,129
130,3,nuclear_1_z03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1190,0,0,0,1190,-1,-1,0,0,0,0,220486,0.14,0,0,0,0,0,0,0,10.456,nuc,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,nuclear_1_z03,130
131,3,o-g-s_1_z03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,94,-1,-1,0,0,0,0,11488,3.15,0,0,0,0,0,108.24,0.26,14.983,o-g_z03,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,o-g-s_1_z03,131
132,2,coal-new_1_z02,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2122,0,0,0,235.7777778,-1,-1,0,0,0,0,44933,2.22,0,0,0,0,0,83.91,10.5,9.68,Coal_PRB_z02,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,0,0,1,1,1,1,0,0,trans,0,0,0,0,0,coal-new_1_z02,132
