R_ID,Zone,region,Resource,Hydro_Energy_to_Power_Ratio,THERM,VRE,MUST_RUN,STOR,FLEX,HYDRO,Num_VRE_Bins,LDS,RETRO,Num_RETRO_Sources,Existing_Cap_MW,Existing_Charge_Cap_MW,Existing_Cap_MWh,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Min_Cap_MWh,Max_Cap_MWh,Min_Charge_Cap_MW,Max_Charge_Cap_MW,Min_Share_percent,Max_Share_percent,Inv_Cost_per_MWyr,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWyr,Var_OM_Cost_per_MWh,Fixed_OM_Cost_per_MWhyr,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Var_OM_Cost_per_MWh_In,Externality_cost_MWh,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Ratio_Power_to_Energy,Min_Duration,Max_Duration,Max_DSM_Delay,Max_DSM_Advance,DSM_Energy_Eff,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,Reg_Up,Reg_Dn,Rsv_Up,Rsv_Dn,Reg_Cost,Rsv_Cost,voltage_level,cluster,Cost_sheet_name,index,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr
144,17,17,nuclear_1_z17,1,0,0,1,0,0,0,0,0,0,0,10517,0,0,0,10517,-1,-1,-1,-1,-1,-1,0,0,0,0,161152,0.1,0,0,0,0,0,0,0,10.456,nuc,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,nuclear_1_z17,144,None,0,-1,None,0,-1
145,17,17,o-g-s_1_z17,1,1,0,0,0,0,0,0,0,0,0,53,0,0,0,53,-1,-1,-1,-1,-1,-1,0,0,0,0,7662,25.25,0,0,0,0,0,108.24,0.26,14.272,o-g_z17,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,o-g-s_1_z17,145,None,0,-1,None,0,-1
146,18,18,coal-new_1_z18,1,1,0,0,0,0,0,0,0,0,0,11720,0,0,0,689.4117647,-1,-1,-1,-1,-1,-1,0,0,0,0,36124,1.78,0,0,0,0,0,83.91,10.5,10.115,Coal_NA_z18,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,1,1,1,1,0,0,trans,1,coal-new_1_z18,146,None,0,-1,None,0,-1
147,18,18,CoalOldScr_1_z18,1,1,0,0,0,0,0,0,0,0,0,750,0,0,0,750,-1,-1,-1,-1,-1,-1,0,0,0,0,51804,2.49,0,0,0,0,0,83.67,15.8,10.784,Coal_NA_z18,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,10,24,1,1,1,1,0,0,trans,1,CoalOldScr_1_z18,147,None,0,-1,None,0,-1
148,18,18,CoalOldScr_2_z18,1,1,0,0,0,0,0,0,0,0,0,4003,0,0,0,667.1666667,-1,-1,-1,-1,-1,-1,0,0,0,0,51804,2.49,0,0,0,0,0,83.67,15.8,9.893,Coal_NA_z18,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,10,24,1,1,1,1,0,0,trans,1,CoalOldScr_2_z18,148,None,0,-1,None,0,-1
149,18,18,gas-CC_1_z18,1,1,0,0,0,0,0,0,0,0,0,6830,0,0,0,206.969697,-1,-1,-1,-1,-1,-1,0,0,0,0,13226,3.21,0,0,0,0,0,57.11,0.21,7.25,Gas_CHI_z18,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_1_z18,149,None,0,-1,None,0,-1
150,18,18,gas-CT_1_z18,1,1,0,0,0,0,0,0,0,0,0,5995,0,0,0,68.90804598,-1,-1,-1,-1,-1,-1,0,0,0,0,4212,5.52,0,0,0,0,0,87.95,0.2,13.67,Gas_CHI_z18,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_1_z18,150,None,0,-1,None,0,-1
151,18,18,nuclear_1_z18,1,0,0,1,0,0,0,0,0,0,0,2177,0,0,0,2177,-1,-1,-1,-1,-1,-1,0,0,0,0,176385,0.12,0,0,0,0,0,0,0,10.456,nuc,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,nuclear_1_z16,151,None,0,-1,None,0,-1
152,18,18,o-g-s_1_z18,1,1,0,0,0,0,0,0,0,0,0,692,0,0,0,692,-1,-1,-1,-1,-1,-1,0,0,0,0,21713,2.69,0,0,0,0,0,108.24,0.26,13.81,o-g_z18,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,o-g-s_1_z18,152,None,0,-1,None,0,-1
153,12,12,coal-new_1_z12,1,1,0,0,0,0,0,0,0,0,0,6185,0,0,0,618.5,-1,-1,-1,-1,-1,-1,0,0,0,0,31840,1.44,0,0,0,0,0,83.67,15.8,10.318,Coal_PRB_z12,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,10,24,1,1,1,1,0,0,trans,1,coal-new_1_z12,153,None,0,-1,None,0,-1
154,12,12,CoalOldUns_1_z12,1,1,0,0,0,0,0,0,0,0,0,2816,0,0,0,352,-1,-1,-1,-1,-1,-1,0,0,0,0,35747,1.77,0,0,0,0,0,139.22,7,10.341,Coal_PRB_z12,0.5,0,0,0,0,0,0,0,0,0,0.66,0.66,5,20,1,1,1,1,0,0,trans,1,CoalOldUns_1_z12,154,None,0,-1,None,0,-1
155,12,12,gas-CC_1_z12,1,1,0,0,0,0,0,0,0,0,0,7783,0,0,0,194.575,-1,-1,-1,-1,-1,-1,0,0,0,0,15148,6,0,0,0,0,0,57.11,0.21,7.402,Gas_HH_z12,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_1_z12,155,None,0,-1,None,0,-1
156,12,12,gas-CT_1_z12,1,1,0,0,0,0,0,0,0,0,0,4011,0,0,0,78.64705882,-1,-1,-1,-1,-1,-1,0,0,0,0,3690,6.17,0,0,0,0,0,87.95,0.2,14.339,Gas_HH_z12,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_1_z12,156,None,0,-1,None,0,-1
157,12,12,nuclear_1_z12,1,0,0,1,0,0,0,0,0,0,0,8297,0,0,0,8297,-1,-1,-1,-1,-1,-1,0,0,0,0,163958,0.11,0,0,0,0,0,0,0,10.456,nuc,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,nuclear_1_z12,157,None,0,-1,None,0,-1
158,12,12,o-g-s_1_z12,1,1,0,0,0,0,0,0,0,0,0,2204,0,0,0,2204,-1,-1,-1,-1,-1,-1,0,0,0,0,10162,0.96,0,0,0,0,0,87.95,0.2,12.271,Gas_HH_z12,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,o-g-s_1_z12,158,None,0,-1,None,0,-1
159,12,12,o-g-s_2_z12,1,1,0,0,0,0,0,0,0,0,0,250,0,0,0,62.5,-1,-1,-1,-1,-1,-1,0,0,0,0,10162,0.96,0,0,0,0,0,108.24,0.26,10.198,o-g_z12,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,o-g-s_2_z12,159,None,0,-1,None,0,-1
160,1,1,CoalOldUns_1_z01,1,1,0,0,0,0,0,0,0,0,0,2417,0,0,0,604.25,-1,-1,-1,-1,-1,-1,0,0,0,0,23771,0.99,0,0,0,0,0,83.91,10.5,9.844,Coal_PRB_z01,0.5,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,1,1,1,1,0,0,trans,1,CoalOldUns_1_z01,160,None,0,-1,None,0,-1
161,1,1,gas-CC_1_z01,1,1,0,0,0,0,0,0,0,0,0,1267,0,0,0,66.68421053,-1,-1,-1,-1,-1,-1,0,0,0,0,12799,6.88,0,0,0,0,0,68.01,0.25,7.974,Gas_PEPL_z01,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_1_z01,161,None,0,-1,None,0,-1
162,1,1,gas-CT_1_z01,1,1,0,0,0,0,0,0,0,0,0,1233,0,0,0,56.04545455,-1,-1,-1,-1,-1,-1,0,0,0,0,6412,21.25,0,0,0,0,0,87.95,0.2,16.321,Gas_PEPL_z01,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_1_z01,162,None,0,-1,None,0,-1
163,15,15,coal-new_1_z15,1,1,0,0,0,0,0,0,0,0,0,3189,0,0,0,265.75,-1,-1,-1,-1,-1,-1,0,0,0,0,37071,1.87,0,0,0,0,0,83.91,10.5,10.905,Coal_PRB_z15,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,1,1,1,1,0,0,trans,1,coal-new_1_z15,163,None,0,-1,None,0,-1
164,15,15,CoalOldScr_1_z15,1,1,0,0,0,0,0,0,0,0,0,1923,0,0,0,274.7142857,-1,-1,-1,-1,-1,-1,0,0,0,0,42386,2.12,0,0,0,0,0,83.91,10.5,10.912,Coal_PRB_z15,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,1,1,1,1,0,0,trans,1,CoalOldScr_1_z15,164,None,0,-1,None,0,-1
165,15,15,gas-CC_1_z15,1,1,0,0,0,0,0,0,0,0,0,761,0,0,0,95.125,-1,-1,-1,-1,-1,-1,0,0,0,0,19865,1.42,0,0,0,0,0,68.01,0.25,7.436,Gas_NGPL_z15,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_1_z15,165,None,0,-1,None,0,-1
166,15,15,gas-CT_1_z15,1,1,0,0,0,0,0,0,0,0,0,2995,0,0,0,22.68939394,-1,-1,-1,-1,-1,-1,0,0,0,0,4683,13.65,0,0,0,0,0,87.95,0.2,14.717,Gas_NGPL_z15,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_1_z15,166,None,0,-1,None,0,-1
167,15,15,nuclear_1_z15,1,0,0,1,0,0,0,0,0,0,0,1225,0,0,0,1225,-1,-1,-1,-1,-1,-1,0,0,0,0,179838,0.12,0,0,0,0,0,0,0,10.456,nuc,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,nuclear_1_z15,167,None,0,-1,None,0,-1
168,15,15,o-g-s_1_z15,1,1,0,0,0,0,0,0,0,0,0,565,0,0,0,565,-1,-1,-1,-1,-1,-1,0,0,0,0,15049,9.87,0,0,0,0,0,108.24,0.26,13.898,o-g_z15,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,o-g-s_1_z15,168,None,0,-1,None,0,-1
169,14,14,coal-new_1_z14,1,1,0,0,0,0,0,0,0,0,0,232,0,0,0,46.4,-1,-1,-1,-1,-1,-1,0,0,0,0,47909,2.42,0,0,0,0,0,139.22,7,10.771,Coal_PRB_z14,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,5,20,1,1,1,1,0,0,trans,1,coal-new_1_z14,169,None,0,-1,None,0,-1
170,14,14,CoalOldUns_1_z14,1,1,0,0,0,0,0,0,0,0,0,1741,0,0,0,290.1666667,-1,-1,-1,-1,-1,-1,0,0,0,0,29797,1.36,0,0,0,0,0,139.22,7,10.51,Coal_PRB_z14,0.5,0,0,0,0,0,0,0,0,0,0.66,0.66,5,20,1,1,1,1,0,0,trans,1,CoalOldUns_1_z14,170,None,0,-1,None,0,-1
171,14,14,CoalOldUns_2_z14,1,1,0,0,0,0,0,0,0,0,0,200,0,0,0,200,-1,-1,-1,-1,-1,-1,0,0,0,0,29797,1.36,0,0,0,0,0,139.22,7,11.655,Coal_PRB_z14,0.5,0,0,0,0,0,0,0,0,0,0.66,0.66,5,20,1,1,1,1,0,0,trans,1,CoalOldUns_2_z14,171,None,0,-1,None,0,-1
172,14,14,gas-CC_1_z14,1,1,0,0,0,0,0,0,0,0,0,343,0,0,0,57.16666667,-1,-1,-1,-1,-1,-1,0,0,0,0,9598,5.61,0,0,0,0,0,68.01,0.25,8.767,Gas_NGPL_z14,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_1_z14,172,None,0,-1,None,0,-1
173,14,14,gas-CT_1_z14,1,1,0,0,0,0,0,0,0,0,0,902,0,0,0,42.95238095,-1,-1,-1,-1,-1,-1,0,0,0,0,8692,10.3,0,0,0,0,0,87.95,0.2,13.661,Gas_NGPL_z14,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_1_z14,173,None,0,-1,None,0,-1
174,14,14,nuclear_1_z14,1,0,0,1,0,0,0,0,0,0,0,770,0,0,0,770,-1,-1,-1,-1,-1,-1,0,0,0,0,258693,0.17,0,0,0,0,0,0,0,10.456,nuc,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,nuclear_1_z14,174,None,0,-1,None,0,-1
175,14,14,o-g-s_1_z14,1,1,0,0,0,0,0,0,0,0,0,45,0,0,0,45,-1,-1,-1,-1,-1,-1,0,0,0,0,7266,2.77,0,0,0,0,0,87.95,0.2,10.914,Gas_NGPL_z14,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,o-g-s_1_z14,175,None,0,-1,None,0,-1
176,13,13,coal-new_1_z13,1,1,0,0,0,0,0,0,0,0,0,474,0,0,0,158,-1,-1,-1,-1,-1,-1,0,0,0,0,31289,1.58,0,0,0,0,0,83.91,10.5,10.679,Coal_PRB_z13,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,1,1,1,1,0,0,trans,1,coal-new_1_z13,176,None,0,-1,None,0,-1
177,13,13,gas-CC_1_z13,1,1,0,0,0,0,0,0,0,0,0,290,0,0,0,145,-1,-1,-1,-1,-1,-1,0,0,0,0,9598,7.77,0,0,0,0,0,68.01,0.25,7.589,Gas_NGPL_z13,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_1_z13,177,None,0,-1,None,0,-1
178,13,13,gas-CT_1_z13,1,1,0,0,0,0,0,0,0,0,0,402,0,0,0,80.4,-1,-1,-1,-1,-1,-1,0,0,0,0,2473,4.02,0,0,0,0,0,87.95,0.2,13.357,Gas_NGPL_z13,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_1_z13,178,None,0,-1,None,0,-1
179,13,13,o-g-s_1_z13,1,1,0,0,0,0,0,0,0,0,0,11,0,0,0,11,-1,-1,-1,-1,-1,-1,0,0,0,0,1102,8.15,0,0,0,0,0,108.24,0.26,14.933,o-g_z13,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,o-g-s_1_z13,179,None,0,-1,None,0,-1
180,16,16,CoalOldScr_1_z16,1,1,0,0,0,0,0,0,0,0,0,6105,0,0,0,381.5625,-1,-1,-1,-1,-1,-1,0,0,0,0,27025,1.29,0,0,0,0,0,83.91,10.5,10.927,Coal_PRB_z16,0.4,0,0,0,0,0,0,0,0,0,0.66,0.66,8,24,1,1,1,1,0,0,trans,1,CoalOldScr_1_z16,180,None,0,-1,None,0,-1
181,16,16,gas-CC_1_z16,1,1,0,0,0,0,0,0,0,0,0,7159,0,0,0,92.97402597,-1,-1,-1,-1,-1,-1,0,0,0,0,17333,5.38,0,0,0,0,0,57.11,0.21,7.296,Gas_NGPL_z16,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_1_z16,181,None,0,-1,None,0,-1
182,16,16,gas-CC_2_z16,1,1,0,0,0,0,0,0,0,0,0,223,0,0,0,111.5,-1,-1,-1,-1,-1,-1,0,0,0,0,17333,5.38,0,0,0,0,0,57.11,0.21,8.082,Gas_NGPL_z16,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_2_z16,182,None,0,-1,None,0,-1
183,16,16,gas-CC_3_z16,1,1,0,0,0,0,0,0,0,0,0,402,0,0,0,100.5,-1,-1,-1,-1,-1,-1,0,0,0,0,17333,5.38,0,0,0,0,0,68.01,0.25,9.616,Gas_NGPL_z16,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_3_z16,183,None,0,-1,None,0,-1
184,16,16,gas-CC_4_z16,1,1,0,0,0,0,0,0,0,0,0,878,0,0,0,97.55555556,-1,-1,-1,-1,-1,-1,0,0,0,0,17333,5.38,0,0,0,0,0,57.11,0.21,9.052,Gas_NGPL_z16,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_4_z16,184,None,0,-1,None,0,-1
185,16,16,gas-CT_1_z16,1,1,0,0,0,0,0,0,0,0,0,2127,0,0,0,51.87804878,-1,-1,-1,-1,-1,-1,0,0,0,0,5511,6.93,0,0,0,0,0,87.95,0.2,12.738,Gas_NGPL_z16,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,gas-CT_1_z16,185,None,0,-1,None,0,-1
186,16,16,o-g-s_1_z16,1,1,0,0,0,0,0,0,0,0,0,6042,0,0,0,201.4,-1,-1,-1,-1,-1,-1,0,0,0,0,10565,0.37,0,0,0,0,0,87.95,0.2,11.847,Gas_NGPL_z16,0.2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,trans,1,o-g-s_1_z16,186,None,0,-1,None,0,-1
187,6,6,pumped-hydro_z06,158,0,0,0,1,0,0,0,0,0,0,2134,0,0,-1,2134,-1,0,-1,0,-1,0,0,0,0,0,11086,0,0,0,0,0,0,0,0,0,none,0,0,0.894,0.894,0.00113748,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,pumped-hydro_z06,187,None,0,-1,None,0,-1
188,3,3,pumped-hydro_z03,158,0,0,0,1,0,0,0,0,0,0,471,0,0,-1,471,-1,0,-1,0,-1,0,0,0,0,0,13687,0,0,0,0,0,0,0,0,0,none,0,0,0.894,0.894,0.001445003,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,pumped-hydro_z03,188,None,0,-1,None,0,-1
189,16,16,pumped-hydro_z16,158,0,0,0,1,0,0,0,0,0,0,258,0,0,-1,258,-1,0,-1,0,-1,0,0,0,0,0,31899,0,0,0,0,0,0,0,0,0,none,0,0,0.894,0.894,0.002378234,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,pumped-hydro_z16,189,None,0,-1,None,0,-1
190,18,18,pumped-hydro_z18,158,0,0,0,1,0,0,0,0,0,0,238,0,0,-1,238,-1,0,-1,0,-1,0,0,0,0,0,15205,0,0,0,0,0,0,0,0,0,none,0,0,0.894,0.894,0.002238338,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,pumped-hydro_z18,190,None,0,-1,None,0,-1
191,15,15,pumped-hydro_z15,158,0,0,0,1,0,0,0,0,0,0,186,0,0,-1,186,-1,0,-1,0,-1,0,0,0,0,0,54653,0,0,0,0,0,0,0,0,0,none,0,0,0.894,0.894,0.000736485,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,pumped-hydro_z15,191,None,0,-1,None,0,-1
192,12,12,pumped-hydro_z12,158,0,0,0,1,0,0,0,0,0,0,1616,0,0,-1,1616,-1,0,-1,0,-1,0,0,0,0,0,22384,0,0,0,0,0,0,0,0,0,none,0,0,0.894,0.894,0.000920607,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,pumped-hydro_z12,192,None,0,-1,None,0,-1
193,1,1,battery_z01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,0,0,80031,0,20430,0,0,0,0,0,0,0,0,0,none,0,0.003,0.922,0.922,0.25,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,battery_z01,193,None,0,-1,None,0,-1
194,2,2,battery_z02,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,0,0,76318,0,20430,0,0,0,0,0,0,0,0,0,none,0,0.003,0.922,0.922,0.25,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,battery_z02,194,None,0,-1,None,0,-1
195,3,3,battery_z03,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,0,0,80031,0,20430,0,0,0,0,0,0,0,0,0,none,0,0.003,0.922,0.922,0.25,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,battery_z03,195,None,0,-1,None,0,-1
196,4,4,battery_z04,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,0,0,76318,0,20430,0,0,0,0,0,0,0,0,0,none,0,0.003,0.922,0.922,0.25,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,battery_z04,196,None,0,-1,None,0,-1
197,5,5,battery_z05,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,0,0,76318,0,20430,0,0,0,0,0,0,0,0,0,none,0,0.003,0.922,0.922,0.25,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,battery_z05,197,None,0,-1,None,0,-1
198,6,6,battery_z06,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,0,0,77445,0,20430,0,0,0,0,0,0,0,0,0,none,0,0.003,0.922,0.922,0.25,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,battery_z06,198,None,0,-1,None,0,-1
199,7,7,battery_z07,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,-1,-1,-1,-1,-1,-1,0,0,79036,0,20430,0,0,0,0,0,0,0,0,0,none,0,0.003,0.922,0.922,0.25,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,battery_z07,199,None,0,-1,None,0,-1
200,8,8,battery_z08,1,0,0,0,1,0,0,0,0,0,0,21,0,0,1,1,-1,-1,-1,-1,-1,-1,0,0,80031,0,20430,0,0,0,0,0,0,0,0,0,none,0,0.003,0.922,0.922,0.25,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,battery_z08,200,None,0,-1,None,0,-1
201,9,9,battery_z09,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,0,0,80031,0,20430,0,0,0,0,0,0,0,0,0,none,0,0.003,0.922,0.922,0.25,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,battery_z09,201,None,0,-1,None,0,-1
202,10,10,battery_z10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,0,0,76318,0,20430,0,0,0,0,0,0,0,0,0,none,0,0.003,0.922,0.922,0.25,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,battery_z10,202,None,0,-1,None,0,-1
203,11,11,battery_z11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,0,0,79036,0,20430,0,0,0,0,0,0,0,0,0,none,0,0.003,0.922,0.922,0.25,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,battery_z11,203,None,0,-1,None,0,-1
204,12,12,battery_z12,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,-1,-1,-1,-1,-1,-1,0,0,79633,0,20430,0,0,0,0,0,0,0,0,0,none,0,0.003,0.922,0.922,0.25,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,battery_z12,204,None,0,-1,None,0,-1
205,13,13,battery_z13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,0,0,76450,0,20430,0,0,0,0,0,0,0,0,0,none,0,0.003,0.922,0.922,0.25,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,battery_z13,205,None,0,-1,None,0,-1
206,14,14,battery_z14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,0,0,76450,0,20430,0,0,0,0,0,0,0,0,0,none,0,0.003,0.922,0.922,0.25,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,battery_z14,206,None,0,-1,None,0,-1
207,15,15,battery_z15,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,-1,-1,-1,-1,-1,-1,0,0,77379,0,20430,0,0,0,0,0,0,0,0,0,none,0,0.003,0.922,0.922,0.25,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,battery_z15,207,None,0,-1,None,0,-1
208,16,16,battery_z16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,0,0,76848,0,20430,0,0,0,0,0,0,0,0,0,none,0,0.003,0.922,0.922,0.25,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,battery_z16,208,None,0,-1,None,0,-1
209,17,17,battery_z17,1,0,0,0,1,0,0,0,0,0,0,91,0,0,1,1,-1,-1,-1,-1,-1,-1,0,0,78042,0,20430,0,0,0,0,0,0,0,0,0,none,0,0.003,0.922,0.922,0.25,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,battery_z17,209,None,0,-1,None,0,-1
210,18,18,battery_z18,1,0,0,0,1,0,0,0,0,0,0,28,0,0,1,1,-1,-1,-1,-1,-1,-1,0,0,77047,0,20430,0,0,0,0,0,0,0,0,0,none,0,0.003,0.922,0.922,0.25,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,trans,1,battery_z18,210,None,0,-1,None,0,-1
211,1,1,gas-CC_0_z01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1083,-1,-1,-1,-1,-1,-1,0,0,42851,0,12863,2.16,0,0,0,0,0,57.11,0.21,6.37,Gas_PEPL_z01,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_0_z01,211,None,0,-1,None,0,-1
212,2,2,gas-CC_0_z02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1083,-1,-1,-1,-1,-1,-1,0,0,42127,0,12863,2.16,0,0,0,0,0,57.11,0.21,6.37,Gas_EM_z02,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_0_z02,212,None,0,-1,None,0,-1
213,3,3,gas-CC_0_z03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1083,-1,-1,-1,-1,-1,-1,0,0,42851,0,12863,2.16,0,0,0,0,0,57.11,0.21,6.37,Gas_CHI_z03,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_0_z03,213,None,0,-1,None,0,-1
214,4,4,gas-CC_0_z04,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1083,-1,-1,-1,-1,-1,-1,0,0,42127,0,12863,2.16,0,0,0,0,0,57.11,0.21,6.37,Gas_EM_z04,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_0_z04,214,None,0,-1,None,0,-1
215,5,5,gas-CC_0_z05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1083,-1,-1,-1,-1,-1,-1,0,0,42127,0,12863,2.16,0,0,0,0,0,57.11,0.21,6.37,Gas_CHI_z05,0.4,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,1,0,0,trans,1,gas-CC_0_z05,215,None,0,-1,None,0,-1
