Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,Total
Sum,2.520898063493821e6,3.2160714565001978e6,-3.833071270250374e6,-2.45447752036723e6,-7.048567901833719e6,-1.8029561637460096e6,-752544.5977996951,5.8220203886030605e6,-8819.183712533151,-610764.8350949351,3.5904390778809576e6,1.348346672512667e6,1.1289212348400082e6,-362917.39949790615,-1.2181315999615493e6,-8.485555452516027e6,5.259887932319849e6,640491.567807369,-5.641580916652061e6,1.8686303342994752e6,-3.7985110426378674e6,-1.285359224805748e6,504017.2771588448,-1.6482823511984907e6,-7.022382233900331e6,4.717300910006933e6,2.934529703834088e6,8.34560422016964e6,-2.7973430626537297e6,-5.640019555252679e6,105100.72245752347,-262661.8769268907,6.737667315193986e6,349896.176534578,2.3981601838417104e6,-3.185962951353067e6
t1,449.3579059500048,1038.9842658317286,-562.6782995101113,-560.6289902964756,-1479.995336214446,-1199.9948971219567,-171.6278906302545,-433.35940952307925,6.615837024896043,-2.861819467322224,426.87316912715903,377.7989190438724,167.8147783631705,369.3163048268087,-29.906596659034278,-697.1279222453004,982.5412367993769,-912.953423742064,324.2079422591668,1616.4764052029327,-904.9831317889401,61.6893426771461,299.9838743501814,1044.9412886698647,-4169.243651008981,1199.990710970403,-744.1688191865245,1859.9540084314601,-791.9835786127004,-2118.987455119493,-105.34319453425267,50.400358874732376,645.6898788641113,-225.54333195748944,599.9900416509146,-3588.7614787004977
t2,681.4723513435132,1038.9952571783915,-410.84169916279234,-363.0439515453583,-1479.9983102602093,-1199.9982684461015,-130.7943193530122,-360.95174245460225,10.808485940265012,-2.808997912529698,362.9733823659487,477.5191116209907,131.37172843218414,326.1842838277693,-11.131696783105216,-551.2735922204162,840.7840035084439,-662.030310841094,137.7467827130041,1948.913570707557,-904.9949552038186,20.80301976669685,299.9953928831544,876.1693002161821,-3915.5143526189627,1199.9969374339853,-520.552761114045,2142.9386836378353,-791.9950851392216,-2118.9958626790676,-106.37785779380293,94.82294074794662,1100.4202591643368,-161.21116344368903,599.9966980357233,-1400.6027374479002
t3,156.86932402777654,1038.9951876544014,-343.91082148482855,-237.91796753939997,-1479.9984630665301,-1199.9984584382646,-65.45381242344372,-895.5561189677628,16.277775297735804,7.564779488718143,381.7651497874275,504.9614265907003,43.74415322791758,461.1120169811871,4.113481963820997,-410.46359719313455,486.9466426116951,-827.2366013427795,212.29766543385065,1948.956591137794,-904.9948900933391,-65.9322745143286,299.9954164565462,580.608598169892,-3198.571936719813,1199.99724848634,191.34543328278974,2142.970642583707,-791.995038712795,-2118.9962176355316,-106.50970785733982,112.90462837970283,1407.679215885768,-54.51489315319136,599.9970215448768,-902.9484001498347
t4,10.26297202303006,1038.9958631746297,-230.40194772310986,-107.48717966958021,-1479.9984832996256,-1199.9984701221974,-17.40868998341727,-869.0817298868741,23.590402888216623,13.673311832482826,289.2785283061281,709.561115965883,-0.7376803337832971,363.34853486374305,26.33551779872323,-295.87767713826184,366.9069374897216,-183.38311825249275,-393.8625229169894,1948.942159757473,-904.9949676893857,-153.69330270296965,299.995443550865,169.96385288677862,-3047.018065182835,1199.9973823103362,820.7145211455282,2142.9615445838763,-791.9951128279621,-2118.9963025289967,-142.15682246821714,120.4867887532608,1375.1347382477368,-7.119852183801734,599.9971804207286,-424.0651289113588
t5,-30.734143928799362,1038.9962436747526,-249.81200575774832,-22.469021557034452,-1479.9984795093924,-1199.9984698945736,-16.181489490128655,-952.8619059977212,23.411224954675042,14.109757118292432,329.81483847251525,882.024409628154,-4.857879952863353,408.40732592738107,31.229016352068207,-336.2062931202434,357.2012067251209,-31.679838259917716,-1310.0438904874268,1948.92325927443,-904.9950626854775,-145.53712014859423,299.99543891202313,320.2428549603615,-3034.8308582324184,1199.9971781609868,885.5908170281213,2142.951038784437,-791.9951867813004,-2118.995901471409,-162.8771595842743,130.99168444959219,1838.4161461949154,-19.890830569133545,599.9969762825638,-361.66612052806727
t6,258.9332688231121,1038.9972292395632,-296.61921162566284,-45.541137222542275,-1479.9984615481624,-1199.9984585527502,33.914962381101475,-1477.7509892559679,23.371694288223416,6.612927447790684,436.51414477773386,990.6380546618605,36.583848777802295,507.0906040632868,32.67505051266817,-545.154477000605,359.08154448557326,-54.287519167478315,-1704.3225630079291,1948.597183181713,-904.9953698562653,-165.599377865025,299.9954300224434,351.78013532322484,-3535.033929393181,1199.9973353666655,1114.909363651857,2142.7484127269054,-791.9959873282305,-2118.996120144894,-185.88070110883515,116.04537026932226,1944.233867451981,-72.752515850105,599.9970665628659,-1136.2093249119403
t7,840.7252352172704,1038.9963799994682,-335.71882969554855,-164.95081439097814,-1479.9984871912313,-1199.998472881042,-49.51834394287802,-2115.138282219707,16.146326472167488,-7.625246132269503,488.00825192437736,718.8778019106352,51.348796299373724,554.6965492888698,8.546549475515919,-770.0620268675286,486.0243237869204,-313.4051352449123,-670.1705100040845,1948.998533444853,-904.9953508036951,-163.76135023843997,299.9988866370754,398.7948894590234,-3995.582655661023,1199.999335618201,1156.89552404256,2142.998871738615,-791.9955912554801,-2118.999020388997,-204.32872740471353,102.37634679687568,1238.0858343067428,-144.0920320149628,599.9990807117329,-2138.8233592072143
t8,774.9393283388555,1038.998466114091,-732.1121529868777,-706.3088611604367,-1479.9995204852275,-1199.9995201731117,-176.81690737529598,-2462.1556461969767,8.02433539682501,-44.28171608493203,762.5150582497708,748.2494852341093,131.32108527414687,701.2869307787613,-115.14256684585882,-1304.1116285545174,882.3390799088844,-76.875133699988,-236.40453730674892,1948.9989699039231,-904.9979687173692,-108.39619297152481,299.99931757005976,489.4586551386495,-4774.691673695005,1199.999553068534,647.4883782283456,2142.9989797124563,-791.9980845089667,-2118.9993328138626,-228.32559918174022,94.96415631979316,1315.8592486607556,-415.22853342189734,599.9993935007409,-4089.4051547816357
t9,-206.26720550366252,1038.9965718437784,-990.2940993431265,-1015.7090515802394,-1479.998463596293,-1199.9984618188334,-218.26800485699894,-1823.9045986886342,8.686902774151296,-134.26900920232842,1039.4986531191034,929.344019944145,233.89934719630068,722.3733743204623,-413.407068409861,-1743.2833150305498,1316.1971488030142,-292.43781854270924,-1448.5294681680452,1459.8647547892394,-904.9953740392971,-150.1822857017069,299.9953774050551,-61.27010074278827,-5143.960997381987,1199.9972892049218,480.6389331575236,1972.8640413805838,-791.9960855511376,-2118.996520927909,-263.68273060224476,14.716082432067124,1289.9986722657434,-765.5005661331628,599.9965372968367,-8559.88351988859
t10,92.57964947562103,245.3365052820784,-321.4363255016416,-258.95120401938397,-1472.398580600144,-1191.7819287122154,110.7838551683934,-1331.4589959632808,26.06927761073846,3.7227624830873385,650.6900645417193,-64.62414566087472,-42.025893068942665,889.2031809031727,-19.694313203138524,-1140.027491599116,373.17088146442103,-178.3427096771013,795.0348801910343,290.64675808062844,-109.85952522964493,-400.64305321531845,-14.12569281509618,-371.3683275864108,-4544.312766446608,321.92951406639713,2274.932119031938,-1016.5452757351559,-190.29061499492494,-986.2936624356779,-360.41221319911756,2.113173418578418,405.2434663505964,-269.8476800406391,49.070071195737256,-7753.914240440293
t11,54.688849509114235,203.774689464846,-172.21666644691646,-90.14110622901516,-1127.5006365867007,-843.9390071809819,148.11191962311776,-1233.450794968025,33.013625653000226,10.172236640347998,504.96688165943215,-152.31969004215085,-36.28110558571584,725.025364691076,5.94460122658258,-799.4600826601172,-286.97374008919076,-7.878625441110065,750.6513954414145,260.9795834552078,-34.82726942928416,-135.34976752583006,0.9863125296011299,972.7802239101719,-1963.8533811697152,232.8060563961154,1488.4924335187684,-1010.4453986387351,-100.66420154018074,-567.2480402101154,-211.83312054500016,0.0748517930064807,378.6905112461012,-58.328697173363196,31.134888895512745,-3030.416905808732
t12,241.5559155156797,222.430784617357,-101.32892358618805,-20.181922964994214,-1479.9954615080965,-1199.9952012526142,172.20645091524378,-1129.1255143459193,37.51458981853709,13.633849959299503,212.39439744583532,-266.739586265909,-48.40488308878332,691.1072320014333,73.21686034359243,-776.9083407953756,-265.9856087536552,-63.357643604276205,632.9208252474994,227.06506678115602,-57.80385229488416,-146.4486858922147,2.0465579863828687,1038.5905502006478,-2194.6715211694836,282.41413506301313,1628.3694920545972,-884.5171531517973,-96.56281857155324,-618.0481313909631,-410.283088985242,-66.68389384035778,320.99026758800784,-69.76469301225008,56.76857597668117,-4043.581372959594
t13,188.37771932640467,173.67224630735322,-155.55115953287145,-96.95715610121636,-1479.9937661610356,-1199.993439788811,203.7381623431318,-1256.8168364255196,44.129797805773336,11.912913579299245,129.0466782480242,-841.7886610428931,-89.47801422213996,881.0734902907469,123.93323302070591,-902.1741228155478,-535.995172942882,-343.9342275117052,719.2805023431521,343.7409016735107,-39.71161147985891,-158.42036869759968,0.4384507249585168,1126.388236340193,-2749.782543673506,259.1776631641909,1765.670987665012,-872.5284030054261,-100.67875942522409,-620.2768493961088,-538.0567470903216,-200.9265100823825,239.0513569416015,-105.46261608112717,44.67399200505295,-6034.220633697066
t14,-21.56689727495209,13.415111813291025,-143.9530154797477,-128.76847227357024,-1479.9953225139889,-1199.994911024524,205.08910153579518,-1254.9853501042692,45.37438923453499,13.264232511410123,-210.43598259600716,-1045.974490088545,-97.2070592525005,932.714954073282,191.44358309311548,-712.8079985782628,-497.09108476854766,-1399.996885420811,566.2962925074455,289.962763915941,-15.16026323763764,-213.8641641398594,-5.455686745718391,878.2909173135289,-2940.4859324332756,188.48824225512374,1882.0550279827594,-677.6317391643321,-38.83853838430851,-297.2927758072912,-612.0074723820195,-307.0506947138063,-140.2231815873929,-87.24350190416297,18.21058743148585,-8303.426216207818
