Segment,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Total
Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,0
AnnualSum,0.098201969044387,0.11018174786744096,0.09699039533863173,0.10070265290969246,0.09715455182393665,0.11036246801320108,0.10903795611610595,385.49801893174106,0.09909141679821054,0.09504847700635927,0.09743418266051052,0.10349568055448302,0.0968121960437854,0.09452294012705133,0.09976171850742287,0.10400911105491001,0.10259942562157649,20.61445782797502,407.7278836492038
t1,2.8596456463393005e-5,2.8990431126893363e-5,2.8715412994201472e-5,2.8843750186783775e-5,2.858751965131053e-5,2.8827322768949575e-5,2.897098819175709e-5,2.8854470301905545e-5,2.876690078066292e-5,2.8383272272983875e-5,2.8810270750591198e-5,2.8973222183363767e-5,2.857067715411174e-5,2.856717855277185e-5,2.8787922841736545e-5,2.892698963967752e-5,2.8850404590103838e-5,2.8910590363311323e-5,0.0005179337808145089
t2,2.8597456839583138e-5,2.9358408706841705e-5,2.8694501727037114e-5,2.884397288858388e-5,2.8592156727603738e-5,2.8827382919911928e-5,2.9094890576961748e-5,2.88547393514503e-5,2.8766969752898743e-5,2.8380618641441e-5,2.8932492424361727e-5,2.910932795057478e-5,2.8578630431913565e-5,2.8553903697189993e-5,2.8829021134860194e-5,2.892654333746737e-5,2.8849453019198646e-5,2.891244488958968e-5,0.0005187029150174692
t3,2.8601190813545895e-5,2.936031128071267e-5,2.86874703129827e-5,2.8843605161981017e-5,2.8595286609952104e-5,2.8827650050371303e-5,2.9093364085730376e-5,2.8854477839396078e-5,2.876511716217772e-5,2.838314893268386e-5,2.8932142326005294e-5,2.911045281353037e-5,2.8585374732429828e-5,2.8567213935013963e-5,2.8830459879762028e-5,2.8927819227516634e-5,2.884874181962126e-5,2.8914906493213827e-5,0.0005187287334766269
t4,2.8606048282228232e-5,2.936724703931688e-5,2.8691278809569968e-5,2.88436618171693e-5,2.860128158602782e-5,2.8828744472057253e-5,2.9094250811693987e-5,2.8854820412666576e-5,2.8766525120031228e-5,2.842787529809828e-5,2.8933583888315524e-5,2.910796649226955e-5,2.8595115007200076e-5,2.85994076489482e-5,2.8839169789874444e-5,2.893022813469103e-5,2.884836245952824e-5,2.891979238343181e-5,0.0005188553594531185
t5,2.8613673543677174e-5,2.9371721664915537e-5,2.870305475930865e-5,2.8845290676100254e-5,2.861079209036117e-5,2.8830382662151003e-5,2.9101689757731164e-5,2.885612405260551e-5,2.8768439905983974e-5,2.843643747687851e-5,2.893981113068745e-5,2.910830909056747e-5,2.8611713084152172e-5,2.8638724378489442e-5,2.8848021095839657e-5,2.893389905427384e-5,2.885001305567116e-5,2.892648780319154e-5,0.0005189945852825857
t6,2.8628660500856938e-5,2.9364578796162476e-5,2.873809542830882e-5,2.8848520118755474e-5,2.8689680796367905e-5,2.883284262795506e-5,2.9113675595293973e-5,2.8859060011429263e-5,2.876964978147594e-5,2.845418535997783e-5,2.895112853360996e-5,2.911836705247339e-5,2.8618669323932107e-5,2.8695144375000384e-5,2.8851772024608496e-5,2.8938795414134433e-5,2.885336704352745e-5,2.8931583095988297e-5,0.0005192577758798582
t7,2.8745692247717164e-5,2.9391909513694434e-5,2.8757817619642983e-5,2.885115755433853e-5,2.8722732275450303e-5,2.8835455397772146e-5,2.911485466971758e-5,2.886283853141989e-5,2.8773323140272262e-5,2.849389168579509e-5,2.895474695473114e-5,2.969393457894498e-5,2.8621985309914567e-5,2.869914138343749e-5,2.885237129935101e-5,2.8938424446160395e-5,2.8856118369588324e-5,2.8936670848855987e-5,0.0005201030658268042
t8,2.8747793258881394e-5,3.076622378665272e-5,2.8762658474922788e-5,2.8853315913246175e-5,2.873341406917923e-5,2.8836775669220667e-5,2.9350217120537605e-5,2.886523142865045e-5,2.8777760091208692e-5,2.8510979487962695e-5,2.9188261801353507e-5,3.0179065173762404e-5,2.8621755885393424e-5,2.8710382913213064e-5,2.8853459990232434e-5,2.8939059413169583e-5,2.8858775230490893e-5,2.893632453640101e-5,0.0005224914542444788
t9,2.8703719637333834e-5,2.9382061510477058e-5,2.8736293660584697e-5,2.885248411535018e-5,2.8700254283758956e-5,2.8836755170002838e-5,2.90977898840854e-5,2.8862336635734116e-5,2.8760568939293825e-5,2.850079893269004e-5,2.8940771246531602e-5,2.9098569058888917e-5,2.8579925497223315e-5,2.8568366475734137e-5,2.8799760433223053e-5,2.891888623949169e-5,2.884699655768448e-5,2.8915626098710644e-5,0.0005191019643767988
