Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
CO2_Price_1,-409.5238141881559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_2,0.0,-479.69209680184537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_3,0.0,0.0,-423.97873908902517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_4,0.0,0.0,0.0,-314.46071425966545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_5,0.0,0.0,0.0,0.0,-388.67110682473935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_6,0.0,0.0,0.0,0.0,0.0,-1427.251982715798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_7,0.0,0.0,0.0,0.0,0.0,0.0,-690.0372172502832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-659.4984661911002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-432.7946553219803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-370.60776508390967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-624.3072186835241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-684.3472458839495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-315.85043402160915,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-353.3473220674098,0.0,0.0,0.0,0.0,0.0
CO2_Price_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-346.99856754436877,0.0,0.0,0.0,0.0
CO2_Price_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-381.9119766883411,0.0,0.0,0.0
CO2_Price_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-390.1897067958156,0.0,0.0
CO2_Price_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-671.6042154198769,0.0
AnnualSum,252870.9294169712,708275.7216592347,426559.5484079306,1.0624149485525622e6,322605.9360992774,1.147740543434291e6,1.5912672966859008e6,1.0357685820530546e6,505874.5202657232,235507.49607801824,450893.64142764267,1.8424027286465694e6,238261.19388706554,347641.2917534409,731526.8723956726,1.6835793167110367e6,1.040303768984216e6,2.16920811926683e6,1.5792702455725437e7
t1,0.021007018130491165,80.19671903012133,0.029936001223443143,0.05308979680930557,0.031239432496813078,0.012061548188537982,114.13809025007863,0.029159581743496865,0.032672556350657654,0.03570242932083069,11.116728551641769,105.29498849984898,0.028962000280517403,0.03766232552437893,0.03400434219746759,0.03775577179073165,0.030233437528575612,0.02703457468360465,311.18704714795956
t2,0.021049515016438824,112.6961938254989,0.029720470925503173,0.05314135254490903,0.031092395953112223,0.012069648191280695,114.14287853750882,0.028510470233875217,0.032334717219721136,0.03573876932445548,50.8083373464149,110.76876315473329,0.029016568497952398,0.03776862731362925,0.034063620018558935,0.03778326921243896,0.02979141295549066,0.026382320176164657,388.85463602173945
t3,0.0210876564422425,324.77209434632647,0.02960151194126186,0.053602763531572305,0.031009255860751567,0.012180678245465561,114.14217307888627,0.02818448238219137,0.03214960603300926,0.03577886864843119,42.42247324783517,113.84031193798042,0.02906555284469887,0.03784930615132831,0.034121194311622256,0.0378137649132178,0.029536282970189977,0.0260608236939882,595.6150943589984
t4,0.021123980666574508,412.0578088621947,0.029544618766831614,0.05326476864930939,0.0309724301517162,0.012086625966619906,114.1437080608584,0.028010365155280784,0.03204809580621978,0.0358500021549613,37.943360413807575,164.59821534974012,0.029114982282368414,0.03791344778144359,0.03417005973775988,0.03784720672848617,0.029386103709256064,0.025897862064191597,729.1803232362217
t5,0.021163573553176804,402.83286266757256,0.02952333066364161,0.05335301609742524,0.030959036552324386,0.012098288674293625,114.14619429571931,0.027914279335090324,0.03199071204104747,0.03590570633113034,78.8815630611022,226.07012894227282,0.029164846762068198,0.037966808967137486,0.03421094712524943,0.03788181110583226,0.029299032988875134,0.02581412522225448,822.3679944820865
t6,0.021204478767750046,478.43510719421795,0.029529985676461618,0.05387443826963122,0.030938306765954788,0.012216890092998398,165.59741023498427,0.02786096595232545,0.03196553455993305,0.03596978925457469,134.96483760347837,481.9508963953539,0.029213639950942727,0.03802021828466929,0.03424817958355762,0.0379152849445221,0.029252704483721106,0.025770410736077286,1261.3862322553575
t7,0.02122027020240687,580.3791672031061,0.029547347434076044,0.05361625002826894,0.03097030623444085,0.012133422231976696,253.6002609933562,0.02783052821736795,0.03196073733308735,0.03603327450083779,134.05764165362922,566.4637331381654,0.029266296668355066,0.03806567660130724,0.03428449683749721,0.037943773824392193,0.029234170821697977,0.025748273514125845,1534.9386578127069
t8,0.02126279380413133,823.1782825399736,0.029563911500598672,0.053798146143283314,0.031014520409417077,0.01216198193022859,297.04821849067986,0.027808739317040636,0.03196430776588567,0.03609197015554845,134.0620175764102,787.1064251591453,0.029323874146222745,0.03810850035660846,0.03432669709197959,0.037971179698020024,0.029233181978552823,0.02573960398351015,2041.8333131744898
t9,0.021306034832257625,449.51804081363457,0.029580731191150074,0.0544359583006861,0.031060868942761485,0.012314224180057197,80.28146772018819,0.027789320181396567,0.03197585136397414,0.03615099332813507,134.0540155197371,0.9456724892937316,0.02938541290827946,0.03815025817019796,0.03437367920867827,0.037979013682120234,0.029246939196209833,0.025729265298268765,665.2386750936378
t10,0.021372645833862915,20.543083697284395,0.029610706866256824,0.054334425475476546,0.031126108610240757,0.012314388890795168,0.028582088084441393,0.027775863149827416,0.032028980285599556,0.036190852746174444,0.0222611745080736,0.02498708652440471,0.029494810825528028,0.03826736926068566,0.03447671813139717,0.03807669713563784,0.029291695784885635,0.025785399826427104,21.059060709224113
t11,0.02146052899593466,20.53964789328346,0.02967516099254791,0.054760941204225276,0.03124829143520674,0.012565412221768636,0.027889179123737024,0.027798880222474655,0.03210609186415729,0.03633027789113696,0.021652991199141037,0.023448362788588105,0.02967294695827126,0.03841757463583059,0.034617996006398546,0.03819203106639453,0.02937041074767512,0.02586030644659516,21.05471527708354
t12,0.021586015926401653,31.4639939829288,0.02978570651626447,0.0557344513978825,0.03141795873129599,0.013258884025076523,0.027589285390611534,0.027838033136047748,0.03221972800317308,0.03653444090487164,0.021369348883076403,0.022848922275365995,0.02994076439734186,0.038640308347147254,0.03482158743922238,0.038368945082101404,0.029492844080757877,0.025971953897046644,31.981413161362482
t13,0.02177799402982709,20.538554309958943,0.029977782597206896,0.05621808035705812,0.03167071844934001,114.7354088057706,0.02748843011590659,0.02792148729525923,0.032400736507468136,0.03683312057887144,0.021272349172728744,0.02265401086451347,0.0305310616828657,0.03899680545114354,0.03513595937074262,0.03866318191445764,0.02969775204883359,0.02614215251993189,135.7813447386857
t14,0.02209155168797799,35.11771015639282,0.030297225979961536,0.05762936329613923,0.03208376731476804,233.32875802593608,0.02753436074561386,0.028092084108233405,0.032716355712157565,0.037316285008896825,0.02131210708413554,0.022805984882389663,0.03164991835133541,0.039573841613574925,0.035640951895017633,0.03917201637401838,0.030057396501209237,0.026412294378083755,268.96085368726244
t15,0.02263497417991276,20.538965270879242,0.030813122865365986,0.06033363734324468,0.032822360610729295,585.0054264897586,0.027754239404677677,0.028470008914666587,0.033304758730044126,0.03813468123865223,0.021528823572853694,0.023267178081781224,0.033669682517618024,0.040533502116711015,0.036515572890072845,0.04009771142925833,0.030723787670763152,0.026883867338724533,606.0718796695428
t16,0.023627474259256757,49.15921118552369,0.031690744726884525,0.06424912064754996,0.03413194008905188,116.2599392396229,0.028239509438597172,0.029224325946177018,0.03438838170866437,0.03953330686938658,0.021980104029859986,0.02422773251727322,0.03776459107640267,0.04220339742661417,0.038139992300549444,0.041860089236583825,0.0319966340338941,0.027705930780078304,165.9701137002334
t17,0.025867928988112486,114.0743929247803,0.03348829656135771,290.947242066687,0.036844996406676406,0.01887863333640736,0.029255671050953464,0.030730172696954394,0.03664739530094577,0.04229105646955367,0.02294469706196738,0.026315830312222673,238.7675300876643,0.04561732094166436,0.0422093812718324,0.04584041541397688,0.03462654815548976,0.029263384630653918,644.2899868077304
t18,0.034318625157203325,457.0904513679641,0.04816709245623177,1011.2948627598846,16.107068145426652,0.013027454882753307,370.3638259976435,149.8035771442603,46.054520217973284,125.35773274890525,138.42421980935197,408.49919568416107,230.41094071621114,188.85345318386902,23.72903953133606,11.924532245055108,63.95527801322382,211.26426438586404,3453.2284751236266
t19,0.06834144717436487,445.31793313173944,0.10260157719723798,1064.5096595856608,16.04657256295673,0.012447807549394448,402.90721285299634,870.7561106264048,44.65911198337908,218.82037114547305,134.0738180141855,594.75311508616,230.44073528938932,392.67645774439075,23.181961501013465,245.89377897051168,66.09444240972108,2187.0857878516927,6937.400459587595
t20,0.034566209592961215,246.55473255680258,0.08265758343207524,582.3370949884459,16.018865791304606,0.01224275278564901,392.15576106405393,845.1771329686692,44.63677241635878,218.7928238959543,134.06140232866736,637.3107070231083,230.40741405240544,371.81316702885726,23.07647230875371,195.74734478389246,66.06663828883741,2163.378928561851,6167.664724603774
t21,0.0307427411686464,71.57422778943896,0.043788415170493596,0.07919672494363379,15.377416837795366,0.012270521879029573,342.21690688152586,845.1512649384553,44.59399356789066,36.693457786983736,134.05951308520412,525.2961099428081,8.857346665364611,0.09785584880004383,23.027769555836773,110.16120552080442,58.52442043237516,1584.960040452311,3800.757527708756
t22,0.02800847111919969,68.79638706845628,0.03542866013276685,0.07093826021097538,0.08472233019506133,0.012127756917868378,236.1752040065144,471.61013530607414,0.07167858118804904,0.1368181139009251,134.05718511880028,283.48071603438405,8.808785227057816,0.04916687559774797,22.95716591899381,75.23591089167313,37.01743835730635,1234.9608988194686,2573.588715797992
t23,0.024096563908596942,26.80030076141326,0.032234331232674086,0.059503668691551645,0.03558229368610499,0.012105604423700919,145.47492435596982,145.0857986880305,0.03547849722918016,0.04074284077250027,103.48098836325934,212.07555366740914,0.03366542923728624,0.04278526342395816,0.038746382049752996,0.043906068933632594,7.200834466790342,92.92798524077496,733.4452324872362
t24,0.02323668731717798,0.8451526487626189,0.03136572010856084,0.05749227896494018,0.03409881554530984,0.01219498277340914,145.4674601647617,145.08931303808762,0.03424131443427424,0.03922038963336897,59.590342052107744,235.19877795265162,0.031588134062330554,0.04111651721072348,0.037190639050705014,0.0422467639477912,0.032998739752862195,163.55684968426897,750.1648865234417
t25,0.02290617105499852,0.8448369850517893,0.03103952747934441,0.055783318355589355,0.03351160992948655,0.012084799363695593,145.46750239646994,145.09129178157454,0.033755818646500776,0.03860852057848219,59.590413861936604,243.90365433301852,0.03055429441882308,0.04043564165031379,0.03651563770662133,0.04168619243301097,0.03194532631724637,112.28349770029321,707.5900239162787
t26,0.022917308376837385,1.8612202686793968,0.031051005439092297,0.055008540479283434,0.033464344822081556,0.012080620689910887,145.46769217303867,145.09506640286725,0.033717623240083816,0.03856519326456721,59.5906494055449,317.70802256636705,0.030053996014528562,0.040387648412274435,0.03630954055101859,0.04187698814021028,0.0316348547837445,120.8181772315241,790.947895712235
t27,0.023250736488653754,0.8444580024460068,0.03137157044641166,0.05491815477625515,0.033844803325037746,0.012182069636562317,145.4744673426785,532.3457009387082,0.03403642598460631,0.038999517467461484,118.9925776369366,452.23240150318793,0.029765501671467246,0.040917086574590214,0.03645935208650493,0.04287488708790108,0.03184679882734132,2251.027900750815,3501.327973079145
t28,0.024034267163759428,0.8446343556247327,0.03208744324324183,0.054197573440692266,0.0348299613742552,0.012078434503003601,153.60494632213607,857.1674029678893,0.03486784711618985,0.040066486104365945,115.41989002335485,2573.577304242626,0.029600299563233057,0.04218819598762566,0.036998982649947415,67.62592864087381,0.03271372272522919,3308.7185877972497,7077.332357563625
