region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
1,Solar_z01_01,1,1,1,13.787829247697664,0.0,274263.41935428587,0.0,0.0,0.0,0.0,0.0,0.0,1.277658e6,0.0,0.0,0.0,0.0,0.0,1.277658e6,274277.2071835336,1.0033807928164664e6
2,Solar_z02_01,2,1,2,3.291181982166463e8,0.0,8.867608776609342e7,0.0,0.0,0.0,0.0,0.0,0.0,4.181579e8,0.0,0.0,0.0,0.0,0.0,4.18157888e8,4.1779428598273975e8,363602.01726025343
3,Solar_z03_01,3,1,3,3.37776702017472e8,0.0,8.778526973901741e7,0.0,0.0,0.0,0.0,0.0,0.0,4.2612794e8,0.0,0.0,0.0,0.0,0.0,4.26127936e8,4.2556197175648946e8,565964.2435105443
4,Solar_z04_01,4,1,4,1.655464405482362e8,0.0,5.163658467970634e7,0.0,0.0,0.0,0.0,0.0,0.0,2.4349557e8,0.0,0.0,0.0,0.0,0.0,2.43495568e8,2.1718302522794253e8,2.6312542772057474e7
5,Solar_z05_01,5,1,5,1.4005149740767008e8,0.0,3.7693147692150585e7,0.0,0.0,0.0,0.0,0.0,0.0,1.777443e8,0.0,0.0,0.0,0.0,0.0,1.77744304e8,1.7774464509982067e8,-341.09982067346573
6,Solar_z06_01,6,1,6,6.917598488762007e8,0.0,1.8236790970643625e8,0.0,0.0,0.0,0.0,0.0,0.0,8.775626e8,0.0,0.0,0.0,0.0,0.0,8.77562624e8,8.74127758582637e8,3.4348654173630476e6
7,Solar_z07_01,7,1,7,8.767525237108029e8,0.0,2.4390906854043823e8,0.0,0.0,0.0,0.0,0.0,0.0,1.1280822e9,0.0,0.0,0.0,0.0,0.0,1.128082176e9,1.1206615922512412e9,7.420583748758793e6
8,Solar_z08_01,8,1,8,9.378262418382654e8,0.0,2.4544078974833533e8,0.0,0.0,0.0,0.0,0.0,0.0,1.1914212e9,0.0,0.0,0.0,0.0,0.0,1.191421184e9,1.1832670315866008e9,8.1541524133992195e6
9,Solar_z09_01,9,1,9,7.961418763870445e7,0.0,2.0685799554276045e7,0.0,0.0,0.0,0.0,0.0,0.0,1.00412904e8,0.0,0.0,0.0,0.0,0.0,1.00412904e8,1.002999871929805e8,112916.80701950192
10,Solar_z10_01,10,1,10,1.0653741853049351e8,0.0,2.8751603085021786e7,0.0,0.0,0.0,0.0,0.0,0.0,1.3557982e8,0.0,0.0,0.0,0.0,0.0,1.35579824e8,1.352890216155153e8,290802.3844847083
11,Solar_z11_01,11,1,11,2.5363925448182246e8,0.0,7.009653802972867e7,0.0,0.0,0.0,0.0,0.0,0.0,3.2419706e8,0.0,0.0,0.0,0.0,0.0,3.24197056e8,3.2373579251155114e8,461263.48844885826
12,Solar_z12_01,12,1,12,8.362800277429545e8,0.0,2.2829103275542113e8,0.0,0.0,0.0,0.0,0.0,0.0,1.0737482e9,0.0,0.0,0.0,0.0,0.0,1.073748224e9,1.0645710604983757e9,9.177163501624346e6
13,Solar_z13_01,13,1,13,1.3247807125326835e8,0.0,3.6646139963570476e7,0.0,0.0,0.0,0.0,0.0,0.0,1.6915928e8,0.0,0.0,0.0,0.0,0.0,1.6915928e8,1.6912421121683884e8,35068.78316116333
14,Solar_z14_01,14,1,14,1.6893717004897425e8,0.0,4.687570063062941e7,0.0,0.0,0.0,0.0,0.0,0.0,2.1637923e8,0.0,0.0,0.0,0.0,0.0,2.16379232e8,2.1581287067960367e8,566361.3203963339
15,Solar_z15_01,15,1,15,3.7424533600614613e8,0.0,1.0053384638066444e8,0.0,0.0,0.0,0.0,0.0,0.0,4.7558275e8,0.0,0.0,0.0,0.0,0.0,4.75582752e8,4.7477918238681054e8,803569.6131894588
16,Solar_z16_01,16,1,16,8.651760067194078e8,0.0,2.436087617449066e8,0.0,0.0,0.0,0.0,0.0,0.0,1.117889e9,0.0,0.0,0.0,0.0,0.0,1.117889024e9,1.1087847684643145e9,9.10425553568554e6
17,Solar_z17_01,17,1,17,4.018386828494538e7,0.0,1.0337751922623968e7,0.0,0.0,0.0,0.0,0.0,0.0,5.2145396e7,0.0,0.0,0.0,0.0,0.0,5.2145396e7,5.052162020756935e7,1.6237757924306467e6
18,Solar_z18_01,18,1,18,9.956945160957124e8,0.0,2.6917466438801795e8,0.0,0.0,0.0,0.0,0.0,0.0,1.2668655e9,0.0,0.0,0.0,0.0,0.0,1.266865536e9,1.2648691804837303e9,1.9963555162696838e6
1,Wind_z01_02,1,1,19,0.0,0.0,6.158973298123053e6,0.0,0.0,0.0,0.0,0.0,0.0,1.4948945e7,0.0,0.0,0.0,0.0,0.0,1.4948945e7,6.158973298123053e6,8.789971701876946e6
1,Wind_z01_03,1,1,20,5.269350442917169e8,0.0,3.797442125809973e8,0.0,0.0,0.0,0.0,0.0,0.0,9.6178074e8,0.0,0.0,0.0,0.0,0.0,9.61780736e8,9.066792568727142e8,5.510147912728584e7
2,Wind_z02_01,2,1,21,5.859378823920594e8,0.0,3.683039011238863e8,0.0,0.0,0.0,0.0,0.0,0.0,9.587997e8,0.0,0.0,0.0,0.0,0.0,9.5879968e8,9.542417835159457e8,4.557896484054327e6
2,Wind_z02_02,2,1,22,2.6061542637951222e8,0.0,1.8786827560480565e8,0.0,0.0,0.0,0.0,0.0,0.0,4.8907408e8,0.0,0.0,0.0,0.0,0.0,4.8907408e8,4.484837019843179e8,4.05903780156821e7
3,Wind_z03_01,3,1,23,4.8025628804533553e8,0.0,3.133382873978764e8,0.0,0.0,0.0,0.0,0.0,0.0,7.935937e8,0.0,0.0,0.0,0.0,0.0,7.93593728e8,7.935945754432119e8,-847.4432119131088
4,Wind_z04_01,4,1,24,0.0,0.0,1.406884129174422e8,0.0,0.0,0.0,0.0,0.0,0.0,3.1722822e8,0.0,0.0,0.0,0.0,0.0,3.17228224e8,1.406884129174422e8,1.765398110825578e8
4,Wind_z04_02,4,1,25,0.0,0.0,1.1047514370365013e8,0.0,0.0,0.0,0.0,0.0,0.0,1.7921957e8,0.0,0.0,0.0,0.0,0.0,1.79219568e8,1.1047514370365013e8,6.874442429634987e7
4,Wind_z04_03,4,1,26,1.2399484965425117e9,0.0,7.812472543073567e8,0.0,0.0,0.0,0.0,0.0,0.0,2.0338097e9,0.0,0.0,0.0,0.0,0.0,2.033809664e9,2.0211957508498683e9,1.2613913150131702e7
4,Wind_z04_04,4,1,27,6.668666315246225e7,0.0,8.482823410408847e7,0.0,0.0,0.0,0.0,0.0,0.0,2.2083146e8,0.0,0.0,0.0,0.0,0.0,2.20831456e8,1.5151489725655073e8,6.931655874344927e7
5,Wind_z05_01,5,1,28,0.0,0.0,3.0507714224843927e7,0.0,0.0,0.0,0.0,0.0,0.0,6.2779588e7,0.0,0.0,0.0,0.0,0.0,6.2779588e7,3.0507714224843927e7,3.2271873775156073e7
5,Wind_z05_02,5,1,29,2.1341936752741367e8,0.0,2.863819500808756e8,0.0,0.0,0.0,0.0,0.0,0.0,7.455335e8,0.0,0.0,0.0,0.0,0.0,7.45533504e8,4.9980131760828924e8,2.4573218639171076e8
6,Wind_z06_01,6,1,30,8.949985049852403e8,0.0,5.47780379039855e8,0.0,0.0,0.0,0.0,0.0,0.0,1.5248257e9,0.0,0.0,0.0,0.0,0.0,1.524825728e9,1.4427788840250955e9,8.204684397490454e7
