Resource,MA_natural_gas,MA_natural_gas_CCS_retro,MA_natural_gas_H2_retro,MA_wind,MA_solar_pv,CT_natural_gas,CT_wind,CT_solar_pv,ME_natural_gas,ME_wind,ME_solar_pv,MA_battery,CT_battery,ME_battery,Total
Zone,1,1,1,1,1,2,2,2,3,3,3,1,2,3,0
AnnualSum,5597.5186,5.0486124e7,0.0,1.9265582e7,2.9992442e6,1.3259382e6,1.7472598e7,5.5737645e6,359346.44,2.87077e7,149962.22,0.0,4.3984885e6,1.234855e6,1.3197921e8
t1,0.0,0.0,0.0,4461.949130841371,0.0,0.0,4046.89530329989,0.0,0.0,5907.485206944836,0.0,0.0,0.0,0.0,14416.329641086097
t2,0.0,0.0,0.0,4385.225021612956,0.0,0.0,3977.3081277894894,0.0,0.0,981.9204828509429,0.0,0.0,2253.3787928499287,425.4609061859158,12023.293331289231
t3,0.0,0.0,0.0,4365.785098377276,0.0,0.0,3959.6765206751907,0.0,0.0,0.0,0.0,0.0,2193.7448064690293,908.0781100936784,11427.284535615174
t4,0.0,0.0,0.0,4098.95881812065,0.0,0.0,3717.6706195088764,0.0,0.0,2905.5453189014524,0.0,0.0,1830.45807293063,78.22725125438728,12630.860080715995
t5,0.0,0.0,0.0,3830.957662342093,0.0,0.0,3474.599130615709,0.0,0.0,2102.1384110837175,0.0,0.0,2377.7779697282144,336.1804529798219,12121.653626749558
t6,0.0,0.0,0.0,3064.343005592648,0.0,0.0,2779.2955395469376,0.0,0.0,4683.651998249031,0.0,0.0,2205.8176069207498,458.63548723877636,13191.743637548141
t7,0.0,4918.5758229096855,0.0,882.1202622713591,5.8,0.0,800.0647792366202,0.0,0.0,4682.418915636727,0.29,0.0,407.8167240471913,0.0,11697.086504101586
t8,0.0,6663.632303233949,0.0,777.6366779315231,355.8,0.0,705.3003356408485,626.1448978955945,0.0,3598.0725572464353,17.79,0.0,0.0,0.0,12744.376771948351
t9,0.0,6992.747781164893,0.0,437.3191936114361,787.6,0.0,396.6394368855783,1425.3321574923468,0.0,3446.073072284952,39.379999999999995,0.0,0.0,0.0,13525.091641439207
t10,0.0,7685.274723296384,0.0,147.2333800492781,1114.6000000000001,0.0,133.53762150534354,2042.4077492191168,0.0,1741.1880769995762,55.730000000000004,0.0,248.87336010819118,0.0,13168.84491117789
t11,0.0,7685.274723296384,0.0,9.725375368599778,1353.2,0.0,8.820713716786232,2434.9273202058107,0.0,869.8804931107478,67.66,0.0,602.2443613945026,344.3426831395768,13376.075670232409
t12,0.0,7685.274723296384,0.0,2.4706991066513133,1356.0,0.0,2.240872837716335,2477.734445322659,0.0,907.0300655415726,67.80000000000001,0.0,671.6054195674585,317.8499827904929,13488.006208462934
t13,0.0,7685.274723296384,0.0,3.905827904902906,1322.2,0.0,3.542504887515081,2444.7221708681404,0.0,724.6469633744531,66.11,0.0,1260.2753494396381,0.0,13510.677539771035
t14,0.0,7685.274723296384,0.0,15.533210541135288,1310.2,0.0,14.08829974093301,2400.826729011034,0.0,802.6308147042631,65.51,0.0,909.0312585266553,344.5213275016268,13547.616363322033
t15,0.0,7685.274723296384,0.0,86.01642922255925,1234.6,0.0,78.01511698582787,2366.363365569503,0.0,921.7239762235237,61.73,0.0,1015.1316508637442,0.0,13448.855262161542
t16,0.0,7683.126123045682,0.0,532.5101764331508,993.0,0.0,482.9756836695161,1980.7364672711153,0.0,1564.5965310611386,49.65,0.0,0.0,0.0,13286.594981480603
t17,0.0,6185.102995923951,0.0,1227.3536601818976,672.6,0.0,1113.1843096430484,1387.9666160767924,0.0,2583.670370465387,33.63,0.0,0.0,0.0,13203.507952291075
t18,0.0,5624.976125405037,0.0,1755.287391785625,248.4,0.0,1592.0092527857423,589.5049009735462,0.0,3397.334422950388,12.42,0.0,0.0,0.0,13219.93209390034
t19,0.0,5106.938032018135,0.0,2397.200998547469,0.0,0.0,2174.211578305969,0.0,0.0,3647.462252573116,0.0,0.0,0.0,0.0,13325.812861444689
t20,0.0,3326.0928412662115,0.0,4197.929398858436,0.0,0.0,3807.4348831989655,0.0,0.0,4299.003493766688,0.0,0.0,0.0,0.0,15630.4606170903
t21,0.0,5231.034574885081,0.0,1961.6545703551462,0.0,0.0,1779.1800028813993,0.0,0.0,4564.4406024909595,0.0,0.0,219.0918699934698,0.0,13755.401620606055
t22,0.0,4337.596592578459,0.0,1581.3531516817113,0.0,0.0,1434.2545050916929,0.0,0.0,4237.124750829435,0.0,0.0,1103.0857132781657,0.0,12693.414713459464
t23,0.0,3326.0928412662115,0.0,2488.265465478285,0.0,0.0,2256.8051607770303,0.0,0.0,3254.165573611373,0.0,0.0,0.0,0.0,11325.3290411329
t24,0.0,3326.0928412662115,0.0,2905.59359234291,0.0,0.0,2635.3131148165967,0.0,0.0,3504.045921139543,0.0,0.0,0.0,0.0,12371.045469565262
t25,0.0,3326.0928412662115,0.0,2779.5998021284286,0.0,0.0,2521.039360698788,0.0,0.0,2930.417439096738,0.0,0.0,1880.8211342838736,0.0,13437.97057747404
t26,0.0,3326.0928412662115,0.0,3416.822026311532,0.0,0.0,3098.9866995378225,0.0,0.0,191.12147966252923,0.0,0.0,1597.365575798659,830.6757460362508,12461.064368613004
t27,0.0,3326.0928412662115,0.0,2904.16060778,0.0,0.0,2897.9867350951945,0.0,0.0,1833.8238290483876,0.0,0.0,1866.4764417105018,0.0,12828.540454900296
t28,0.0,3326.0928412662115,0.0,1665.950342570487,0.0,0.0,1510.9824023493632,0.0,0.0,2183.85964321636,0.0,0.0,119.93466094765193,0.0,8806.819890350074
t29,0.0,5034.747591135801,0.0,509.1588529052817,0.0,0.0,461.7965176280265,0.0,0.0,2960.2859597821994,0.0,0.0,0.0,0.0,8965.988921451308
t30,0.0,5779.183064205875,0.0,251.9176105491431,0.0,0.0,228.4840470060712,0.0,0.0,3636.8573275055364,0.0,0.0,0.0,0.0,9896.442049266625
t31,0.0,7150.006132493095,0.0,72.56502592889953,0.0,0.0,65.81497323348542,0.0,0.0,3404.426531560277,0.0,0.0,974.6047747124645,0.0,11667.417437928221
t32,0.0,6996.192841107064,0.0,1492.2976353806316,361.8,0.0,1353.482999168265,702.6898419604671,0.0,2923.184436300982,18.090000000000003,0.0,0.0,0.0,13847.73775391741
t33,0.0,7150.006132493095,0.0,645.6300047794439,773.8000000000001,0.0,585.5730214294787,1455.0794817260887,0.0,1587.8053981305889,38.690000000000005,0.0,669.0583806667981,0.0,12905.642419225493
