Resource,MA_natural_gas,MA_natural_gas_CCS_retro,MA_natural_gas_H2_retro,MA_wind,MA_solar_pv,CT_natural_gas,CT_wind,CT_solar_pv,ME_natural_gas,ME_wind,ME_solar_pv,MA_battery,CT_battery,ME_battery,Total
Zone,1,1,1,1,1,2,2,2,3,3,3,1,2,3,0
AnnualSum,0.0,0.0,0.0,21388.14926147461,-4.08006961549745e-12,0.0,20282.52410888672,1.1655997347870262e-10,0.0,1.9154691162109375e6,-7.742287713718987e-13,0.0,0.0,0.0,1.9571397895812988e6
t1,6.839200765991649,12809.913111318267,0.0,4457.487181710529,0.0,4862.89308142774,4042.84840799659,0.0,621.5267584326472,5978.06854808653,0.0,0.0,4999.498388896885,1000.5016111031151,38779.576289738296
t2,6.839200765991649,12809.913111318267,0.0,4380.839796591343,0.0,4862.89308142774,3973.3308196617,0.0,621.5267584326472,5927.458885910338,0.0,0.0,4997.245010104036,1000.0761501969292,38580.12281440899
t3,6.839200765991649,12809.913111318267,0.0,4361.419313278899,0.0,4862.89308142774,3955.7168441545155,0.0,621.5267584326472,5674.570013905848,0.0,0.0,4997.304644090416,999.5935329930214,38289.77650036734
t4,6.839200765991649,12809.913111318267,0.0,4094.8598593025295,0.0,4862.89308142774,3713.9529488893672,0.0,621.5267584326472,5098.115116178361,0.0,0.0,4997.6679308239545,1000.4233838518608,37206.19139099072
t5,6.839200765991649,12809.913111318267,0.0,3827.126704679751,0.0,4862.89308142774,3471.1245314850935,0.0,621.5267584326472,4811.680859762743,0.0,0.0,4997.120610927157,1000.1654306501352,36408.390289449526
t6,6.839200765991649,12809.913111318267,0.0,3061.2786625870554,0.0,4862.89308142774,2776.516244007391,0.0,621.5267584326472,4678.968346250783,0.0,0.0,4997.292571289965,1000.0429756158763,34815.27095169572
t7,6.839200765991649,12804.994535495356,0.0,881.2381420090878,5.7942,4862.89308142774,799.2647144573837,0.0,621.5267584326472,4677.736496721091,0.28970999999999997,0.0,4999.090572172839,1000.5016111031151,30660.16902258525
t8,6.839200765991649,12803.249479015032,0.0,776.8590412535916,355.4442,4862.89308142774,704.5950353052077,625.5187529976987,621.5267584326472,3594.4744846891895,17.77221,0.0,4999.498388896885,1000.5016111031151,30369.172243887093
t9,6.839200765991649,12802.920363537101,0.0,436.88187441782475,786.8124,4862.89308142774,396.2427974486927,1423.9068253348544,621.5267584326472,3442.6269992126677,39.34062,0.0,4999.498388896885,1000.5016111031151,30819.990920577522
t10,6.839200765991649,12802.22783659497,0.0,147.08614666922884,1113.4854,4862.89308142774,133.40408388383818,2040.365341469898,621.5267584326472,1739.4468889225766,55.674270000000014,0.0,4999.249515536777,1000.5016111031151,29522.700134806775
t11,6.839200765991649,12802.22783659497,0.0,9.715649993231176,1351.8468,4862.89308142774,8.811893003069443,2432.492392885605,621.5267584326472,869.010612617637,67.59234000000001,0.0,4998.896144535491,1000.1572684199756,29032.009978676353
t12,6.839200765991649,12802.22783659497,0.0,2.468228407544662,1354.644,4862.89308142774,2.2386319648786186,2475.2567108773364,621.5267584326472,906.1230354760311,67.73219999999999,0.0,4998.826783477318,1000.1837611203247,29100.96022854478
t13,6.839200765991649,12802.22783659497,0.0,3.9019220769980034,1320.8778,4862.89308142774,3.538962382627566,2442.2774486972726,621.5267584326472,723.9223164110788,66.04389,0.0,4998.238113547446,1000.5016111031151,28852.788941439885
t14,6.839200765991649,12802.22783659497,0.0,15.517677330594152,1308.8898000000002,4862.89308142774,14.074211441192077,2398.4259022820224,621.5267584326472,801.8281838895589,65.44449,0.0,4998.589357638359,1000.1570897756135,28896.413589578693
t15,6.839200765991649,12802.22783659497,0.0,85.93041279333669,1233.3654,4862.89308142774,77.93710186884203,2363.997002203933,621.5267584326472,920.8022522473001,61.66827,0.0,4998.483257246022,1000.5016111031151,29036.1721846839
t16,6.839200765991649,12802.229985195221,0.0,531.9776662567177,992.007,4862.89308142774,482.4927079858466,1978.7557308038442,621.5267584326472,1563.0319345300777,49.600350000000006,0.0,4999.498388896885,1000.5016111031151,29891.354415398087
t17,6.839200765991649,12803.728008322343,0.0,1226.1263065217156,671.9274,4862.89308142774,1112.0711253334057,1386.578649460716,621.5267584326472,2581.086700094922,33.59637,0.0,4999.498388896885,1000.5016111031151,31306.37360035948
t18,6.839200765991649,12804.28813519286,0.0,1753.5321043938395,248.1516,4862.89308142774,1590.4172435329565,588.9153960725727,621.5267584326472,3393.937088527438,12.407580000000001,0.0,4999.498388896885,1000.5016111031151,31882.908188346046
t19,6.839200765991649,12804.806173286248,0.0,2394.8037975489224,0.0,4862.89308142774,2172.037366727663,0.0,621.5267584326472,3643.814790320543,0.0,0.0,4999.498388896885,1000.5016111031151,32506.721168509754
t20,6.839200765991649,12806.587018477001,0.0,4193.731469459577,0.0,4862.89308142774,3803.6274483157667,0.0,621.5267584326472,4294.704490272922,0.0,0.0,4999.498388896885,1000.5016111031151,36589.90946715164
t21,6.839200765991649,12804.682076743382,0.0,1959.692915784791,0.0,4862.89308142774,1777.4008228785178,0.0,621.5267584326472,4559.876161888469,0.0,0.0,4999.279297026892,1000.5016111031151,32592.691926051542
t22,6.839200765991649,12805.575514725688,0.0,1579.7717985300296,0.0,4862.89308142774,1432.8202505866009,0.0,621.5267584326472,4232.8876260786055,0.0,0.0,4998.395303183607,1000.5016111031151,31541.211144834022
t23,6.839200765991649,12806.587018477001,0.0,2485.7772000128066,0.0,4862.89308142774,2254.548355616253,0.0,621.5267584326472,3250.911408037762,0.0,0.0,4999.498388896885,1000.5016111031151,32289.083022770203
t24,6.839200765991649,12806.587018477001,0.0,2902.6879987505667,0.0,4862.89308142774,2632.67780170178,0.0,621.5267584326472,3500.541875218404,0.0,0.0,4999.498388896885,1000.5016111031151,33333.75373477413
t25,6.839200765991649,12806.587018477001,0.0,2776.8202023263,0.0,4862.89308142774,2518.5183213380897,0.0,621.5267584326472,3366.0912028693288,0.0,0.0,4997.6175677626015,1000.5016111031151,32957.39496450282
t26,6.839200765991649,12806.587018477001,0.0,3413.405204285221,0.0,4862.89308142774,3095.8877128382846,0.0,621.5267584326472,3266.499268236246,0.0,0.0,4997.9010233210865,999.6709353570789,34071.210203141294
t27,6.839200765991649,12806.587018477001,0.0,3192.3031340568464,0.0,4862.89308142774,2895.0887483600995,0.0,621.5267584326472,2804.4001722514545,0.0,0.0,4997.631912455175,1000.5016111031151,33187.77163733007
t28,6.839200765991649,12806.587018477001,0.0,1664.2843922279162,0.0,4862.89308142774,1509.4714199470138,0.0,621.5267584326472,2181.6757835731432,0.0,0.0,4999.378454235938,1000.5016111031151,29653.15772019051
t29,6.839200765991649,12804.87836372713,0.0,508.6496940523764,0.0,4862.89308142774,461.33472111039845,0.0,621.5267584326472,2957.3256738224172,0.0,0.0,4999.498388896885,1000.5016111031151,28223.447493338695
t30,6.839200765991649,12804.133928254061,0.0,251.66569293859393,0.0,4862.89308142774,228.25556295906512,0.0,621.5267584326472,3633.220470178031,0.0,0.0,4999.498388896885,1000.5016111031151,28408.534694956128
t31,6.839200765991649,12802.763105185773,0.0,72.49246090297063,0.0,4862.89308142774,65.74915826025193,0.0,621.5267584326472,3401.0221050287173,0.0,0.0,4998.523784122173,1000.5016111031151,27832.31126522938
t32,6.839200765991649,12802.91691847716,0.0,1490.805337745251,361.4382,4862.89308142774,1352.1295161690966,701.9871521185067,621.5267584326472,2920.261251864681,18.07191,0.0,4999.498388896885,1000.5016111031151,31138.869327001074
