Costs,Total,Zone1,Zone2,Zone3
cTotal,5.804981475654747e9,3.594410558457009e9,1.1263153776225193e9,7.357887372622918e8
cFix,4.0994348021361537e9,2.1046567130045695e9,1.24170448988503e9,7.530735992465543e8
cVar,1.5317008718131802e9,1.4897538454524393e9,2.846583330226519e7,1.3481193058482638e7
cNSE,0.0,0.0,0.0,0.0
cStart,1.3532380170538038e8,1.1713357954450378e8,1.519561494800142e7,2.9946072128752107e6
cUnmetRsv,0.0,-,-,-
cNetworkExp,3.8522e7,-,-,-
