Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3
50000,1,1.0,1.0,2000,11,168,842.3076923076924,1,8715.738900284141,2489.5490207582457,1188.8163065697854
,2,0.9,0.04,1800,,,673.8461538461539,2,8430.221600388975,2407.9570864248417,1150.0181174850811
,3,0.55,0.024,1100,,,673.8461538461539,3,8292.934536327886,2368.1561428475716,1130.1216102621559
,4,0.2,0.003,400,,,842.3076923076924,4,8232.249674677694,2352.2357654166635,1122.1630073729857
,,,,,,,842.3076923076924,5,8286.965533542621,2367.16111925814,1130.1216102621559
,,,,,,,1516.1538461538462,6,8512.792805585139,2431.8376525712038,1159.9663710965438
,,,,,,,168.46153846153848,7,8912.71599219788,2546.2653653558555,1215.6765913207346
,,,,,,,1179.2307692307693,8,9350.442863117298,2670.6433140348245,1275.3661129895104
,,,,,,,673.8461538461539,9,9930.430967085527,2835.8172298804957,1353.9573165200652
,,,,,,,673.8461538461539,10,10287.57630040387,2938.3046595919664,1402.7037592162321
,,,,,,,673.8461538461539,11,10428.842699655137,2979.100626758668,1421.6054410780112
,,,,,,,,12,10426.85303206005,2978.1056031692365,1420.610615716865
,,,,,,,,13,10364.178502814768,2960.1951785594647,1412.6520128276948
,,,,,,,,14,10285.586632808783,2938.3046595919664,1401.708933855086
,,,,,,,,15,10254.746785084913,2929.3494472870802,1397.729632410501
,,,,,,,,16,10272.653793440708,2934.3245652342393,1400.7141084939396
,,,,,,,,17,10752.163683856981,3070.6427969863894,1466.3725823295931
,,,,,,,,18,11467.449184291212,3275.6176564093303,1562.8706423607807
,,,,,,,,19,11471.428519481387,3276.612679998762,1563.865467721927
,,,,,,,,20,11261.518588199577,3216.9112646328567,1536.0103576098315
,,,,,,,,21,10848.66256221876,3099.49848107991,1479.3053120244945
,,,,,,,,22,10169.191078496118,2905.468881140718,1385.7917280767458
,,,,,,,,23,9409.138057172402,2687.5587150551646,1282.3298905175343
,,,,,,,,24,8638.1418640757,2466.6634782013152,1177.8732275971765
,,,,,,,,25,8084.0194388436175,2309.4497510710985,1102.2665001500604
,,,,,,,,26,7801.486640341084,2227.8578167376945,1063.4683110653561
,,,,,,,,27,7687.080753623509,2196.0170618758784,1048.5459306481623
,,,,,,,,28,7693.049756408774,2198.007109054742,1049.5407560093086
,,,,,,,,29,7931.8098678193655,2265.6687131361014,1081.375167565989
,,,,,,,,30,8659.033373824126,2472.633619737906,1179.862878319469
,,,,,,,,31,9982.162324557821,2850.742583721972,1360.9210940480891
,,,,,,,,32,10725.303171323289,3063.677631860367,1461.3984555238617
,,,,,,,,33,10885.471412727895,3110.4437405636595,1484.279438830226
,,,,,,,,34,10976.00128830441,3135.319330299453,1496.217343163981
,,,,,,,,35,11061.556994893206,3160.194920035247,1508.1552474977361
,,,,,,,,36,11045.6396541325,3154.2247784986566,1506.1655967754436
,,,,,,,,37,10939.192437795276,3124.374070815704,1491.2432163582496
,,,,,,,,38,10864.579902979467,3103.478575437637,1481.294962746787
,,,,,,,,39,10747.18951486926,3069.6477733969573,1465.3777569684469
,,,,,,,,40,10752.163683856981,3070.6427969863894,1466.3725823295931
,,,,,,,,41,11242.616746046237,3210.9411230962664,1532.0310561652466
,,,,,,,,42,11956.907412682924,3414.9209589297757,1630.5187669187267
,,,,,,,,43,11857.424032928511,3387.0602984256866,1616.5912118626788
,,,,,,,,44,11481.37685745683,3279.5977507670573,1565.8551184442194
,,,,,,,,45,10940.187271592822,3124.374070815704,1491.2432163582496
,,,,,,,,46,10144.320233557515,2897.508692425264,1382.8072519933069
,,,,,,,,47,9146.501934620752,2611.9369222583514,1246.5161775162687
,,,,,,,,48,8242.198012653134,2354.2258125955273,1124.1526580952782
,,,,,,,,49,7667.184077672627,2190.046920339288,1044.5666292035771
