Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery
Zone,1,1,2,2,2,3,3,1,2,3
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
t83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134469.38371460134,-158475.62076253188,-137147.84457941237
