Resource,MA_natural_gas,MA_natural_gas_CCS_retro,MA_wind,MA_solar_pv,CT_natural_gas,CT_wind,CT_solar_pv,ME_natural_gas,ME_wind,ME_solar_pv,MA_battery,CT_battery,ME_battery
Zone,1,1,1,1,2,2,2,3,3,3,1,2,3
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.02036373914456,22.26952627307916,11.256855947733818
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.02036373914456,22.26952627307916,11.256855947733818
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.02036373914456,22.26952627307916,11.256855947733818
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.02036373914456,22.26952627307916,11.256855947733818
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.02036373914456,22.26952627307916,11.256855947733818
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.02036373914456,22.26952627307916,11.256855947733818
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.018385729116638,22.26952627307916,11.256855947733818
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.018385729116638,22.26952627307916,11.256855947733818
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.018385729116638,22.26952627307916,11.256855947733818
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.018385729116638,22.26952627307916,11.256855947733818
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.018385729116638,22.26952627307916,11.252860666353486
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.018385729116638,22.26952627307916,11.252860666353486
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.018385729116638,22.26952627307916,11.252860666353484
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.018385729116638,22.26952627307916,11.252860666353484
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.018385729116638,22.26952627307916,11.256855947733818
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.018385729116638,22.269526273079155,11.256855947733818
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.018385729116638,22.269526273079155,11.256855947733818
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.01838572911664,22.26902736154394,11.256855947733818
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.018385729116638,22.26902736154394,11.256855947733818
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.018385729116638,22.26902736154394,11.256855947733818
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.018385729116638,22.26902736154394,11.256855947733818
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.018385729116638,22.26902736154394,11.256855947733818
