Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
MA_natural_gas,1,14400.0,5785.938873078013,0.0,8614.061126921986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA_natural_gas_CCS_retro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA_wind,1,200.0,0.0,16546.01150028746,16746.01150028746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA_solar_pv,1,1100.0,0.0,8564.246134584815,9664.246134584815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT_natural_gas,2,9300.0,5813.974179470856,0.0,3486.0258205291448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT_wind,2,100.0,0.0,3004.2675638450914,3104.2675638450914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT_solar_pv,2,100.0,0.0,9024.484059265165,9124.484059265164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME_natural_gas,3,2000.0,1246.5254460975596,0.0,753.4745539024406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME_wind,3,1700.0,0.0,6347.017706977233,8047.017706977233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME_solar_pv,3,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA_battery,1,0.0,0.0,4134.089238755299,4134.089238755299,0.0,0.0,15943.323263521834,15943.323263521834,0.0,0.0,0.0,0.0
CT_battery,2,0.0,0.0,2613.6519679582852,2613.6519679582852,0.0,0.0,8935.854413492521,8935.854413492521,0.0,0.0,0.0,0.0
ME_battery,3,0.0,0.0,89.22191919199834,89.22191919199834,0.0,0.0,193.96069389564857,193.96069389564857,0.0,0.0,0.0,0.0
Total,n/a,29000.0,12846.438498646428,50322.99009086535,66476.55159221891,0.0,0.0,25073.138370910005,25073.138370910005,0.0,0.0,0.0,0.0
