Resource,natural_gas_combined_cycle,coal_super_1,coal_super_2,coal_super_3,coal_super_4,coal_super_5,20A_retrofit_1,20A_retrofit_2,20A_retrofit_3,20A_retrofit_4,20A_retrofit_5,solar_pv,onshore_wind,battery,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,6209.218151168336,0.0,0.0,30283.78184883164,0.0,3.162197419988622e7,2.1192648388748057e7,2.0857262642356496e7,0.0,4.3206145769009225e7,0.0,0.0,0.0,1.16914524e8
t1,0.0,0.0,0.0,0.0,0.0,0.0,2711.3281713883684,1482.9718286116329,2376.999999999998,0.0,4550.7,0.0,0.0,0.0,11122.0
t2,0.0,0.0,0.0,0.0,0.0,0.0,3351.3375843424856,2696.312415657514,1307.349999999999,0.0,3300.0000000000005,0.0,0.0,0.0,10654.999999999998
t3,0.0,0.0,0.0,0.0,0.0,0.0,3137.337584342487,2696.312415657514,1307.349999999999,0.0,3300.0000000000005,0.0,0.0,0.0,10441.0
t4,0.0,0.0,0.0,0.0,0.0,0.0,3061.3375843424865,2696.312415657514,1307.349999999999,0.0,3300.0000000000005,0.0,0.0,0.0,10365.0
t5,0.0,0.0,0.0,0.0,0.0,0.0,3335.3375843424856,2696.312415657514,1307.349999999999,0.0,3300.0000000000005,0.0,0.0,0.0,10638.999999999998
t6,0.0,0.0,0.0,0.0,0.0,0.0,3203.687584342487,2696.312415657514,2376.999999999998,0.0,3300.0000000000005,0.0,0.0,0.0,11577.0
t7,0.0,0.0,0.0,0.0,0.0,0.0,2711.3281713883684,2696.312415657514,1941.3594129541175,0.0,6000.0,0.0,0.0,0.0,13349.0
t8,0.0,0.0,0.0,0.0,0.0,0.0,3476.687584342488,2696.312415657514,2376.999999999998,0.0,6000.0,0.0,0.0,0.0,14550.0
t9,0.0,0.0,0.0,0.0,0.0,0.0,3848.687584342488,2696.312415657514,2376.999999999998,0.0,6000.0,0.0,0.0,0.0,14922.0
t10,0.0,0.0,0.0,0.0,0.0,0.0,4091.687584342487,2696.312415657514,2376.999999999998,0.0,6000.0,0.0,0.0,0.0,15165.0
t11,0.0,0.0,0.0,0.0,0.0,0.0,4254.687584342487,2696.312415657514,2376.999999999998,0.0,6000.0,0.0,0.0,0.0,15328.0
t12,0.0,0.0,0.0,0.0,0.0,0.0,4306.687584342489,2696.312415657514,2376.999999999998,0.0,6000.0,0.0,0.0,0.0,15380.0
t13,0.0,0.0,0.0,0.0,0.0,0.0,4201.687584342488,2696.312415657514,2376.999999999998,0.0,6000.0,0.0,0.0,0.0,15275.0
t14,0.0,0.0,0.0,0.0,0.0,0.0,4080.6875843424873,2696.312415657514,2376.999999999998,0.0,6000.0,0.0,0.0,0.0,15154.0
t15,0.0,0.0,0.0,0.0,0.0,0.0,3879.687584342487,2696.312415657514,2376.999999999998,0.0,6000.0,0.0,0.0,0.0,14953.0
t16,0.0,0.0,0.0,0.0,0.0,0.0,4929.687584342488,2696.312415657514,1307.349999999999,0.0,5951.649999999998,0.0,0.0,0.0,14884.999999999998
t17,0.0,0.0,0.0,0.0,0.0,0.0,4929.687584342488,2696.312415657514,2376.999999999998,0.0,5337.0,0.0,0.0,0.0,15340.0
t18,0.0,0.0,0.0,0.0,0.0,0.0,4929.687584342488,2696.312415657514,2376.999999999998,0.0,6000.0,0.0,0.0,0.0,16003.0
t19,0.0,0.0,0.0,0.0,0.0,0.0,4693.687584342487,2696.312415657514,2376.999999999998,0.0,6000.0,0.0,0.0,0.0,15767.0
t20,0.0,0.0,0.0,0.0,0.0,0.0,4162.687584342488,2696.312415657514,2376.999999999998,0.0,6000.0,0.0,0.0,0.0,15236.0
t21,0.0,0.0,0.0,0.0,0.0,0.0,3589.6875843424878,2696.312415657514,2376.999999999998,0.0,6000.0,0.0,0.0,0.0,14663.0
t22,0.0,0.0,0.0,0.0,0.0,0.0,2815.687584342487,2696.312415657514,2376.999999999998,0.0,6000.0,0.0,0.0,0.0,13889.0
t23,0.0,0.0,0.0,0.0,0.0,0.0,2851.3375843424874,2696.312415657514,1307.349999999999,0.0,6000.0,0.0,0.0,0.0,12855.0
t24,0.0,0.0,0.0,0.0,0.0,0.0,2711.3281713883684,2696.312415657514,1307.349999999999,0.0,5094.009412954118,0.0,0.0,0.0,11808.999999999998
t25,0.0,0.0,0.0,0.0,0.0,0.0,2711.3281713883684,2696.312415657514,6000.0,0.0,3527.3594129541175,0.0,0.0,0.0,14935.0
t26,0.0,0.0,0.0,0.0,0.0,0.0,3279.028171388366,1482.9718286116329,3300.0000000000005,0.0,6000.0,0.0,0.0,0.0,14062.0
t27,0.0,0.0,0.0,0.0,0.0,0.0,2711.3281713883684,1486.6718286116302,6000.0,0.0,3300.0000000000005,0.0,0.0,0.0,13497.999999999998
t28,0.0,0.0,0.0,0.0,0.0,0.0,2711.3281713883684,1482.9718286116329,5651.699999999998,0.0,3300.0000000000005,0.0,0.0,0.0,13146.0
t29,0.0,0.0,0.0,0.0,0.0,0.0,2711.3281713883684,1482.9718286116329,3300.0000000000005,0.0,5683.699999999998,0.0,0.0,0.0,13178.0
t30,0.0,0.0,0.0,0.0,0.0,0.0,2711.3281713883684,1700.6718286116306,6000.0,0.0,3300.0000000000005,0.0,0.0,0.0,13712.0
t31,0.0,0.0,0.0,0.0,0.0,0.0,3195.6875843424855,2696.312415657514,3300.0000000000005,0.0,6000.0,0.0,0.0,0.0,15192.0
t32,0.0,0.0,0.0,0.0,0.0,0.0,2711.3281713883684,2402.6718286116325,6000.0,0.0,6000.0,0.0,0.0,0.0,17114.0
t33,0.0,0.0,0.0,0.0,0.0,0.0,3959.687584342485,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,18656.0
t34,0.0,0.0,0.0,0.0,393.99999999999744,0.0,4929.687584342488,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,20020.0
t35,0.0,0.0,0.0,0.0,1574.9999999999984,0.0,4929.687584342488,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,21201.0
t36,0.0,588.6718286116318,0.0,0.0,1794.3281713883664,0.0,4929.687584342488,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,22009.0
t37,0.0,588.6718286116318,0.0,0.0,2352.328171388366,0.0,4929.687584342488,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,22567.0
t38,0.0,752.312415657511,0.0,0.0,2691.6875843424873,0.0,4929.687584342488,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,23070.0
t39,0.0,1070.3124156575122,0.0,0.0,2691.6875843424873,0.0,4929.687584342488,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,23388.0
t40,0.0,929.3124156575136,0.0,0.0,3073.6875843424855,0.0,4929.687584342488,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,23629.0
t41,0.0,1070.3124156575122,0.0,0.0,3073.6875843424855,0.0,4929.687584342488,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,23770.0
t42,0.0,875.3124156575116,0.0,0.0,3073.6875843424855,0.0,4929.687584342488,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,23575.0
t43,0.0,334.3124156575112,0.0,0.0,3073.6875843424855,0.0,4929.687584342488,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,23034.0
t44,0.0,0.0,0.0,0.0,2698.9999999999973,0.0,4929.687584342488,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,22325.0
t45,0.0,0.0,0.0,0.0,2294.9999999999973,0.0,4929.687584342488,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,21921.0
t46,0.0,0.0,0.0,0.0,1495.9999999999977,0.0,4929.687584342488,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,21122.0
t47,0.0,0.0,0.0,0.0,0.0,0.0,4614.687584342486,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,19311.0
t48,0.0,0.0,0.0,0.0,0.0,0.0,2817.6875843424855,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,17514.0
t49,0.0,0.0,0.0,0.0,0.0,0.0,2711.3281713883684,1482.9718286116329,5544.699999999997,0.0,3300.0000000000005,0.0,0.0,0.0,13038.999999999998
t50,0.0,0.0,0.0,0.0,0.0,0.0,2963.6875843424846,2696.312415657514,3300.0000000000005,0.0,3300.0000000000005,0.0,0.0,0.0,12259.999999999998
t51,0.0,0.0,0.0,0.0,0.0,0.0,2711.3281713883684,2476.6718286116306,3300.0000000000005,0.0,3300.0000000000005,0.0,0.0,0.0,11788.0
t52,0.0,0.0,0.0,0.0,0.0,0.0,2711.3281713883684,1482.9718286116329,3300.0000000000005,0.0,4085.6999999999985,0.0,0.0,0.0,11580.0
t53,0.0,0.0,0.0,0.0,0.0,0.0,2711.3281713883684,1482.9718286116329,4182.699999999998,0.0,3300.0000000000005,0.0,0.0,0.0,11677.0
t54,0.0,0.0,0.0,0.0,0.0,0.0,2711.3281713883684,1482.9718286116329,4889.699999999999,0.0,3300.0000000000005,0.0,0.0,0.0,12384.0
t55,0.0,0.0,0.0,0.0,0.0,0.0,2803.028171388367,1482.9718286116329,6000.0,0.0,3300.0000000000005,0.0,0.0,0.0,13586.0
t56,0.0,0.0,0.0,0.0,0.0,0.0,2711.3281713883684,1482.9718286116329,4703.699999999999,0.0,6000.0,0.0,0.0,0.0,14898.0
t57,0.0,0.0,0.0,0.0,0.0,0.0,3973.687584342486,2696.312415657514,3300.0000000000005,0.0,6000.0,0.0,0.0,0.0,15970.0
t58,0.0,0.0,0.0,0.0,0.0,0.0,2711.3281713883684,2231.671828611633,6000.0,0.0,6000.0,0.0,0.0,0.0,16943.0
t59,0.0,0.0,0.0,0.0,0.0,0.0,4929.687584342488,2696.312415657514,6000.0,0.0,4207.999999999997,0.0,0.0,0.0,17834.0
t60,0.0,0.0,0.0,0.0,0.0,0.0,3798.687584342487,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,18495.0
t61,0.0,0.0,0.0,0.0,0.0,0.0,4225.687584342486,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,18922.0
t62,0.0,0.0,0.0,0.0,0.0,0.0,4599.687584342485,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,19296.0
t63,0.0,0.0,0.0,0.0,0.0,0.0,4929.687584342488,2696.312415657514,6000.0,0.0,5878.999999999997,0.0,0.0,0.0,19505.0
t64,0.0,0.0,0.0,0.0,0.0,0.0,4895.687584342484,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,19592.0
t65,0.0,0.0,0.0,0.0,0.0,0.0,4929.687584342488,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,19626.0
t66,0.0,0.0,0.0,0.0,0.0,0.0,4725.687584342486,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,19422.0
t67,0.0,0.0,0.0,0.0,0.0,0.0,4078.687584342484,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,18775.0
t68,0.0,0.0,0.0,0.0,0.0,0.0,3495.6875843424864,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,18192.0
t69,0.0,0.0,0.0,0.0,0.0,0.0,3443.6875843424864,2696.312415657514,6000.0,0.0,6000.0,0.0,0.0,0.0,18140.0
t70,0.0,0.0,0.0,0.0,0.0,0.0,2711.3281713883684,2378.6718286116316,6000.0,0.0,6000.0,0.0,0.0,0.0,17090.0
t71,0.0,0.0,0.0,0.0,0.0,0.0,2711.3281713883684,1482.9718286116329,5284.699999999998,0.0,6000.0,0.0,0.0,0.0,15479.0
t72,0.0,0.0,0.0,0.0,0.0,0.0,2711.3281713883684,1840.6718286116313,6000.0,0.0,3300.0000000000005,0.0,0.0,0.0,13852.0
t73,0.0,0.0,0.0,0.0,0.0,0.0,4929.687584342488,2696.312415657514,0.0,0.0,3381.999999999997,0.0,0.0,0.0,11007.999999999998
t74,0.0,0.0,0.0,0.0,0.0,0.0,4422.687584342485,2696.312415657514,0.0,0.0,3300.0000000000005,0.0,0.0,0.0,10419.0
t75,0.0,0.0,0.0,0.0,0.0,0.0,4929.687584342488,1845.3124156575109,0.0,0.0,3300.0000000000005,0.0,0.0,0.0,10074.999999999998
t76,0.0,0.0,0.0,0.0,0.0,0.0,3891.687584342485,2696.312415657514,0.0,0.0,3300.0000000000005,0.0,0.0,0.0,9888.0
t77,0.0,0.0,0.0,0.0,0.0,0.0,3895.6875843424846,2696.312415657514,0.0,0.0,3300.0000000000005,0.0,0.0,0.0,9891.999999999998
