Resource,natural_gas_combined_cycle,coal_super_1,coal_super_2,coal_super_3,coal_super_4,coal_super_5,20A_retrofit_1,20A_retrofit_2,20A_retrofit_3,20A_retrofit_4,20A_retrofit_5,solar_pv,onshore_wind,battery,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,4617.997567335464,0.0,0.0,22112.370936064515,0.0,1.5810987099943112e6,1.0596324194374026e6,1.0428631321178247e6,0.0,2.1603072884504613e6,0.0,0.0,0.0,5.8706319185034e6
t1,0.0,0.0,0.0,0.0,0.0,0.0,135.56640856941843,74.14859143058165,118.84999999999991,0.0,227.535,0.0,0.0,0.0,556.1
t2,0.0,0.0,0.0,0.0,0.0,0.0,167.56687921712427,134.8156207828757,65.36749999999994,0.0,165.0,0.0,0.0,0.0,532.7499999999999
t3,0.0,0.0,0.0,0.0,0.0,0.0,156.86687921712434,134.8156207828757,65.36749999999994,0.0,165.0,0.0,0.0,0.0,522.05
t4,0.0,0.0,0.0,0.0,0.0,0.0,153.0668792171243,134.8156207828757,65.36749999999994,0.0,165.0,0.0,0.0,0.0,518.25
t5,0.0,0.0,0.0,0.0,0.0,0.0,166.76687921712428,134.8156207828757,65.36749999999994,0.0,165.0,0.0,0.0,0.0,531.9499999999999
t6,0.0,0.0,0.0,0.0,0.0,0.0,160.18437921712433,134.8156207828757,118.84999999999991,0.0,165.0,0.0,0.0,0.0,578.8499999999999
t7,0.0,0.0,0.0,0.0,0.0,0.0,135.56640856941843,134.8156207828757,97.06797064770588,0.0,300.0,0.0,0.0,0.0,667.45
t8,0.0,0.0,0.0,0.0,0.0,0.0,173.83437921712442,134.8156207828757,118.84999999999991,0.0,300.0,0.0,0.0,0.0,727.5
t9,0.0,0.0,0.0,0.0,0.0,0.0,192.43437921712442,134.8156207828757,118.84999999999991,0.0,300.0,0.0,0.0,0.0,746.1
t10,0.0,0.0,0.0,0.0,0.0,0.0,204.58437921712436,134.8156207828757,118.84999999999991,0.0,300.0,0.0,0.0,0.0,758.25
t11,0.0,0.0,0.0,0.0,0.0,0.0,212.73437921712434,134.8156207828757,118.84999999999991,0.0,300.0,0.0,0.0,0.0,766.4
t12,0.0,0.0,0.0,0.0,0.0,0.0,215.33437921712442,134.8156207828757,118.84999999999991,0.0,300.0,0.0,0.0,0.0,769.0
t13,0.0,0.0,0.0,0.0,0.0,0.0,210.0843792171244,134.8156207828757,118.84999999999991,0.0,300.0,0.0,0.0,0.0,763.75
t14,0.0,0.0,0.0,0.0,0.0,0.0,204.03437921712438,134.8156207828757,118.84999999999991,0.0,300.0,0.0,0.0,0.0,757.7
