Resource,natural_gas_combined_cycle,coal_super_1,coal_super_2,coal_super_3,coal_super_4,coal_super_5,20A_retrofit_1,20A_retrofit_2,20A_retrofit_3,20A_retrofit_4,20A_retrofit_5
t78,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t79,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t80,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t81,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t82,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t83,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t84,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t85,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t86,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t87,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t88,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t89,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t90,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t91,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t92,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t93,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t94,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t95,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t96,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t97,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t98,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t99,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t100,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t101,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t102,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t103,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t104,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t105,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t106,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t107,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t108,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t109,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t110,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t111,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t112,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t113,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t114,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t115,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t116,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t117,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t118,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t119,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t120,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,6.367878787878777,0.0,20.0
t121,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t122,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t123,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t124,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t125,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t126,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t127,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t128,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t129,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t130,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t131,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t132,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t133,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t134,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t135,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t136,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t137,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t138,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t139,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t140,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t141,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t142,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t143,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t144,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,13.58119804318039,0.0,20.0
t145,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t146,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t147,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t148,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t149,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t150,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t151,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t152,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t153,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t154,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t155,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t156,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t157,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t158,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t159,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t160,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t161,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t162,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t163,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t164,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t165,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t166,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t167,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t168,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,12.174531376513727,0.0,20.0
t169,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t170,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t171,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t172,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t173,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t174,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t175,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t176,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t177,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t178,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t179,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t180,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t181,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t182,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t183,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t184,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t185,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t186,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t187,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t188,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t189,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t190,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t191,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
t192,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,8.344531376513723,0.0,20.0
