Resource,natural_gas_combined_cycle,coal_super_1,coal_super_2,coal_super_3,coal_super_4,coal_super_5,20A_retrofit_1,20A_retrofit_2,20A_retrofit_3,20A_retrofit_4,20A_retrofit_5
Zone,1,1,1,1,1,1,1,1,1,1,1
t1,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t2,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t3,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t4,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t5,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t6,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t7,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t8,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t9,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t10,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t11,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t12,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t13,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t14,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t15,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t16,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t17,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t18,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t19,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t20,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t21,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t22,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t23,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t24,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,7.923333333333327,0.0,20.0
t25,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t26,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t27,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t28,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t29,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t30,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t31,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t32,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t33,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t34,0.0,0.0,0.0,0.0,2.3878787878787726,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t35,0.0,0.0,0.0,0.0,6.151041666666671,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t36,0.0,3.567708052191708,0.0,0.0,8.97229194780829,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t37,0.0,3.567708052191708,0.0,0.0,8.97229194780829,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t38,0.0,3.567708052191708,0.0,0.0,8.97229194780829,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t39,0.0,3.567708052191708,0.0,0.0,8.97229194780829,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t40,0.0,3.567708052191708,0.0,0.0,10.245625281141619,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t41,0.0,3.567708052191708,0.0,0.0,10.245625281141619,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t42,0.0,3.567708052191708,0.0,0.0,10.245625281141619,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t43,0.0,1.7412104982162042,0.0,0.0,10.245625281141619,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t44,0.0,0.0,0.0,0.0,10.245625281141619,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t45,0.0,0.0,0.0,0.0,7.7916666666666545,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t46,0.0,0.0,0.0,0.0,7.7916666666666545,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t47,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t48,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t49,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t50,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t51,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t52,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t53,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t54,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t55,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t56,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t57,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t58,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t59,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t60,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t61,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t62,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t63,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t64,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t65,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t66,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t67,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t68,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t69,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t70,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t71,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t72,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,20.0,0.0,20.0
t73,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t74,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t75,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t76,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
t77,0.0,0.0,0.0,0.0,0.0,0.0,16.43229194780829,8.987708052191714,0.0,0.0,20.0
