Resource,natural_gas_combined_cycle,coal_super_1,coal_super_2,coal_super_3,coal_super_4,coal_super_5,20A_retrofit_1,20A_retrofit_2,20A_retrofit_3,20A_retrofit_4,20A_retrofit_5
t1,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,7414.859143058165,11884.99999999999,0.0,22753.5
t2,0.0,0.0,0.0,0.0,0.0,0.0,16756.687921712426,13481.56207828757,6536.7499999999945,0.0,16500.0
t3,0.0,0.0,0.0,0.0,0.0,0.0,15686.687921712433,13481.56207828757,6536.7499999999945,0.0,16500.0
t4,0.0,0.0,0.0,0.0,0.0,0.0,15306.687921712431,13481.56207828757,6536.7499999999945,0.0,16500.0
t5,0.0,0.0,0.0,0.0,0.0,0.0,16676.68792171243,13481.56207828757,6536.7499999999945,0.0,16500.0
t6,0.0,0.0,0.0,0.0,0.0,0.0,16018.437921712433,13481.56207828757,11884.99999999999,0.0,16500.0
t7,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,13481.56207828757,9706.797064770588,0.0,30000.0
t8,0.0,0.0,0.0,0.0,0.0,0.0,17383.43792171244,13481.56207828757,11884.99999999999,0.0,30000.0
t9,0.0,0.0,0.0,0.0,0.0,0.0,19243.43792171244,13481.56207828757,11884.99999999999,0.0,30000.0
t10,0.0,0.0,0.0,0.0,0.0,0.0,20458.437921712433,13481.56207828757,11884.99999999999,0.0,30000.0
t11,0.0,0.0,0.0,0.0,0.0,0.0,21273.437921712437,13481.56207828757,11884.99999999999,0.0,30000.0
t12,0.0,0.0,0.0,0.0,0.0,0.0,21533.43792171244,13481.56207828757,11884.99999999999,0.0,30000.0
t13,0.0,0.0,0.0,0.0,0.0,0.0,21008.437921712437,13481.56207828757,11884.99999999999,0.0,30000.0
t14,0.0,0.0,0.0,0.0,0.0,0.0,20403.437921712437,13481.56207828757,11884.99999999999,0.0,30000.0
t15,0.0,0.0,0.0,0.0,0.0,0.0,19398.437921712437,13481.56207828757,11884.99999999999,0.0,30000.0
t16,0.0,0.0,0.0,0.0,0.0,0.0,24648.43792171244,13481.56207828757,6536.7499999999945,0.0,29758.24999999999
t17,0.0,0.0,0.0,0.0,0.0,0.0,24648.43792171244,13481.56207828757,11884.99999999999,0.0,26685.0
t18,0.0,0.0,0.0,0.0,0.0,0.0,24648.43792171244,13481.56207828757,11884.99999999999,0.0,30000.0
t19,0.0,0.0,0.0,0.0,0.0,0.0,23468.437921712437,13481.56207828757,11884.99999999999,0.0,30000.0
t20,0.0,0.0,0.0,0.0,0.0,0.0,20813.43792171244,13481.56207828757,11884.99999999999,0.0,30000.0
t21,0.0,0.0,0.0,0.0,0.0,0.0,17948.43792171244,13481.56207828757,11884.99999999999,0.0,30000.0
t22,0.0,0.0,0.0,0.0,0.0,0.0,14078.437921712435,13481.56207828757,11884.99999999999,0.0,30000.0
t23,0.0,0.0,0.0,0.0,0.0,0.0,14256.687921712437,13481.56207828757,6536.7499999999945,0.0,30000.0
t24,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,13481.56207828757,6536.7499999999945,0.0,25470.04706477059
t25,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,13481.56207828757,30000.0,0.0,17636.79706477059
t26,0.0,0.0,0.0,0.0,0.0,0.0,16395.14085694183,7414.859143058165,16500.0,0.0,30000.0
t27,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,7433.359143058151,30000.0,0.0,16500.0
t28,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,7414.859143058165,28258.49999999999,0.0,16500.0
t29,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,7414.859143058165,16500.0,0.0,28418.499999999993
t30,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,8503.359143058153,30000.0,0.0,16500.0
t31,0.0,0.0,0.0,0.0,0.0,0.0,15978.437921712426,13481.56207828757,16500.0,0.0,30000.0
t32,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,12013.359143058162,30000.0,0.0,30000.0
t33,0.0,0.0,0.0,0.0,0.0,0.0,19798.437921712422,13481.56207828757,30000.0,0.0,30000.0
t34,0.0,0.0,0.0,0.0,4360.147272727245,0.0,24648.43792171244,13481.56207828757,30000.0,0.0,30000.0
t35,0.0,0.0,0.0,0.0,13960.147727272726,0.0,24648.43792171244,13481.56207828757,30000.0,0.0,30000.0
t36,0.0,6514.456517899449,0.0,0.0,15024.608482100533,0.0,24648.43792171244,13481.56207828757,30000.0,0.0,30000.0
t37,0.0,4373.8316865844245,0.0,0.0,17477.79831341556,0.0,24648.43792171244,13481.56207828757,30000.0,0.0,30000.0
t38,0.0,5589.681248335306,0.0,0.0,19999.23875166468,0.0,24648.43792171244,13481.56207828757,30000.0,0.0,30000.0
t39,0.0,7952.421248335316,0.0,0.0,19999.23875166468,0.0,24648.43792171244,13481.56207828757,30000.0,0.0,30000.0
t40,0.0,6904.791248335326,0.0,0.0,23601.498751664665,0.0,24648.43792171244,13481.56207828757,30000.0,0.0,30000.0
t41,0.0,7952.421248335316,0.0,0.0,22837.49875166467,0.0,24648.43792171244,13481.56207828757,30000.0,0.0,30000.0
t42,0.0,6503.571248335312,0.0,0.0,22837.49875166467,0.0,24648.43792171244,13481.56207828757,30000.0,0.0,30000.0
t43,0.0,2483.9412483353085,0.0,0.0,22837.49875166467,0.0,24648.43792171244,13481.56207828757,30000.0,0.0,30000.0
t44,0.0,0.0,0.0,0.0,20053.569999999978,0.0,24648.43792171244,13481.56207828757,30000.0,0.0,30000.0
t45,0.0,0.0,0.0,0.0,17051.84999999998,0.0,24648.43792171244,13481.56207828757,30000.0,0.0,30000.0
t46,0.0,0.0,0.0,0.0,11115.279999999982,0.0,24648.43792171244,13481.56207828757,30000.0,0.0,30000.0
t47,0.0,0.0,0.0,0.0,0.0,0.0,23073.437921712426,13481.56207828757,30000.0,0.0,30000.0
t48,0.0,0.0,0.0,0.0,0.0,0.0,14088.437921712426,13481.56207828757,30000.0,0.0,30000.0
t49,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,7414.859143058165,27723.499999999985,0.0,16500.0
t50,0.0,0.0,0.0,0.0,0.0,0.0,14818.43792171242,13481.56207828757,16500.0,0.0,16500.0
t51,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,12383.359143058153,16500.0,0.0,16500.0
t52,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,7414.859143058165,16500.0,0.0,20428.499999999993
t53,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,7414.859143058165,20913.49999999999,0.0,16500.0
t54,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,7414.859143058165,24448.499999999993,0.0,16500.0
t55,0.0,0.0,0.0,0.0,0.0,0.0,14015.140856941834,7414.859143058165,30000.0,0.0,16500.0
t56,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,7414.859143058165,23518.499999999993,0.0,30000.0
t57,0.0,0.0,0.0,0.0,0.0,0.0,19868.43792171243,13481.56207828757,16500.0,0.0,30000.0
t58,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,11158.359143058166,30000.0,0.0,30000.0
t59,0.0,0.0,0.0,0.0,0.0,0.0,24648.43792171244,13481.56207828757,30000.0,0.0,21039.99999999999
t60,0.0,0.0,0.0,0.0,0.0,0.0,18993.437921712433,13481.56207828757,30000.0,0.0,30000.0
t61,0.0,0.0,0.0,0.0,0.0,0.0,21128.437921712433,13481.56207828757,30000.0,0.0,30000.0
t62,0.0,0.0,0.0,0.0,0.0,0.0,22998.437921712422,13481.56207828757,30000.0,0.0,30000.0
t63,0.0,0.0,0.0,0.0,0.0,0.0,24648.43792171244,13481.56207828757,30000.0,0.0,29394.999999999985
t64,0.0,0.0,0.0,0.0,0.0,0.0,24478.43792171242,13481.56207828757,30000.0,0.0,30000.0
t65,0.0,0.0,0.0,0.0,0.0,0.0,24648.43792171244,13481.56207828757,30000.0,0.0,30000.0
t66,0.0,0.0,0.0,0.0,0.0,0.0,23628.437921712433,13481.56207828757,30000.0,0.0,30000.0
t67,0.0,0.0,0.0,0.0,0.0,0.0,20393.43792171242,13481.56207828757,30000.0,0.0,30000.0
t68,0.0,0.0,0.0,0.0,0.0,0.0,17478.43792171243,13481.56207828757,30000.0,0.0,30000.0
t69,0.0,0.0,0.0,0.0,0.0,0.0,17218.437921712433,13481.56207828757,30000.0,0.0,30000.0
t70,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,11893.359143058158,30000.0,0.0,30000.0
t71,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,7414.859143058165,26423.49999999999,0.0,30000.0
t72,0.0,0.0,0.0,0.0,0.0,0.0,13556.640856941842,9203.359143058156,30000.0,0.0,16500.0
t73,0.0,0.0,0.0,0.0,0.0,0.0,24648.43792171244,13481.56207828757,0.0,0.0,16909.999999999985
t74,0.0,0.0,0.0,0.0,0.0,0.0,22113.437921712426,13481.56207828757,0.0,0.0,16500.0
t75,0.0,0.0,0.0,0.0,0.0,0.0,24648.43792171244,9226.562078287554,0.0,0.0,16500.0
t76,0.0,0.0,0.0,0.0,0.0,0.0,19458.437921712426,13481.56207828757,0.0,0.0,16500.0
t77,0.0,0.0,0.0,0.0,0.0,0.0,19478.437921712422,13481.56207828757,0.0,0.0,16500.0
t78,0.0,0.0,0.0,0.0,0.0,0.0,21018.43792171242,13481.56207828757,0.0,0.0,16500.0
t79,0.0,0.0,0.0,0.0,0.0,0.0,16035.140856941833,7414.859143058165,0.0,0.0,30000.0
t80,0.0,0.0,0.0,0.0,0.0,0.0,13698.43792171243,13481.56207828757,0.0,0.0,30000.0
