Period_Index,Rep_Period,Rep_Period_Index
1,143,10
2,143,10
3,24,2
4,143,10
5,67,7
6,67,7
7,151,11
8,151,11
9,151,11
10,50,5
11,50,5
12,50,5
13,112,8
14,67,7
15,67,7
16,24,2
17,143,10
18,4,1
19,24,2
20,24,2
21,143,10
22,24,2
23,24,2
24,28,3
25,138,9
26,28,3
27,28,3
28,4,1
29,28,3
30,28,3
31,28,3
32,28,3
33,28,3
34,28,3
35,28,3
36,24,2
37,143,10
38,24,2
39,4,1
40,24,2
41,143,10
42,143,10
43,24,2
44,67,7
45,151,11
46,151,11
47,151,11
48,151,11
49,50,5
50,112,8
51,50,5
52,112,8
