Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
50000.000000,1,1.000000,1.000000,1,1,168,1,1742.000000
,,,,,,,2,1658.000000
,,,,,,,3,1594.000000
,,,,,,,4,1536.000000
,,,,,,,5,1505.000000
,,,,,,,6,1578.000000
,,,,,,,7,1640.000000
,,,,,,,8,1696.000000
,,,,,,,9,1886.000000
,,,,,,,10,1987.000000
,,,,,,,11,2050.000000
,,,,,,,12,2095.000000
,,,,,,,13,2039.000000
,,,,,,,14,2133.000000
,,,,,,,15,2118.000000
,,,,,,,16,2234.000000
,,,,,,,17,2445.000000
,,,,,,,18,2397.000000
,,,,,,,19,2243.000000
,,,,,,,20,2098.000000
,,,,,,,21,1969.000000
,,,,,,,22,1854.000000
,,,,,,,23,1729.000000
,,,,,,,24,1644.000000
