Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,UseExtremePeriods,ClusterMethod,ScalingMethod,MinPeriods,MaxPeriods,IterativelyAddPeriods,Threshold,IterateMethod,nReps,LoadWeight,ClusterFuelPrices,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3
2000,1,1.0,1.0,2000,10,168,673.8461538461539,yes,kmeans,S,5,10,yes,0.05,cluster,200,1,yes,1,8.972145257946117,2.5622768493591557,1.2237804239191339
,2,0.9,0.04,1800,,,1179.2307692307693,,,,,,,,,,,,2,8.678228388977903,2.4783013491003825,1.1838411464857896
,3,0.55,0.024,1100,,,842.3076923076924,,,,,,,,,,,,3,8.536902507731861,2.437337690437566,1.1633594657507413
,4,0.2,0.003,400,,,842.3076923076924,,,,,,,,,,,,4,8.474432371818757,2.4209522269724397,1.155166793456722
,,,,,,,2021.5384615384617,,,,,,,,,,,,5,8.530757904199426,2.4363135989709956,1.1633594657507413
,,,,,,,168.46153846153848,,,,,,,,,,,,6,8.763228737843276,2.502879544298072,1.194081986853314
,,,,,,,1853.076923076923,,,,,,,,,,,,7,9.174917174516525,2.620650062953669,1.2514306929114491
,,,,,,,168.46153846153848,,,,,,,,,,,,8,9.625521433561872,2.74866149627497,1.3128757351165938
,,,,,,,842.3076923076924,,,,,,,,,,,,9,10.222572076796958,2.918660679725657,1.3937783740200345
,,,,,,,168.46153846153848,,,,,,,,,,,,10,10.590224188154412,3.0241421007824085,1.4439584918209027
,,,,,,,,,,,,,,,,,,,11,10.73564647175541,3.066129850911796,1.4634160885191987
,,,,,,,,,,,,,,,,,,,12,10.733598270577932,3.065105759445225,1.462392004482446
,,,,,,,,,,,,,,,,,,,13,10.669079933487348,3.0466721130469576,1.4541993321884268
,,,,,,,,,,,,,,,,,,,14,10.588175986976934,3.0241421007824085,1.4429344077841504
,,,,,,,,,,,,,,,,,,,15,10.55642886872601,3.014925277583275,1.4388380716371407
,,,,,,,,,,,,,,,,,,,16,10.57486267932332,3.020045734916127,1.4419103237473978
,,,,,,,,,,,,,,,,,,,17,11.068479163095724,3.1603462658362727,1.5094998701730573
,,,,,,,,,,,,,,,,,,,18,11.80480748639937,3.3713091079497763,1.6088360217380413
,,,,,,,,,,,,,,,,,,,19,11.808903888754331,3.372333199416347,1.6098601057747939
,,,,,,,,,,,,,,,,,,,20,11.592818664530311,3.3108877114221227,1.5811857527457263
,,,,,,,,,,,,,,,,,,,21,11.167816920203448,3.190044918366815,1.5228129626508387
,,,,,,,,,,,,,,,,,,,22,10.46835621809442,2.9903470823855853,1.4265490631961117
,,,,,,,,,,,,,,,,,,,23,9.6859433682975,2.7660710512066666,1.3200443233738608
,,,,,,,,,,,,,,,,,,,24,8.892265412024443,2.5387227456280366,1.2125154995148573
,,,,,,,,,,,,,,,,,,,25,8.321841384096581,2.3769162939099124,1.1346851127216742
,,,,,,,,,,,,,,,,,,,26,8.030996816894584,2.292940793651139,1.0947458352883297
,,,,,,,,,,,,,,,,,,,27,7.913225249189551,2.2601698667208856,1.0793845747370436
,,,,,,,,,,,,,,,,,,,28,7.919369852721987,2.262218049654027,1.080408658773796
,,,,,,,,,,,,,,,,,,,29,8.16515399401945,2.3318562693808147,1.1131793479498733
,,,,,,,,,,,,,,,,,,,30,8.913771524387972,2.544867294427459,1.2145636675883622
,,,,,,,,,,,,,,,,,,,31,10.27582530741141,2.9340220517242135,1.4009469622773016
,,,,,,,,,,,,,,,,,,,32,11.040828447199761,3.15317762557028,1.5043794499892953
,,,,,,,,,,,,,,,,,,,33,11.205708641986808,3.201309924499089,1.5279333828346007
,,,,,,,,,,,,,,,,,,,34,11.298901795562095,3.226912211163349,1.5402223912756297
,,,,,,,,,,,,,,,,,,,35,11.386974446193687,3.2525144978276095,1.5525113997166586
,,,,,,,,,,,,,,,,,,,36,11.370588836773855,3.2463699490281868,1.5504632316431537
,,,,,,,,,,,,,,,,,,,37,11.261010073778737,3.215647205031075,1.5351019710918676
,,,,,,,,,,,,,,,,,,,38,11.18420252962328,3.1941412842330963,1.5248611307243436
,,,,,,,,,,,,,,,,,,,39,11.063358660152028,3.159322174369702,1.508475786136305
,,,,,,,,,,,,,,,,,,,40,11.068479163095724,3.1603462658362727,1.5094998701730573
,,,,,,,,,,,,,,,,,,,41,11.573360753344263,3.3047431626227,1.5770894165987166
,,,,,,,,,,,,,,,,,,,42,12.30866497605917,3.514681913269633,1.6784737362372055
,,,,,,,,,,,,,,,,,,,43,12.206254917185229,3.486007352205662,1.6641365597226716
,,,,,,,,,,,,,,,,,,,44,11.819144894641726,3.3754054738160577,1.6119082738482986
,,,,,,,,,,,,,,,,,,,45,11.262034174367477,3.215647205031075,1.5351019710918676
,,,,,,,,,,,,,,,,,,,46,10.442753703375933,2.982154350653022,1.4234768110858544
,,,,,,,,,,,,,,,,,,,47,9.41558081287029,2.6882400997473157,1.2831772980507739
,,,,,,,,,,,,,,,,,,,48,8.484673377706152,2.4230004099055806,1.157214961530227
,,,,,,,,,,,,,,,,,,,49,7.892743237414762,2.2540253179214638,1.075288238590034
,,,,,,,,,,,,,,,,,,,50,7.517922421936132,2.1475198053981415,1.0240840367524133
,,,,,,,,,,,,,,,,,,,51,7.334608416551775,2.09426704913648,0.9995060198703554
,,,,,,,,,,,,,,,,,,,52,7.28749978946976,2.080953860071065,0.9933615156498409
,,,,,,,,,,,,,,,,,,,53,7.495392208983865,2.1403511651321483,1.0220358686789086
,,,,,,,,,,,,,,,,,,,54,8.186660106382977,2.3380008181802365,1.1162516000601306
,,,,,,,,,,,,,,,,,,,55,9.562027197060027,2.730227849876702,1.3036589787858222
,,,,,,,,,,,,,,,,,,,56,10.320885733315942,2.9473352407896285,1.407091466497816
,,,,,,,,,,,,,,,,,,,57,10.3976932774714,2.969865253054177,1.4173323068653398
,,,,,,,,,,,,,,,,,,,58,10.354681052744345,2.957576155455332,1.4111878026448255
,,,,,,,,,,,,,,,,,,,59,10.366970259809216,2.9606484298550435,1.4132359707183302
,,,,,,,,,,,,,,,,,,,60,10.32395803508216,2.948359332256199,1.407091466497816
,,,,,,,,,,,,,,,,,,,61,10.205162366788388,2.9145643138593753,1.3907061219097774
,,,,,,,,,,,,,,,,,,,62,10.12733072204419,2.893058393061397,1.3804652815422533
,,,,,,,,,,,,,,,,,,,63,10.018776059637812,2.8613115575977144,1.3651040209909668
,,,,,,,,,,,,,,,,,,,64,10.026968864347728,2.863359740530855,1.3671521890644718
,,,,,,,,,,,,,,,,,,,65,10.528778152830048,3.0067325458507117,1.4357658195268834
,,,,,,,,,,,,,,,,,,,66,11.451492783284271,3.2709481442258768,1.5617281560474303
,,,,,,,,,,,,,,,,,,,67,11.461733789171666,3.2729963271590177,1.5627522400841827
,,,,,,,,,,,,,,,,,,,68,11.189323032566977,3.1951653756996667,1.5248611307243436
,,,,,,,,,,,,,,,,,,,69,10.745887477642805,3.0692021253115067,1.464440172555951
,,,,,,,,,,,,,,,,,,,70,10.011607355516636,2.859263374664573,1.3640799369542147
,,,,,,,,,,,,,,,,,,,71,9.09401322800611,2.5970959592225493,1.2401657685071725
,,,,,,,,,,,,,,,,,,,72,8.23581693464247,2.3523380987122224,1.1223961042806452
,,,,,,,,,,,,,,,,,,,73,7.683826717311919,2.1946280128603797,1.0476379695977187
