region,Resource,cluster,R_ID,Zone,Resource_VRE,Resource_GRID,Resource_STOR,ESR,ESR_1,ESR_2,ESR_3,ESR_4,ESR_5,ESR_6,Cap_size,Existing_Cap_MWh,Existing_Cap_MW,Existing_Cap_Grid_MW,Min_Cap_VRE_MW,Max_Cap_VRE_MW,Min_Cap_Stor_MWh,Max_Cap_Stor_MWh,Min_Cap_Grid_MW,Max_Cap_Grid_MW,capex_VRE,Inv_Cost_VRE_per_MWyr,Fixed_OM_VRE_Cost_per_MWyr,capex_GRID,Inv_Cost_GRID_per_MWyr,Fixed_OM_GRID_Cost_per_MWyr,capex_mwh,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Fuel,Heat_Rate_MMBTU_per_MWh,Min_power,Self_Disch,Eff_Up,Eff_Down,Min_Duration,Max_Duration,EtaInverter,Ratio_VRE_STOR,Inverter_Ratio,Power_To_Energy_Ratio
CA_S,CA_S_landbasedwind_ltrg1_low_90_2,2,54,2,CA_S_landbasedwind_ltrg1_low_90_2_hybrid,CA_S_landbasedwind_ltrg1_low_90_2_grid,storage_hybrid,1,0,1,0,0,0,0,1,0,0,0,0,8590.725,0,0,0,-1,2001845.239,106875.3916,33671.7,190660.0662,24457.52386,3477.3,153441.9656,12328.3568,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
CA_S,CA_S_landbasedwind_ltrg1_low_90_3,3,55,2,CA_S_landbasedwind_ltrg1_low_90_3_hybrid,CA_S_landbasedwind_ltrg1_low_90_3_grid,storage_hybrid,1,0,1,0,0,0,0,1,0,0,0,0,2083.861,0,0,0,-1,2001845.239,106875.3916,33671.7,190660.0662,23934.38286,3477.3,153441.9656,12328.3568,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
CA_S,CA_S_landbasedwind_ltrg1_low_90_4,4,56,2,CA_S_landbasedwind_ltrg1_low_90_4_hybrid,CA_S_landbasedwind_ltrg1_low_90_4_grid,storage_hybrid,1,0,1,0,0,0,0,1,0,0,0,0,934.5375,0,0,0,-1,2001845.239,106875.3916,33671.7,190660.0662,20180.61186,3477.3,153441.9656,12328.3568,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
CA_S,CA_S_landbasedwind_ltrg1_low_90_5,5,57,2,CA_S_landbasedwind_ltrg1_low_90_5_hybrid,CA_S_landbasedwind_ltrg1_low_90_5_grid,storage_hybrid,1,0,1,0,0,0,0,1,0,0,0,0,1034.5725,0,0,0,-1,2001845.239,106875.3916,33671.7,190660.0662,18674.16886,3477.3,153441.9656,12328.3568,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
CA_S,CA_S_landbasedwind_ltrg1_low_90_6,6,58,2,CA_S_landbasedwind_ltrg1_low_90_6_hybrid,CA_S_landbasedwind_ltrg1_low_90_6_grid,storage_hybrid,1,0,1,0,0,0,0,1,0,0,0,0,820.4625,0,0,0,-1,2001845.239,106875.3916,33671.7,190660.0662,25660.24186,3477.3,153441.9656,12328.3568,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
CA_S,CA_S_landbasedwind_ltrg1_low_90_7,7,59,2,CA_S_landbasedwind_ltrg1_low_90_7_hybrid,CA_S_landbasedwind_ltrg1_low_90_7_grid,storage_hybrid,1,0,1,0,0,0,0,1,0,0,0,0,1004.6192,0,0,0,-1,2001845.239,106875.3916,33671.7,190660.0662,21709.85486,3477.3,153441.9656,12328.3568,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
CA_S,CA_S_landbasedwind_ltrg1_low_90_8,8,60,2,CA_S_landbasedwind_ltrg1_low_90_8_hybrid,CA_S_landbasedwind_ltrg1_low_90_8_grid,storage_hybrid,1,0,1,0,0,0,0,1,0,0,0,0,505.44,0,0,0,-1,2001845.239,106875.3916,33671.7,190660.0662,26434.22286,3477.3,153441.9656,12328.3568,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
CA_S,CA_S_landbasedwind_ltrg1_low_90_9,9,61,2,CA_S_landbasedwind_ltrg1_low_90_9_hybrid,CA_S_landbasedwind_ltrg1_low_90_9_grid,storage_hybrid,1,0,1,0,0,0,0,1,0,0,0,0,1553.175,0,0,0,-1,2001845.239,106875.3916,33671.7,190660.0662,35898.18186,3477.3,153441.9656,12328.3568,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
CA_S,CA_S_landbasedwind_ltrg1_low_90_10,10,62,2,CA_S_landbasedwind_ltrg1_low_90_10_hybrid,CA_S_landbasedwind_ltrg1_low_90_10_grid,storage_hybrid,1,0,1,0,0,0,0,1,0,0,0,0,212.355,0,0,0,-1,2001845.239,106875.3916,33671.7,190660.0662,16325.41886,3477.3,153441.9656,12328.3568,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_N,WECC_N_landbasedwind_ltrg1_low_70_1,1,63,3,WECC_N_landbasedwind_ltrg1_low_70_1_hybrid,WECC_N_landbasedwind_ltrg1_low_70_1_grid,storage_hybrid,1,0,0,1,0,0,0,1,0,0,0,0,2305.1925,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,12631.64655,3477.3,151822.1368,12198.211,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_N,WECC_N_landbasedwind_ltrg1_low_70_2,2,64,3,WECC_N_landbasedwind_ltrg1_low_70_2_hybrid,WECC_N_landbasedwind_ltrg1_low_70_2_grid,storage_hybrid,1,0,0,1,0,0,0,1,0,0,0,0,3640.7475,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,20638.38355,3477.3,151822.1368,12198.211,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_N,WECC_N_landbasedwind_ltrg1_low_70_3,3,65,3,WECC_N_landbasedwind_ltrg1_low_70_3_hybrid,WECC_N_landbasedwind_ltrg1_low_70_3_grid,storage_hybrid,1,0,0,1,0,0,0,1,0,0,0,0,3625.83,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,28894.01155,3477.3,151822.1368,12198.211,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_N,WECC_N_landbasedwind_ltrg1_low_70_4,4,66,3,WECC_N_landbasedwind_ltrg1_low_70_4_hybrid,WECC_N_landbasedwind_ltrg1_low_70_4_grid,storage_hybrid,1,0,0,1,0,0,0,1,0,0,0,0,14058.4275,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,21746.27855,3477.3,151822.1368,12198.211,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_N,WECC_N_landbasedwind_ltrg1_low_70_5,5,67,3,WECC_N_landbasedwind_ltrg1_low_70_5_hybrid,WECC_N_landbasedwind_ltrg1_low_70_5_grid,storage_hybrid,1,0,0,1,0,0,0,1,0,0,0,0,29929.2539,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,29376.39855,3477.3,151822.1368,12198.211,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_N,WECC_N_landbasedwind_ltrg1_low_70_6,6,68,3,WECC_N_landbasedwind_ltrg1_low_70_6_hybrid,WECC_N_landbasedwind_ltrg1_low_70_6_grid,storage_hybrid,1,0,0,1,0,0,0,1,0,0,0,0,8541.5018,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,19085.87255,3477.3,151822.1368,12198.211,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_N,WECC_N_landbasedwind_ltrg1_low_70_7,7,69,3,WECC_N_landbasedwind_ltrg1_low_70_7_hybrid,WECC_N_landbasedwind_ltrg1_low_70_7_grid,storage_hybrid,1,0,0,1,0,0,0,1,0,0,0,0,13523.4112,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,27464.89755,3477.3,151822.1368,12198.211,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_N,WECC_N_landbasedwind_ltrg1_low_70_8,8,70,3,WECC_N_landbasedwind_ltrg1_low_70_8_hybrid,WECC_N_landbasedwind_ltrg1_low_70_8_grid,storage_hybrid,1,0,0,1,0,0,0,1,0,0,0,0,40054.8096,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,30528.41855,3477.3,151822.1368,12198.211,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_N,WECC_N_landbasedwind_ltrg1_low_70_9,9,71,3,WECC_N_landbasedwind_ltrg1_low_70_9_hybrid,WECC_N_landbasedwind_ltrg1_low_70_9_grid,storage_hybrid,1,0,0,1,0,0,0,1,0,0,0,0,27925.8382,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,24298.29055,3477.3,151822.1368,12198.211,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_landbasedwind_ltrg1_low_70_1,1,72,4,WECC_NMAZ_landbasedwind_ltrg1_low_70_1_hybrid,WECC_NMAZ_landbasedwind_ltrg1_low_70_1_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,3996.8695,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,26451.76313,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_landbasedwind_ltrg1_low_70_2,2,73,4,WECC_NMAZ_landbasedwind_ltrg1_low_70_2_hybrid,WECC_NMAZ_landbasedwind_ltrg1_low_70_2_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,16373.5442,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,23268.72713,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_landbasedwind_ltrg1_low_70_3,3,74,4,WECC_NMAZ_landbasedwind_ltrg1_low_70_3_hybrid,WECC_NMAZ_landbasedwind_ltrg1_low_70_3_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,21880.9916,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,22662.76213,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_landbasedwind_ltrg1_low_70_4,4,75,4,WECC_NMAZ_landbasedwind_ltrg1_low_70_4_hybrid,WECC_NMAZ_landbasedwind_ltrg1_low_70_4_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,15670.1038,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,24708.91713,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_landbasedwind_ltrg1_low_70_5,5,76,4,WECC_NMAZ_landbasedwind_ltrg1_low_70_5_hybrid,WECC_NMAZ_landbasedwind_ltrg1_low_70_5_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,19572.1539,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,21442.17013,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_landbasedwind_ltrg1_low_70_6,6,77,4,WECC_NMAZ_landbasedwind_ltrg1_low_70_6_hybrid,WECC_NMAZ_landbasedwind_ltrg1_low_70_6_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,11251.9732,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,25155.34213,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_landbasedwind_ltrg1_low_70_7,7,78,4,WECC_NMAZ_landbasedwind_ltrg1_low_70_7_hybrid,WECC_NMAZ_landbasedwind_ltrg1_low_70_7_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,501.3203,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,16638.66213,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_landbasedwind_ltrg1_low_70_8,8,79,4,WECC_NMAZ_landbasedwind_ltrg1_low_70_8_hybrid,WECC_NMAZ_landbasedwind_ltrg1_low_70_8_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,17587.9548,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,27706.11113,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_landbasedwind_ltrg1_low_70_9,9,80,4,WECC_NMAZ_landbasedwind_ltrg1_low_70_9_hybrid,WECC_NMAZ_landbasedwind_ltrg1_low_70_9_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,11440.6045,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,26283.01913,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_NMAZ,WECC_NMAZ_landbasedwind_ltrg1_low_70_10,10,81,4,WECC_NMAZ_landbasedwind_ltrg1_low_70_10_hybrid,WECC_NMAZ_landbasedwind_ltrg1_low_70_10_grid,storage_hybrid,1,0,0,0,1,0,0,1,0,0,0,0,28722.4704,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,22135.57913,3477.3,149024.2506,11973.41371,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_PNW,WECC_PNW_landbasedwind_ltrg1_low_70_1,1,82,5,WECC_PNW_landbasedwind_ltrg1_low_70_1_hybrid,WECC_PNW_landbasedwind_ltrg1_low_70_1_grid,storage_hybrid,1,0,0,0,0,1,0,1,0,0,0,0,2555.5608,0,0,0,-1,1529472.585,81656.15317,33671.7,145670.2739,21528.10326,3477.3,150791.3366,12115.39094,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_PNW,WECC_PNW_landbasedwind_ltrg1_low_70_2,2,83,5,WECC_PNW_landbasedwind_ltrg1_low_70_2_hybrid,WECC_PNW_landbasedwind_ltrg1_low_70_2_grid,storage_hybrid,1,0,0,0,0,1,0,1,0,0,0,0,2953.4648,0,0,0,-1,1529472.585,81656.15317,33671.7,145670.2739,20874.99126,3477.3,150791.3366,12115.39094,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_PNW,WECC_PNW_landbasedwind_ltrg1_low_70_3,3,84,5,WECC_PNW_landbasedwind_ltrg1_low_70_3_hybrid,WECC_PNW_landbasedwind_ltrg1_low_70_3_grid,storage_hybrid,1,0,0,0,0,1,0,1,0,0,0,0,2559.6675,0,0,0,-1,1529472.585,81656.15317,33671.7,145670.2739,22193.50526,3477.3,150791.3366,12115.39094,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_PNW,WECC_PNW_landbasedwind_ltrg1_low_70_4,4,85,5,WECC_PNW_landbasedwind_ltrg1_low_70_4_hybrid,WECC_PNW_landbasedwind_ltrg1_low_70_4_grid,storage_hybrid,1,0,0,0,0,1,0,1,0,0,0,0,7113.015,0,0,0,-1,1529472.585,81656.15317,33671.7,145670.2739,21609.83726,3477.3,150791.3366,12115.39094,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_PNW,WECC_PNW_landbasedwind_ltrg1_low_70_5,5,86,5,WECC_PNW_landbasedwind_ltrg1_low_70_5_hybrid,WECC_PNW_landbasedwind_ltrg1_low_70_5_grid,storage_hybrid,1,0,0,0,0,1,0,1,0,0,0,0,3236.22,0,0,0,-1,1529472.585,81656.15317,33671.7,145670.2739,20615.22126,3477.3,150791.3366,12115.39094,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_PNW,WECC_PNW_landbasedwind_ltrg1_low_70_6,6,87,5,WECC_PNW_landbasedwind_ltrg1_low_70_6_hybrid,WECC_PNW_landbasedwind_ltrg1_low_70_6_grid,storage_hybrid,1,0,0,0,0,1,0,1,0,0,0,0,8693.5368,0,0,0,-1,1529472.585,81656.15317,33671.7,145670.2739,23299.09526,3477.3,150791.3366,12115.39094,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_PNW,WECC_PNW_landbasedwind_ltrg1_low_70_7,7,88,5,WECC_PNW_landbasedwind_ltrg1_low_70_7_hybrid,WECC_PNW_landbasedwind_ltrg1_low_70_7_grid,storage_hybrid,1,0,0,0,0,1,0,1,0,0,0,0,7431.5475,0,0,0,-1,1529472.585,81656.15317,33671.7,145670.2739,23641.33226,3477.3,150791.3366,12115.39094,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_PNW,WECC_PNW_landbasedwind_ltrg1_low_70_8,8,89,5,WECC_PNW_landbasedwind_ltrg1_low_70_8_hybrid,WECC_PNW_landbasedwind_ltrg1_low_70_8_grid,storage_hybrid,1,0,0,0,0,1,0,1,0,0,0,0,14960.5235,0,0,0,-1,1529472.585,81656.15317,33671.7,145670.2739,21765.72126,3477.3,150791.3366,12115.39094,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_WYCO,WECC_WYCO_landbasedwind_ltrg1_low_70_1,1,90,6,WECC_WYCO_landbasedwind_ltrg1_low_70_1_hybrid,WECC_WYCO_landbasedwind_ltrg1_low_70_1_grid,storage_hybrid,1,0,0,0,0,0,1,1,0,0,0,0,8018.595,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,14847.9348,3477.3,145931.8502,11724.95354,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_WYCO,WECC_WYCO_landbasedwind_ltrg1_low_70_2,2,91,6,WECC_WYCO_landbasedwind_ltrg1_low_70_2_hybrid,WECC_WYCO_landbasedwind_ltrg1_low_70_2_grid,storage_hybrid,1,0,0,0,0,0,1,1,0,0,0,0,12731.6475,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,15342.8918,3477.3,145931.8502,11724.95354,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_WYCO,WECC_WYCO_landbasedwind_ltrg1_low_70_3,3,92,6,WECC_WYCO_landbasedwind_ltrg1_low_70_3_hybrid,WECC_WYCO_landbasedwind_ltrg1_low_70_3_grid,storage_hybrid,1,0,0,0,0,0,1,1,0,0,0,0,18994.365,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,16782.1558,3477.3,145931.8502,11724.95354,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_WYCO,WECC_WYCO_landbasedwind_ltrg1_low_70_4,4,93,6,WECC_WYCO_landbasedwind_ltrg1_low_70_4_hybrid,WECC_WYCO_landbasedwind_ltrg1_low_70_4_grid,storage_hybrid,1,0,0,0,0,0,1,1,0,0,0,0,19219.005,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,17019.9938,3477.3,145931.8502,11724.95354,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_WYCO,WECC_WYCO_landbasedwind_ltrg1_low_70_5,5,94,6,WECC_WYCO_landbasedwind_ltrg1_low_70_5_hybrid,WECC_WYCO_landbasedwind_ltrg1_low_70_5_grid,storage_hybrid,1,0,0,0,0,0,1,1,0,0,0,0,20348.2513,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,25337.0748,3477.3,145931.8502,11724.95354,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_WYCO,WECC_WYCO_landbasedwind_ltrg1_low_70_6,6,95,6,WECC_WYCO_landbasedwind_ltrg1_low_70_6_hybrid,WECC_WYCO_landbasedwind_ltrg1_low_70_6_grid,storage_hybrid,1,0,0,0,0,0,1,1,0,0,0,0,26022.8579,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,18951.1748,3477.3,145931.8502,11724.95354,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_WYCO,WECC_WYCO_landbasedwind_ltrg1_low_70_7,7,96,6,WECC_WYCO_landbasedwind_ltrg1_low_70_7_hybrid,WECC_WYCO_landbasedwind_ltrg1_low_70_7_grid,storage_hybrid,1,0,0,0,0,0,1,1,0,0,0,0,20293.9425,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,21267.0878,3477.3,145931.8502,11724.95354,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
WECC_WYCO,WECC_WYCO_landbasedwind_ltrg1_low_70_8,8,97,6,WECC_WYCO_landbasedwind_ltrg1_low_70_8_hybrid,WECC_WYCO_landbasedwind_ltrg1_low_70_8_grid,storage_hybrid,1,0,0,0,0,0,1,1,0,0,0,0,23766.7508,0,0,0,-1,1153749.067,61596.8612,33671.7,109885.5541,24302.1938,3477.3,145931.8502,11724.95354,3681.429116,0,0,None,0,0,0,0.95,0.95,1,10,0.9,0,-1,0.25
