Period_Index,Rep_Period,Rep_Period_Index
1,1,1
2,1,1
3,1,1
4,1,1
5,9,3
6,6,2
7,6,2
8,6,2
9,9,3
10,12,4
11,6,2
12,12,4
13,15,5
14,15,5
15,15,5
16,15,5
17,15,5
18,24,6
19,24,6
20,24,6
21,24,6
22,24,6
23,24,6
24,24,6
25,28,7
26,28,7
27,28,7
28,28,7
29,29,8
30,28,7
31,28,7
32,28,7
33,28,7
34,28,7
35,28,7
36,28,7
37,24,6
38,24,6
39,24,6
40,24,6
41,24,6
42,42,9
43,42,9
44,42,9
45,12,4
46,24,6
47,24,6
48,48,10
49,12,4
50,6,2
51,51,11
52,9,3
