Period_Index,Rep_Period,Rep_Period_Index
1,1,1
2,5,2
3,1,1
4,5,2
5,5,2
6,5,2
7,5,2
8,5,2
9,12,3
10,12,3
11,42,8
12,12,3
13,12,3
14,15,4
15,15,4
16,15,4
17,15,4
18,20,5
19,20,5
20,20,5
21,33,7
22,33,7
23,33,7
24,33,7
25,33,7
26,33,7
27,27,6
28,33,7
29,33,7
30,33,7
31,33,7
32,33,7
33,33,7
34,33,7
35,33,7
36,33,7
37,33,7
38,33,7
39,20,5
40,46,9
41,12,3
42,42,8
43,42,8
44,42,8
45,12,3
46,46,9
47,46,9
48,48,10
49,12,3
50,46,9
51,51,11
52,12,3
