Time_Index,NG,None,coal,blue_ammonia
0,0.05306,0,0.09566,0.01
1,5.28,0,1.8729355,1.8729355
2,5.28,0,1.8729355,1.8729355
3,5.28,0,1.8729355,1.8729355
4,5.28,0,1.8729355,1.8729355
5,5.28,0,1.8729355,1.8729355
6,5.28,0,1.8729355,1.8729355
7,5.28,0,1.8729355,1.8729355
8,5.28,0,1.8729355,1.8729355
9,5.28,0,1.8729355,1.8729355
10,5.28,0,1.8729355,1.8729355
11,5.28,0,1.8729355,1.8729355
12,5.28,0,1.8729355,1.8729355
13,5.28,0,1.8729355,1.8729355
14,5.28,0,1.8729355,1.8729355
15,5.28,0,1.8729355,1.8729355
16,5.28,0,1.8729355,1.8729355
17,5.28,0,1.8729355,1.8729355
18,5.28,0,1.8729355,1.8729355
19,5.28,0,1.8729355,1.8729355
20,5.28,0,1.8729355,1.8729355
21,5.28,0,1.8729355,1.8729355
22,5.28,0,1.8729355,1.8729355
23,5.28,0,1.8729355,1.8729355
24,5.28,0,1.8729355,1.8729355
25,5.28,0,1.8729355,1.8729355
26,5.28,0,1.8729355,1.8729355
27,5.28,0,1.8729355,1.8729355
28,5.28,0,1.8729355,1.8729355
29,5.28,0,1.8729355,1.8729355
30,5.28,0,1.8729355,1.8729355
31,5.28,0,1.8729355,1.8729355
32,5.28,0,1.8729355,1.8729355
33,5.28,0,1.8729355,1.8729355
34,5.28,0,1.8729355,1.8729355
35,5.28,0,1.8729355,1.8729355
36,5.28,0,1.8729355,1.8729355
37,5.28,0,1.8729355,1.8729355
38,5.28,0,1.8729355,1.8729355
39,5.28,0,1.8729355,1.8729355
40,5.28,0,1.8729355,1.8729355
41,5.28,0,1.8729355,1.8729355
42,5.28,0,1.8729355,1.8729355
43,5.28,0,1.8729355,1.8729355
44,5.28,0,1.8729355,1.8729355
45,5.28,0,1.8729355,1.8729355
46,5.28,0,1.8729355,1.8729355
47,5.28,0,1.8729355,1.8729355
48,5.28,0,1.8729355,1.8729355
49,5.28,0,1.8729355,1.8729355
50,5.28,0,1.8729355,1.8729355
51,5.28,0,1.8729355,1.8729355
52,5.28,0,1.8729355,1.8729355
53,5.28,0,1.8729355,1.8729355
54,5.28,0,1.8729355,1.8729355
55,5.28,0,1.8729355,1.8729355
56,5.28,0,1.8729355,1.8729355
57,5.28,0,1.8729355,1.8729355
58,5.28,0,1.8729355,1.8729355
59,5.28,0,1.8729355,1.8729355
60,5.28,0,1.8729355,1.8729355
61,5.28,0,1.8729355,1.8729355
62,5.28,0,1.8729355,1.8729355
63,5.28,0,1.8729355,1.8729355
64,5.28,0,1.8729355,1.8729355
65,5.28,0,1.8729355,1.8729355
66,5.28,0,1.8729355,1.8729355
67,5.28,0,1.8729355,1.8729355
68,5.28,0,1.8729355,1.8729355
69,5.28,0,1.8729355,1.8729355
70,5.28,0,1.8729355,1.8729355
71,5.28,0,1.8729355,1.8729355
72,5.28,0,1.8729355,1.8729355
73,5.28,0,1.8729355,1.8729355
74,5.28,0,1.8729355,1.8729355
75,5.28,0,1.8729355,1.8729355
76,5.28,0,1.8729355,1.8729355
77,5.28,0,1.8729355,1.8729355
78,5.28,0,1.8729355,1.8729355
79,5.28,0,1.8729355,1.8729355
80,5.28,0,1.8729355,1.8729355
81,5.28,0,1.8729355,1.8729355
82,5.28,0,1.8729355,1.8729355
83,5.28,0,1.8729355,1.8729355
84,5.28,0,1.8729355,1.8729355
85,5.28,0,1.8729355,1.8729355
86,5.28,0,1.8729355,1.8729355
87,5.28,0,1.8729355,1.8729355
88,5.28,0,1.8729355,1.8729355
89,5.28,0,1.8729355,1.8729355
90,5.28,0,1.8729355,1.8729355
91,5.28,0,1.8729355,1.8729355
92,5.28,0,1.8729355,1.8729355
93,5.28,0,1.8729355,1.8729355
94,5.28,0,1.8729355,1.8729355
95,5.28,0,1.8729355,1.8729355
96,5.28,0,1.8729355,1.8729355
97,5.28,0,1.8729355,1.8729355
98,5.28,0,1.8729355,1.8729355
99,5.28,0,1.8729355,1.8729355
100,5.28,0,1.8729355,1.8729355
101,5.28,0,1.8729355,1.8729355
102,5.28,0,1.8729355,1.8729355
103,5.28,0,1.8729355,1.8729355
104,5.28,0,1.8729355,1.8729355
105,5.28,0,1.8729355,1.8729355
106,5.28,0,1.8729355,1.8729355
107,5.28,0,1.8729355,1.8729355
108,5.28,0,1.8729355,1.8729355
109,5.28,0,1.8729355,1.8729355
110,5.28,0,1.8729355,1.8729355
111,5.28,0,1.8729355,1.8729355
112,5.28,0,1.8729355,1.8729355
113,5.28,0,1.8729355,1.8729355
114,5.28,0,1.8729355,1.8729355
115,5.28,0,1.8729355,1.8729355
116,5.28,0,1.8729355,1.8729355
117,5.28,0,1.8729355,1.8729355
118,5.28,0,1.8729355,1.8729355
119,5.28,0,1.8729355,1.8729355
120,5.28,0,1.8729355,1.8729355
121,5.28,0,1.8729355,1.8729355
122,5.28,0,1.8729355,1.8729355
123,5.28,0,1.8729355,1.8729355
124,5.28,0,1.8729355,1.8729355
125,5.28,0,1.8729355,1.8729355
126,5.28,0,1.8729355,1.8729355
127,5.28,0,1.8729355,1.8729355
128,5.28,0,1.8729355,1.8729355
129,5.28,0,1.8729355,1.8729355
130,5.28,0,1.8729355,1.8729355
131,5.28,0,1.8729355,1.8729355
132,5.28,0,1.8729355,1.8729355
133,5.28,0,1.8729355,1.8729355
134,5.28,0,1.8729355,1.8729355
135,5.28,0,1.8729355,1.8729355
136,5.28,0,1.8729355,1.8729355
137,5.28,0,1.8729355,1.8729355
138,5.28,0,1.8729355,1.8729355
139,5.28,0,1.8729355,1.8729355
140,5.28,0,1.8729355,1.8729355
141,5.28,0,1.8729355,1.8729355
142,5.28,0,1.8729355,1.8729355
143,5.28,0,1.8729355,1.8729355
144,5.28,0,1.8729355,1.8729355
145,5.28,0,1.8729355,1.8729355
146,5.28,0,1.8729355,1.8729355
147,5.28,0,1.8729355,1.8729355
148,5.28,0,1.8729355,1.8729355
149,5.28,0,1.8729355,1.8729355
150,5.28,0,1.8729355,1.8729355
151,5.28,0,1.8729355,1.8729355
152,5.28,0,1.8729355,1.8729355
153,5.28,0,1.8729355,1.8729355
154,5.28,0,1.8729355,1.8729355
155,5.28,0,1.8729355,1.8729355
156,5.28,0,1.8729355,1.8729355
157,5.28,0,1.8729355,1.8729355
158,5.28,0,1.8729355,1.8729355
159,5.28,0,1.8729355,1.8729355
160,5.28,0,1.8729355,1.8729355
161,5.28,0,1.8729355,1.8729355
162,5.28,0,1.8729355,1.8729355
163,5.28,0,1.8729355,1.8729355
164,5.28,0,1.8729355,1.8729355
165,5.28,0,1.8729355,1.8729355
166,5.28,0,1.8729355,1.8729355
167,5.28,0,1.8729355,1.8729355
168,5.28,0,1.8729355,1.8729355
169,5.28,0,1.8729355,1.8729355
170,5.28,0,1.8729355,1.8729355
171,5.28,0,1.8729355,1.8729355
172,5.28,0,1.8729355,1.8729355
173,5.28,0,1.8729355,1.8729355
174,5.28,0,1.8729355,1.8729355
175,5.28,0,1.8729355,1.8729355
176,5.28,0,1.8729355,1.8729355
177,5.28,0,1.8729355,1.8729355
178,5.28,0,1.8729355,1.8729355
179,5.28,0,1.8729355,1.8729355
180,5.28,0,1.8729355,1.8729355
181,5.28,0,1.8729355,1.8729355
182,5.28,0,1.8729355,1.8729355
183,5.28,0,1.8729355,1.8729355
184,5.28,0,1.8729355,1.8729355
185,5.28,0,1.8729355,1.8729355
186,5.28,0,1.8729355,1.8729355
187,5.28,0,1.8729355,1.8729355
188,5.28,0,1.8729355,1.8729355
189,5.28,0,1.8729355,1.8729355
190,5.28,0,1.8729355,1.8729355
191,5.28,0,1.8729355,1.8729355
192,5.28,0,1.8729355,1.8729355
193,5.28,0,1.8729355,1.8729355
194,5.28,0,1.8729355,1.8729355
195,5.28,0,1.8729355,1.8729355
196,5.28,0,1.8729355,1.8729355
197,5.28,0,1.8729355,1.8729355
198,5.28,0,1.8729355,1.8729355
199,5.28,0,1.8729355,1.8729355
200,5.28,0,1.8729355,1.8729355
201,5.28,0,1.8729355,1.8729355
202,5.28,0,1.8729355,1.8729355
203,5.28,0,1.8729355,1.8729355
204,5.28,0,1.8729355,1.8729355
205,5.28,0,1.8729355,1.8729355
206,5.28,0,1.8729355,1.8729355
207,5.28,0,1.8729355,1.8729355
208,5.28,0,1.8729355,1.8729355
209,5.28,0,1.8729355,1.8729355
210,5.28,0,1.8729355,1.8729355
211,5.28,0,1.8729355,1.8729355
212,5.28,0,1.8729355,1.8729355
213,5.28,0,1.8729355,1.8729355
214,5.28,0,1.8729355,1.8729355
215,5.28,0,1.8729355,1.8729355
216,5.28,0,1.8729355,1.8729355
217,5.28,0,1.8729355,1.8729355
218,5.28,0,1.8729355,1.8729355
219,5.28,0,1.8729355,1.8729355
220,5.28,0,1.8729355,1.8729355
221,5.28,0,1.8729355,1.8729355
222,5.28,0,1.8729355,1.8729355
223,5.28,0,1.8729355,1.8729355
224,5.28,0,1.8729355,1.8729355
225,5.28,0,1.8729355,1.8729355
226,5.28,0,1.8729355,1.8729355
227,5.28,0,1.8729355,1.8729355
228,5.28,0,1.8729355,1.8729355
229,5.28,0,1.8729355,1.8729355
230,5.28,0,1.8729355,1.8729355
231,5.28,0,1.8729355,1.8729355
232,5.28,0,1.8729355,1.8729355
233,5.28,0,1.8729355,1.8729355
234,5.28,0,1.8729355,1.8729355
235,5.28,0,1.8729355,1.8729355
236,5.28,0,1.8729355,1.8729355
237,5.28,0,1.8729355,1.8729355
238,5.28,0,1.8729355,1.8729355
239,5.28,0,1.8729355,1.8729355
240,5.28,0,1.8729355,1.8729355
241,5.28,0,1.8729355,1.8729355
242,5.28,0,1.8729355,1.8729355
243,5.28,0,1.8729355,1.8729355
244,5.28,0,1.8729355,1.8729355
245,5.28,0,1.8729355,1.8729355
246,5.28,0,1.8729355,1.8729355
247,5.28,0,1.8729355,1.8729355
248,5.28,0,1.8729355,1.8729355
249,5.28,0,1.8729355,1.8729355
250,5.28,0,1.8729355,1.8729355
251,5.28,0,1.8729355,1.8729355
252,5.28,0,1.8729355,1.8729355
253,5.28,0,1.8729355,1.8729355
254,5.28,0,1.8729355,1.8729355
255,5.28,0,1.8729355,1.8729355
256,5.28,0,1.8729355,1.8729355
257,5.28,0,1.8729355,1.8729355
258,5.28,0,1.8729355,1.8729355
259,5.28,0,1.8729355,1.8729355
260,5.28,0,1.8729355,1.8729355
261,5.28,0,1.8729355,1.8729355
262,5.28,0,1.8729355,1.8729355
263,5.28,0,1.8729355,1.8729355
264,5.28,0,1.8729355,1.8729355
265,5.28,0,1.8729355,1.8729355
266,5.28,0,1.8729355,1.8729355
267,5.28,0,1.8729355,1.8729355
268,5.28,0,1.8729355,1.8729355
269,5.28,0,1.8729355,1.8729355
270,5.28,0,1.8729355,1.8729355
271,5.28,0,1.8729355,1.8729355
272,5.28,0,1.8729355,1.8729355
273,5.28,0,1.8729355,1.8729355
274,5.28,0,1.8729355,1.8729355
275,5.28,0,1.8729355,1.8729355
276,5.28,0,1.8729355,1.8729355
277,5.28,0,1.8729355,1.8729355
278,5.28,0,1.8729355,1.8729355
279,5.28,0,1.8729355,1.8729355
280,5.28,0,1.8729355,1.8729355
281,5.28,0,1.8729355,1.8729355
282,5.28,0,1.8729355,1.8729355
283,5.28,0,1.8729355,1.8729355
284,5.28,0,1.8729355,1.8729355
285,5.28,0,1.8729355,1.8729355
286,5.28,0,1.8729355,1.8729355
287,5.28,0,1.8729355,1.8729355
288,5.28,0,1.8729355,1.8729355
289,5.28,0,1.8729355,1.8729355
290,5.28,0,1.8729355,1.8729355
291,5.28,0,1.8729355,1.8729355
292,5.28,0,1.8729355,1.8729355
293,5.28,0,1.8729355,1.8729355
294,5.28,0,1.8729355,1.8729355
295,5.28,0,1.8729355,1.8729355
296,5.28,0,1.8729355,1.8729355
297,5.28,0,1.8729355,1.8729355
298,5.28,0,1.8729355,1.8729355
299,5.28,0,1.8729355,1.8729355
300,5.28,0,1.8729355,1.8729355
301,5.28,0,1.8729355,1.8729355
302,5.28,0,1.8729355,1.8729355
303,5.28,0,1.8729355,1.8729355
304,5.28,0,1.8729355,1.8729355
305,5.28,0,1.8729355,1.8729355
306,5.28,0,1.8729355,1.8729355
307,5.28,0,1.8729355,1.8729355
308,5.28,0,1.8729355,1.8729355
309,5.28,0,1.8729355,1.8729355
310,5.28,0,1.8729355,1.8729355
311,5.28,0,1.8729355,1.8729355
312,5.28,0,1.8729355,1.8729355
313,5.28,0,1.8729355,1.8729355
314,5.28,0,1.8729355,1.8729355
315,5.28,0,1.8729355,1.8729355
316,5.28,0,1.8729355,1.8729355
317,5.28,0,1.8729355,1.8729355
318,5.28,0,1.8729355,1.8729355
319,5.28,0,1.8729355,1.8729355
320,5.28,0,1.8729355,1.8729355
321,5.28,0,1.8729355,1.8729355
322,5.28,0,1.8729355,1.8729355
323,5.28,0,1.8729355,1.8729355
324,5.28,0,1.8729355,1.8729355
325,5.28,0,1.8729355,1.8729355
326,5.28,0,1.8729355,1.8729355
327,5.28,0,1.8729355,1.8729355
328,5.28,0,1.8729355,1.8729355
329,5.28,0,1.8729355,1.8729355
330,5.28,0,1.8729355,1.8729355
331,5.28,0,1.8729355,1.8729355
332,5.28,0,1.8729355,1.8729355
333,5.28,0,1.8729355,1.8729355
334,5.28,0,1.8729355,1.8729355
335,5.28,0,1.8729355,1.8729355
336,5.28,0,1.8729355,1.8729355
337,5.28,0,1.8729355,1.8729355
338,5.28,0,1.8729355,1.8729355
339,5.28,0,1.8729355,1.8729355
340,5.28,0,1.8729355,1.8729355
341,5.28,0,1.8729355,1.8729355
342,5.28,0,1.8729355,1.8729355
343,5.28,0,1.8729355,1.8729355
344,5.28,0,1.8729355,1.8729355
345,5.28,0,1.8729355,1.8729355
346,5.28,0,1.8729355,1.8729355
347,5.28,0,1.8729355,1.8729355
348,5.28,0,1.8729355,1.8729355
349,5.28,0,1.8729355,1.8729355
350,5.28,0,1.8729355,1.8729355
351,5.28,0,1.8729355,1.8729355
352,5.28,0,1.8729355,1.8729355
353,5.28,0,1.8729355,1.8729355
354,5.28,0,1.8729355,1.8729355
355,5.28,0,1.8729355,1.8729355
356,5.28,0,1.8729355,1.8729355
357,5.28,0,1.8729355,1.8729355
358,5.28,0,1.8729355,1.8729355
359,5.28,0,1.8729355,1.8729355
360,5.28,0,1.8729355,1.8729355
361,5.28,0,1.8729355,1.8729355
362,5.28,0,1.8729355,1.8729355
363,5.28,0,1.8729355,1.8729355
364,5.28,0,1.8729355,1.8729355
365,5.28,0,1.8729355,1.8729355
366,5.28,0,1.8729355,1.8729355
367,5.28,0,1.8729355,1.8729355
368,5.28,0,1.8729355,1.8729355
369,5.28,0,1.8729355,1.8729355
370,5.28,0,1.8729355,1.8729355
371,5.28,0,1.8729355,1.8729355
372,5.28,0,1.8729355,1.8729355
373,5.28,0,1.8729355,1.8729355
374,5.28,0,1.8729355,1.8729355
375,5.28,0,1.8729355,1.8729355
376,5.28,0,1.8729355,1.8729355
377,5.28,0,1.8729355,1.8729355
378,5.28,0,1.8729355,1.8729355
379,5.28,0,1.8729355,1.8729355
380,5.28,0,1.8729355,1.8729355
381,5.28,0,1.8729355,1.8729355
382,5.28,0,1.8729355,1.8729355
383,5.28,0,1.8729355,1.8729355
384,5.28,0,1.8729355,1.8729355
385,5.28,0,1.8729355,1.8729355
386,5.28,0,1.8729355,1.8729355
387,5.28,0,1.8729355,1.8729355
388,5.28,0,1.8729355,1.8729355
389,5.28,0,1.8729355,1.8729355
390,5.28,0,1.8729355,1.8729355
391,5.28,0,1.8729355,1.8729355
392,5.28,0,1.8729355,1.8729355
393,5.28,0,1.8729355,1.8729355
394,5.28,0,1.8729355,1.8729355
395,5.28,0,1.8729355,1.8729355
396,5.28,0,1.8729355,1.8729355
397,5.28,0,1.8729355,1.8729355
398,5.28,0,1.8729355,1.8729355
399,5.28,0,1.8729355,1.8729355
400,5.28,0,1.8729355,1.8729355
401,5.28,0,1.8729355,1.8729355
402,5.28,0,1.8729355,1.8729355
403,5.28,0,1.8729355,1.8729355
404,5.28,0,1.8729355,1.8729355
405,5.28,0,1.8729355,1.8729355
406,5.28,0,1.8729355,1.8729355
407,5.28,0,1.8729355,1.8729355
408,5.28,0,1.8729355,1.8729355
409,5.28,0,1.8729355,1.8729355
410,5.28,0,1.8729355,1.8729355
411,5.28,0,1.8729355,1.8729355
412,5.28,0,1.8729355,1.8729355
413,5.28,0,1.8729355,1.8729355
414,5.28,0,1.8729355,1.8729355
415,5.28,0,1.8729355,1.8729355
416,5.28,0,1.8729355,1.8729355
417,5.28,0,1.8729355,1.8729355
418,5.28,0,1.8729355,1.8729355
419,5.28,0,1.8729355,1.8729355
420,5.28,0,1.8729355,1.8729355
421,5.28,0,1.8729355,1.8729355
422,5.28,0,1.8729355,1.8729355
423,5.28,0,1.8729355,1.8729355
424,5.28,0,1.8729355,1.8729355
425,5.28,0,1.8729355,1.8729355
426,5.28,0,1.8729355,1.8729355
427,5.28,0,1.8729355,1.8729355
428,5.28,0,1.8729355,1.8729355
429,5.28,0,1.8729355,1.8729355
430,5.28,0,1.8729355,1.8729355
431,5.28,0,1.8729355,1.8729355
432,5.28,0,1.8729355,1.8729355
433,5.28,0,1.8729355,1.8729355
434,5.28,0,1.8729355,1.8729355
435,5.28,0,1.8729355,1.8729355
436,5.28,0,1.8729355,1.8729355
437,5.28,0,1.8729355,1.8729355
438,5.28,0,1.8729355,1.8729355
439,5.28,0,1.8729355,1.8729355
440,5.28,0,1.8729355,1.8729355
441,5.28,0,1.8729355,1.8729355
442,5.28,0,1.8729355,1.8729355
443,5.28,0,1.8729355,1.8729355
444,5.28,0,1.8729355,1.8729355
445,5.28,0,1.8729355,1.8729355
446,5.28,0,1.8729355,1.8729355
447,5.28,0,1.8729355,1.8729355
448,5.28,0,1.8729355,1.8729355
449,5.28,0,1.8729355,1.8729355
450,5.28,0,1.8729355,1.8729355
451,5.28,0,1.8729355,1.8729355
452,5.28,0,1.8729355,1.8729355
453,5.28,0,1.8729355,1.8729355
454,5.28,0,1.8729355,1.8729355
455,5.28,0,1.8729355,1.8729355
456,5.28,0,1.8729355,1.8729355
457,5.28,0,1.8729355,1.8729355
458,5.28,0,1.8729355,1.8729355
459,5.28,0,1.8729355,1.8729355
460,5.28,0,1.8729355,1.8729355
461,5.28,0,1.8729355,1.8729355
462,5.28,0,1.8729355,1.8729355
463,5.28,0,1.8729355,1.8729355
464,5.28,0,1.8729355,1.8729355
465,5.28,0,1.8729355,1.8729355
466,5.28,0,1.8729355,1.8729355
467,5.28,0,1.8729355,1.8729355
468,5.28,0,1.8729355,1.8729355
469,5.28,0,1.8729355,1.8729355
470,5.28,0,1.8729355,1.8729355
471,5.28,0,1.8729355,1.8729355
472,5.28,0,1.8729355,1.8729355
473,5.28,0,1.8729355,1.8729355
474,5.28,0,1.8729355,1.8729355
475,5.28,0,1.8729355,1.8729355
476,5.28,0,1.8729355,1.8729355
477,5.28,0,1.8729355,1.8729355
478,5.28,0,1.8729355,1.8729355
479,5.28,0,1.8729355,1.8729355
480,5.28,0,1.8729355,1.8729355
481,5.28,0,1.8729355,1.8729355
482,5.28,0,1.8729355,1.8729355
483,5.28,0,1.8729355,1.8729355
484,5.28,0,1.8729355,1.8729355
485,5.28,0,1.8729355,1.8729355
486,5.28,0,1.8729355,1.8729355
487,5.28,0,1.8729355,1.8729355
488,5.28,0,1.8729355,1.8729355
489,5.28,0,1.8729355,1.8729355
490,5.28,0,1.8729355,1.8729355
491,5.28,0,1.8729355,1.8729355
492,5.28,0,1.8729355,1.8729355
493,5.28,0,1.8729355,1.8729355
494,5.28,0,1.8729355,1.8729355
495,5.28,0,1.8729355,1.8729355
496,5.28,0,1.8729355,1.8729355
497,5.28,0,1.8729355,1.8729355
498,5.28,0,1.8729355,1.8729355
499,5.28,0,1.8729355,1.8729355
500,5.28,0,1.8729355,1.8729355
501,5.28,0,1.8729355,1.8729355
502,5.28,0,1.8729355,1.8729355
503,5.28,0,1.8729355,1.8729355
504,5.28,0,1.8729355,1.8729355
505,5.28,0,1.8729355,1.8729355
506,5.28,0,1.8729355,1.8729355
507,5.28,0,1.8729355,1.8729355
508,5.28,0,1.8729355,1.8729355
