Time_Index,NG,None,coal,blue_ammonia
1752,3.69,0,1.8729355,1.8729355
1753,3.69,0,1.8729355,1.8729355
1754,3.69,0,1.8729355,1.8729355
1755,3.69,0,1.8729355,1.8729355
1756,3.69,0,1.8729355,1.8729355
1757,3.69,0,1.8729355,1.8729355
1758,3.69,0,1.8729355,1.8729355
1759,3.69,0,1.8729355,1.8729355
1760,3.69,0,1.8729355,1.8729355
1761,3.69,0,1.8729355,1.8729355
1762,3.69,0,1.8729355,1.8729355
1763,3.69,0,1.8729355,1.8729355
1764,3.69,0,1.8729355,1.8729355
1765,3.69,0,1.8729355,1.8729355
1766,3.69,0,1.8729355,1.8729355
1767,3.69,0,1.8729355,1.8729355
1768,3.69,0,1.8729355,1.8729355
1769,3.69,0,1.8729355,1.8729355
1770,3.69,0,1.8729355,1.8729355
1771,3.69,0,1.8729355,1.8729355
1772,3.69,0,1.8729355,1.8729355
1773,3.69,0,1.8729355,1.8729355
1774,3.69,0,1.8729355,1.8729355
1775,3.69,0,1.8729355,1.8729355
1776,3.69,0,1.8729355,1.8729355
1777,3.69,0,1.8729355,1.8729355
1778,3.69,0,1.8729355,1.8729355
1779,3.69,0,1.8729355,1.8729355
1780,3.69,0,1.8729355,1.8729355
1781,3.69,0,1.8729355,1.8729355
1782,3.69,0,1.8729355,1.8729355
1783,3.69,0,1.8729355,1.8729355
1784,3.69,0,1.8729355,1.8729355
1785,3.69,0,1.8729355,1.8729355
1786,3.69,0,1.8729355,1.8729355
1787,3.69,0,1.8729355,1.8729355
1788,3.69,0,1.8729355,1.8729355
1789,3.69,0,1.8729355,1.8729355
1790,3.69,0,1.8729355,1.8729355
1791,3.69,0,1.8729355,1.8729355
1792,3.69,0,1.8729355,1.8729355
1793,3.69,0,1.8729355,1.8729355
1794,3.69,0,1.8729355,1.8729355
1795,3.69,0,1.8729355,1.8729355
1796,3.69,0,1.8729355,1.8729355
1797,3.69,0,1.8729355,1.8729355
1798,3.69,0,1.8729355,1.8729355
1799,3.69,0,1.8729355,1.8729355
1800,3.69,0,1.8729355,1.8729355
1801,3.69,0,1.8729355,1.8729355
1802,3.69,0,1.8729355,1.8729355
1803,3.69,0,1.8729355,1.8729355
1804,3.69,0,1.8729355,1.8729355
1805,3.69,0,1.8729355,1.8729355
1806,3.69,0,1.8729355,1.8729355
1807,3.69,0,1.8729355,1.8729355
1808,3.69,0,1.8729355,1.8729355
1809,3.69,0,1.8729355,1.8729355
1810,3.69,0,1.8729355,1.8729355
1811,3.69,0,1.8729355,1.8729355
1812,3.69,0,1.8729355,1.8729355
1813,3.69,0,1.8729355,1.8729355
1814,3.69,0,1.8729355,1.8729355
1815,3.69,0,1.8729355,1.8729355
1816,3.69,0,1.8729355,1.8729355
1817,3.69,0,1.8729355,1.8729355
1818,3.69,0,1.8729355,1.8729355
1819,3.69,0,1.8729355,1.8729355
1820,3.69,0,1.8729355,1.8729355
1821,3.69,0,1.8729355,1.8729355
1822,3.69,0,1.8729355,1.8729355
1823,3.69,0,1.8729355,1.8729355
1824,3.69,0,1.8729355,1.8729355
1825,3.69,0,1.8729355,1.8729355
1826,3.69,0,1.8729355,1.8729355
1827,3.69,0,1.8729355,1.8729355
1828,3.69,0,1.8729355,1.8729355
1829,3.69,0,1.8729355,1.8729355
1830,3.69,0,1.8729355,1.8729355
1831,3.69,0,1.8729355,1.8729355
1832,3.69,0,1.8729355,1.8729355
1833,3.69,0,1.8729355,1.8729355
1834,3.69,0,1.8729355,1.8729355
1835,3.69,0,1.8729355,1.8729355
1836,3.69,0,1.8729355,1.8729355
1837,3.69,0,1.8729355,1.8729355
1838,3.69,0,1.8729355,1.8729355
1839,3.69,0,1.8729355,1.8729355
1840,3.69,0,1.8729355,1.8729355
1841,3.69,0,1.8729355,1.8729355
1842,3.69,0,1.8729355,1.8729355
1843,3.69,0,1.8729355,1.8729355
1844,3.69,0,1.8729355,1.8729355
1845,3.69,0,1.8729355,1.8729355
1846,3.69,0,1.8729355,1.8729355
1847,3.69,0,1.8729355,1.8729355
1848,3.69,0,1.8729355,1.8729355
1849,3.69,0,1.8729355,1.8729355
1850,3.69,0,1.8729355,1.8729355
1851,3.69,0,1.8729355,1.8729355
1852,3.69,0,1.8729355,1.8729355
1853,3.69,0,1.8729355,1.8729355
1854,3.69,0,1.8729355,1.8729355
1855,3.69,0,1.8729355,1.8729355
1856,3.69,0,1.8729355,1.8729355
1857,3.69,0,1.8729355,1.8729355
1858,3.69,0,1.8729355,1.8729355
1859,3.69,0,1.8729355,1.8729355
1860,3.69,0,1.8729355,1.8729355
1861,3.69,0,1.8729355,1.8729355
1862,3.69,0,1.8729355,1.8729355
1863,3.69,0,1.8729355,1.8729355
1864,3.69,0,1.8729355,1.8729355
1865,3.69,0,1.8729355,1.8729355
1866,3.69,0,1.8729355,1.8729355
1867,3.69,0,1.8729355,1.8729355
1868,3.69,0,1.8729355,1.8729355
1869,3.69,0,1.8729355,1.8729355
1870,3.69,0,1.8729355,1.8729355
1871,3.69,0,1.8729355,1.8729355
1872,3.69,0,1.8729355,1.8729355
1873,3.69,0,1.8729355,1.8729355
1874,3.69,0,1.8729355,1.8729355
1875,3.69,0,1.8729355,1.8729355
1876,3.69,0,1.8729355,1.8729355
1877,3.69,0,1.8729355,1.8729355
1878,3.69,0,1.8729355,1.8729355
1879,3.69,0,1.8729355,1.8729355
1880,3.69,0,1.8729355,1.8729355
1881,3.69,0,1.8729355,1.8729355
1882,3.69,0,1.8729355,1.8729355
1883,3.69,0,1.8729355,1.8729355
1884,3.69,0,1.8729355,1.8729355
1885,3.69,0,1.8729355,1.8729355
1886,3.69,0,1.8729355,1.8729355
1887,3.69,0,1.8729355,1.8729355
1888,3.69,0,1.8729355,1.8729355
1889,3.69,0,1.8729355,1.8729355
1890,3.69,0,1.8729355,1.8729355
1891,3.69,0,1.8729355,1.8729355
1892,3.69,0,1.8729355,1.8729355
1893,3.69,0,1.8729355,1.8729355
1894,3.69,0,1.8729355,1.8729355
1895,3.69,0,1.8729355,1.8729355
1896,3.69,0,1.8729355,1.8729355
1897,3.69,0,1.8729355,1.8729355
1898,3.69,0,1.8729355,1.8729355
1899,3.69,0,1.8729355,1.8729355
1900,3.69,0,1.8729355,1.8729355
1901,3.69,0,1.8729355,1.8729355
1902,3.69,0,1.8729355,1.8729355
1903,3.69,0,1.8729355,1.8729355
1904,3.69,0,1.8729355,1.8729355
1905,3.69,0,1.8729355,1.8729355
1906,3.69,0,1.8729355,1.8729355
1907,3.69,0,1.8729355,1.8729355
1908,3.69,0,1.8729355,1.8729355
1909,3.69,0,1.8729355,1.8729355
1910,3.69,0,1.8729355,1.8729355
1911,3.69,0,1.8729355,1.8729355
1912,3.69,0,1.8729355,1.8729355
1913,3.69,0,1.8729355,1.8729355
1914,3.69,0,1.8729355,1.8729355
1915,3.69,0,1.8729355,1.8729355
1916,3.69,0,1.8729355,1.8729355
1917,3.69,0,1.8729355,1.8729355
1918,3.69,0,1.8729355,1.8729355
1919,3.69,0,1.8729355,1.8729355
1920,3.69,0,1.8729355,1.8729355
1921,3.69,0,1.8729355,1.8729355
1922,3.69,0,1.8729355,1.8729355
1923,3.69,0,1.8729355,1.8729355
1924,3.69,0,1.8729355,1.8729355
1925,3.69,0,1.8729355,1.8729355
1926,3.69,0,1.8729355,1.8729355
1927,3.69,0,1.8729355,1.8729355
1928,3.69,0,1.8729355,1.8729355
1929,3.69,0,1.8729355,1.8729355
1930,3.69,0,1.8729355,1.8729355
1931,3.69,0,1.8729355,1.8729355
1932,3.69,0,1.8729355,1.8729355
1933,3.69,0,1.8729355,1.8729355
1934,3.69,0,1.8729355,1.8729355
1935,3.69,0,1.8729355,1.8729355
1936,3.69,0,1.8729355,1.8729355
1937,3.69,0,1.8729355,1.8729355
1938,3.69,0,1.8729355,1.8729355
1939,3.69,0,1.8729355,1.8729355
1940,3.69,0,1.8729355,1.8729355
1941,3.69,0,1.8729355,1.8729355
1942,3.69,0,1.8729355,1.8729355
1943,3.69,0,1.8729355,1.8729355
1944,3.69,0,1.8729355,1.8729355
1945,3.69,0,1.8729355,1.8729355
1946,3.69,0,1.8729355,1.8729355
1947,3.69,0,1.8729355,1.8729355
1948,3.69,0,1.8729355,1.8729355
1949,3.69,0,1.8729355,1.8729355
1950,3.69,0,1.8729355,1.8729355
1951,3.69,0,1.8729355,1.8729355
1952,3.69,0,1.8729355,1.8729355
1953,3.69,0,1.8729355,1.8729355
1954,3.69,0,1.8729355,1.8729355
1955,3.69,0,1.8729355,1.8729355
1956,3.69,0,1.8729355,1.8729355
1957,3.69,0,1.8729355,1.8729355
1958,3.69,0,1.8729355,1.8729355
1959,3.69,0,1.8729355,1.8729355
1960,3.69,0,1.8729355,1.8729355
1961,3.69,0,1.8729355,1.8729355
1962,3.69,0,1.8729355,1.8729355
1963,3.69,0,1.8729355,1.8729355
1964,3.69,0,1.8729355,1.8729355
1965,3.69,0,1.8729355,1.8729355
1966,3.69,0,1.8729355,1.8729355
1967,3.69,0,1.8729355,1.8729355
1968,3.69,0,1.8729355,1.8729355
1969,3.69,0,1.8729355,1.8729355
1970,3.69,0,1.8729355,1.8729355
1971,3.69,0,1.8729355,1.8729355
1972,3.69,0,1.8729355,1.8729355
1973,3.69,0,1.8729355,1.8729355
1974,3.69,0,1.8729355,1.8729355
1975,3.69,0,1.8729355,1.8729355
1976,3.69,0,1.8729355,1.8729355
1977,3.69,0,1.8729355,1.8729355
1978,3.69,0,1.8729355,1.8729355
1979,3.69,0,1.8729355,1.8729355
1980,3.69,0,1.8729355,1.8729355
1981,3.69,0,1.8729355,1.8729355
1982,3.69,0,1.8729355,1.8729355
1983,3.69,0,1.8729355,1.8729355
1984,3.69,0,1.8729355,1.8729355
1985,3.69,0,1.8729355,1.8729355
1986,3.69,0,1.8729355,1.8729355
1987,3.69,0,1.8729355,1.8729355
1988,3.69,0,1.8729355,1.8729355
1989,3.69,0,1.8729355,1.8729355
1990,3.69,0,1.8729355,1.8729355
1991,3.69,0,1.8729355,1.8729355
1992,3.69,0,1.8729355,1.8729355
1993,3.69,0,1.8729355,1.8729355
1994,3.69,0,1.8729355,1.8729355
1995,3.69,0,1.8729355,1.8729355
1996,3.69,0,1.8729355,1.8729355
1997,3.69,0,1.8729355,1.8729355
1998,3.69,0,1.8729355,1.8729355
1999,3.69,0,1.8729355,1.8729355
2000,3.69,0,1.8729355,1.8729355
2001,3.69,0,1.8729355,1.8729355
2002,3.69,0,1.8729355,1.8729355
2003,3.69,0,1.8729355,1.8729355
2004,3.69,0,1.8729355,1.8729355
2005,3.69,0,1.8729355,1.8729355
2006,3.69,0,1.8729355,1.8729355
2007,3.69,0,1.8729355,1.8729355
2008,3.69,0,1.8729355,1.8729355
2009,3.69,0,1.8729355,1.8729355
2010,3.69,0,1.8729355,1.8729355
2011,3.69,0,1.8729355,1.8729355
2012,3.69,0,1.8729355,1.8729355
2013,3.69,0,1.8729355,1.8729355
2014,3.69,0,1.8729355,1.8729355
2015,3.69,0,1.8729355,1.8729355
2016,3.69,0,1.8729355,1.8729355
2017,3.69,0,1.8729355,1.8729355
2018,3.69,0,1.8729355,1.8729355
2019,3.69,0,1.8729355,1.8729355
2020,3.69,0,1.8729355,1.8729355
2021,3.69,0,1.8729355,1.8729355
2022,3.69,0,1.8729355,1.8729355
2023,3.69,0,1.8729355,1.8729355
2024,3.69,0,1.8729355,1.8729355
2025,3.69,0,1.8729355,1.8729355
2026,3.69,0,1.8729355,1.8729355
2027,3.69,0,1.8729355,1.8729355
2028,3.69,0,1.8729355,1.8729355
2029,3.69,0,1.8729355,1.8729355
2030,3.69,0,1.8729355,1.8729355
2031,3.69,0,1.8729355,1.8729355
2032,3.69,0,1.8729355,1.8729355
2033,3.69,0,1.8729355,1.8729355
2034,3.69,0,1.8729355,1.8729355
2035,3.69,0,1.8729355,1.8729355
2036,3.69,0,1.8729355,1.8729355
2037,3.69,0,1.8729355,1.8729355
2038,3.69,0,1.8729355,1.8729355
2039,3.69,0,1.8729355,1.8729355
2040,3.69,0,1.8729355,1.8729355
2041,3.69,0,1.8729355,1.8729355
2042,3.69,0,1.8729355,1.8729355
2043,3.69,0,1.8729355,1.8729355
2044,3.69,0,1.8729355,1.8729355
2045,3.69,0,1.8729355,1.8729355
2046,3.69,0,1.8729355,1.8729355
2047,3.69,0,1.8729355,1.8729355
2048,3.69,0,1.8729355,1.8729355
2049,3.69,0,1.8729355,1.8729355
2050,3.69,0,1.8729355,1.8729355
2051,3.69,0,1.8729355,1.8729355
2052,3.69,0,1.8729355,1.8729355
2053,3.69,0,1.8729355,1.8729355
2054,3.69,0,1.8729355,1.8729355
2055,3.69,0,1.8729355,1.8729355
2056,3.69,0,1.8729355,1.8729355
2057,3.69,0,1.8729355,1.8729355
2058,3.69,0,1.8729355,1.8729355
2059,3.69,0,1.8729355,1.8729355
2060,3.69,0,1.8729355,1.8729355
2061,3.69,0,1.8729355,1.8729355
2062,3.69,0,1.8729355,1.8729355
2063,3.69,0,1.8729355,1.8729355
2064,3.69,0,1.8729355,1.8729355
2065,3.69,0,1.8729355,1.8729355
2066,3.69,0,1.8729355,1.8729355
2067,3.69,0,1.8729355,1.8729355
2068,3.69,0,1.8729355,1.8729355
2069,3.69,0,1.8729355,1.8729355
2070,3.69,0,1.8729355,1.8729355
2071,3.69,0,1.8729355,1.8729355
2072,3.69,0,1.8729355,1.8729355
2073,3.69,0,1.8729355,1.8729355
2074,3.69,0,1.8729355,1.8729355
2075,3.69,0,1.8729355,1.8729355
2076,3.69,0,1.8729355,1.8729355
2077,3.69,0,1.8729355,1.8729355
2078,3.69,0,1.8729355,1.8729355
2079,3.69,0,1.8729355,1.8729355
2080,3.69,0,1.8729355,1.8729355
2081,3.69,0,1.8729355,1.8729355
2082,3.69,0,1.8729355,1.8729355
2083,3.69,0,1.8729355,1.8729355
2084,3.69,0,1.8729355,1.8729355
2085,3.69,0,1.8729355,1.8729355
2086,3.69,0,1.8729355,1.8729355
2087,3.69,0,1.8729355,1.8729355
2088,3.69,0,1.8729355,1.8729355
2089,3.69,0,1.8729355,1.8729355
2090,3.69,0,1.8729355,1.8729355
2091,3.69,0,1.8729355,1.8729355
2092,3.69,0,1.8729355,1.8729355
2093,3.69,0,1.8729355,1.8729355
2094,3.69,0,1.8729355,1.8729355
2095,3.69,0,1.8729355,1.8729355
2096,3.69,0,1.8729355,1.8729355
2097,3.69,0,1.8729355,1.8729355
2098,3.69,0,1.8729355,1.8729355
2099,3.69,0,1.8729355,1.8729355
2100,3.69,0,1.8729355,1.8729355
2101,3.69,0,1.8729355,1.8729355
2102,3.69,0,1.8729355,1.8729355
2103,3.69,0,1.8729355,1.8729355
2104,3.69,0,1.8729355,1.8729355
2105,3.69,0,1.8729355,1.8729355
2106,3.69,0,1.8729355,1.8729355
2107,3.69,0,1.8729355,1.8729355
2108,3.69,0,1.8729355,1.8729355
2109,3.69,0,1.8729355,1.8729355
2110,3.69,0,1.8729355,1.8729355
2111,3.69,0,1.8729355,1.8729355
2112,3.69,0,1.8729355,1.8729355
2113,3.69,0,1.8729355,1.8729355
2114,3.69,0,1.8729355,1.8729355
2115,3.69,0,1.8729355,1.8729355
2116,3.69,0,1.8729355,1.8729355
2117,3.69,0,1.8729355,1.8729355
2118,3.69,0,1.8729355,1.8729355
2119,3.69,0,1.8729355,1.8729355
2120,3.69,0,1.8729355,1.8729355
2121,3.69,0,1.8729355,1.8729355
2122,3.69,0,1.8729355,1.8729355
2123,3.69,0,1.8729355,1.8729355
2124,3.69,0,1.8729355,1.8729355
2125,3.69,0,1.8729355,1.8729355
2126,3.69,0,1.8729355,1.8729355
2127,3.69,0,1.8729355,1.8729355
2128,3.69,0,1.8729355,1.8729355
2129,3.69,0,1.8729355,1.8729355
2130,3.69,0,1.8729355,1.8729355
2131,3.69,0,1.8729355,1.8729355
2132,3.69,0,1.8729355,1.8729355
2133,3.69,0,1.8729355,1.8729355
2134,3.69,0,1.8729355,1.8729355
2135,3.69,0,1.8729355,1.8729355
2136,3.69,0,1.8729355,1.8729355
2137,3.69,0,1.8729355,1.8729355
2138,3.69,0,1.8729355,1.8729355
2139,3.69,0,1.8729355,1.8729355
2140,3.69,0,1.8729355,1.8729355
2141,3.69,0,1.8729355,1.8729355
2142,3.69,0,1.8729355,1.8729355
2143,3.69,0,1.8729355,1.8729355
2144,3.69,0,1.8729355,1.8729355
2145,3.69,0,1.8729355,1.8729355
2146,3.69,0,1.8729355,1.8729355
2147,3.69,0,1.8729355,1.8729355
2148,3.69,0,1.8729355,1.8729355
2149,3.69,0,1.8729355,1.8729355
2150,3.69,0,1.8729355,1.8729355
2151,3.69,0,1.8729355,1.8729355
2152,3.69,0,1.8729355,1.8729355
2153,3.69,0,1.8729355,1.8729355
2154,3.69,0,1.8729355,1.8729355
2155,3.69,0,1.8729355,1.8729355
2156,3.69,0,1.8729355,1.8729355
2157,3.69,0,1.8729355,1.8729355
2158,3.69,0,1.8729355,1.8729355
2159,3.69,0,1.8729355,1.8729355
2160,3.69,0,1.8729355,1.8729355
2161,3.69,0,1.8729355,1.8729355
2162,3.69,0,1.8729355,1.8729355
2163,3.69,0,1.8729355,1.8729355
2164,3.69,0,1.8729355,1.8729355
2165,3.69,0,1.8729355,1.8729355
2166,3.69,0,1.8729355,1.8729355
2167,3.69,0,1.8729355,1.8729355
2168,3.69,0,1.8729355,1.8729355
2169,3.69,0,1.8729355,1.8729355
2170,3.69,0,1.8729355,1.8729355
2171,3.69,0,1.8729355,1.8729355
2172,3.69,0,1.8729355,1.8729355
2173,3.69,0,1.8729355,1.8729355
2174,3.69,0,1.8729355,1.8729355
2175,3.69,0,1.8729355,1.8729355
2176,3.69,0,1.8729355,1.8729355
2177,3.69,0,1.8729355,1.8729355
2178,3.69,0,1.8729355,1.8729355
2179,3.69,0,1.8729355,1.8729355
2180,3.69,0,1.8729355,1.8729355
2181,3.69,0,1.8729355,1.8729355
2182,3.69,0,1.8729355,1.8729355
2183,3.69,0,1.8729355,1.8729355
2184,3.69,0,1.8729355,1.8729355
2185,3.18,0,1.8729355,1.8729355
2186,3.18,0,1.8729355,1.8729355
2187,3.18,0,1.8729355,1.8729355
2188,3.18,0,1.8729355,1.8729355
2189,3.18,0,1.8729355,1.8729355
2190,3.18,0,1.8729355,1.8729355
2191,3.18,0,1.8729355,1.8729355
2192,3.18,0,1.8729355,1.8729355
2193,3.18,0,1.8729355,1.8729355
2194,3.18,0,1.8729355,1.8729355
2195,3.18,0,1.8729355,1.8729355
2196,3.18,0,1.8729355,1.8729355
2197,3.18,0,1.8729355,1.8729355
2198,3.18,0,1.8729355,1.8729355
2199,3.18,0,1.8729355,1.8729355
2200,3.18,0,1.8729355,1.8729355
2201,3.18,0,1.8729355,1.8729355
2202,3.18,0,1.8729355,1.8729355
2203,3.18,0,1.8729355,1.8729355
2204,3.18,0,1.8729355,1.8729355
2205,3.18,0,1.8729355,1.8729355
2206,3.18,0,1.8729355,1.8729355
2207,3.18,0,1.8729355,1.8729355
2208,3.18,0,1.8729355,1.8729355
2209,3.18,0,1.8729355,1.8729355
2210,3.18,0,1.8729355,1.8729355
2211,3.18,0,1.8729355,1.8729355
2212,3.18,0,1.8729355,1.8729355
2213,3.18,0,1.8729355,1.8729355
2214,3.18,0,1.8729355,1.8729355
2215,3.18,0,1.8729355,1.8729355
2216,3.18,0,1.8729355,1.8729355
2217,3.18,0,1.8729355,1.8729355
2218,3.18,0,1.8729355,1.8729355
2219,3.18,0,1.8729355,1.8729355
2220,3.18,0,1.8729355,1.8729355
2221,3.18,0,1.8729355,1.8729355
2222,3.18,0,1.8729355,1.8729355
2223,3.18,0,1.8729355,1.8729355
2224,3.18,0,1.8729355,1.8729355
2225,3.18,0,1.8729355,1.8729355
2226,3.18,0,1.8729355,1.8729355
2227,3.18,0,1.8729355,1.8729355
2228,3.18,0,1.8729355,1.8729355
2229,3.18,0,1.8729355,1.8729355
2230,3.18,0,1.8729355,1.8729355
2231,3.18,0,1.8729355,1.8729355
2232,3.18,0,1.8729355,1.8729355
2233,3.18,0,1.8729355,1.8729355
2234,3.18,0,1.8729355,1.8729355
2235,3.18,0,1.8729355,1.8729355
2236,3.18,0,1.8729355,1.8729355
2237,3.18,0,1.8729355,1.8729355
2238,3.18,0,1.8729355,1.8729355
2239,3.18,0,1.8729355,1.8729355
2240,3.18,0,1.8729355,1.8729355
2241,3.18,0,1.8729355,1.8729355
2242,3.18,0,1.8729355,1.8729355
2243,3.18,0,1.8729355,1.8729355
2244,3.18,0,1.8729355,1.8729355
2245,3.18,0,1.8729355,1.8729355
2246,3.18,0,1.8729355,1.8729355
2247,3.18,0,1.8729355,1.8729355
2248,3.18,0,1.8729355,1.8729355
2249,3.18,0,1.8729355,1.8729355
2250,3.18,0,1.8729355,1.8729355
2251,3.18,0,1.8729355,1.8729355
2252,3.18,0,1.8729355,1.8729355
2253,3.18,0,1.8729355,1.8729355
2254,3.18,0,1.8729355,1.8729355
2255,3.18,0,1.8729355,1.8729355
2256,3.18,0,1.8729355,1.8729355
2257,3.18,0,1.8729355,1.8729355
2258,3.18,0,1.8729355,1.8729355
2259,3.18,0,1.8729355,1.8729355
2260,3.18,0,1.8729355,1.8729355
2261,3.18,0,1.8729355,1.8729355
2262,3.18,0,1.8729355,1.8729355
2263,3.18,0,1.8729355,1.8729355
2264,3.18,0,1.8729355,1.8729355
2265,3.18,0,1.8729355,1.8729355
2266,3.18,0,1.8729355,1.8729355
2267,3.18,0,1.8729355,1.8729355
2268,3.18,0,1.8729355,1.8729355
2269,3.18,0,1.8729355,1.8729355
2270,3.18,0,1.8729355,1.8729355
2271,3.18,0,1.8729355,1.8729355
2272,3.18,0,1.8729355,1.8729355
2273,3.18,0,1.8729355,1.8729355
2274,3.18,0,1.8729355,1.8729355
2275,3.18,0,1.8729355,1.8729355
2276,3.18,0,1.8729355,1.8729355
2277,3.18,0,1.8729355,1.8729355
2278,3.18,0,1.8729355,1.8729355
2279,3.18,0,1.8729355,1.8729355
2280,3.18,0,1.8729355,1.8729355
2281,3.18,0,1.8729355,1.8729355
2282,3.18,0,1.8729355,1.8729355
2283,3.18,0,1.8729355,1.8729355
2284,3.18,0,1.8729355,1.8729355
2285,3.18,0,1.8729355,1.8729355
2286,3.18,0,1.8729355,1.8729355
2287,3.18,0,1.8729355,1.8729355
2288,3.18,0,1.8729355,1.8729355
2289,3.18,0,1.8729355,1.8729355
2290,3.18,0,1.8729355,1.8729355
2291,3.18,0,1.8729355,1.8729355
2292,3.18,0,1.8729355,1.8729355
2293,3.18,0,1.8729355,1.8729355
2294,3.18,0,1.8729355,1.8729355
2295,3.18,0,1.8729355,1.8729355
2296,3.18,0,1.8729355,1.8729355
2297,3.18,0,1.8729355,1.8729355
2298,3.18,0,1.8729355,1.8729355
2299,3.18,0,1.8729355,1.8729355
2300,3.18,0,1.8729355,1.8729355
2301,3.18,0,1.8729355,1.8729355
2302,3.18,0,1.8729355,1.8729355
2303,3.18,0,1.8729355,1.8729355
2304,3.18,0,1.8729355,1.8729355
2305,3.18,0,1.8729355,1.8729355
2306,3.18,0,1.8729355,1.8729355
2307,3.18,0,1.8729355,1.8729355
2308,3.18,0,1.8729355,1.8729355
2309,3.18,0,1.8729355,1.8729355
2310,3.18,0,1.8729355,1.8729355
2311,3.18,0,1.8729355,1.8729355
2312,3.18,0,1.8729355,1.8729355
2313,3.18,0,1.8729355,1.8729355
2314,3.18,0,1.8729355,1.8729355
2315,3.18,0,1.8729355,1.8729355
2316,3.18,0,1.8729355,1.8729355
2317,3.18,0,1.8729355,1.8729355
2318,3.18,0,1.8729355,1.8729355
2319,3.18,0,1.8729355,1.8729355
2320,3.18,0,1.8729355,1.8729355
2321,3.18,0,1.8729355,1.8729355
2322,3.18,0,1.8729355,1.8729355
2323,3.18,0,1.8729355,1.8729355
2324,3.18,0,1.8729355,1.8729355
2325,3.18,0,1.8729355,1.8729355
2326,3.18,0,1.8729355,1.8729355
2327,3.18,0,1.8729355,1.8729355
2328,3.18,0,1.8729355,1.8729355
2329,3.18,0,1.8729355,1.8729355
2330,3.18,0,1.8729355,1.8729355
2331,3.18,0,1.8729355,1.8729355
2332,3.18,0,1.8729355,1.8729355
2333,3.18,0,1.8729355,1.8729355
2334,3.18,0,1.8729355,1.8729355
2335,3.18,0,1.8729355,1.8729355
2336,3.18,0,1.8729355,1.8729355
2337,3.18,0,1.8729355,1.8729355
2338,3.18,0,1.8729355,1.8729355
2339,3.18,0,1.8729355,1.8729355
2340,3.18,0,1.8729355,1.8729355
2341,3.18,0,1.8729355,1.8729355
2342,3.18,0,1.8729355,1.8729355
2343,3.18,0,1.8729355,1.8729355
2344,3.18,0,1.8729355,1.8729355
2345,3.18,0,1.8729355,1.8729355
2346,3.18,0,1.8729355,1.8729355
2347,3.18,0,1.8729355,1.8729355
2348,3.18,0,1.8729355,1.8729355
2349,3.18,0,1.8729355,1.8729355
2350,3.18,0,1.8729355,1.8729355
2351,3.18,0,1.8729355,1.8729355
2352,3.18,0,1.8729355,1.8729355
2353,3.18,0,1.8729355,1.8729355
2354,3.18,0,1.8729355,1.8729355
2355,3.18,0,1.8729355,1.8729355
2356,3.18,0,1.8729355,1.8729355
2357,3.18,0,1.8729355,1.8729355
2358,3.18,0,1.8729355,1.8729355
2359,3.18,0,1.8729355,1.8729355
2360,3.18,0,1.8729355,1.8729355
2361,3.18,0,1.8729355,1.8729355
2362,3.18,0,1.8729355,1.8729355
2363,3.18,0,1.8729355,1.8729355
2364,3.18,0,1.8729355,1.8729355
2365,3.18,0,1.8729355,1.8729355
2366,3.18,0,1.8729355,1.8729355
2367,3.18,0,1.8729355,1.8729355
2368,3.18,0,1.8729355,1.8729355
2369,3.18,0,1.8729355,1.8729355
2370,3.18,0,1.8729355,1.8729355
2371,3.18,0,1.8729355,1.8729355
2372,3.18,0,1.8729355,1.8729355
2373,3.18,0,1.8729355,1.8729355
2374,3.18,0,1.8729355,1.8729355
2375,3.18,0,1.8729355,1.8729355
2376,3.18,0,1.8729355,1.8729355
2377,3.18,0,1.8729355,1.8729355
2378,3.18,0,1.8729355,1.8729355
2379,3.18,0,1.8729355,1.8729355
2380,3.18,0,1.8729355,1.8729355
2381,3.18,0,1.8729355,1.8729355
2382,3.18,0,1.8729355,1.8729355
2383,3.18,0,1.8729355,1.8729355
2384,3.18,0,1.8729355,1.8729355
2385,3.18,0,1.8729355,1.8729355
2386,3.18,0,1.8729355,1.8729355
2387,3.18,0,1.8729355,1.8729355
2388,3.18,0,1.8729355,1.8729355
2389,3.18,0,1.8729355,1.8729355
2390,3.18,0,1.8729355,1.8729355
2391,3.18,0,1.8729355,1.8729355
2392,3.18,0,1.8729355,1.8729355
2393,3.18,0,1.8729355,1.8729355
2394,3.18,0,1.8729355,1.8729355
2395,3.18,0,1.8729355,1.8729355
2396,3.18,0,1.8729355,1.8729355
2397,3.18,0,1.8729355,1.8729355
2398,3.18,0,1.8729355,1.8729355
2399,3.18,0,1.8729355,1.8729355
2400,3.18,0,1.8729355,1.8729355
2401,3.18,0,1.8729355,1.8729355
2402,3.18,0,1.8729355,1.8729355
2403,3.18,0,1.8729355,1.8729355
2404,3.18,0,1.8729355,1.8729355
2405,3.18,0,1.8729355,1.8729355
2406,3.18,0,1.8729355,1.8729355
2407,3.18,0,1.8729355,1.8729355
2408,3.18,0,1.8729355,1.8729355
2409,3.18,0,1.8729355,1.8729355
2410,3.18,0,1.8729355,1.8729355
2411,3.18,0,1.8729355,1.8729355
2412,3.18,0,1.8729355,1.8729355
2413,3.18,0,1.8729355,1.8729355
2414,3.18,0,1.8729355,1.8729355
2415,3.18,0,1.8729355,1.8729355
2416,3.18,0,1.8729355,1.8729355
