Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,UseExtremePeriods,ClusterMethod,ScalingMethod,MinPeriods,MaxPeriods,IterativelyAddPeriods,Threshold,IterateMethod,nReps,LoadWeight,ClusterFuelPrices,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3
,,,,,,,,,,,,,,,,,,,62,10049.584015972972,2870.853680017049,1369.8641727746074
,,,,,,,,,,,,,,,,,,,63,9941.86271900734,2839.350506891198,1354.620877083495
,,,,,,,,,,,,,,,,,,,64,9949.992628212294,2841.382969673511,1356.6533165089768
,,,,,,,,,,,,,,,,,,,65,10447.949567015687,2983.655364435418,1424.7400372626107
,,,,,,,,,,,,,,,,,,,66,11363.58059122356,3245.843063353789,1549.73506192973
,,,,,,,,,,,,,,,,,,,67,11373.742977729751,3247.8755261361025,1550.751281642471
,,,,,,,,,,,,,,,,,,,68,11103.423496665051,3170.6419404082103,1513.151152271061
,,,,,,,,,,,,,,,,,,,69,10663.392160946953,3045.645479295963,1453.1941892193533
,,,,,,,,,,,,,,,,,,,70,9934.749048453006,2837.3180441088853,1353.6046573707545
,,,,,,,,,,,,,,,,,,,71,9024.19921749823,2577.162807972827,1230.642072129117
,,,,,,,,,,,,,,,,,,,72,8172.591228279366,2334.2835054864295,1113.776805163924
,,,,,,,,,,,,,,,,,,,73,7624.838595595633,2177.7838712483313,1039.592766133845
,,,,,,,,,,,,,,,,,,,74,7349.437921277838,2098.517822738126,1001.9926367624353
,,,,,,,,,,,,,,,,,,,75,7226.4730445529185,2063.965955438806,984.7169016458416
,,,,,,,,,,,,,,,,,,,76,7232.5704764566335,2065.9984182211188,985.7331213585824
,,,,,,,,,,,,,,,,,,,77,7465.289127448424,2132.05345864629,1017.2359324535473
,,,,,,,,,,,,,,,,,,,78,8218.321967557229,2346.478282180307,1119.8741234403687
,,,,,,,,,,,,,,,,,,,79,9644.104794375924,2753.987070034054,1314.9883082866038
,,,,,,,,,,,,,,,,,,,80,10439.819657810734,2981.622901653105,1423.72381754987
,,,,,,,,,,,,,,,,,,,81,10505.87517010098,2999.9150666939217,1431.8535752517964
,,,,,,,,,,,,,,,,,,,82,10564.817011836893,3017.1910003435814,1440.9995526664636
,,,,,,,,,,,,,,,,,,,83,10612.580228415993,3030.402008428616,1447.0968709429085
,,,,,,,,,,,,,,,,,,,84,10585.141784849275,3023.2883886905206,1443.0319920919453
,,,,,,,,,,,,,,,,,,,85,10479.45296518488,2992.801446955826,1428.804916113574
,,,,,,,,,,,,,,,,,,,86,10422.543600750208,2976.5417446973224,1420.6751584116475
,,,,,,,,,,,,,,,,,,,87,10302.627439977146,2941.9898773980026,1405.4318627205355
,,,,,,,,,,,,,,,,,,,88,10286.367621567239,2937.924951833377,1402.383203582313
,,,,,,,,,,,,,,,,,,,89,10749.772446249579,3070.035032683719,1465.3888257722429
,,,,,,,,,,,,,,,,,,,90,11760.929903615655,3359.6609791633146,1603.5947067049929
,,,,,,,,,,,,,,,,,,,91,11829.017893207141,3378.969375595288,1612.74068411966
,,,,,,,,,,,,,,,,,,,92,11559.71465079306,3301.735789867396,1576.156774460991
,,,,,,,,,,,,,,,,,,,93,11135.943133484865,3180.804254319775,1518.232250834765
,,,,,,,,,,,,,,,,,,,94,10376.812861472345,2963.3307366122885,1414.5778401352027
,,,,,,,,,,,,,,,,,,,95,9393.09384767299,2681.834641261944,1280.4368380534163
,,,,,,,,,,,,,,,,,,,96,8521.16108544174,2432.857950428607,1161.539131662742
,,,,,,,,,,,,,,,,,,,97,7952.067441095006,2271.277159234727,1084.3064334944406
,,,,,,,,,,,,,,,,,,,98,7661.423187017923,2187.9461851598962,1044.673864697549
,,,,,,,,,,,,,,,,,,,99,7524.230969184335,2148.313160904793,1026.3819098682147
,,,,,,,,,,,,,,,,,,,100,7518.13353728062,2147.296929513637,1025.3656901554737
,,,,,,,,,,,,,,,,,,,101,7755.933381525506,2215.3844327211214,1056.8685012504388
,,,,,,,,,,,,,,,,,,,102,8478.479062115737,2421.6794051258858,1155.441813386297
,,,,,,,,,,,,,,,,,,,103,9895.11574107886,2825.1232674150074,1349.539778519791
,,,,,,,,,,,,,,,,,,,104,10652.21353579014,3042.5967851224937,1452.1779695066125
,,,,,,,,,,,,,,,,,,,105,10703.025468321099,3056.8240245986844,1459.2915074957982
,,,,,,,,,,,,,,,,,,,106,10670.505831501287,3047.677942078276,1455.226628644835
,,,,,,,,,,,,,,,,,,,107,10644.083626585187,3039.5480909490243,1451.1617497938719
,,,,,,,,,,,,,,,,,,,108,10573.963159692465,3020.2396945170512,1440.9995526664636
,,,,,,,,,,,,,,,,,,,109,10489.615351691073,2995.8501411292955,1429.821135826315
,,,,,,,,,,,,,,,,,,,110,10481.48544248612,2992.801446955826,1428.804916113574
,,,,,,,,,,,,,,,,,,,111,10452.014521618165,2984.6715958265745,1424.7400372626107
,,,,,,,,,,,,,,,,,,,112,10532.297375017079,3008.0449178231734,1435.9184541027596
,,,,,,,,,,,,,,,,,,,113,11044.48165492914,3154.382238149706,1506.0376142818754
,,,,,,,,,,,,,,,,,,,114,11849.342666219523,3384.0505325510703,1615.7893432578826
,,,,,,,,,,,,,,,,,,,115,11818.85550670095,3374.904450030662,1610.7082446941786
,,,,,,,,,,,,,,,,,,,116,11545.487309684391,3297.67086430277,1574.1243350355094
,,,,,,,,,,,,,,,,,,,117,11088.179916905763,3166.577014843584,1512.1349325583203
,,,,,,,,,,,,,,,,,,,118,10356.488088459964,2957.23334826535,1411.5291809969804
,,,,,,,,,,,,,,,,,,,119,9394.110086323608,2682.850872653101,1280.4368380534163
,,,,,,,,,,,,,,,,,,,120,8532.339710598553,2436.922875993233,1163.5715710882234
,,,,,,,,,,,,,,,,,,,121,7949.018725143149,2270.2609278435707,1083.2902137817
,,,,,,,,,,,,,,,,,,,122,7615.69244774006,2174.735177074862,1037.5603267083636
,,,,,,,,,,,,,,,,,,,123,7462.240411496567,2131.0372272551335,1017.2359324535473
,,,,,,,,,,,,,,,,,,,124,7407.36352436313,2115.7937563877863,1010.1223944643618
,,,,,,,,,,,,,,,,,,,125,7603.497583932631,2171.6864829013925,1036.5441069956228
,,,,,,,,,,,,,,,,,,,126,8274.215093341283,2362.7379844388106,1128.0038811422955
,,,,,,,,,,,,,,,,,,,127,9540.448452012768,2724.5163596905163,1300.7612323082326
,,,,,,,,,,,,,,,,,,,128,10399.170111785968,2969.4281249592277,1417.626499273425
,,,,,,,,,,,,,,,,,,,129,10664.40839959757,3045.645479295963,1454.2104089320942
,,,,,,,,,,,,,,,,,,,130,10838.185208853447,3095.4408174626305,1477.5834623251328
,,,,,,,,,,,,,,,,,,,131,10955.052653674653,3128.9764533707944,1492.8267580162449
,,,,,,,,,,,,,,,,,,,132,10992.653483747563,3139.138767282359,1497.9078565799489
,,,,,,,,,,,,,,,,,,,133,10917.451823601745,3117.797908068073,1487.7456594525408
,,,,,,,,,,,,,,,,,,,134,10830.055299648497,3093.4083546803176,1476.5672426123922
,,,,,,,,,,,,,,,,,,,135,10686.765649911193,3051.742867642902,1457.2590680703165
,,,,,,,,,,,,,,,,,,,136,10637.986194681473,3038.531859557868,1450.145530081131
,,,,,,,,,,,,,,,,,,,137,10963.182562879607,3131.0089161531073,1494.8591974417266
,,,,,,,,,,,,,,,,,,,138,11436.74977406814,3266.1676911769187,1559.897259057138
,,,,,,,,,,,,,,,,,,,139,11268.054158065357,3218.404815792564,1536.5242056640996
,,,,,,,,,,,,,,,,,,,140,10888.997141384409,3109.6680569388213,1484.6970003143185
,,,,,,,,,,,,,,,,,,,141,10479.45296518488,2992.801446955826,1428.804916113574
,,,,,,,,,,,,,,,,,,,142,9925.602900597432,2835.2855813265724,1353.6046573707545
,,,,,,,,,,,,,,,,,,,143,9187.813640247918,2623.909451966025,1251.9826860966737
,,,,,,,,,,,,,,,,,,,144,8439.861993392205,2410.5008598231643,1150.3607148225929
,,,,,,,,,,,,,,,,,,,145,7838.248712225659,2238.7577547177198,1068.0469180905875
,,,,,,,,,,,,,,,,,,,146,7475.451513954615,2135.1021528197593,1019.268371879029
,,,,,,,,,,,,,,,,,,,147,7290.496079541926,2081.241889088466,993.8628790605088
,,,,,,,,,,,,,,,,,,,148,7221.3918512998225,2061.933492656493,984.7169016458416
,,,,,,,,,,,,,,,,,,,149,7286.43112493945,2081.241889088466,993.8628790605088
,,,,,,,,,,,,,,,,,,,150,7591.3027201252,2168.6377887279227,1035.527887282882
,,,,,,,,,,,,,,,,,,,151,8118.73057979655,2319.040034619082,1106.6632671747384
,,,,,,,,,,,,,,,,,,,152,8681.72679223957,2478.588363030649,1183.8959653430397
,,,,,,,,,,,,,,,,,,,153,9277.242641502402,2649.315236744937,1265.1935423623042
,,,,,,,,,,,,,,,,,,,154,9658.332135484592,2759.068226989836,1317.0207477120855
,,,,,,,,,,,,,,,,,,,155,9828.043990137994,2806.831102374191,1339.3775813923833
,,,,,,,,,,,,,,,,,,,156,9733.53379563041,2779.3928548129657,1327.1829448394933
,,,,,,,,,,,,,,,,,,,157,9549.59459986834,2727.565053863986,1301.777452020973
,,,,,,,,,,,,,,,,,,,158,9300.616130466644,2656.428856483032,1267.225981787786
,,,,,,,,,,,,,,,,,,,159,9148.18033287377,2612.730906663304,1246.9015875329699
,,,,,,,,,,,,,,,,,,,160,9151.229048825628,2613.7471380544603,1246.9015875329699
,,,,,,,,,,,,,,,,,,,161,9588.21166859187,2737.7273677755506,1307.874770297418
,,,,,,,,,,,,,,,,,,,162,10508.923886052837,3000.931298085078,1432.8697949645373
,,,,,,,,,,,,,,,,,,,163,10585.141784849275,3023.2883886905206,1443.0319920919453
,,,,,,,,,,,,,,,,,,,164,10276.205235061047,2934.8762576599074,1400.3507641568312
,,,,,,,,,,,,,,,,,,,165,9961.171253369106,2845.447895238137,1358.6857559344583
,,,,,,,,,,,,,,,,,,,166,9482.522848927476,2708.2566574320126,1292.6314746063058
,,,,,,,,,,,,,,,,,,,167,8871.763419905354,2533.4648581530982,1209.3014581615598
,,,,,,,,,,,,,,,,,,,168,8219.338206207845,2347.4945135714634,1120.8903431531096
,,,,,,,,,,,,,,,,,,,169,7933.9406346895985,2265.7050888525055,1081.9971921917067
,,,,,,,,,,,,,,,,,,,170,7649.730845739557,2184.9295113009853,1042.1078947837175
,,,,,,,,,,,,,,,,,,,171,7517.099610896203,2147.0347959064457,1025.1549433853222
,,,,,,,,,,,,,,,,,,,172,7480.20219969918,2136.065273029079,1020.1687812093235
,,,,,,,,,,,,,,,,,,,173,7538.041384818838,2152.020942668885,1027.1494082557215
,,,,,,,,,,,,,,,,,,,174,7757.431397341677,2215.843621228111,1057.0663813117135
,,,,,,,,,,,,,,,,,,,175,8123.41382732296,2319.5554738868523,1106.9280030717002
,,,,,,,,,,,,,,,,,,,176,8571.168898335483,2447.2008310053034,1167.7591816188835
,,,,,,,,,,,,,,,,,,,177,9163.521932147149,2617.7270502807337,1248.5350088700616
,,,,,,,,,,,,,,,,,,,178,9543.465544743522,2725.427820349427,1301.3883279356473
,,,,,,,,,,,,,,,,,,,179,9702.024690157754,2770.3031412113824,1322.3302090748416
,,,,,,,,,,,,,,,,,,,180,9754.877738629168,2786.2588108511886,1329.3108361212396
,,,,,,,,,,,,,,,,,,,181,9714.988645443196,2774.292058621334,1324.3246739452413
,,,,,,,,,,,,,,,,,,,182,9577.371273951596,2735.400113874306,1305.377257676446
,,,,,,,,,,,,,,,,,,,183,9479.642995645967,2707.4776920046447,1292.4132360188498
,,,,,,,,,,,,,,,,,,,184,9532.496044117379,2722.436132291963,1299.3938630652478
,,,,,,,,,,,,,,,,,,,185,9947.342613251476,2841.1064252380233,1356.2361118716324
,,,,,,,,,,,,,,,,,,,186,10839.861073287573,3095.3999101224376,1477.8984689659992
,,,,,,,,,,,,,,,,,,,187,10697.257565147727,3054.513506670434,1458.9510526972047
,,,,,,,,,,,,,,,,,,,188,10175.70767174116,2906.9235625022243,1387.1503173628241
,,,,,,,,,,,,,,,,,,,189,9912.43965671375,2831.134131713144,1351.2499496956339
,,,,,,,,,,,,,,,,,,,190,9484.629132294212,2708.4749213571326,1293.4104684540494
,,,,,,,,,,,,,,,,,,,191,9158.535795498901,2615.7325915757583,1248.5350088700616
,,,,,,,,,,,,,,,,,,,192,8407.623616273002,2401.32828079086,1145.8200680444895
,,,,,,,,,,,,,,,,,,,193,7844.190175021163,2239.7771256878204,1069.0331705341102
,,,,,,,,,,,,,,,,,,,194,7577.930478004809,2163.98769489874,1033.13280286692
,,,,,,,,,,,,,,,,,,,195,7481.19942702883,2137.0625023815664,1020.1687812093235
,,,,,,,,,,,,,,,,,,,196,7508.12456492936,2144.043107848982,1023.1604785149226
,,,,,,,,,,,,,,,,,,,197,7746.461896715535,2212.8519331706466,1056.0691488765137
,,,,,,,,,,,,,,,,,,,198,8473.440620029853,2420.2756384881295,1154.7951599612868
,,,,,,,,,,,,,,,,,,,199,9799.752968463385,2798.2255630810437,1336.2914631676379
,,,,,,,,,,,,,,,,,,,200,10459.917460691202,2986.701910701256,1426.0423823356134
,,,,,,,,,,,,,,,,,,,201,10552.659602348584,3013.6271032184295,1439.00640399321
,,,,,,,,,,,,,,,,,,,202,10496.814871888224,2997.671433578623,1431.0285445116122
,,,,,,,,,,,,,,,,,,,203,10468.892506658043,2989.6935987587203,1427.0396147708134
,,,,,,,,,,,,,,,,,,,204,10376.150365000662,2962.7684062415465,1414.0755931132167
,,,,,,,,,,,,,,,,,,,205,10191.663309015548,2910.912479912176,1389.1447822332234
,,,,,,,,,,,,,,,,,,,206,10049.0598008757,2870.026076460172,1370.1973659644286
,,,,,,,,,,,,,,,,,,,207,9870.55610886848,2819.167379483289,1345.2665550844354
,,,,,,,,,,,,,,,,,,,208,9797.758513804083,2797.2283337285553,1335.294230732438
,,,,,,,,,,,,,,,,,,,209,10101.912849347114,2884.9845167474905,1377.1779930108269
,,,,,,,,,,,,,,,,,,,210,11063.23999512901,3159.2225886816627,1508.812674457191
,,,,,,,,,,,,,,,,,,,211,11340.469192771507,3239.0009368806946,1545.710274559581
,,,,,,,,,,,,,,,,,,,212,11059.251085810412,3158.225359329175,1507.8154420219914
,,,,,,,,,,,,,,,,,,,213,10572.60414894157,3019.6104793333566,1441.0008688636096
,,,,,,,,,,,,,,,,,,,214,9814.711378408123,2803.211709843483,1338.2859280380374
,,,,,,,,,,,,,,,,,,,215,8903.24559910869,2541.9376194916535,1213.631873638071
,,,,,,,,,,,,,,,,,,,216,8072.555233510848,2305.5942629520214,1100.9446084605017
,,,,,,,,,,,,,,,,,,,217,7549.01088544498,2156.0098600788365,1029.1438731261212
,,,,,,,,,,,,,,,,,,,218,7275.770597121079,2077.2287412322926,991.2490405885313
,,,,,,,,,,,,,,,,,,,219,7167.072818189309,2047.3118606576559,976.2905540605353
,,,,,,,,,,,,,,,,,,,220,7181.034000804399,2050.3035487151196,979.2822513661346
,,,,,,,,,,,,,,,,,,,221,7420.368559920224,2119.1123740367843,1011.193689292526
,,,,,,,,,,,,,,,,,,,222,8174.272421135072,2334.513914174171,1113.908630118098
,,,,,,,,,,,,,,,,,,,223,9517.53763417264,2717.4499855295235,1297.3993981948481
,,,,,,,,,,,,,,,,,,,224,10189.668854356249,2909.9152505596885,1389.1447822332234
,,,,,,,,,,,,,,,,,,,225,10260.471994761347,2930.857066961934,1399.1171065852209
,,,,,,,,,,,,,,,,,,,226,10268.449813398542,2931.854296314422,1399.1171065852209
,,,,,,,,,,,,,,,,,,,227,10277.424859365385,2935.8432137243735,1401.1115714556202
,,,,,,,,,,,,,,,,,,,228,10244.516357486958,2925.870920199495,1396.1254092796216
,,,,,,,,,,,,,,,,,,,229,10140.804715203436,2895.954039624857,1382.1641551868254
,,,,,,,,,,,,,,,,,,,230,10063.020983490791,2874.014993870124,1372.191830834828
,,,,,,,,,,,,,,,,,,,231,9937.370339954983,2838.114737180559,1354.241647001233
,,,,,,,,,,,,,,,,,,,232,9945.348158592178,2840.109195885535,1355.2388794364326
,,,,,,,,,,,,,,,,,,,233,10288.394359991527,2937.8376724293494,1403.1060363260196
,,,,,,,,,,,,,,,,,,,234,11195.871229972363,3197.117304076203,1525.7656258555864
,,,,,,,,,,,,,,,,,,,235,11422.241833802747,3261.9372119879163,1556.679831346778
,,,,,,,,,,,,,,,,,,,236,11191.882320653765,3196.120074723715,1525.7656258555864
,,,,,,,,,,,,,,,,,,,237,10784.016342827214,3079.444240482631,1469.9206094844014
,,,,,,,,,,,,,,,,,,,238,10083.962757413427,2879.998369985051,1374.1862957052274
,,,,,,,,,,,,,,,,,,,239,9164.519159476798,2617.7270502807337,1249.532241305261
,,,,,,,,,,,,,,,,,,,240,8373.717887064928,2391.3559872659807,1141.8311383036905
,,,,,,,,,,,,,,,,,,,241,7875.104222240291,2248.7521898602113,1073.0221002749092
,,,,,,,,,,,,,,,,,,,242,7636.766890454115,2180.9405938910336,1041.1106623485177
,,,,,,,,,,,,,,,,,,,243,7558.983158741472,2158.004318783813,1030.1411055613207
,,,,,,,,,,,,,,,,,,,244,7605.8528432349885,2172.9627590711307,1037.121732607719
,,,,,,,,,,,,,,,,,,,245,7862.1402669548515,2245.7605018027475,1072.0248678397093
,,,,,,,,,,,,,,,,,,,246,8654.93599402602,2472.131564817501,1179.7259708412803
,,,,,,,,,,,,,,,,,,,247,10052.051482864648,2871.02330581266,1370.1973659644286
,,,,,,,,,,,,,,,,,,,248,10730.166067026152,3064.485800195312,1462.9399824380037
,,,,,,,,,,,,,,,,,,,249,10813.933162716692,3087.4220753025343,1474.9067716604004
,,,,,,,,,,,,,,,,,,,250,10759.08565958598,3072.4636350152155,1466.9289121788024
,,,,,,,,,,,,,,,,,,,251,10692.271428499482,3053.516277317945,1457.953820262005
,,,,,,,,,,,,,,,,,,,252,10571.60692161192,3019.6104793333566,1441.0008688636096
,,,,,,,,,,,,,,,,,,,253,10407.064412219788,2971.7434704139378,1419.0617552892156
,,,,,,,,,,,,,,,,,,,254,10319.308407210654,2946.8127366017407,1407.0949660668186
,,,,,,,,,,,,,,,,,,,255,10228.56072021257,2921.882002789543,1394.1309444092221
,,,,,,,,,,,,,,,,,,,256,10326.2889985182,2948.807195306716,1408.0921985020182
,,,,,,,,,,,,,,,,,,,257,10753.102295608085,3071.4664056627275,1465.9316797436027
,,,,,,,,,,,,,,,,,,,258,11584.789888535579,3308.8069915548476,1579.616177356372
,,,,,,,,,,,,,,,,,,,259,11716.423896049282,3346.7017069493872,1597.566361189967
,,,,,,,,,,,,,,,,,,,260,11424.236288462045,3261.9372119879163,1557.677063781978
,,,,,,,,,,,,,,,,,,,261,10973.489535460574,3134.291854869465,1495.8486527995944
,,,,,,,,,,,,,,,,,,,262,10229.557947542218,2921.882002789543,1394.1309444092221
,,,,,,,,,,,,,,,,,,,263,9238.313981870844,2638.6688666829796,1259.5045656572586
,,,,,,,,,,,,,,,,,,,264,8400.643024965457,2399.333822085884,1144.8228356092895
,,,,,,,,,,,,,,,,,,,265,7850.173538999059,2242.7688137452838,1070.03040296931
,,,,,,,,,,,,,,,,,,,266,7573.941568686211,2162.990465546252,1032.13557043172
,,,,,,,,,,,,,,,,,,,267,7444.302015831806,2126.0929795042,1015.1826190333248
,,,,,,,,,,,,,,,,,,,268,7453.27706179865,2128.0874382091756,1016.1798514685245
,,,,,,,,,,,,,,,,,,,269,7703.581121540617,2199.887951588304,1050.0857542653152
,,,,,,,,,,,,,,,,,,,270,8484.410120655994,2422.2700971931054,1156.7896248316865
,,,,,,,,,,,,,,,,,,,271,9865.569972220235,2817.1729207783137,1345.2665550844354
,,,,,,,,,,,,,,,,,,,272,10501.801008536471,2999.6658922835986,1432.025776946812
,,,,,,,,,,,,,,,,,,,273,10503.795463195767,2999.6658922835986,1432.025776946812
,,,,,,,,,,,,,,,,,,,274,10419.031140175583,2975.7323878238894,1420.058987724415
,,,,,,,,,,,,,,,,,,,275,10360.194727726273,2958.7794888315952,1412.0811282428172
,,,,,,,,,,,,,,,,,,,276,10244.516357486958,2925.870920199495,1397.1226417148212
,,,,,,,,,,,,,,,,,,,277,10078.97662076518,2878.0039112800755,1374.1862957052274
,,,,,,,,,,,,,,,,,,,278,9972.273296492707,2848.0870307054383,1359.2278091772316
,,,,,,,,,,,,,,,,,,,279,9814.711378408123,2802.2144804909954,1338.2859280380374
,,,,,,,,,,,,,,,,,,,280,9787.786240507592,2795.2338750235795,1334.2969982972384
,,,,,,,,,,,,,,,,,,,281,10076.982166105881,2878.0039112800755,1374.1862957052274
,,,,,,,,,,,,,,,,,,,282,10984.459036086719,3137.283542926929,1497.843117669994
,,,,,,,,,,,,,,,,,,,283,11325.510782826766,3235.012019470743,1544.7130421243812
,,,,,,,,,,,,,,,,,,,284,11119.08472558937,3176.175487673957,1515.7933015035892
,,,,,,,,,,,,,,,,,,,285,10748.11615895984,3069.4719469577517,1464.934447308403
,,,,,,,,,,,,,,,,,,,286,10084.959984743075,2879.998369985051,1374.1862957052274
