Resource,Zone,cluster,New_Build,Can_Retire,Cap_Res,region,Existing_Cap_MW,Existing_Cap_MW_GasTurbine,Cap_Size_MW_GasTurbine,Inv_Cost_per_MWyr_GasTurbine,Fixed_OM_Cost_per_MWyr_GasTurbine,Var_OM_Cost_per_MWh_GasTurbine,Start_Cost_per_MW_GasTurbine,Start_Fuel_MMBTU_per_MW_GasTurbine,Fuel,HeatRate_MMBTU_per_MWh_GasTurbine,Min_Power_Percentage_GasTurbine,Ramp_Up_Percentage_GasTurbine,Ramp_Dn_Percentage_GasTurbine,Up_Time_GasTurbine,Down_Time_GasTurbine,Existing_Cap_MW_SteamTurbine,Cap_Size_MW_SteamTurbine,Inv_Cost_per_MWyr_SteamTurbine,Fixed_OM_Cost_per_MWyr_SteamTurbine,Var_OM_Cost_per_MWh_SteamTurbine,Start_Cost_per_MW_SteamTurbine,Start_Fuel_MMBTU_per_MW_SteamTurbine,Min_Power_Percentage_SteamTurbine,Ramp_Up_Percentage_SteamTurbine,Ramp_Dn_Percentage_SteamTurbine,Up_Time_SteamTurbine,Down_Time_SteamTurbine,HeatRate_MMBTU_per_MWh_SteamTurbine_High,HeatRate_MMBTU_per_MWh_SteamTurbine_Mid,HeatRate_MMBTU_per_MWh_SteamTurbine_Low,SteamRate_High_percentage,SteamRate_Mid_Percentage,SteamRate_Low_Percentage,Existing_Cap_Ton_Absorber,Cap_Size_Ton_Absorber,Inv_Cost_per_Tonyr_Absorber,Fixed_OM_Cost_per_Tonyr_Absorber,Var_OM_Cost_per_Ton_Absorber,Start_Cost_per_Ton_Absorber,Min_Power_Percentage_Absorber,Ramp_Up_Percentage_Absorber,Ramp_Dn_Percentage_Absorber,Up_Time_Absorber,Down_Time_Absorber,PowerUseRate_MWh_per_Ton_CO2_Absorber,Existing_Cap_MW_Compressor,Cap_Size_MW_Compressor,Inv_Cost_per_MWyr_Compressor,Fixed_OM_Cost_per_MWhyr_Compressor,Var_OM_Cost_per_MWh_Compressor,Start_Cost_per_MW_Compressor,Min_Power_Percentage_Compressor,Ramp_Up_Percentage_Compressor,Ramp_Dn_Percentage_Compressor,Up_Time_Compressor,Down_Time_Compressor,PowerUseRate_MWh_per_Ton_CO2_Compressor,Existing_Cap_Ton_Regenerator,Cap_Size_Ton_Regenerator,Inv_Cost_per_Tonyr_Regenerator,Fixed_OM_Cost_per_Tonyr_Regenerator,Var_OM_Cost_per_Ton_Regenerator,Start_Cost_per_Ton_Regenerator,Min_Power_Percentage_Regenerator,Ramp_Up_Percentage_Regenerator,Ramp_Dn_Percentage_Regenerator,Up_Time_Regenerator,Down_Time_Regenerator,SteamUseRate_MMBTU_per_Ton,Existing_Cap_Ton_SolventStorage_Rich,max_cap_ton_solventstorage_rich,Cap_Size_Ton_SolventStorage_Rich,Inv_Cost_per_Tonyr_SolventStorage_Rich,Fixed_OM_Cost_per_Tonyr_SolventStorage_Rich,Var_OM_Cost_per_Ton_SolventStorage_Rich,Start_Cost_per_Ton_SolventStorage_Rich,Min_Power_Percentage_SolventStorage_Rich,Ramp_Up_Percentage_SolventStorage_Rich,Ramp_Dn_Percentage_SolventStorage_Rich,Up_Time_SolventStorage_Rich,Down_Time_SolventStorage_Rich,Existing_Cap_Ton_SolventStorage_Lean,max_cap_ton_solventstorage_lean,Cap_Size_Ton_SolventStorage_Lean,Inv_Cost_per_Tonyr_SolventStorage_Lean,Fixed_OM_Cost_per_Tonyr_SolventStorage_Lean,Var_OM_Cost_per_Ton_SolventStorage_Lean,Start_Cost_per_Ton_SolventStorage_Lean,Min_Power_Percentage_SolventStorage_Lean,Ramp_Up_Percentage_SolventStorage_Lean,Ramp_Dn_Percentage_SolventStorage_Lean,Up_Time_SolventStorage_Lean,Down_Time_SolventStorage_Lean,CO2_Loading_Ton_per_Ton_Solvent,PowerUseRate_MWh_per_MMBTU_Fuel_Other,CO2_Capture_Fraction,CO2_Capture_Fraction_Startup,CCS_Disposal_Cost_per_Metric_Ton
MA_CCS_SolventStorage,1,0,0,0,0.95,MA,0,976.2935931,300,68954.7,22831,1.67,95,0,MA_NG,9.69,0.2,0.64,0.64,6,6,405.4662117,300,29552,9784.8,1.67,95,0,0.2,0.64,0.64,6,6,29.07,22.32,15.25,0.35,0.42,0.4,451.7672627,1,195400,0,11.2,14,0.2,0.64,0.64,6,6,0.048,34.75653793,1,353130,0,0,0,0,0.64,0.64,6,6,0.077,451.3653828,1,41940,0,0,14,0,0.64,0.64,6,6,3.5,1000,0,1,9999999999,0,0,0,0,1,1,6,6,1000,0,1,9999999999,0,0,0,0,1,1,6,6,0.141,0.003,0.9,0.9,23
CT_CCS_SolventStorage,2,0,0,0,0.95,CT,0,1973.354483,300,68954.7,22831,1.67,95,0,CT_NG,9.69,0.2,0.64,0.64,6,6,819.4458962,300,29552,9784.8,1.67,95,0,0.2,0.64,0.64,6,6,29.07,22.32,15.25,0.35,0.42,0.4,913.1428183,1,195400,0,11.2,14,0.2,0.64,0.64,6,6,0.048,70.28559739,1,353130,0,0,0,0,0.64,0.64,6,6,0.077,912.7505307,1,41940,0,0,14,0,0.64,0.64,6,6,3.5,1000,0,1,9999999999,0,0,0,0,1,1,6,6,1000,0,1,9999999999,0,0,0,0,1,1,6,6,0.141,0.003,0.9,0.9,23
ME_CCS_SolventStorage,3,0,0,0,0.95,ME,0,583.7718271,300,68954.7,22831,1.67,95,0,ME_NG,9.69,0.2,0.64,0.64,6,6,242.4968548,300,29552,9784.8,1.67,95,0,0.2,0.64,0.64,6,6,29.07,22.32,15.25,0.35,0.42,0.4,270.1342862,1,195400,0,11.2,14,0.2,0.64,0.64,6,6,0.048,20.77313207,1,353130,0,0,0,0,0.64,0.64,6,6,0.077,269.7459436,1,41940,0,0,14,0,0.64,0.64,6,6,3.5,1000,0,1,9999999999,0,0,0,0,1,1,6,6,1000,0,1,9999999999,0,0,0,0,1,1,6,6,0.141,0.003,0.9,0.9,23
