Time_Index,CA_N_utilitypv_losangeles_low_90_0_2_1,CA_N_utilitypv_losangeles_low_90_0_2_2,CA_N_utilitypv_losangeles_low_90_0_2_3,CA_N_utilitypv_losangeles_low_90_0_2_4,CA_S_utilitypv_losangeles_low_90_0_2_1,CA_S_utilitypv_losangeles_low_90_0_2_2,CA_S_utilitypv_losangeles_low_90_0_2_3,CA_S_utilitypv_losangeles_low_90_0_2_4,WECC_N_utilitypv_losangeles_low_70_0_2_1,WECC_N_utilitypv_losangeles_low_70_0_2_2,WECC_N_utilitypv_losangeles_low_70_0_2_3,WECC_N_utilitypv_losangeles_low_70_0_2_4,WECC_N_utilitypv_losangeles_low_70_0_2_5,WECC_N_utilitypv_losangeles_low_70_0_2_6,WECC_N_utilitypv_losangeles_low_70_0_2_7,WECC_N_utilitypv_losangeles_low_70_0_2_8,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_1,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_2,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_3,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_4,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_5,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_6,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_7,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_8,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_9,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_10,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_11,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_12,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_13,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_14,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_15,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_16,WECC_PNW_utilitypv_losangeles_low_70_0_2_1,WECC_PNW_utilitypv_losangeles_low_70_0_2_2,WECC_PNW_utilitypv_losangeles_low_70_0_2_3,WECC_PNW_utilitypv_losangeles_low_70_0_2_4,WECC_WYCO_utilitypv_losangeles_low_70_0_2_1,WECC_WYCO_utilitypv_losangeles_low_70_0_2_2,WECC_WYCO_utilitypv_losangeles_low_70_0_2_3,WECC_WYCO_utilitypv_losangeles_low_70_0_2_4,WECC_WYCO_utilitypv_losangeles_low_70_0_2_5,CA_N_battery_low_0,CA_S_battery_low_0,WECC_N_battery_low_0,WECC_NMAZ_battery_low_0,WECC_PNW_battery_low_0,WECC_WYCO_battery_low_0,CA_N_landbasedwind_ltrg1_low_110_1,CA_N_landbasedwind_ltrg1_low_110_2,CA_N_landbasedwind_ltrg1_low_110_3,CA_N_landbasedwind_ltrg1_low_110_4,CA_N_landbasedwind_ltrg1_low_110_5,CA_S_landbasedwind_ltrg1_low_90_1,CA_S_landbasedwind_ltrg1_low_90_2,CA_S_landbasedwind_ltrg1_low_90_3,CA_S_landbasedwind_ltrg1_low_90_4,CA_S_landbasedwind_ltrg1_low_90_5,CA_S_landbasedwind_ltrg1_low_90_6,CA_S_landbasedwind_ltrg1_low_90_7,CA_S_landbasedwind_ltrg1_low_90_8,CA_S_landbasedwind_ltrg1_low_90_9,CA_S_landbasedwind_ltrg1_low_90_10,WECC_N_landbasedwind_ltrg1_low_70_1,WECC_N_landbasedwind_ltrg1_low_70_2,WECC_N_landbasedwind_ltrg1_low_70_3,WECC_N_landbasedwind_ltrg1_low_70_4,WECC_N_landbasedwind_ltrg1_low_70_5,WECC_N_landbasedwind_ltrg1_low_70_6,WECC_N_landbasedwind_ltrg1_low_70_7,WECC_N_landbasedwind_ltrg1_low_70_8,WECC_N_landbasedwind_ltrg1_low_70_9,WECC_NMAZ_landbasedwind_ltrg1_low_70_1,WECC_NMAZ_landbasedwind_ltrg1_low_70_2,WECC_NMAZ_landbasedwind_ltrg1_low_70_3,WECC_NMAZ_landbasedwind_ltrg1_low_70_4,WECC_NMAZ_landbasedwind_ltrg1_low_70_5,WECC_NMAZ_landbasedwind_ltrg1_low_70_6,WECC_NMAZ_landbasedwind_ltrg1_low_70_7,WECC_NMAZ_landbasedwind_ltrg1_low_70_8,WECC_NMAZ_landbasedwind_ltrg1_low_70_9,WECC_NMAZ_landbasedwind_ltrg1_low_70_10,WECC_PNW_landbasedwind_ltrg1_low_70_1,WECC_PNW_landbasedwind_ltrg1_low_70_2,WECC_PNW_landbasedwind_ltrg1_low_70_3,WECC_PNW_landbasedwind_ltrg1_low_70_4,WECC_PNW_landbasedwind_ltrg1_low_70_5,WECC_PNW_landbasedwind_ltrg1_low_70_6,WECC_PNW_landbasedwind_ltrg1_low_70_7,WECC_PNW_landbasedwind_ltrg1_low_70_8,WECC_WYCO_landbasedwind_ltrg1_low_70_1,WECC_WYCO_landbasedwind_ltrg1_low_70_2,WECC_WYCO_landbasedwind_ltrg1_low_70_3,WECC_WYCO_landbasedwind_ltrg1_low_70_4,WECC_WYCO_landbasedwind_ltrg1_low_70_5,WECC_WYCO_landbasedwind_ltrg1_low_70_6,WECC_WYCO_landbasedwind_ltrg1_low_70_7,WECC_WYCO_landbasedwind_ltrg1_low_70_8
353,0.721609711,0.721263648,0.729815086,0.73134138,0.635121246,0.650107564,0.593803465,0.70511504,0.759274707,0.762476949,0.631103419,0.760445152,0.622348406,0.678809474,0.755825298,0.675194101,0.388152514,0.659613121,0.335832486,0.122407294,0.554158023,0.66801446,0.361846108,0.163349396,0.491320395,0.23604329,0.360112458,0.681219706,0.553327216,0.486059816,0.278371138,0.38199831,0.704001135,0.687323696,0.687772065,0.693285445,0.149436036,0.320249677,0.175211165,0.368903995,0.194903408,1,1,1,1,1,1,0.461308986,0.096751988,0.237900138,0.115191534,0.056730852,0.078126758,0.150001749,0.28989023,0.067495301,0.425315261,0.048576683,0.12133833,0.130284026,0.235134736,0.359600008,0.186430454,0.038687658,0.420001984,0.050777446,0.047165908,0.324617684,0.399319649,0.056956023,0.222431198,0.240845114,0.486633062,0.164303705,0.190500379,0.421918273,0.166616783,0.195599794,0.191213191,0.174405277,0.351361275,0.222028613,0.281889379,0.089846045,0.38261795,0.13106595,0.350722432,0.081877813,0.370599598,0.071128622,0.121394306,0.179577887,0.15468514,0.353430629,0.159953058,0.169804245,0.214705721
354,0.576043208,0.552434332,0.583379225,0.569223171,0.441975953,0.453711347,0.384455939,0.519621036,0.599845478,0.600940207,0.437290218,0.597963829,0.437097417,0.47207017,0.590266873,0.476055823,0.049462882,0.462215832,0.085048415,0.005230052,0.284403217,0.469604733,0.105303726,0.009881889,0.251144393,0.065226299,0.133438737,0.487888927,0.28702377,0.238711166,0.080451233,0.138717628,0.564063564,0.552639637,0.576035597,0.56181124,0.037120881,0.086431999,0.023318903,0.113444641,0.020606794,1,1,1,1,1,1,0.472302705,0.026438711,0.334884673,0.129364252,0.060798876,0.111117654,0.150691032,0.310723364,0.027626483,0.35598439,0.003350909,0.13401702,0.119399823,0.333610237,0.250999987,0.535389781,0.071693249,0.448859036,0.128521979,0.07817737,0.341891408,0.418920308,0.086973473,0.162187934,0.375840604,0.339787871,0.253029644,0.280135244,0.374838024,0.217863962,0.22848013,0.256729394,0.245535657,0.348386914,0.234536111,0.355646074,0.23444283,0.307562232,0.291128427,0.260537148,0.119884357,0.31878078,0.179143578,0.158051223,0.205319613,0.166623205,0.360700399,0.147990748,0.191530421,0.216083586
355,0.331434914,0.278516541,0.327366032,0.305964134,0.142584875,0.136037569,0.000808806,0.233460545,0.333202765,0.335767643,0,0.332568687,0,0.167229554,0.321372775,0.177000762,0,0.156010981,0,0,0,0.134062955,0,0,0,0,0,0.168721005,0,0,0,0,0.303830229,0.295789434,0.334859685,0.302790755,0,0,0,0,0,1,1,1,1,1,1,0.488443255,0.062808394,0.365407735,0.122069821,0.078902207,0.305718273,0.234841764,0.349274606,0.030699247,0.27153632,0.013262352,0.148005575,0.183520138,0.233414352,0.061599996,0.709205151,0.1286387,0.398412287,0.151807815,0.101679467,0.383598804,0.384238869,0.136010349,0.207617104,0.438183814,0.203095615,0.325104713,0.361952245,0.291416049,0.323675066,0.258729339,0.337737709,0.340798885,0.31073159,0.307044297,0.497568488,0.280691385,0.41683805,0.265188515,0.27626133,0.110843316,0.320020795,0.33429873,0.231267929,0.240342319,0.18396686,0.488114119,0.15167743,0.23053965,0.252673239
356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.495290935,0.073416457,0.424734801,0.138611346,0.086434945,0.701446652,0.334638894,0.479627728,0.033253241,0.220486879,0.55391854,0.25524807,0.442567348,0.355786532,0,0.533412933,0.05887739,0.364383966,0.075504072,0.200269133,0.427331626,0.381448567,0.271870792,0.277810156,0.444760919,0.14776209,0.465879768,0.436245024,0.201633602,0.410448551,0.174066216,0.380408943,0.327198595,0.220256865,0.365995109,0.508973002,0.461144537,0.433110654,0.341996074,0.296656519,0.196943194,0.256071925,0.433260381,0.296534836,0.262877584,0.190535814,0.553067923,0.194870979,0.270611912,0.311024904
357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.458508581,0.068701416,0.515123844,0.760585785,0.16984427,0.664552748,0.456157446,0.656063974,0.121759251,0.170898989,0.493994892,0.219137728,0.463642001,0.474375635,0,0.530512691,0.0795497,0.452560574,0.076367609,0.290377438,0.543047369,0.431322366,0.350704938,0.22518383,0.409694731,0.289497435,0.492559016,0.44934833,0.299983263,0.446031392,0.140406772,0.419002652,0.273032367,0.258671731,0.424786627,0.487112939,0.574593782,0.507921934,0.396413833,0.358111709,0.309296668,0.255090266,0.487338245,0.352893293,0.308664978,0.218939751,0.59496069,0.248026639,0.259705722,0.303593904
358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.464099407,0.135768488,0.456633717,0.78076303,0.244706348,0.542719603,0.341592729,0.658024967,0.130457461,0.124159202,0.393999577,0.269562125,0.350170285,0.284319699,0,0.657991648,0.111493461,0.403282762,0.107923388,0.364191622,0.569065511,0.386874229,0.391732633,0.194398835,0.482108682,0.285667986,0.431281209,0.405617118,0.284495324,0.469265044,0.126209691,0.444007933,0.313833117,0.230581686,0.372507721,0.327075124,0.507371306,0.283054471,0.276536942,0.184345871,0.195891112,0.136398882,0.513372779,0.399578989,0.39424637,0.290655315,0.644505024,0.262987494,0.2267465,0.259438574
359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.402319372,0.297342181,0.368965477,0.803172827,0.220280722,0.648553908,0.359065145,0.705112934,0.146600664,0.213243678,0.585711122,0.494766146,0.437943757,0.332697749,0,0.701173425,0.126014352,0.439819902,0.140790731,0.399267495,0.587799609,0.396053195,0.352110773,0.202294379,0.596562862,0.243715972,0.429482847,0.403011739,0.230313241,0.459831655,0.312178433,0.446984291,0.314156353,0.181427389,0.305652142,0.158003226,0.409141481,0.12698552,0.227260292,0.090342298,0.172764733,0.05527522,0.531172991,0.440891206,0.436157316,0.331502914,0.677237272,0.243736923,0.194584504,0.189309224
360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.348852783,0.171183079,0.298321724,0.804839611,0.185738727,0.822162688,0.381292224,0.694185257,0.129982054,0.363846898,0.759258449,0.627026796,0.488179177,0.400902301,0,0.694788218,0.132880911,0.435471416,0.154860735,0.414699882,0.573547363,0.367482513,0.401542485,0.22260043,0.554436803,0.218651101,0.434057951,0.364498198,0.219316453,0.403769672,0.412006766,0.374277115,0.23167333,0.186552286,0.28277275,0.088141933,0.353358626,0.139637664,0.217293084,0.124222435,0.197920114,0.108216241,0.667026162,0.519988835,0.511150062,0.397871882,0.680995822,0.313646674,0.256189257,0.231605351
361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.271410465,0.127339259,0.294811755,0.747600317,0.21249339,0.795013309,0.333481997,0.568956196,0.104120567,0.291253358,0.678744256,0.533710122,0.386116117,0.251930892,0.0086,0.712456584,0.098845646,0.420697838,0.123803899,0.433738798,0.52857995,0.299481273,0.416254938,0.167180285,0.379675508,0.25143376,0.290798426,0.209641635,0.273488283,0.232441649,0.225962788,0.224809825,0.140477166,0.236249208,0.236839145,0.115796611,0.25164488,0.24878028,0.200525209,0.248295501,0.279323608,0.225735813,0.704972863,0.601173997,0.631321788,0.491687,0.660699069,0.476345062,0.476669014,0.3615309
362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.263031393,0.108628258,0.2103948,0.691915274,0.197587088,0.736770749,0.306230515,0.438722849,0.21402359,0.269337177,0.618369758,0.422848761,0.259979337,0.226306438,0.018100001,0.463760912,0.119112968,0.35039857,0.128664464,0.474113703,0.375889122,0.253198266,0.428037167,0.122084081,0.320703626,0.160386622,0.242802322,0.183720648,0.199563682,0.183429271,0.168281153,0.176123306,0.108579352,0.177287474,0.275399476,0.311936706,0.344724476,0.295642853,0.255899727,0.260790318,0.368938416,0.251273036,0.718652129,0.648044944,0.660471201,0.595820963,0.623146176,0.585676432,0.539696217,0.408979475
363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.307093084,0.090838619,0.073394455,0.709332466,0.145091891,0.654331326,0.26336205,0.424788594,0.228649974,0.237465218,0.567402601,0.313203037,0.248814061,0.19178021,0,0.242975831,0.179183245,0.314445317,0.188017279,0.447604001,0.21364817,0.261532098,0.42637074,0.115741514,0.238182381,0.14806512,0.170805097,0.143673494,0.173205465,0.143058896,0.261443496,0.13318406,0.101357341,0.160882831,0.270889372,0.255939543,0.43243134,0.284778655,0.326963425,0.237397775,0.439292014,0.233063698,0.684307575,0.655751109,0.65986979,0.609220743,0.580316007,0.57911855,0.540003717,0.408319682
364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.314787626,0.043968081,0.058061194,0.735677004,0.082385525,0.651092529,0.160256028,0.305496901,0.062944978,0.135076925,0.503832221,0.302544743,0.187118575,0.096015707,0,0.104249611,0.18307443,0.269028068,0.194362804,0.458886981,0.100794651,0.225681081,0.429006457,0.114427641,0.234246001,0.172624558,0.099252731,0.115535736,0.180355877,0.090647578,0.304455876,0.104382575,0.129584685,0.166966051,0.313024551,0.214184791,0.441691041,0.336860359,0.374541819,0.280846775,0.443150043,0.270247221,0.670289397,0.65562433,0.615029931,0.513461471,0.549261153,0.479024023,0.449303389,0.314794838
365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.278286397,0.007760282,0.044051554,0.66779232,0.027214143,0.501369357,0.117007047,0.23618713,0.032940563,0.035440627,0.322641492,0.206840262,0.164686278,0.042995311,0.012999999,0.008611687,0.213308841,0.25927341,0.200982422,0.36089766,0.068121821,0.190760791,0.368955284,0.115945995,0.171520442,0.198088735,0.095113724,0.094966128,0.193822667,0.063138336,0.305157959,0.080035709,0.148242325,0.186176717,0.259546161,0.171321616,0.390916914,0.300578296,0.340946168,0.27738601,0.448018432,0.232888728,0.698681235,0.661356568,0.592686772,0.481260508,0.473761499,0.418921113,0.381114751,0.240656465
366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194433341,0,0.190292054,0,0.176579143,0,0.189377894,0,0,0,0.186504985,0,0.171164696,0,0,0.18189483,0,0,0,0,0.242869825,0.192035428,0.248470487,0.214276993,0.238008513,1,1,1,1,1,1,0.1852341,0.003795668,0.027050026,0.579653621,0.039728273,0.27548632,0.095443383,0.264552414,0.028042722,0.018086005,0.13538684,0.208853275,0.158614412,0.02836068,0.019400001,0,0.272889614,0.268336535,0.193892926,0.297633916,0.052987508,0.229468405,0.325202644,0.186411768,0.193207532,0.17534934,0.117145643,0.103159152,0.161079839,0.073305681,0.18070823,0.082216129,0.124826625,0.151236147,0.228063866,0.138578236,0.346503735,0.286388695,0.2932657,0.288973033,0.401241124,0.221614212,0.682897329,0.653983772,0.595894217,0.451324135,0.538263142,0.439531326,0.410248071,0.267461807
367,0.247849185,0.265460925,0.266574533,0.245592883,0.274263434,0.288622296,0.214206194,0.278259515,0.272997799,0.300623291,0.393580194,0.30243377,0.387814779,0.381058227,0.301795714,0.374454912,0.456809948,0.325153123,0.454588316,0.357411345,0.470859148,0.323363476,0.455499387,0.354524374,0.335634842,0.356849944,0.454657904,0.328097004,0.471216776,0.338028838,0.35874983,0.453825564,0.28330834,0.280135949,0.275822668,0.281688808,0.521971565,0.494464861,0.534914718,0.503267321,0.530565853,1,1,1,1,1,1,0.028252054,0.044796441,0.154118061,0.117013507,0.096233144,0.251826018,0.246722639,0.203089505,0.095269211,0.013087278,0.085243955,0.114771418,0.09279792,0.070602037,0.187999994,0.09071485,0.231273115,0.385057032,0.230209127,0.152030066,0.149666712,0.185811073,0.090312228,0.209445924,0.0370076,0.014089997,0.041110635,0.034282148,0.01609209,0.020781565,0.289329648,0.031925734,0.039876141,0.03039977,0.033635151,0.008607121,0.060758792,0.03430688,0.080659166,0.039117798,0.09121418,0.022443835,0.324029505,0.250880152,0.204309881,0.159062937,0.142899841,0.106313042,0.078329466,0.053795874
368,0.496166065,0.499251668,0.498772359,0.489639208,0.4763193,0.498010646,0.380626785,0.499963167,0.500706001,0.521533624,0.574146831,0.522879967,0.572375298,0.570608658,0.522347825,0.563506364,0.616496327,0.518613737,0.61261733,0.538669662,0.633094342,0.517624824,0.615523328,0.536959958,0.510646682,0.540592085,0.614760428,0.52260631,0.631864688,0.508774424,0.542556172,0.615344119,0.51428904,0.510788774,0.487106159,0.507353797,0.675444036,0.65025702,0.681763215,0.650696938,0.679390051,1,1,1,1,1,1,0.028782595,0.009951755,0.041691639,0.062393893,0.056948341,0.040939849,0.097263128,0.073525295,0.061799712,0.00061374,0.023166524,0.097411551,0.048655033,0.036347345,0.042300001,0.025091399,0.144274056,0.241123095,0.139516175,0.104375787,0.080557033,0.109658934,0.058284424,0.097757995,0.018543204,0.09800753,0.007131,0.008655586,0.065695331,0.00896871,0.107922703,0.010257665,0.002692239,0.091387764,0.018112196,0,0.028708294,0.010838713,0.034747586,0.010146413,0.048820447,0.011167991,0.295281827,0.222313583,0.210363626,0.189930573,0.120433956,0.123209134,0.119780384,0.108238876
369,0.634691905,0.637446272,0.631927357,0.628083994,0.559966412,0.624756562,0.449179466,0.634163766,0.652720877,0.658974224,0.672700789,0.655342789,0.673391135,0.668149287,0.656690566,0.65938691,0.690678953,0.632400042,0.68625274,0.647205421,0.700678151,0.629629563,0.6902206,0.647118534,0.617587991,0.652758636,0.690726746,0.634195546,0.701548646,0.618250908,0.655509742,0.691843468,0.639728843,0.635149566,0.615126705,0.631914803,0.687775821,0.705624694,0.711750282,0.703741118,0.716602031,1,1,1,1,1,1,0.034135811,0,0.01396275,0.020823365,0.027124899,0.040123671,0.029769482,0.046651434,0.025775775,0,0,0.106223166,0.025639061,0.017240001,0,0.051295698,0.075991243,0.186618432,0.090337932,0.092536822,0.085976839,0.108364351,0.059987038,0.071878552,0.003100766,0.305903316,0.001755795,0.000788726,0.210375741,0.002237856,0.054294225,0.003175171,0.00668397,0.187269509,0.01368895,0.019987484,0.040343229,0.017909545,0.020143628,0.008137302,0.060502868,0.010818426,0.370005935,0.275449574,0.204763025,0.234327063,0.082734883,0.136058092,0.101532653,0.120400488
370,0.75460617,0.766306177,0.762029667,0.765442651,0.554132274,0.698388068,0.501556727,0.750268375,0.818605694,0.80924559,0.753484061,0.801431006,0.756790043,0.784607175,0.798443014,0.779608194,0.788448363,0.716664305,0.78570482,0.697094805,0.798388105,0.716983481,0.786859351,0.696321823,0.668840128,0.698135168,0.78476355,0.722737356,0.803835356,0.658769364,0.698719649,0.782415197,0.738539901,0.742678619,0.727332548,0.744126033,0.794110409,0.780166975,0.774717005,0.779812559,0.763207526,1,1,1,1,1,1,0.106789641,0,0.027029082,0.054413665,0,0.031249296,0.032309931,0.023963081,0.039937183,0,0.013002779,0.096372709,0.062322922,0.013197288,0.091899991,0,0.07602419,0.077527732,0.05446874,0.060578275,0.031495672,0.097885102,0.031253606,0.072815135,0.006318903,0.31483531,0.001950873,0.000405467,0.223434329,0.003505675,0.009347724,0.005310019,0.00646988,0.166184455,0.08359611,0.166793212,0.186015427,0.08487691,0.177337304,0.076056346,0.137831837,0.097277462,0.245149016,0.24498719,0.185256496,0.175665319,0.087680697,0.126523808,0.095391765,0.089317933
371,0.76466433,0.780356266,0.770323707,0.781335839,0.528319657,0.710251913,0.603577589,0.766800015,0.8282013,0.82020291,0.779273992,0.811934273,0.778772938,0.80350758,0.808627352,0.795679009,0.801780726,0.73075339,0.796826473,0.707380016,0.815510948,0.730873143,0.797609884,0.70662972,0.69022495,0.709651566,0.796866456,0.739369375,0.817593502,0.681842836,0.711837614,0.795722996,0.772718173,0.767560839,0.743603776,0.765665698,0.580020508,0.782986136,0.678909853,0.765538433,0.717524865,1,1,1,1,1,1,0.206121981,0.006822435,0.118859224,0.0696164,0.032064665,0.142034143,0.011201809,0.081178628,0.017068075,0,0.111011662,0.376220077,0.017648263,0.023062089,0.0295,0.043766771,0.04393921,0.116456613,0.032050956,0.17265439,0.084069803,0.14920637,0.109540671,0.111693248,0.020494912,0.218356043,0.049764406,0.054031912,0.168047518,0.061346315,0.021525018,0.057759456,0.058219865,0.117347948,0.071591243,0.147667423,0.100180902,0.069940351,0.124751598,0.043867111,0.070139833,0.090179987,0.056084223,0.058076311,0.055656895,0.068855911,0.07692612,0.061887119,0.055117108,0.0559416
372,0.773100414,0.793408102,0.778032921,0.79611359,0.501282822,0.69401622,0.678411566,0.772831353,0.823783736,0.818723371,0.782791012,0.81264004,0.782146284,0.810353119,0.81262462,0.806781585,0.817730603,0.751211374,0.813785576,0.706070592,0.813572462,0.748750088,0.813768031,0.706342767,0.703508186,0.709692143,0.811522972,0.755027357,0.817976484,0.699667591,0.710888882,0.808259148,0.789484525,0.775792112,0.752719678,0.774344846,0.49933035,0.762100145,0.573251674,0.73253199,0.620265802,1,1,1,1,1,1,0.412233591,0.03437601,0.1867093,0.145257279,0.06412933,0.254303575,0.064765662,0.092812568,0.010095118,0,0.202708557,0.43644017,0.063184895,0.059044123,0.125999987,0.130786285,0.05124601,0.164480925,0.031250577,0.214672804,0.182235345,0.155115634,0.148613811,0.09201961,0.043657936,0.452448785,0.059839416,0.067858011,0.394796401,0.043052517,0.067239843,0.057644576,0.109798901,0.289458871,0.181195706,0.28122285,0.213011071,0.160485923,0.270417333,0.127084136,0.168227285,0.20756276,0.047929585,0.072544083,0.105219185,0.100631133,0.173735872,0.089094043,0.05423053,0.04279631
373,0.780404504,0.79604494,0.783209975,0.798286144,0.51584311,0.641715368,0.70822486,0.772893725,0.82007782,0.821677112,0.789890736,0.814739942,0.788284673,0.816765759,0.813238656,0.814043764,0.828325254,0.756274853,0.823350441,0.672935056,0.813737882,0.750422082,0.823101594,0.678693873,0.700777196,0.682990942,0.818723371,0.754324852,0.814077322,0.699654988,0.686667155,0.814862166,0.785132743,0.769591845,0.735130624,0.770667596,0.445438064,0.738420544,0.471467897,0.696241856,0.515489041,1,1,1,1,1,1,0.716255307,0.010712358,0.350495249,0.164179623,0.196741894,0.179356813,0.19409506,0.216105521,0.029444035,0.005046311,0.111696251,0.328963459,0.171046346,0.177755475,0.147100002,0.344631195,0.081946686,0.149364978,0.043949813,0.22038798,0.396963418,0.171330333,0.165543199,0.099682771,0.334181666,0.644257247,0.256495833,0.241043061,0.562339425,0.139376298,0.08932668,0.192859694,0.334364861,0.460009634,0.299887776,0.329600662,0.281760514,0.248793527,0.332292259,0.180956006,0.198484063,0.27782464,0.014576406,0.02873832,0.046571516,0.080428757,0.196762219,0.078585424,0.052251752,0.069647789
374,0.770936558,0.779161505,0.769133542,0.792227278,0.493699144,0.632666533,0.689521012,0.755237703,0.807680301,0.815746845,0.784087043,0.811547585,0.781770518,0.815112792,0.810167831,0.807453447,0.811352164,0.742906411,0.802870265,0.648513461,0.800016359,0.74303941,0.805406873,0.674150971,0.671538696,0.683581355,0.803662374,0.746534535,0.804908339,0.678098716,0.675659571,0.802563395,0.770358403,0.752163418,0.726927918,0.739568996,0.399899003,0.673910575,0.398033887,0.671299437,0.436578817,1,1,1,1,1,1,0.705015481,0.023499224,0.494541317,0.185649455,0.166264579,0.124376424,0.210688487,0.317318499,0.100235775,0.426991165,0.031862568,0.165242761,0.209580556,0.271102607,0.164900005,0.503992319,0.159170538,0.182722628,0.110067904,0.386860639,0.608752728,0.19377777,0.314269125,0.183322653,0.367833674,0.419940501,0.278563827,0.290985823,0.398794413,0.214729935,0.217924595,0.290041476,0.398799688,0.393352389,0.301295877,0.472507596,0.343168169,0.452060282,0.403176457,0.250008047,0.206772938,0.350631326,0.039086498,0.029714666,0.031242734,0.04488834,0.261518359,0.078057997,0.065535761,0.08422567
375,0.767432833,0.776264847,0.764284067,0.786963782,0.52791567,0.600095214,0.668460358,0.740179968,0.805854649,0.81341836,0.757359549,0.811271802,0.75768772,0.804191205,0.805332886,0.791306124,0.780197024,0.733205533,0.772452078,0.618611847,0.781851424,0.735910081,0.773282935,0.637759963,0.657911967,0.650183083,0.770800149,0.736445139,0.786552184,0.667933801,0.644097676,0.771180561,0.759063767,0.733950443,0.725299861,0.72680263,0.392650688,0.604641082,0.377612599,0.618892424,0.406754625,1,1,1,1,1,1,0.725324869,0.100553714,0.465212762,0.321355581,0.256844133,0.127687007,0.209387407,0.253313661,0.115402713,0.595734,0.098677963,0.062610179,0.185448602,0.295422316,0.25940001,0.607411742,0.200787365,0.411240637,0.158388227,0.369658053,0.699396729,0.415419519,0.374451697,0.200373322,0.259571373,0.272989035,0.303515494,0.315130413,0.323054671,0.273465812,0.22074829,0.330136567,0.395102978,0.361688137,0.205491722,0.546535134,0.33825174,0.407724023,0.460328788,0.374155045,0.26533857,0.362327874,0.068295076,0.072289973,0.037458077,0.033864532,0.268337429,0.084532224,0.076124795,0.089797556
