Region,Resource,Zone,Cluster,AnnualSum
6,biopower_1_z06,6,1,0.0
6,coal-new_1_z06,6,1,0.0
6,CoalOldScr_1_z06,6,1,0.0
6,gas-CC_1_z06,6,1,0.0
18,gas-CC_2_z18,18,1,0.0
6,gas-CT_1_z06,6,1,0.0
6,nuclear_1_z06,6,1,0.0
6,o-g-s_1_z06,6,1,0.0
5,coal-new_1_z05,5,1,0.0
5,CoalOldScr_1_z05,5,1,0.0
5,gas-CC_1_z05,5,1,0.0
5,gas-CT_1_z05,5,1,0.0
5,o-g-s_1_z05,5,1,0.0
4,biopower_1_z04,4,1,0.0
4,coal-new_1_z04,4,1,0.0
4,CoalOldScr_1_z04,4,1,0.0
4,CoalOldScr_2_z04,4,1,0.0
4,gas-CC_1_z04,4,1,0.0
4,gas-CT_1_z04,4,1,0.0
4,gas-CT_2_z04,4,1,0.0
4,nuclear_1_z04,4,1,0.0
4,o-g-s_1_z04,4,1,0.0
3,coal-new_1_z03,3,1,0.0
3,CoalOldUns_1_z03,3,1,0.0
3,CoalOldUns_2_z03,3,1,0.0
3,gas-CT_1_z03,3,1,0.0
3,nuclear_1_z03,3,1,0.0
3,o-g-s_1_z03,3,1,0.0
2,coal-new_1_z02,2,1,0.0
2,CoalOldScr_1_z02,2,1,0.0
2,gas-CC_1_z02,2,1,0.0
2,gas-CC_2_z02,2,1,0.0
2,gas-CC_3_z02,2,1,0.0
2,gas-CT_1_z02,2,1,0.0
2,nuclear_1_z02,2,1,0.0
2,o-g-s_2_z02,2,1,0.0
17,CoalOldUns_1_z17,17,1,0.0
17,gas-CC_1_z17,17,1,0.0
17,gas-CC_2_z17,17,1,0.0
17,gas-CT_1_z17,17,1,0.0
17,nuclear_1_z17,17,1,0.0
17,o-g-s_1_z17,17,1,0.0
18,coal-new_1_z18,18,1,0.0
18,CoalOldScr_1_z18,18,1,0.0
18,CoalOldScr_2_z18,18,1,0.0
18,gas-CC_1_z18,18,1,0.0
18,gas-CT_1_z18,18,1,0.0
18,nuclear_1_z18,18,1,0.0
18,o-g-s_1_z18,18,1,0.0
12,coal-new_1_z12,12,1,0.0
12,CoalOldUns_1_z12,12,1,0.0
12,gas-CC_1_z12,12,1,0.0
12,gas-CT_1_z12,12,1,0.0
12,nuclear_1_z12,12,1,0.0
12,o-g-s_1_z12,12,1,0.0
12,o-g-s_2_z12,12,1,0.0
1,CoalOldUns_1_z01,1,1,0.0
1,gas-CC_1_z01,1,1,0.0
1,gas-CT_1_z01,1,1,0.0
15,coal-new_1_z15,15,1,0.0
15,CoalOldScr_1_z15,15,1,0.0
15,gas-CC_1_z15,15,1,0.0
15,gas-CT_1_z15,15,1,0.0
15,nuclear_1_z15,15,1,0.0
15,o-g-s_1_z15,15,1,0.0
14,coal-new_1_z14,14,1,0.0
14,CoalOldUns_1_z14,14,1,0.0
14,CoalOldUns_2_z14,14,1,0.0
14,gas-CC_1_z14,14,1,0.0
14,gas-CT_1_z14,14,1,0.0
14,nuclear_1_z14,14,1,0.0
14,o-g-s_1_z14,14,1,0.0
13,coal-new_1_z13,13,1,0.0
13,gas-CC_1_z13,13,1,0.0
13,gas-CT_1_z13,13,1,0.0
13,o-g-s_1_z13,13,1,0.0
16,CoalOldScr_1_z16,16,1,0.0
16,gas-CC_1_z16,16,1,0.0
16,gas-CC_2_z16,16,1,0.0
16,gas-CC_3_z16,16,1,0.0
16,gas-CC_4_z16,16,1,0.0
16,gas-CT_1_z16,16,1,0.0
16,o-g-s_1_z16,16,1,0.0
6,pumped-hydro_z06,6,1,0.0
3,pumped-hydro_z03,3,1,0.0
16,pumped-hydro_z16,16,1,0.0
18,pumped-hydro_z18,18,1,0.0
15,pumped-hydro_z15,15,1,0.0
12,pumped-hydro_z12,12,1,0.0
1,battery_z01,1,1,0.0
2,battery_z02,2,1,0.0
3,battery_z03,3,1,0.0
4,battery_z04,4,1,0.0
5,battery_z05,5,1,0.0
6,battery_z06,6,1,0.0
7,battery_z07,7,1,0.0
8,battery_z08,8,1,0.0
9,battery_z09,9,1,0.0
10,battery_z10,10,1,0.0
11,battery_z11,11,1,0.0
12,battery_z12,12,1,0.0
13,battery_z13,13,1,0.0
14,battery_z14,14,1,0.0
15,battery_z15,15,1,0.0
16,battery_z16,16,1,0.0
17,battery_z17,17,1,0.0
18,battery_z18,18,1,0.0
1,gas-CC_0_z01,1,1,0.0
2,gas-CC_0_z02,2,1,0.0
3,gas-CC_0_z03,3,1,0.0
4,gas-CC_0_z04,4,1,0.0
5,gas-CC_0_z05,5,1,0.0
6,gas-CC_0_z06,6,1,0.0
7,gas-CC_0_z07,7,1,0.0
8,gas-CC_0_z08,8,1,0.0
9,gas-CC_0_z09,9,1,0.0
10,gas-CC_0_z10,10,1,0.0
11,gas-CC_0_z11,11,1,0.0
12,gas-CC_0_z12,12,1,0.0
13,gas-CC_0_z13,13,1,0.0
14,gas-CC_0_z14,14,1,0.0
15,gas-CC_0_z15,15,1,0.0
16,gas-CC_0_z16,16,1,0.0
17,gas-CC_0_z17,17,1,0.0
18,gas-CC_0_z18,18,1,0.0
1,gas-CT_0_z01,1,1,0.0
2,gas-CT_0_z02,2,1,0.0
3,gas-CT_0_z03,3,1,0.0
4,gas-CT_0_z04,4,1,0.0
5,gas-CT_0_z05,5,1,0.0
6,gas-CT_0_z06,6,1,0.0
7,gas-CT_0_z07,7,1,0.0
8,gas-CT_0_z08,8,1,0.0
9,gas-CT_0_z09,9,1,0.0
10,gas-CT_0_z10,10,1,0.0
11,gas-CT_0_z11,11,1,0.0
12,gas-CT_0_z12,12,1,0.0
13,gas-CT_0_z13,13,1,0.0
14,gas-CT_0_z14,14,1,0.0
15,gas-CT_0_z15,15,1,0.0
16,gas-CT_0_z16,16,1,0.0
17,gas-CT_0_z17,17,1,0.0
18,gas-CT_0_z18,18,1,0.0
