Region,Resource,Zone,Cluster,AnnualSum
1,Solar_z01_01,1,1,0.0
2,Solar_z02_01,2,1,0.0
3,Solar_z03_01,3,1,0.0
4,Solar_z04_01,4,1,0.0
5,Solar_z05_01,5,1,0.0
6,Solar_z06_01,6,1,0.0
7,Solar_z07_01,7,1,0.0
8,Solar_z08_01,8,1,0.0
9,Solar_z09_01,9,1,0.0
10,Solar_z10_01,10,1,0.0
11,Solar_z11_01,11,1,0.0
12,Solar_z12_01,12,1,0.0
13,Solar_z13_01,13,1,0.0
14,Solar_z14_01,14,1,0.0
15,Solar_z15_01,15,1,0.0
16,Solar_z16_01,16,1,0.0
17,Solar_z17_01,17,1,0.0
18,Solar_z18_01,18,1,0.0
1,Wind_z01_02,1,1,0.0
1,Wind_z01_03,1,1,0.0
2,Wind_z02_01,2,1,0.0
2,Wind_z02_02,2,1,0.0
3,Wind_z03_01,3,1,0.0
4,Wind_z04_01,4,1,0.0
4,Wind_z04_02,4,1,0.0
4,Wind_z04_03,4,1,0.0
4,Wind_z04_04,4,1,0.0
5,Wind_z05_01,5,1,0.0
5,Wind_z05_02,5,1,0.0
6,Wind_z06_01,6,1,0.0
6,Wind_z06_02,6,1,0.0
7,Wind_z07_01,7,1,0.0
8,Wind_z08_01,8,1,0.0
8,Wind_z08_02,8,1,0.0
9,Wind_z09_01,9,1,0.0
9,Wind_z09_02,9,1,0.0
10,Wind_z10_01,10,1,0.0
10,Wind_z10_02,10,1,0.0
11,Wind_z11_01,11,1,0.0
12,Wind_z12_01,12,1,0.0
13,Wind_z13_01,13,1,0.0
13,Wind_z13_02,13,1,0.0
14,Wind_z14_01,14,1,0.0
14,Wind_z14_02,14,1,0.0
15,Wind_z15_01,15,1,0.0
15,Wind_z15_02,15,1,0.0
16,Wind_z16_01,16,1,0.0
16,Wind_z16_02,16,1,0.0
16,Wind_z16_03,16,1,0.0
16,Wind_z16_04,16,1,0.0
17,Wind_z17_01,17,1,0.0
17,Wind_z17_02,17,1,0.0
18,Wind_z18_01,18,1,0.0
18,Wind_z18_02,18,1,0.0
2,Hyd_z02_01,2,1,0.0
3,Hyd_z03_01,3,1,0.0
4,Hyd_z04_01,4,1,0.0
6,Hyd_z06_01,6,1,0.0
7,Hyd_z07_01,7,1,0.0
8,Hyd_z08_01,8,1,0.0
11,Hyd_z11_01,11,1,0.0
12,Hyd_z12_01,12,1,0.0
13,Hyd_z13_01,13,1,0.0
14,Hyd_z14_01,14,1,0.0
15,Hyd_z15_01,15,1,0.0
16,Hyd_z16_01,16,1,0.0
18,Hyd_z18_01,18,1,0.0
11,coal-new_1_z11,11,1,0.0
11,CoalOldUns_1_z11,11,1,0.0
11,gas-CC_1_z11,11,1,0.0
11,gas-CT_1_z11,11,1,0.0
11,nuclear_1_z11,11,1,0.0
11,o-g-s_1_z11,11,1,0.0
10,coal-new_1_z10,10,1,0.0
10,CoalOldScr_1_z10,10,1,0.0
10,CoalOldScr_2_z10,10,1,0.0
10,gas-CC_1_z10,10,1,0.0
10,gas-CT_1_z10,10,1,0.0
10,o-g-s_1_z10,10,1,0.0
9,coal-new_1_z09,9,1,0.0
9,CoalOldScr_1_z09,9,1,0.0
9,gas-CC_1_z09,9,1,0.0
9,gas-CC_2_z09,9,1,0.0
9,gas-CT_1_z09,9,1,0.0
9,nuclear_1_z09,9,1,0.0
9,o-g-s_1_z09,9,1,0.0
8,coal-IGCC_1_z08,8,1,0.0
8,coal-new_1_z08,8,1,0.0
8,CoalOldScr_1_z08,8,1,0.0
8,gas-CC_1_z08,8,1,0.0
8,gas-CC_2_z08,8,1,0.0
8,gas-CC_3_z08,8,1,0.0
8,gas-CT_1_z08,8,1,0.0
8,o-g-s_1_z08,8,1,0.0
7,coal-new_1_z07,7,1,0.0
7,CoalOldScr_1_z07,7,1,0.0
7,gas-CC_1_z07,7,1,0.0
7,gas-CC_2_z07,7,1,0.0
7,gas-CC_4_z07,7,1,0.0
7,gas-CT_1_z07,7,1,0.0
7,nuclear_1_z07,7,1,0.0
7,o-g-s_1_z07,7,1,0.0
7,o-g-s_2_z07,7,1,0.0
