Segment,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Total
Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,0
AnnualSum,0.024103064462437734,0.024382342919579976,0.023662273386491753,0.023914011071066,0.023730714078940778,0.025790386809929036,0.03814742380972332,0.024238949877407087,0.02378936920594523,0.023731780101812587,0.02306378710998969,0.025009186323686615,0.023389290635934038,0.023111547393595125,0.023631002800295637,0.023646625286977908,0.024007500378984168,0.02433514996723017,0.44568440562002687
t1,1.921189994191468e-6,1.920644379597215e-6,1.915035972498854e-6,1.9215520950614005e-6,1.921686169624164e-6,1.9152036540718833e-6,1.91520860594206e-6,1.9207450258124124e-6,1.917149481841997e-6,1.92246636891831e-6,1.9167638203906872e-6,1.917633662081251e-6,1.9226986442712356e-6,1.9176758781881745e-6,1.9213239327870754e-6,1.9269793048759314e-6,1.9188046391356224e-6,1.8729191415886485e-6,3.4505680770878386e-5
t2,1.921172137071895e-6,1.9205341815051076e-6,1.915658494844539e-6,1.9220857596141183e-6,1.92164648544233e-6,1.912550336381692e-6,1.9147818502931364e-6,1.920361699089617e-6,1.9162085479356713e-6,1.92236298571094e-6,1.916993546175806e-6,1.9173249803852194e-6,1.922723676082025e-6,1.9179764366129526e-6,1.921196209083974e-6,1.9269916316199597e-6,1.918126470015267e-6,1.8591141317415194e-6,3.448780955960577e-5
t3,1.921011161413111e-6,1.920287778931238e-6,1.9144775011022704e-6,1.921717537298639e-6,1.9217187716056643e-6,1.9095465721216937e-6,1.913855337228713e-6,1.9206045358003685e-6,1.9157051310604326e-6,1.9223426265816864e-6,1.9170815209995253e-6,1.917259378452405e-6,1.9227050275810192e-6,1.9177027217479033e-6,1.9208551686422052e-6,1.9272184460030702e-6,1.918450811443802e-6,1.8670382347276998e-6,3.448957826274145e-5
t4,1.92086756549669e-6,1.9202445371454855e-6,1.9132268147560225e-6,1.921431611403716e-6,1.921653890553568e-6,1.9100975277325477e-6,1.913390319040981e-6,1.9210970890984185e-6,1.9154900160709868e-6,1.9222739934569025e-6,1.9131429307858607e-6,1.913235143965117e-6,1.922769830420734e-6,1.9175110490114858e-6,1.9204841402127524e-6,1.9269387861937516e-6,1.918944786242798e-6,1.8907135886780447e-6,3.450351362026587e-5
t5,1.9209294783840567e-6,1.9204782531658773e-6,1.9140135436726343e-6,1.9213968380107147e-6,1.921612969944252e-6,1.9144763163953807e-6,1.9131741281731766e-6,1.921560368879409e-6,1.9166124224540143e-6,1.9222596148547723e-6,1.914181634289366e-6,1.915409946504018e-6,1.9229109149034193e-6,1.917501519355366e-6,1.9202407590578807e-6,1.926244611477043e-6,1.919694609764354e-6,1.8997511873671332e-6,3.452244911665287e-5
t6,1.9210669138656396e-6,1.9212084980714583e-6,1.9148252499099386e-6,1.92215037331934e-6,1.921576543320522e-6,1.9150507232814273e-6,2.1161831652460563e-6,1.9217823332914587e-6,1.9166967494356034e-6,1.922265781683485e-6,1.915135606374375e-6,1.9129223844626102e-6,1.9230015364911462e-6,1.918038702935573e-6,1.9191975512020376e-6,1.923924456749282e-6,1.919887477262583e-6,1.9030560160864623e-6,3.4727970062989e-5
t7,1.921121245569099e-6,1.921602187296053e-6,1.916644943318506e-6,1.9232643468713275e-6,1.9216273400468973e-6,1.916655718022713e-6,2.0985533509287976e-6,1.9218402283160676e-6,1.9186533391369468e-6,1.9222854276151797e-6,1.9162664488629987e-6,1.9123418381611974e-6,1.923020943034729e-6,1.9183894716355616e-6,1.9183835192479187e-6,1.924142643014373e-6,1.9199418531550897e-6,1.9008415581016476e-6,3.4715576402335105e-5
t8,1.9211027018291064e-6,1.9214621384156376e-6,1.917013405032299e-6,1.9223002652065475e-6,1.9216688931819684e-6,1.9162245480459978e-6,1.9107676088648962e-6,1.921863479200133e-6,1.9190260816751757e-6,1.9222500304393145e-6,1.91633171552848e-6,1.9139943231360916e-6,1.9229572897030903e-6,1.915280513526295e-6,1.9143577599627025e-6,1.92370791590765e-6,1.9187128198216312e-6,1.897526593704806e-6,3.4516548083181826e-5
t9,1.9206429564535208e-6,1.9203731397883026e-6,1.9061337743081046e-6,1.921086421010098e-6,1.9217977459523074e-6,1.9137282939692065e-6,1.911878690008162e-6,1.921987897814037e-6,1.9173022259468505e-6,1.921941390354962e-6,1.9147060612666565e-6,1.9143265692820037e-6,1.9224509394814673e-6,1.907646186160875e-6,1.876317282488913e-6,1.921426200542823e-6,1.916044335639734e-6,1.8868501881690943e-6,3.4436640298637116e-5
