BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,1.0454201018352586e8,1.194199263531608e6,-1.4743200784340836e6,0.0,0.0,0.0,0.0,0.0,0.0,-1.2660572936862338e8
t1,29525.48763082659,1331.7935291734082,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38509.28116
t2,29734.285310000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37386.28531
t3,29913.673380040265,0.0,-681.8903500402657,0.0,0.0,0.0,0.0,0.0,0.0,-36883.78303
t4,31854.591405689534,0.0,-2160.530235689537,0.0,0.0,0.0,0.0,0.0,0.0,-37346.06117
t5,30897.719669999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38549.71967
t6,32780.83076,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40432.83076
t7,35721.18412,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43373.18412
t8,39036.00438,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46688.00438
t9,42658.88061000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50310.88061
t10,46428.24275,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54080.24275
t11,49464.98817,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57116.98817
t12,51997.06547999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59649.06548
t13,53405.91192,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61057.91192
t14,54117.01145,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61769.01145
t15,54190.0646,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61842.0646
t16,53581.57819,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61233.57819
t17,52903.59279,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60555.59279
t18,51119.68158,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58771.68158
t19,46569.58275687634,2415.8098631236567,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56637.39262
t20,46128.67977230987,1347.1064176901186,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55127.78619
t21,44554.74631,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52206.74631
t22,40723.49945,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48375.49945
t23,37249.32551000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44901.32551
t24,34628.08392999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42280.08393
t25,32942.0609964201,0.0,-336.09490642009405,0.0,0.0,0.0,0.0,0.0,0.0,-40257.96609
