Resource,MA_natural_gas,MA_natural_gas_CCS_retro,MA_wind,MA_solar_pv,CT_natural_gas,CT_wind,CT_solar_pv,ME_natural_gas,ME_wind,ME_solar_pv,MA_battery,CT_battery,ME_battery,Total
Zone,1,1,1,1,2,2,2,3,3,3,1,2,3,0
AnnualSum,1.1189905e7,0.0,5.509749e7,1.4395281e7,3.4404298e6,1.0547674e7,1.3889574e7,885327.6,1.8274748e7,148954.0,1.157444e7,7.519084e6,254206.14,1.4721712e8
t1,0.0,0.0,7439.54996240018,0.0,0.0,3099.623340540977,0.0,0.0,904.7872720428961,0.0,1531.4169497250514,666.4323842385086,26.05527449540877,13667.865183443024
t2,0.0,0.0,10239.32853524895,0.0,0.0,3046.3246962102285,0.0,0.0,921.5626033116527,0.0,0.0,655.2915329388001,0.0,14862.507367709632
t3,0.0,0.0,10118.597918935651,0.0,0.0,3032.820185505895,0.0,0.0,823.0768831244769,0.0,0.0,644.866436715929,40.899822575879035,14660.26124685783
t4,0.0,0.0,10116.634819483403,0.0,0.0,2847.461513342546,0.0,0.0,823.0768831244769,0.0,0.0,737.5457727976036,40.899822575879035,14565.61881132391
t5,0.0,0.0,2742.4025243558126,0.0,0.0,2661.2866795683804,0.0,0.0,850.5598302416355,0.0,3790.1788688068546,860.0800780990367,40.899822575879035,10945.407803647597
t6,0.0,0.0,11013.771269161085,0.0,0.0,2128.7354080093264,0.0,0.0,944.7870775004649,0.0,0.0,1225.0027900666375,40.899822575879035,15353.196367313392
t7,0.0,0.0,3305.7068963731167,28.02631379029598,0.0,612.7906154736572,0.0,0.0,5160.480860110771,0.29,2503.56949683643,2166.5274574505893,40.899822575879035,13818.29146261074
t8,0.0,0.0,2914.1592581626164,1719.2693873426397,0.0,540.2080406333054,1574.8859486291678,0.0,1401.1940142106425,17.79,4066.801085875665,1522.8569132685604,89.2219191919932,13846.38656731459
t9,0.0,0.0,1638.834449302041,3805.780127799502,0.0,303.7965561765517,3585.0097868852845,0.0,4574.929430195346,39.379999999999995,2059.8805260284967,878.4033505471695,33.4775485356439,16919.491775470033
t10,0.0,0.0,551.7506179395527,5385.88437080412,0.0,102.27996956599715,5137.084525366289,0.0,1294.762885104449,55.730000000000004,2258.3465390175197,1492.403018157687,0.0,16278.241925955614
t11,0.0,0.0,36.44541657281162,6538.8289346600895,0.0,6.75601617232016,6124.35370057878,0.0,1154.8338602252736,67.66,3104.726827814585,0.0,40.899822575879035,17074.504578599743
t12,0.0,0.0,9.258836266485936,6552.358879248509,0.0,1.7163433275148237,6232.02261247811,0.0,1204.1528005576279,67.80000000000001,2075.5506230263604,1028.0981464503757,40.899822575879035,17211.858063930864
t13,0.0,0.0,14.636918335872254,6389.0331195740255,0.0,2.7132974812490582,6148.989807538797,0.0,962.0250788951766,66.11,2257.333985924589,1069.6068533167377,64.4157582540289,16974.864819320475
t14,0.0,0.0,58.21002351360873,6331.047642766515,0.0,10.790598578106424,6038.583550421688,0.0,1065.5546933418505,65.51,2206.916011029599,1125.679146062588,89.2219191919932,16991.513584905948
t15,0.0,0.0,322.3427864022168,5965.739138879209,0.0,59.75382593345715,5951.900951858668,0.0,1223.66010728428,61.73,2180.787268498019,1134.2324207214006,45.80209555585727,16945.948595133108
t16,0.0,0.0,1995.558471915498,4798.298205821363,0.0,369.9237538453392,4981.968296358782,0.0,1312.6212910118027,49.65,1872.9331076073372,1448.4087773610827,0.0,16829.361903921206
t17,0.0,0.0,4599.453875263079,3250.0859750608747,0.0,852.617082947524,3491.027601074853,0.0,1212.0630797684146,33.629999999999995,2775.1894015227504,458.15049471943166,53.38143649362996,16725.598946850554
t18,0.0,0.0,6577.862321404832,1200.299369915435,0.0,1219.3616756697727,1482.7286596305896,0.0,4510.2250909223485,12.42,1168.1669777295888,1278.4368876068665,89.2219191919932,17538.722902071426
t19,0.0,0.0,8983.405338050337,0.0,0.0,1665.2857191280332,0.0,0.0,1362.2712910118028,0.0,2242.6108980739114,1807.1456066380538,0.0,16060.718852902139
t20,0.0,0.0,15493.53960764711,0.0,0.0,2916.2143191424384,0.0,0.0,1431.960192630312,0.0,0.0,508.7551774620106,0.0,20350.46929688187
t21,0.0,0.0,7351.214249208609,0.0,0.0,1362.7206662495369,0.0,0.0,1252.777901813269,0.0,3202.5034773719976,1999.6537768573924,74.37737111152293,15243.247442612328
t22,0.0,0.0,5926.051404437084,0.0,0.0,1098.5331734757801,0.0,0.0,1121.9908216142094,0.0,3547.003752461118,2026.229506426182,89.2219191919932,13809.030577606367
t23,0.0,0.0,9324.665423803968,0.0,0.0,1728.5463119576636,0.0,0.0,1170.8721950173056,0.0,1372.1359004704132,1575.7672504792286,0.0,15171.98708172858
t24,0.0,0.0,10888.584229471851,0.0,0.0,2018.4554894856276,0.0,0.0,904.0163387867882,0.0,167.12856567686322,1310.0804192164096,75.51743240410305,15363.782475041644
t25,0.0,0.0,9197.67841055185,0.0,0.0,1930.9302216127535,0.0,0.0,957.2556776138806,0.0,735.293677506726,1274.3364544341007,11.599477617270225,14107.093919336581
t26,0.0,0.0,12122.008498118956,0.0,0.0,2373.595259081914,0.0,0.0,914.5618086527919,0.0,0.0,152.24945457477043,13.315735585558432,15575.73075601399
t27,0.0,0.0,11973.898844719335,0.0,0.0,2219.644110228062,0.0,0.0,744.1002987532792,0.0,0.0,217.78937047667364,89.2219191919932,15244.654543369345
t28,0.0,0.0,6243.07565758681,0.0,0.0,1157.30108403096,0.0,0.0,916.6549341835886,0.0,1982.4216432130797,1595.3863057662816,0.0,11894.83962478072
t29,0.0,0.0,1908.0504137435266,0.0,0.0,353.7020746381049,0.0,0.0,3930.009339651575,0.0,2693.789384772062,2024.6695729827698,89.2219191919932,10999.442704980032
t30,0.0,0.0,944.0501688124274,0.0,0.0,175.00192912423333,0.0,0.0,3959.0410503736716,0.0,3613.3272961944635,2205.795781297764,0.0,10897.21622580256
t31,0.0,0.0,271.9342440122585,0.0,0.0,50.4094155895868,0.0,0.0,4519.640415473203,0.0,4134.089238755302,2613.6519679582852,89.2219191919932,11678.94720098063
