region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
MA,MA_natural_gas_combined_cycle,1,1,1,1.7249521347299626e8,0.0,2.7132389311876338e7,0.0,3.9681186449999996e7,3.4863260265842164e8,0.0,0.0,0.0,3.2660065e9,0.0,0.0,0.0,2.6780651970996666e9,0.0,3.266006528e9,3.0935113755199647e9,1.724951524800353e8
MA,MA_solar_pv,1,1,2,1.438447710654717e9,0.0,3.1635731596579707e8,0.0,0.0,0.0,0.0,0.0,0.0,1.754805e9,0.0,0.0,0.0,0.0,0.0,1.754804992e9,3.1635731596579707e8,1.438447676034203e9
CT,CT_natural_gas_combined_cycle,2,1,3,9.246725921484828e7,0.0,1.3711735166140651e7,0.0,1.5528794924999999e7,1.2277711516326812e8,0.0,0.0,0.0,1.6639974e9,0.0,0.0,0.0,1.4195125645260034e9,0.0,1.66399744e9,1.5715302097804122e9,9.24672302195878e7
CT,CT_onshore_wind,2,1,4,1.249001591508026e9,0.0,5.551760675010726e8,0.0,4.5142008e6,0.0,0.0,0.0,0.0,1.8086918e9,0.0,0.0,0.0,0.0,0.0,1.80869184e9,5.596902683010726e8,1.2490015716989274e9
CT,CT_solar_pv,2,1,5,1.2825329345081444e9,0.0,2.8206703225524956e8,0.0,0.0,0.0,0.0,0.0,0.0,1.5645999e9,0.0,0.0,0.0,0.0,0.0,1.564599936e9,2.8206703225524956e8,1.2825329037447505e9
ME,ME_natural_gas_combined_cycle,3,1,6,1.4516500876665596e7,0.0,3.616029293299071e6,0.0,4.32348103125e6,4.8466987197994724e7,0.0,0.0,0.0,2.012145e8,0.0,0.0,0.0,1.3029150155589333e8,0.0,2.01214496e8,1.8669799907843712e8,1.451649692156288e7
ME,ME_onshore_wind,3,1,7,1.3355671005145586e9,0.0,5.936540800178138e8,0.0,2.5827342e6,0.0,0.0,0.0,0.0,1.9318039e9,0.0,0.0,0.0,0.0,0.0,1.931803904e9,5.962368142178138e8,1.335567089782186e9
MA,MA_battery,1,0,8,6.933062679662733e7,6.448067753165625e8,1.7329116532347362e7,1.6115869524449694e8,1.83742455e6,0.0,2.170870171476736e6,0.0,1.800679e8,1.0091534e9,0.0,0.0,0.0,0.0,0.0,1.009153408e9,3.6256401049832106e8,6.46589397501679e8
CT,CT_battery,2,0,9,2.4539566430276427e8,1.6576857137610977e9,6.1336385659825936e7,4.14310886581528e8,6.8855982e6,0.0,8.135158882988138e6,0.0,1.2023304e9,3.236282e9,0.0,0.0,0.0,0.0,0.0,3.236282112e9,1.692998397324342e9,1.543283714675658e9
ME,ME_battery,3,0,10,3.266734178387983e7,3.64579716631389e8,8.1651673831746215e6,9.112061736025915e7,954559.725,0.0,1.1277879419774734e6,0.0,4.2855036e7,5.2977616e8,0.0,0.0,0.0,0.0,0.0,5.2977616e8,1.4422316841041124e8,3.8555299158958876e8
