Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
MA_natural_gas_combined_cycle,1,12218.336525139952,0.0,0.0,12218.336525139952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA_solar_pv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT_natural_gas_combined_cycle,2,10029.404285943383,1175.4940168615456,0.0,8853.910269081838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT_onshore_wind,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT_solar_pv,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME_natural_gas_combined_cycle,3,125.22584699999966,0.0,0.0,125.22584699999966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME_onshore_wind,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA_battery,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT_battery,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME_battery,3,515.5538912089961,397.31697769920106,0.0,118.23691350979504,1394.8800587795592,1171.934192056768,0.0,222.94586672279115,0.0,0.0,0.0,0.0
Total,n/a,22888.52054929233,1572.8109945607466,0.0,21315.709554731584,1394.8800587795592,1171.934192056768,0.0,222.94586672279115,0.0,0.0,0.0,0.0
