Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
AnnualSum,1.6966842e7,3.93156e7,3.7620436e7,3.823466e7,1.8533844e7,5.765584e7,5.0113124e7,1.0045139e8,4.7643964e7,1.5021531e7,2.3228466e7,6.63864e7,3.058018e6,1.5157117e7,3.632173e7,4.5236644e7,9.678037e6,8.044066e7,7.0106426e8
t1,1942.6466183039995,2880.43372565713,4243.797392399999,2767.6843473599993,1061.40790368,6349.9200771602045,4863.678062207395,9505.235582122308,3025.62317088,919.7623483199998,2623.066436447191,7588.127197727999,196.80457247999996,1099.72116936,2288.066761968,2593.6589447999995,625.525951944,10500.47222136,65075.63248417823
t2,1942.6466183039995,2761.002616038565,4243.797392399999,2767.6843473599993,1061.40790368,6329.690439740026,4967.372810293125,9457.761664461463,3025.62317088,919.7623483199998,2623.066436447191,7588.127197727999,196.80457247999996,1099.72116936,2288.066761968,2593.6589447999995,625.525951944,10533.2651682338,65024.98551443816
t3,1942.6466183039995,2768.79581426734,4243.797392399999,2767.6843473599993,1061.40790368,6324.327506632181,5084.916016933374,9265.801623829679,3025.62317088,919.7623483199998,2623.066436447191,7588.127197727999,196.80457247999996,1099.72116936,2288.066761968,2593.6589447999995,625.525951944,10537.451431353504,64957.18520868727
t4,1942.6466183039995,3169.4903321871147,4243.797392399999,2767.6843473599993,1787.9891403082167,6376.56524485443,5542.399113699852,9059.656652137428,3025.62317088,919.7623483199998,2623.066436447191,7588.127197727999,196.80457247999996,1704.4304990399999,2288.066761968,2593.6589447999995,625.525951944,10739.211852681605,67194.50657753984
t5,1942.6466183039995,3690.972569432051,4467.487076639998,2767.6843473599993,2228.956597728,6490.381953838302,6459.815889542047,9181.523218407554,4174.71221936255,919.7623483199998,2623.066436447191,7588.127197727999,413.2896022079999,1888.3371447359998,4672.802786496,2593.6589447999995,865.317580176,10981.43905815045,73949.98158967614
t6,1942.6466183039995,4144.407439322164,4467.487076639998,2767.6843473599993,2228.956597728,6782.986777572514,7756.173053118157,9792.703084400475,6353.808658848,919.7623483199998,2623.066436447191,7588.127197727999,413.2896022079999,1888.3371447359998,4672.802786496,4730.758738403184,865.317580176,11580.180257975051,81518.49574578274
t7,1942.6466183039995,4672.18867056,4467.487076639998,2767.6843473599993,2228.956597728,7072.068842946905,8189.3161083434725,12546.845189424532,6353.808658848,1140.5835852973125,2623.066436447191,7588.127197727999,413.2896022079999,1888.3371447359998,4672.802786496,5446.683784079999,865.317580176,12012.527271060002,86891.73749838342
t8,1942.6466183039995,4672.18867056,4467.487076639998,4408.964554608,2228.956597728,7072.068842946905,8208.01334323876,14655.23113474585,6353.808658848,1300.6885804234041,2623.066436447191,7588.127197727999,413.2896022079999,1888.3371447359998,4672.802786496,5446.683784079999,865.317580176,12012.527271060002,90820.20588097411
t9,1942.6466183039995,4672.18867056,4467.487076639998,5812.137129455999,2228.956597728,7072.068842946905,6094.534520654013,13953.264739488,6353.808658848,1931.5009314719996,2623.066436447191,7588.127197727999,413.2896022079999,1888.3371447359998,4672.802786496,5446.683784079999,865.317580176,10990.547174666794,89016.7654926349
t10,1942.6466183039995,3799.6172981689524,4467.487076639998,5114.7425337119985,2150.5593022566377,6835.152018812431,4116.60060599895,7966.290500121657,4665.084613789131,1813.4150620319995,2492.5722455676405,5837.978122510253,413.2896022079999,1704.4304990399999,4196.171578452365,2593.6589447999995,865.317580176,10500.47222136,71475.48642395002
t11,1942.6466183039995,3719.017355724373,4243.797392399999,5106.5325307035755,1715.129271936,6526.657519566142,4116.60060599895,7660.174067423573,3974.860347937999,1813.4150620319995,1925.7459374316404,4883.249151429536,196.80457247999996,1704.4304990399999,3171.2554946109317,2593.6589447999995,865.317580176,10003.639541703284,66162.932493698
t12,1942.6466183039995,4672.18867056,4467.487076639998,5812.137129455999,2228.956597728,6449.927186173478,4116.60060599895,7249.201062683738,4516.052002832096,1813.4150620319995,2492.5722455676405,4169.61054558227,413.2896022079999,1888.3371447359998,4672.802786496,2593.6589447999995,865.317580176,9360.665577287187,69724.86643926136
t13,1942.6466183039995,4672.18867056,4467.487076639998,5812.137129455999,2228.956597728,6401.502089369444,4116.60060599895,7391.904752672644,6353.808658848,1907.9152864647542,2492.5722455676405,5537.399407160071,413.2896022079999,1888.3371447359998,4672.802786496,5446.683784079999,865.317580176,9671.862304477896,76283.4123409434
t14,1942.6466183039995,4672.18867056,4467.487076639998,5812.137129455999,2228.956597728,6221.137987331864,4116.60060599895,6965.0252032319995,6353.808658848,1813.4150620319995,2492.5722455676405,4463.969921570037,413.2896022079999,1888.3371447359998,4672.802786496,4686.548069275273,865.317580176,9595.784900138244,73672.025860298
