region,Resource,technology,cluster,R_ID,Zone,Num_VRE_Bins,THERM,VRE,MUST_RUN,STOR,FLEX,HYDRO,LDS,CapRes_1,CapRes_2,Min_Share,Max_Share,Existing_Cap_MWh,Existing_Cap_MW,Existing_Charge_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Min_Cap_MWh,Max_Charge_Cap_MW,Min_Charge_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Hydro_Energy_to_Power_Ratio,Min_Duration,Max_Duration,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance,Flexible_Demand_Energy_Eff,CO2_Capture_Rate,CO2_Capture_Cost_per_Metric_Ton,co2_pipeline_annuity_mw,co2_pipeline_capex_mw,storage_cost_tonne,tonne_co2_captured_mwh,co2_cost_mwh,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,spur_miles,spur_capex,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,interconnect_capex_mw,regional_cost_multiplier,cap_recovery_years,wacc_real,variable_CF,RETRO,Num_RETRO_Sources,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr,CapRes_3,CapRes_4,CapRes_5,CapRes_6,CapRes_7,CapRes_8,CapRes_9,CapRes_10,ESR_1,ESR_2,ESR_3,ESR_4,ESR_5,ESR_6,ESR_7,ESR_8,ESR_9,ESR_10,ESR_11,ESR_12,ESR_13,ESR_14,ESR_15,ESR_16,MinCapTag_1,MinCapTag_2,MinCapTag_3,MinCapTag_4,MinCapTag_5,Retro3_Source,Retro3_Efficiency,gen_is_variable,Retro3_Inv_Cost_per_MWyr,WACC,Capital_Recovery_Period,Lifetime,Min_Retired_Cap_MW,Min_Retired_Energy_Cap_MW,Min_Retired_Charge_Cap_MW
MISW,MISW_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,2,146,9,0,1,0,0,0,0,0,0,0,0,0,0,0,7005.1,0,14,7005.096,-1,500.36,0,0,0,0,0,0,0,0,0,0,10280,0,0,0,3.6,0,0,0,92,2,7.08,0.906,0.511,east_north_central_naturalgas,0.3,0,1,1,0,0,0,0.106666667,0.213333333,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
MISW,MISW_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,1,147,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1115.4,0,42,1115.394,-1,26.56,0,0,0,0,0,0,0,0,0,0,13945,0,0,0,5.28,0,0,0,119,3.5,12.37,1.625,2.003,east_north_central_naturalgas,0.3,0,1,1,0,0,0,0.106666667,0.213333333,0,0,0,0,0,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
MISW,MISW_natural_gas_fired_combustion_turbine_2,Natural Gas Fired Combustion Turbine,2,148,9,0,1,0,0,0,0,0,0,0,0,0,0,0,6142.5,0,57,6142.491,-1,107.76,0,0,0,0,0,0,0,0,0,0,10242,0,0,0,5.28,0,0,0,119,3.5,11.64,1.892,1.924,east_north_central_naturalgas,0.3,0,1,1,0,0,0,0.106666667,0.213333333,0,0,0,0,0,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
MISW,MISW_natural_gas_fired_combustion_turbine_3,Natural Gas Fired Combustion Turbine,3,149,9,0,1,0,0,0,0,0,0,0,0,0,0,0,515.8,0,7,515.802,-1,73.69,0,0,0,0,0,0,0,0,0,0,11596,0,0,0,5.28,0,0,0,119,3.5,23.79,1.273,2.569,east_north_central_naturalgas,0.3,0,1,1,0,0,0,0.106666667,0.213333333,0,0,0,0,0,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
MISW,MISW_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,1,150,9,0,1,0,0,0,0,0,0,0,0,0,0,0,797,0,106,797.014,-1,7.52,0,0,0,0,0,0,0,0,0,0,21000,0,0,0,4.61,0,0,0,38,0,8.96,0.997,2.703,east_north_central_naturalgas,0.18,0,1,1,0,0,0,0.106666667,0.213333333,0,0,0,0,0,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
MISW,MISW_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,1,151,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1190.4,0,44,1190.42,-1,27.06,0,0,0,0,0,0,0,0,0,0,51303,0,0,0,1.06,0,0,0,87,13.7,16.98,5.252,7.031,east_north_central_naturalgas,0.5,0,1,1,0,0,0,0.63,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
MISW,MISW_nuclear_1,Nuclear,1,152,9,0,1,0,0,0,0,0,0,0,0,0,0,0,2943.2,0,5,2943.2,-1,588.64,0,0,0,0,0,0,0,0,0,0,226349,0,0,0,2.84,0,0,0,248,0,10.45,0,0,east_north_central_uranium,0.5,0,1,1,0,0,0,0.041666667,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
MISW,MISW_onshore_wind_turbine_1,Onshore Wind Turbine,1,153,9,1,0,1,0,0,0,0,0,0,0,0,0,0,23804.9,0,364,23804.872,-1,65.4,0,0,0,0,0,0,0,0,0,0,43000,0,0,0,0,0,0,0,0,0,10.34,0,0,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295863516,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.024,20,20,0,0,0
MISW,MISW_petroleum_liquids_1,Petroleum Liquids,1,154,9,0,1,0,0,0,0,0,0,0,0,0,0,0,2080.1,0,665,2080.12,-1,3.13,0,0,0,0,0,0,0,0,0,0,21000,0,0,0,6.62,0,0,0,38,0,12.86,2.151,3.833,east_north_central_distillate,0.18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
MISW,MISW_small_hydroelectric_1,Small Hydroelectric,1,155,9,0,0,0,1,0,0,0,0,0,0,0,0,0,706.8,0,425,629.425,-1,1.66,0,0,0,0,0,0,0,0,0,0,47048,0,0,0,0,0,0,0,0,0,10.34,0,0,None,0.302,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340375527,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
MISW,MISW_solar_photovoltaic_1,Solar Photovoltaic,1,156,9,1,0,1,0,0,0,0,0,0,0,0,0,0,3131.6,0,759,3131.634,-1,4.13,0,0,0,0,0,0,0,0,0,0,22623,0,0,0,0,0,0,0,0,0,10.34,0,0,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1946395,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.017,20,20,0,0,0
NWPP,NWPP_batteries_1,Batteries,1,157,10,0,0,0,0,1,0,0,0,0,0,0,0,343.4,141,0,11,140.998,0,12.82,0,0,0,0,0,0,0,0,0,0,6235,0,0,0,0.15,0.15,0,0,0,0,10.34,0,0,None,0.001,0,0.92,0.92,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,20,20,0,0,0
NWPP,NWPP_biomass_1,Biomass,1,158,10,0,0,0,1,0,0,0,0,0,0,0,0,0,63.7,0,9,236.7,-1,7.07,0,0,0,0,0,0,0,0,0,0,150850,0,0,0,11.46,0,0,0,172,0,26.67,5.936,6.05,waste_biomass,0.302,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
NWPP,NWPP_biomass_2,Biomass,2,159,10,0,0,0,1,0,0,0,0,0,0,0,0,0,131.8,0,97,490.044,-1,1.36,0,0,0,0,0,0,0,0,0,0,150850,0,0,0,4.61,0,0,0,172,0,10.74,1.75,1.415,waste_biomass,0.154,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
NWPP,NWPP_conventional_hydroelectric_1,Conventional Hydroelectric,1,160,10,0,0,0,0,0,0,1,0,0,0,0,0,0,32266.1,0,407,32266.146,-1,79.28,0,0,0,0,0,0,0,0,0,0,47048,0,0,0,0,0,0,0,0,0,10.34,0,0,None,0.284,0,1,1,2.013854649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503363519,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
NWPP,NWPP_conventional_steam_coal_1,Conventional Steam Coal,1,161,10,0,1,0,0,0,0,0,0,0,0,0,0,0,147.5,0,2,147.5,-1,73.75,0,0,0,0,0,0,0,0,0,0,76567,0,0,0,1.88,0,0,0,124,16.5,13.46,0.679,0.96,pacific_coal,0.5,0,1,1,0,0,0,0.095,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.57,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
NWPP,NWPP_conventional_steam_coal_2,Conventional Steam Coal,2,162,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1481.5,0,3,1481.499,-1,493.83,0,0,0,0,0,0,0,0,0,0,62217,0,0,0,1.88,0,0,0,124,16.5,10.72,0.821,0.881,pacific_coal,0.5,0,1,1,0,0,0,0.095,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.57,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
NWPP,NWPP_geothermal_1,Geothermal,1,163,10,0,1,0,0,0,0,0,0,0,0,0,0,0,21.6,0,4,30.8,0,5.41,0,0,0,0,0,0,0,0,0,0,209101,0,0,0,0,0,0,0,0,0,10.34,0,0,None,0.049,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,20,20,0,0,0
NWPP,NWPP_hydroelectric_pumped_storage_1,Hydroelectric Pumped Storage,1,164,10,0,0,0,0,1,0,0,0,0,0,0,0,4867,314,0,6,313.998,-1,52.33,0,0,0,0,0,0,0,0,0,0,47048,0,0,0,0,0,0,0,0,0,10.34,0,0,None,0,0,0.866,0.866,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
NWPP,NWPP_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,1,165,10,0,1,0,0,0,0,0,0,0,0,0,0,0,2922,0,5,2922,-1,584.4,0,0,0,0,0,0,0,0,0,0,9787,0,0,0,3.61,0,0,0,92,2,8.43,0.638,2.587,pacific_naturalgas,0.3,0,1,1,0,0,0,0.106666667,0.213333333,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
NWPP,NWPP_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,2,166,10,0,1,0,0,0,0,0,0,0,0,0,0,0,4016.2,0,16,4016.192,-1,251.01,0,0,0,0,0,0,0,0,0,0,16492,0,0,0,4.55,0,0,0,92,2,7.37,1.493,1.213,pacific_naturalgas,0.3,0,1,1,0,0,0,0.106666667,0.213333333,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
NWPP,NWPP_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,1,167,10,0,1,0,0,0,0,0,0,0,0,0,0,0,952.5,0,18,952.506,-1,52.92,0,0,0,0,0,0,0,0,0,0,10903,0,0,0,5.28,0,0,0,119,3.5,12.31,0.461,0.58,pacific_naturalgas,0.3,0,1,1,0,0,0,0.106666667,0.213333333,0,0,0,0,0,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
NWPP,NWPP_natural_gas_fired_combustion_turbine_2,Natural Gas Fired Combustion Turbine,2,168,10,0,1,0,0,0,0,0,0,0,0,0,0,0,324.4,0,4,324.4,-1,81.1,0,0,0,0,0,0,0,0,0,0,11464,0,0,0,5.28,0,0,0,119,3.5,17.3,2.387,1.378,pacific_naturalgas,0.3,0,1,1,0,0,0,0.106666667,0.213333333,0,0,0,0,0,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
NWPP,NWPP_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,1,169,10,0,1,0,0,0,0,0,0,0,0,0,0,0,305,0,29,304.993,-1,10.52,0,0,0,0,0,0,0,0,0,0,21000,0,0,0,4.52,0,0,0,38,0,8.78,0.736,0.392,pacific_naturalgas,0.18,0,1,1,0,0,0,0.106666667,0.213333333,0,0,0,0,0,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
NWPP,NWPP_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,1,170,10,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,-1,3,0,0,0,0,0,0,0,0,0,0,51303,0,0,0,1.06,0,0,0,87,13.7,9.21,0,0,pacific_naturalgas,0.5,0,1,1,0,0,0,0.63,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
NWPP,NWPP_nuclear_1,Nuclear,1,171,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1172,0,1,1172,-1,1172,0,0,0,0,0,0,0,0,0,0,275171,0,0,0,2.84,0,0,0,248,0,10.45,0,0,pacific_uranium,0.5,0,1,1,0,0,0,0.041666667,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
NWPP,NWPP_onshore_wind_turbine_1,Onshore Wind Turbine,1,172,10,1,0,1,0,0,0,0,0,0,0,0,0,0,8720.4,0,104,8720.4,-1,83.85,0,0,0,0,0,0,0,0,0,0,43000,0,0,0,0,0,0,0,0,0,10.34,0,0,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273245453,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.024,20,20,0,0,0
NWPP,NWPP_petroleum_liquids_1,Petroleum Liquids,1,173,10,0,1,0,0,0,0,0,0,0,0,0,0,0,23.8,0,12,23.796,-1,1.98,0,0,0,0,0,0,0,0,0,0,21000,0,0,0,4.99,0,0,0,38,0,9.7,0,1.206,pacific_distillate,0.18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
NWPP,NWPP_small_hydroelectric_1,Small Hydroelectric,1,174,10,0,0,0,1,0,0,0,0,0,0,0,0,0,539.1,0,173,895.275,-1,3.12,0,0,0,0,0,0,0,0,0,0,47048,0,0,0,0,0,0,0,0,0,10.34,0,0,None,0.262,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503363519,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
NWPP,NWPP_solar_photovoltaic_1,Solar Photovoltaic,1,175,10,1,0,1,0,0,0,0,0,0,0,0,0,0,1628.9,0,136,1628.872,-1,11.98,0,0,0,0,0,0,0,0,0,0,22623,0,0,0,0,0,0,0,0,0,10.34,0,0,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216400395,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.017,20,20,0,0,0
NYCW,NYCW_batteries_1,Batteries,1,176,11,0,0,0,0,1,0,0,0,0,0,0,0,119.8,27.2,0,8,27.2,0,3.4,0,0,0,0,0,0,0,0,0,0,6235,0,0,0,0.15,0.15,0,0,0,0,10.34,0,0,None,0,0,0.92,0.92,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,20,20,0,0,0
NYCW,NYCW_biomass_1,Biomass,1,177,11,0,0,0,1,0,0,0,0,0,0,0,0,0,10.6,0,2,25.4,-1,5.3,0,0,0,0,0,0,0,0,0,0,150850,0,0,0,11.27,0,0,0,172,0,26.22,4.458,6.304,waste_biomass,0.079,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
NYCW,NYCW_biomass_2,Biomass,2,178,11,0,0,0,1,0,0,0,0,0,0,0,0,0,41.5,0,3,99.3,0,13.82,0,0,0,0,0,0,0,0,0,0,150850,0,0,0,7.54,0,0,0,172,0,17.56,4.451,5.029,waste_biomass,0.322,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
NYCW,NYCW_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,1,179,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1428.5,0,12,1428.504,-1,119.04,0,0,0,0,0,0,0,0,0,0,16492,0,0,0,4.55,0,0,0,92,2,7.98,1.959,1.28,middle_atlantic_naturalgas,0.3,0,1,1,0,0,0,0.106666667,0.213333333,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
NYCW,NYCW_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,2,180,11,0,1,0,0,0,0,0,0,0,0,0,0,0,2816.5,0,4,2816.5,-1,704.12,0,0,0,0,0,0,0,0,0,0,9787,0,0,0,3.61,0,0,0,92,2,8.32,0.701,1.059,middle_atlantic_naturalgas,0.3,0,1,1,0,0,0,0.106666667,0.213333333,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.64,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
NYCW,NYCW_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,1,181,11,0,1,0,0,0,0,0,0,0,0,0,0,0,742.2,0,29,742.197,-1,25.59,0,0,0,0,0,0,0,0,0,0,9896,0,0,0,5.28,0,0,0,119,3.5,17.34,0.782,1.364,middle_atlantic_naturalgas,0.3,0,1,1,0,0,0,0.106666667,0.213333333,0,0,0,0,0,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
NYCW,NYCW_natural_gas_fired_combustion_turbine_2,Natural Gas Fired Combustion Turbine,2,182,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1130.2,0,33,1130.184,-1,34.25,0,0,0,0,0,0,0,0,0,0,13945,0,0,0,5.28,0,0,0,119,3.5,11.19,1.274,1.601,middle_atlantic_naturalgas,0.3,0,1,1,0,0,0,0.106666667,0.213333333,0,0,0,0,0,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
NYCW,NYCW_natural_gas_fired_combustion_turbine_3,Natural Gas Fired Combustion Turbine,3,183,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1399.5,0,28,1399.496,-1,49.98,0,0,0,0,0,0,0,0,0,0,9701,0,0,0,5.28,0,0,0,119,3.5,9.59,0.404,0.584,middle_atlantic_naturalgas,0.3,0,1,1,0,0,0,0.106666667,0.213333333,0,0,0,0,0,0,0,0,0,0,0,0,3.78,3.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,20,20,0,0,0
