Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
AnnualSum,16913.428,39595.875,37382.938,39216.816,18256.967,55452.836,50576.883,98642.32,47116.473,14933.031,25297.184,68505.97,3130.0046,14952.927,33669.973,46089.723,9562.533,94123.84,713419.75
t1,1.9426466183039997,4.354270095940526,4.467487076639999,4.176533817573695,1.715129271936,6.80319465758472,8.666676024329568,13.97584746599138,6.353808658848,0.91976234832,3.004250874264965,8.248851265625749,0.19680457248000002,1.2764383809083792,2.1679418404799997,5.44668378408,0.5924263756320001,13.405801929415375,87.71455505835436
t2,1.9426466183039997,4.349089693271389,4.467487076639999,4.176533817573695,1.715129271936,6.80319465758472,8.653083264127591,14.298210802775158,6.353808658848,0.91976234832,3.004250874264965,8.206205825297012,0.19680457248000002,1.3603067880800432,2.1679418404799997,5.44668378408,0.5924263756320001,13.410934295708804,88.06450056540338
t3,1.9426466183039997,4.356317291359697,4.467487076639999,4.176533817573695,1.715129271936,6.80319465758472,8.834530945296125,14.230852203583812,6.353808658848,0.9788332098363025,3.004250874264965,8.346799930110564,0.19680457248000002,1.7044304990399997,2.1679418404799997,5.44668378408,0.5924263756320001,13.421326287015361,88.73999791406524
t4,1.9426466183039997,4.384980108151497,4.467487076639999,4.176533817573695,1.715129271936,6.80319465758472,9.147604008631644,14.247710815864947,6.353808658848,1.3084350210071907,3.004250874264965,8.760743755629486,0.19680457248000002,1.7044304990399997,2.424124487064642,5.539144608058479,0.5924263756320001,13.421326287015361,90.19078151372662
t5,1.9426466183039997,4.4472437962427565,4.467487076639999,4.586342097190523,1.715129271936,6.80319465758472,9.1363925568785,14.483390738484525,6.353808658848,1.8134150620319998,3.004250874264965,9.778437138941412,0.38761861688142,1.7044304990399997,2.868294729836165,6.330635325461846,0.5924263756320001,13.421326287015361,93.8364703812142
t6,1.9426466183039997,4.763766976710453,4.467487076639999,5.829728261327485,2.2289565977279997,6.80319465758472,9.1363925568785,14.7213293886323,6.353808658848,1.8134150620319998,3.5390560619397196,10.713160547763062,0.413289602208,1.8883371447359998,3.65524373304,6.5614086276240515,0.5924263756320001,13.421326287015361,98.84497423464364
t7,1.9426466183039997,5.208929838249286,4.467487076639999,5.812137129456,2.2289565977279997,7.539376797436954,9.1363925568785,14.718364952327999,6.353808658848,1.924816931430279,3.9284445971792255,10.68363337540239,0.413289602208,1.8883371447359998,4.5526778650079995,6.159607580177289,0.9666544887913068,13.421326287015361,101.34688809781659
t8,1.9426466183039997,5.298590332259998,4.467487076639999,5.88888195050208,2.2289565977279997,7.517745637497176,9.1363925568785,14.718364952327999,6.353808658848,2.373840899273999,3.9170229371324172,10.68363337540239,0.413289602208,1.8883371447359998,4.696653382591571,6.553494105508564,1.2142995338895572,13.421326287015361,102.7147716487436
t9,1.9426466183039997,5.295127514759998,4.467487076639999,5.88888195050208,2.2289565977279997,7.105892457318008,8.650671412741614,14.718364952327999,6.353808658848,2.357893364273999,3.4099273466504996,9.154958234592392,0.413289602208,1.8883371447359998,4.691468737599077,5.9385994824926955,1.2064315858560004,13.421326287015361,99.13406902459371
t10,1.9426466183039997,4.672188670559999,4.467487076639999,5.812137129456,2.2289565977279997,6.708368198765551,4.539556216593895,13.953264739487999,6.353808658848,2.1210086793839995,3.0676640236499635,8.963907721138842,0.413289602208,1.8883371447359998,4.614362697270701,4.27855268165425,0.8653175801760001,11.171328895624457,88.06218293222565
t11,1.9426466183039997,4.672188670559999,4.467487076639999,5.812137129456,2.2289565977279997,6.604155703520695,4.149517676472222,9.40185383295554,5.824086209794052,2.0029228099439997,3.0676640236499635,5.272223315410841,0.413289602208,1.8113022567359998,3.3084445000677714,3.0855746432126954,0.8653175801760001,10.893994176583925,75.82376242341971
t12,1.9426466183039997,4.672188670559999,4.467487076639999,5.812137129456,2.2289565977279997,6.386632776369912,4.149517676472222,9.072257760588974,6.353808658848,2.1210086793839995,3.0676640236499635,5.620989140050847,0.413289602208,1.8113022567359998,2.7289879802649875,3.0855746432126954,0.8653175801760001,10.32674443094122,75.12651130159081
t13,1.9426466183039997,4.672188670559999,4.467487076639999,5.812137129456,2.2289565977279997,6.634740337854804,4.149517676472222,9.058569051501339,5.9485426838882045,2.0029228099439997,3.0676640236499635,5.272223315410841,0.413289602208,1.8113022567359998,3.6296828740256477,3.0855746432126954,0.8653175801760001,10.169110652944788,75.2318736007125
