Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
t1,27.677139999999998,27.82532,27.677139999999998,19.752499999999998,19.752499999999998,30.3975,31.33919,27.677139999999998,27.677139999999998,19.752499999999998,31.33919,33.609460000000006,19.752499999999998,19.752499999999998,19.752499999999998,27.677139999999998,27.677139999999998,30.3975
t2,27.677139999999998,27.82532,27.677139999999998,19.752499999999998,19.752499999999998,30.3975,31.33919,27.677139999999998,27.677139999999998,19.752499999999998,31.33919,33.609460000000006,19.752499999999998,19.752499999999998,19.752499999999998,27.677139999999998,27.677139999999998,30.3975
t3,31.33919,27.82532,27.677139999999998,19.881999999999998,19.881999999999998,33.609460000000006,31.33919,27.677139999999998,27.677139999999998,19.881999999999998,31.33919,33.609460000000006,19.881999999999998,19.881999999999998,19.881999999999998,31.33919,27.677139999999998,33.609460000000006
t4,31.6456,27.82532,27.677139999999998,19.881999999999998,19.881999999999998,33.609460000000006,31.6456,27.677139999999998,27.677139999999998,19.881999999999998,31.6456,33.609460000000006,19.881999999999998,19.881999999999998,21.717100000000002,31.6456,27.677139999999998,33.609460000000006
t5,31.6456,27.82532,27.677139999999998,20.150879999999997,20.268250000000002,33.609460000000006,33.609460000000006,27.677139999999998,27.677139999999998,20.150879999999997,33.609460000000006,33.609460000000006,20.268250000000002,20.268250000000002,21.717100000000002,31.6456,27.677139999999998,33.609460000000006
t6,34.457699999999996,27.82532,27.82532,21.89256,21.89256,34.457699999999996,34.457699999999996,27.82532,27.82532,21.89256,34.457699999999996,34.457699999999996,21.89256,21.89256,21.89256,34.457699999999996,27.82532,34.457699999999996
t7,31.6456,29.28488,29.28488,23.158,23.158,69.25778,69.25778,29.28488,29.28488,23.158,49.114615555555545,69.25778,23.158,23.158,23.158,31.6456,29.28488,69.25778
t8,61.47397555555556,61.47397555555556,61.47397555555556,51.45296999999997,51.45296999999997,61.47397555555556,61.47397555555556,61.47397555555556,61.47397555555556,51.45296999999997,61.47397555555556,61.47397555555556,51.45296999999997,51.45296999999997,51.45296999999997,61.47397555555556,61.47397555555556,61.47397555555556
t9,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919
t10,24.42726,24.42726,24.42726,24.42726,24.42726,24.5824,24.42726,24.42726,24.42726,24.42726,24.42726,24.42726,24.42726,22.597649999999998,22.597649999999998,22.597649999999998,24.42726,24.42726
t11,22.548,22.548,22.548,22.548,22.548,24.5824,22.548,23.336000000000002,22.548,22.548,22.548,22.548,22.548,21.717100000000002,21.717100000000002,21.717100000000002,22.548,24.235300000000002
t12,23.21098,23.21098,23.21098,23.21098,23.21098,24.5824,23.21098,23.336000000000002,23.21098,23.21098,23.21098,23.21098,23.21098,21.717100000000002,21.717100000000002,21.717100000000002,23.21098,24.235300000000002
t13,22.548,22.548,22.548,22.548,22.548,24.5824,22.548,23.336000000000002,22.548,22.548,22.548,22.548,22.548,21.717100000000002,21.717100000000002,21.717100000000002,22.548,24.235300000000002
t14,22.548,22.548,22.548,22.548,22.548,24.5824,22.548,23.336000000000002,22.548,22.548,22.548,22.548,22.548,22.548,22.548,22.548,22.548,24.235300000000002
t15,22.548,22.548,22.548,22.548,22.548,24.5824,21.979840000000006,23.336000000000002,22.548,22.548,21.979840000000006,22.548,22.548,22.548,21.979840000000006,21.979840000000006,22.548,24.235300000000002
t16,23.21098,27.82532,23.21098,27.82532,23.21098,24.5824,22.597649999999998,23.336000000000002,23.21098,23.21098,22.597649999999998,23.21098,27.82532,23.21098,22.597649999999998,22.597649999999998,23.336000000000002,24.235300000000002
t17,25.1557,35.28412,25.1557,35.28412,25.1557,25.1557,25.1557,25.1557,25.1557,25.1557,25.1557,25.1557,35.28412,25.1557,25.1557,25.1557,25.1557,25.1557
t18,34.457699999999996,123.89544913043476,34.457699999999996,123.89544913043476,34.457699999999996,34.457699999999996,34.457699999999996,34.457699999999996,34.457699999999996,34.457699999999996,34.457699999999996,34.457699999999996,123.89544913043476,34.457699999999996,34.457699999999996,34.457699999999996,34.457699999999996,34.457699999999996
t19,82.48453,82.48453,82.48453,82.48453,82.48453,82.48453,82.48453,82.48453,82.48453,82.48453,82.48453,82.48453,82.48453,82.48453,82.48453,82.48453,82.48453,82.48453
t20,37.967200000000005,37.967200000000005,37.967200000000005,37.967200000000005,37.967200000000005,37.967200000000005,37.967200000000005,37.967200000000005,37.967200000000005,37.967200000000005,37.967200000000005,37.967200000000005,37.967200000000005,37.967200000000005,37.967200000000005,37.967200000000005,37.967200000000005,37.967200000000005
t21,33.609460000000006,33.609460000000006,33.609460000000006,33.609460000000006,33.609460000000006,33.609460000000006,33.609460000000006,33.609460000000006,33.609460000000006,33.609460000000006,33.609460000000006,33.609460000000006,33.609460000000006,33.609460000000006,33.609460000000006,33.609460000000006,33.609460000000006,33.609460000000006
t22,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919,31.33919
t23,27.82532,27.82532,27.82532,21.89256,27.82532,26.148737499999964,27.82532,27.82532,27.82532,21.89256,27.82532,27.82532,27.82532,27.82532,27.82532,27.82532,27.82532,27.82532
t24,25.1557,25.1557,25.1557,19.45144,25.1557,24.5824,25.1557,25.1557,25.1557,19.45144,25.1557,25.1557,25.1557,25.1557,25.1557,25.1557,25.1557,25.1557
t25,25.9201,25.9201,25.9201,19.45144,25.9201,24.5824,25.9201,25.9201,25.9201,19.45144,25.9201,25.9201,25.9201,25.9201,25.9201,25.9201,25.9201,25.9201
t26,27.677139999999998,27.677139999999998,27.677139999999998,19.45144,27.677139999999998,24.5824,27.677139999999998,27.677139999999998,27.677139999999998,19.45144,27.677139999999998,27.677139999999998,27.677139999999998,27.677139999999998,27.677139999999998,27.677139999999998,27.677139999999998,27.677139999999998
t27,28.0964,27.677139999999998,27.677139999999998,19.881999999999998,27.677139999999998,24.5824,28.0964,27.677139999999998,27.677139999999998,19.881999999999998,28.0964,28.0964,27.677139999999998,27.677139999999998,27.677139999999998,28.0964,27.677139999999998,28.0964
t28,31.33919,27.82532,27.82532,20.150879999999997,27.82532,24.5824,31.33919,27.82532,27.82532,20.150879999999997,31.33919,31.33919,27.82532,27.82532,27.82532,31.33919,27.82532,30.3975
t29,31.6456,31.6456,31.6456,20.1306,31.6456,33.609460000000006,31.6456,31.6456,31.6456,20.1306,31.6456,33.609460000000006,31.6456,31.6456,31.6456,31.6456,31.6456,33.609460000000006
t30,37.967200000000005,37.967200000000005,37.967200000000005,20.1306,37.967200000000005,37.967200000000005,37.967200000000005,37.967200000000005,37.967200000000005,20.1306,37.967200000000005,37.967200000000005,37.967200000000005,37.967200000000005,37.967200000000005,37.967200000000005,37.967200000000005,37.967200000000005
t31,45.77168,45.77168,45.77168,21.89256,45.77168,38.42592,45.77168,45.77168,45.77168,21.89256,45.77168,45.77168,45.77168,45.77168,45.77168,45.77168,45.77168,45.77168
t32,76.81464956521738,76.81464956521738,76.81464956521738,29.595519999999993,76.81464956521738,85.5242231087486,85.5242231087486,85.5242231087486,76.81464956521738,29.595519999999993,76.81464956521738,85.5242231087486,76.81464956521738,76.81464956521738,76.81464956521738,76.81464956521738,76.81464956521738,85.5242231087486
