Time_Index,Solar_z01_01,Solar_z02_01,Solar_z03_01,Solar_z04_01,Solar_z05_01,Solar_z06_01,Solar_z07_01,Solar_z08_01,Solar_z09_01,Solar_z10_01,Solar_z11_01,Solar_z12_01,Solar_z13_01,Solar_z14_01,Solar_z15_01,Solar_z16_01,Solar_z17_01,Solar_z18_01,Wind_z01_02,Wind_z01_03,Wind_z02_01,Wind_z02_02,Wind_z03_01,Wind_z04_01,Wind_z04_02,Wind_z04_03,Wind_z04_04,Wind_z05_01,Wind_z05_02,Wind_z06_01,Wind_z06_02,Wind_z07_01,Wind_z08_01,Wind_z08_02,Wind_z09_01,Wind_z09_02,Wind_z10_01,Wind_z10_02,Wind_z11_01,Wind_z12_01,Wind_z13_01,Wind_z13_02,Wind_z14_01,Wind_z14_02,Wind_z15_01,Wind_z15_02,Wind_z16_01,Wind_z16_02,Wind_z16_03,Wind_z16_04,Wind_z17_01,Wind_z17_02,Wind_z18_01,Wind_z18_02,Hyd_z02_01,Hyd_z03_01,Hyd_z04_01,Hyd_z06_01,Hyd_z07_01,Hyd_z08_01,Hyd_z11_01,Hyd_z12_01,Hyd_z13_01,Hyd_z14_01,Hyd_z15_01,Hyd_z16_01,Hyd_z18_01,coal-new_1_z11,CoalOldUns_1_z11,gas-CC_1_z11,gas-CT_1_z11,nuclear_1_z11,o-g-s_1_z11,coal-new_1_z10,CoalOldScr_1_z10,CoalOldScr_2_z10,gas-CC_1_z10,gas-CT_1_z10,o-g-s_1_z10,coal-new_1_z09,CoalOldScr_1_z09,gas-CC_1_z09,gas-CC_2_z09,gas-CT_1_z09,nuclear_1_z09,o-g-s_1_z09,coal-IGCC_1_z08,coal-new_1_z08,CoalOldScr_1_z08,gas-CC_1_z08,gas-CC_2_z08,gas-CC_3_z08,gas-CT_1_z08,o-g-s_1_z08,coal-new_1_z07,CoalOldScr_1_z07,gas-CC_1_z07,gas-CC_2_z07,gas-CC_4_z07,gas-CT_1_z07,nuclear_1_z07,o-g-s_1_z07,o-g-s_2_z07,biopower_1_z06,coal-new_1_z06,CoalOldScr_1_z06,gas-CC_1_z06,gas-CC_2_z18,gas-CT_1_z06,nuclear_1_z06,o-g-s_1_z06,coal-new_1_z05,CoalOldScr_1_z05,gas-CC_1_z05,gas-CT_1_z05,o-g-s_1_z05,biopower_1_z04,coal-new_1_z04,CoalOldScr_1_z04,CoalOldScr_2_z04,gas-CC_1_z04,gas-CT_1_z04,gas-CT_2_z04,nuclear_1_z04,o-g-s_1_z04,coal-new_1_z03,CoalOldUns_1_z03,CoalOldUns_2_z03,gas-CT_1_z03,nuclear_1_z03,o-g-s_1_z03,coal-new_1_z02,CoalOldScr_1_z02,gas-CC_1_z02,gas-CC_2_z02,gas-CC_3_z02,gas-CT_1_z02,nuclear_1_z02,o-g-s_2_z02,CoalOldUns_1_z17,gas-CC_1_z17,gas-CC_2_z17,gas-CT_1_z17,nuclear_1_z17,o-g-s_1_z17,coal-new_1_z18,CoalOldScr_1_z18,CoalOldScr_2_z18,gas-CC_1_z18,gas-CT_1_z18,nuclear_1_z18,o-g-s_1_z18,coal-new_1_z12,CoalOldUns_1_z12,gas-CC_1_z12,gas-CT_1_z12,nuclear_1_z12,o-g-s_1_z12,o-g-s_2_z12,CoalOldUns_1_z01,gas-CC_1_z01,gas-CT_1_z01,coal-new_1_z15,CoalOldScr_1_z15,gas-CC_1_z15,gas-CT_1_z15,nuclear_1_z15,o-g-s_1_z15,coal-new_1_z14,CoalOldUns_1_z14,CoalOldUns_2_z14,gas-CC_1_z14,gas-CT_1_z14,nuclear_1_z14,o-g-s_1_z14,coal-new_1_z13,gas-CC_1_z13,gas-CT_1_z13,o-g-s_1_z13,CoalOldScr_1_z16,gas-CC_1_z16,gas-CC_2_z16,gas-CC_3_z16,gas-CC_4_z16,gas-CT_1_z16,o-g-s_1_z16,pumped-hydro_z06,pumped-hydro_z03,pumped-hydro_z16,pumped-hydro_z18,pumped-hydro_z15,pumped-hydro_z12,battery_z01,battery_z02,battery_z03,battery_z04,battery_z05,battery_z06,battery_z07,battery_z08,battery_z09,battery_z10,battery_z11,battery_z12,battery_z13,battery_z14,battery_z15,battery_z16,battery_z17,battery_z18,gas-CC_0_z01,gas-CC_0_z02,gas-CC_0_z03,gas-CC_0_z04,gas-CC_0_z05,gas-CC_0_z06,gas-CC_0_z07,gas-CC_0_z08,gas-CC_0_z09,gas-CC_0_z10,gas-CC_0_z11,gas-CC_0_z12,gas-CC_0_z13,gas-CC_0_z14,gas-CC_0_z15,gas-CC_0_z16,gas-CC_0_z17,gas-CC_0_z18,gas-CT_0_z01,gas-CT_0_z02,gas-CT_0_z03,gas-CT_0_z04,gas-CT_0_z05,gas-CT_0_z06,gas-CT_0_z07,gas-CT_0_z08,gas-CT_0_z09,gas-CT_0_z10,gas-CT_0_z11,gas-CT_0_z12,gas-CT_0_z13,gas-CT_0_z14,gas-CT_0_z15,gas-CT_0_z16,gas-CT_0_z17,gas-CT_0_z18
1070,0.689743343,0.893242619,0.649454976,0.699080436,0.867616186,0.640647073,0.855406813,0.51423803,0.576629939,0.867616186,0.853084038,0.661954631,0.767331223,0.611793542,0.60434832,0.765477381,0.722626484,0.658517304,0.213466092,0.193614886,0.151817775,0.068931171,0.213466092,0.186249527,0.044826021,0.241979669,0.27752521,0.149022166,0.281346002,0.114557774,0.47976445,0.149022166,0.042887406,0.037445544,0.153812913,0.104361343,0.14185905,0.031743204,0.07695192,0.042887406,0.280075537,0.205374391,0.025073508,0.089880899,0.039812985,0.115511533,0.012849982,0.032780449,0.001755931,0.001278558,0.001798915,0.167550311,0.023303365,0.100623094,0.576167607,0.223758621,0.524536553,0.390691739,0.371108434,0.560338028,0.385619197,0.362615335,0.425974906,0.645133594,0.248668954,0.253403685,0.246949383,0.84,0.84,0.9,0.92,0.963,0.7807,0.84,0.84,0.84,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.92,0.985363668,0.7807,0.8,0.84,0.84,0.9,0.9,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.953935058,0.7807,0.7807,0.834,0.84,0.84,0.9,0.9,0.92,0.93264275,0.7807,0.84,0.84,0.9,0.92,0.7807,0.834,0.84,0.84,0.84,0.9,0.92,0.92,0.975,0.7807,0.84,0.84,0.84,0.92,0.891,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.971,0.7807,0.84,0.9,0.9,0.92,0.983,0.7807,0.84,0.84,0.84,0.9,0.92,0.962,0.7807,0.84,0.84,0.9,0.92,0.887377578,0.7807,0.7807,0.84,0.9,0.92,0.84,0.84,0.9,0.92,1.0,0.7807,0.84,0.84,0.84,0.9,0.92,0.992,0.7807,0.84,0.9,0.92,0.7807,0.84,0.9,0.9,0.9,0.9,0.92,0.7807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
1071,0.616074186,0.790864501,0.770929946,0.756767804,0.881233259,0.687958456,0.856673452,0.727625986,0.59580236,0.881233259,0.848949268,0.643825107,0.818762839,0.699494784,0.772522579,0.75854365,0.730514927,0.689693591,0.172017108,0.134880688,0.124399526,0.0646524,0.172017108,0.171411607,0.033369683,0.25255375,0.293467382,0.110289248,0.302339425,0.125278943,0.458409986,0.110289248,0.151207386,0.031222884,0.145110537,0.154628126,0.099670213,0.077397881,0.100393997,0.151207386,0.282714231,0.193922767,0.031063853,0.107298417,0.029192456,0.090646659,0.000259495,0.02507012,0.001607851,0.001170735,0.003984895,0.170016601,0.019627288,0.102253325,0.576167607,0.223758621,0.524536553,0.390691739,0.371108434,0.560338028,0.385619197,0.362615335,0.425974906,0.645133594,0.248668954,0.253403685,0.246949383,0.84,0.84,0.9,0.92,0.963,0.7807,0.84,0.84,0.84,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.92,0.985363668,0.7807,0.8,0.84,0.84,0.9,0.9,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.953935058,0.7807,0.7807,0.834,0.84,0.84,0.9,0.9,0.92,0.93264275,0.7807,0.84,0.84,0.9,0.92,0.7807,0.834,0.84,0.84,0.84,0.9,0.92,0.92,0.975,0.7807,0.84,0.84,0.84,0.92,0.891,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.971,0.7807,0.84,0.9,0.9,0.92,0.983,0.7807,0.84,0.84,0.84,0.9,0.92,0.962,0.7807,0.84,0.84,0.9,0.92,0.887377578,0.7807,0.7807,0.84,0.9,0.92,0.84,0.84,0.9,0.92,1.0,0.7807,0.84,0.84,0.84,0.9,0.92,0.992,0.7807,0.84,0.9,0.92,0.7807,0.84,0.9,0.9,0.9,0.9,0.92,0.7807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
1072,0.754903732,0.900398548,0.806676098,0.723033588,0.885248284,0.557966742,0.792910997,0.845517095,0.552368015,0.885248284,0.830727831,0.646983759,0.804045792,0.505693919,0.599256833,0.87907252,0.804415849,0.68437874,0.160398107,0.142642704,0.117350818,0.071007705,0.160398107,0.134730635,0.033189485,0.235042949,0.292909486,0.155502865,0.352476412,0.132023085,0.358577779,0.155502865,0.214550123,0.045933435,0.14410899,0.268111354,0.062145497,0.095127364,0.112377799,0.214550123,0.290048214,0.210986838,0.043866657,0.131239908,0.039854558,0.124058212,0.059157306,0.039407789,0.013474937,0.009811595,0.001832601,0.200235012,0.018234369,0.085005624,0.576167607,0.223758621,0.524536553,0.390691739,0.371108434,0.560338028,0.385619197,0.362615335,0.425974906,0.645133594,0.248668954,0.253403685,0.246949383,0.84,0.84,0.9,0.92,0.963,0.7807,0.84,0.84,0.84,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.92,0.985363668,0.7807,0.8,0.84,0.84,0.9,0.9,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.953935058,0.7807,0.7807,0.834,0.84,0.84,0.9,0.9,0.92,0.93264275,0.7807,0.84,0.84,0.9,0.92,0.7807,0.834,0.84,0.84,0.84,0.9,0.92,0.92,0.975,0.7807,0.84,0.84,0.84,0.92,0.891,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.971,0.7807,0.84,0.9,0.9,0.92,0.983,0.7807,0.84,0.84,0.84,0.9,0.92,0.962,0.7807,0.84,0.84,0.9,0.92,0.887377578,0.7807,0.7807,0.84,0.9,0.92,0.84,0.84,0.9,0.92,1.0,0.7807,0.84,0.84,0.84,0.9,0.92,0.992,0.7807,0.84,0.9,0.92,0.7807,0.84,0.9,0.9,0.9,0.9,0.92,0.7807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
1073,0.65200239,0.853765368,0.402875093,0.79421767,0.856146801,0.639139085,0.769364306,0.824231405,0.717877044,0.856146801,0.719908328,0.564923764,0.621889032,0.555873515,0.598356119,0.698643087,0.623988749,0.491141713,0.287806012,0.1972994,0.104575512,0.061448874,0.287806012,0.16651969,0.035467799,0.301844024,0.292156235,0.15028211,0.323508107,0.117784865,0.258406813,0.15028211,0.199058327,0.050844572,0.145666785,0.288839468,0.057741345,0.134696292,0.234071952,0.199058327,0.333534319,0.22372139,0.07052714,0.18038498,0.058838397,0.223581668,0.102794403,0.048090715,0.033301001,0.024247678,0.030583712,0.217616557,0.052811766,0.085999554,0.576167607,0.223758621,0.524536553,0.390691739,0.371108434,0.560338028,0.385619197,0.362615335,0.425974906,0.645133594,0.248668954,0.253403685,0.246949383,0.84,0.84,0.9,0.92,0.963,0.7807,0.84,0.84,0.84,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.92,0.985363668,0.7807,0.8,0.84,0.84,0.9,0.9,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.953935058,0.7807,0.7807,0.834,0.84,0.84,0.9,0.9,0.92,0.93264275,0.7807,0.84,0.84,0.9,0.92,0.7807,0.834,0.84,0.84,0.84,0.9,0.92,0.92,0.975,0.7807,0.84,0.84,0.84,0.92,0.891,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.971,0.7807,0.84,0.9,0.9,0.92,0.983,0.7807,0.84,0.84,0.84,0.9,0.92,0.962,0.7807,0.84,0.84,0.9,0.92,0.887377578,0.7807,0.7807,0.84,0.9,0.92,0.84,0.84,0.9,0.92,1.0,0.7807,0.84,0.84,0.84,0.9,0.92,0.992,0.7807,0.84,0.9,0.92,0.7807,0.84,0.9,0.9,0.9,0.9,0.92,0.7807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
1074,0.481275071,0.723274211,0.638534859,0.69409156,0.743791813,0.342738418,0.61308022,0.742441449,0.480732546,0.743791813,0.35576542,0.387049106,0.536622825,0.368583994,0.502682297,0.69470354,0.534094656,0.357189035,0.317390482,0.150614174,0.107330996,0.042535599,0.317390482,0.210806469,0.026274164,0.338659202,0.288368919,0.124412766,0.290126993,0.067517302,0.207829648,0.124412766,0.162371773,0.028684896,0.229781378,0.259701107,0.062458857,0.172369353,0.295942718,0.162371773,0.361617817,0.260869157,0.100798378,0.254826046,0.043700769,0.258987426,0.107526132,0.038335079,0.033096876,0.024099047,0.02238647,0.104608432,0.152453641,0.102444786,0.576167607,0.223758621,0.524536553,0.390691739,0.371108434,0.560338028,0.385619197,0.362615335,0.425974906,0.645133594,0.248668954,0.253403685,0.246949383,0.84,0.84,0.9,0.92,0.963,0.7807,0.84,0.84,0.84,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.92,0.985363668,0.7807,0.8,0.84,0.84,0.9,0.9,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.953935058,0.7807,0.7807,0.834,0.84,0.84,0.9,0.9,0.92,0.93264275,0.7807,0.84,0.84,0.9,0.92,0.7807,0.834,0.84,0.84,0.84,0.9,0.92,0.92,0.975,0.7807,0.84,0.84,0.84,0.92,0.891,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.971,0.7807,0.84,0.9,0.9,0.92,0.983,0.7807,0.84,0.84,0.84,0.9,0.92,0.962,0.7807,0.84,0.84,0.9,0.92,0.887377578,0.7807,0.7807,0.84,0.9,0.92,0.84,0.84,0.9,0.92,1.0,0.7807,0.84,0.84,0.84,0.9,0.92,0.992,0.7807,0.84,0.9,0.92,0.7807,0.84,0.9,0.9,0.9,0.9,0.92,0.7807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
1075,0.225527802,0.34673958,0.276638765,0.298709853,0.416468883,0.290444335,0.244442391,0.546504336,0.082839398,0.416468883,0.12821451,0.11816333,0.360748912,0.303920582,0.331888694,0.392390003,0.192262234,0.27560335,0.347007152,0.143017181,0.121554936,0.069630483,0.347007152,0.217905271,0.024848914,0.387378363,0.285995164,0.116185906,0.270695356,0.036312807,0.14061941,0.116185906,0.153214433,0.040376643,0.210190838,0.298239157,0.09305062,0.150381073,0.363857666,0.153214433,0.33600415,0.272383661,0.145099805,0.275207895,0.084072674,0.251622489,0.1034821,0.065859717,0.05472122,0.039844523,0.059336541,0.096459739,0.186334769,0.153311597,0.576167607,0.223758621,0.524536553,0.390691739,0.371108434,0.560338028,0.385619197,0.362615335,0.425974906,0.645133594,0.248668954,0.253403685,0.246949383,0.84,0.84,0.9,0.92,0.963,0.7807,0.84,0.84,0.84,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.92,0.985363668,0.7807,0.8,0.84,0.84,0.9,0.9,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.953935058,0.7807,0.7807,0.834,0.84,0.84,0.9,0.9,0.92,0.93264275,0.7807,0.84,0.84,0.9,0.92,0.7807,0.834,0.84,0.84,0.84,0.9,0.92,0.92,0.975,0.7807,0.84,0.84,0.84,0.92,0.891,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.971,0.7807,0.84,0.9,0.9,0.92,0.983,0.7807,0.84,0.84,0.84,0.9,0.92,0.962,0.7807,0.84,0.84,0.9,0.92,0.887377578,0.7807,0.7807,0.84,0.9,0.92,0.84,0.84,0.9,0.92,1.0,0.7807,0.84,0.84,0.84,0.9,0.92,0.992,0.7807,0.84,0.9,0.92,0.7807,0.84,0.9,0.9,0.9,0.9,0.92,0.7807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
1076,0.0,0.0,0.0,0.094566487,0.0,0.071185732,0.0,0.207747435,0.0,0.0,0.0,0.0,0.083162193,0.026970916,0.046566358,0.055046987,0.0,0.030718554,0.311315672,0.218908683,0.146904088,0.130320502,0.311315672,0.197142734,0.021255947,0.541047327,0.30273308,0.122908503,0.271935541,0.040189099,0.112961222,0.122908503,0.131909799,0.11825097,0.176977716,0.211263099,0.102051267,0.298590841,0.304577028,0.131909799,0.297151538,0.25605352,0.228552892,0.330724259,0.148774786,0.333368383,0.1560817,0.095167992,0.104818591,0.076322253,0.105371686,0.143685761,0.227064767,0.193468414,0.576167607,0.223758621,0.524536553,0.390691739,0.371108434,0.560338028,0.385619197,0.362615335,0.425974906,0.645133594,0.248668954,0.253403685,0.246949383,0.84,0.84,0.9,0.92,0.963,0.7807,0.84,0.84,0.84,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.92,0.985363668,0.7807,0.8,0.84,0.84,0.9,0.9,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.953935058,0.7807,0.7807,0.834,0.84,0.84,0.9,0.9,0.92,0.93264275,0.7807,0.84,0.84,0.9,0.92,0.7807,0.834,0.84,0.84,0.84,0.9,0.92,0.92,0.975,0.7807,0.84,0.84,0.84,0.92,0.891,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.971,0.7807,0.84,0.9,0.9,0.92,0.983,0.7807,0.84,0.84,0.84,0.9,0.92,0.962,0.7807,0.84,0.84,0.9,0.92,0.887377578,0.7807,0.7807,0.84,0.9,0.92,0.84,0.84,0.9,0.92,1.0,0.7807,0.84,0.84,0.84,0.9,0.92,0.992,0.7807,0.84,0.9,0.92,0.7807,0.84,0.9,0.9,0.9,0.9,0.92,0.7807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
1077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.280840177,0.312504188,0.18183111,0.216515396,0.280840177,0.178179865,0.058191189,0.667053113,0.332518477,0.134554126,0.284889659,0.059571503,0.150488338,0.134554126,0.126729449,0.086830147,0.1703576,0.1520603,0.130922674,0.493729773,0.260487729,0.126729449,0.393642098,0.26482817,0.334213714,0.419285866,0.260408887,0.442505052,0.232618397,0.155070045,0.172554247,0.125643064,0.163759655,0.214653872,0.304807223,0.186420935,0.576167607,0.223758621,0.524536553,0.390691739,0.371108434,0.560338028,0.385619197,0.362615335,0.425974906,0.645133594,0.248668954,0.253403685,0.246949383,0.84,0.84,0.9,0.92,0.963,0.7807,0.84,0.84,0.84,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.92,0.985363668,0.7807,0.8,0.84,0.84,0.9,0.9,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.953935058,0.7807,0.7807,0.834,0.84,0.84,0.9,0.9,0.92,0.93264275,0.7807,0.84,0.84,0.9,0.92,0.7807,0.834,0.84,0.84,0.84,0.9,0.92,0.92,0.975,0.7807,0.84,0.84,0.84,0.92,0.891,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.971,0.7807,0.84,0.9,0.9,0.92,0.983,0.7807,0.84,0.84,0.84,0.9,0.92,0.962,0.7807,0.84,0.84,0.9,0.92,0.887377578,0.7807,0.7807,0.84,0.9,0.92,0.84,0.84,0.9,0.92,1.0,0.7807,0.84,0.84,0.84,0.9,0.92,0.992,0.7807,0.84,0.9,0.92,0.7807,0.84,0.9,0.9,0.9,0.9,0.92,0.7807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
1078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.399539858,0.437682267,0.179523186,0.29635117,0.399539858,0.210194385,0.134019799,0.612852053,0.560594432,0.243352636,0.412003281,0.107965873,0.22768847,0.243352636,0.145242347,0.096283113,0.240530394,0.261872813,0.163362286,0.7574936,0.273896944,0.145242347,0.413442978,0.383218685,0.353982625,0.511941929,0.355970845,0.556639941,0.394922754,0.263681628,0.209028512,0.152201311,0.291067087,0.292491025,0.395746066,0.198190868,0.576167607,0.223758621,0.524536553,0.390691739,0.371108434,0.560338028,0.385619197,0.362615335,0.425974906,0.645133594,0.248668954,0.253403685,0.246949383,0.84,0.84,0.9,0.92,0.963,0.7807,0.84,0.84,0.84,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.92,0.985363668,0.7807,0.8,0.84,0.84,0.9,0.9,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.953935058,0.7807,0.7807,0.834,0.84,0.84,0.9,0.9,0.92,0.93264275,0.7807,0.84,0.84,0.9,0.92,0.7807,0.834,0.84,0.84,0.84,0.9,0.92,0.92,0.975,0.7807,0.84,0.84,0.84,0.92,0.891,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.971,0.7807,0.84,0.9,0.9,0.92,0.983,0.7807,0.84,0.84,0.84,0.9,0.92,0.962,0.7807,0.84,0.84,0.9,0.92,0.887377578,0.7807,0.7807,0.84,0.9,0.92,0.84,0.84,0.9,0.92,1.0,0.7807,0.84,0.84,0.84,0.9,0.92,0.992,0.7807,0.84,0.9,0.92,0.7807,0.84,0.9,0.9,0.9,0.9,0.92,0.7807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
1079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5570339,0.623842533,0.244683974,0.362706237,0.5570339,0.27415429,0.212042343,0.593769236,0.619952226,0.252592075,0.446028171,0.198699506,0.301700566,0.252592075,0.173239492,0.113706011,0.342481409,0.342409955,0.353240894,0.799655271,0.273694749,0.173239492,0.441935019,0.443122433,0.423003381,0.526270932,0.384059764,0.452505514,0.422300623,0.394206216,0.17759946,0.129316668,0.37114738,0.398614689,0.379399218,0.266657939,0.576167607,0.223758621,0.524536553,0.390691739,0.371108434,0.560338028,0.385619197,0.362615335,0.425974906,0.645133594,0.248668954,0.253403685,0.246949383,0.84,0.84,0.9,0.92,0.963,0.7807,0.84,0.84,0.84,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.92,0.985363668,0.7807,0.8,0.84,0.84,0.9,0.9,0.9,0.92,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.953935058,0.7807,0.7807,0.834,0.84,0.84,0.9,0.9,0.92,0.93264275,0.7807,0.84,0.84,0.9,0.92,0.7807,0.834,0.84,0.84,0.84,0.9,0.92,0.92,0.975,0.7807,0.84,0.84,0.84,0.92,0.891,0.7807,0.84,0.84,0.9,0.9,0.9,0.92,0.971,0.7807,0.84,0.9,0.9,0.92,0.983,0.7807,0.84,0.84,0.84,0.9,0.92,0.962,0.7807,0.84,0.84,0.9,0.92,0.887377578,0.7807,0.7807,0.84,0.9,0.92,0.84,0.84,0.9,0.92,1.0,0.7807,0.84,0.84,0.84,0.9,0.92,0.992,0.7807,0.84,0.9,0.92,0.7807,0.84,0.9,0.9,0.9,0.9,0.92,0.7807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
