Time_Index,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery,MA_utilitypv_class1_moderate,CT_utilitypv_class1_moderate,ME_utilitypv_class1_moderate,MA_landbasedwind_class1_moderate,CT_landbasedwind_class1_moderate,ME_landbasedwind_class1_moderate
1128,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1129,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1130,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1131,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1132,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1133,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1134,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1135,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1136,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1137,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1138,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1139,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1140,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1141,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1142,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1143,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1144,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1145,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1146,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1147,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1148,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1149,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1150,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1151,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1152,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1153,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1154,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1155,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1156,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1157,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1158,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1159,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1160,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1161,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1162,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1163,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1164,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1165,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1166,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1167,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1168,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1169,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1170,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1171,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1172,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1173,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1174,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1175,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1176,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1177,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1178,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1179,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1180,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1181,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1182,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1183,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1184,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1185,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1186,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1187,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1188,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1189,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1190,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1191,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1192,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1193,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1194,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1195,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1196,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1197,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1198,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1199,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1200,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1201,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1202,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1203,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1204,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1205,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1206,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1207,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1208,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1209,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1210,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1211,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1212,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1213,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1214,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1215,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1216,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1217,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1218,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1219,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1220,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1221,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1222,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1223,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1224,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1225,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1226,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1227,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1228,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1229,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1230,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1231,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1232,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1233,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1234,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1235,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1236,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1237,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1238,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1239,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1240,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1241,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1242,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1243,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1244,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1245,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1246,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1247,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1248,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1249,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1250,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1251,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1252,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1253,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1254,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1255,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1256,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1257,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1258,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1259,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1260,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1261,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1262,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1263,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1264,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1265,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1266,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1267,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1268,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1269,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1270,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1271,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1272,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1273,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1274,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1275,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1276,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1277,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1278,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1279,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1280,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1281,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1282,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1283,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1284,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1285,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1286,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1287,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1288,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1289,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1290,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1291,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1292,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1293,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1294,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1295,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1296,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1297,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1298,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1299,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1300,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1301,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1302,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1303,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1304,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1305,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1306,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1307,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1308,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1309,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1310,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1311,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1312,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1313,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1314,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1315,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1316,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1317,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1318,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1319,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1320,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1321,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1322,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1323,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1324,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1325,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1326,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1327,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1328,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1329,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1330,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1331,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1332,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1333,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1334,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1335,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1336,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1337,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1338,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1339,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1340,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1341,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1342,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1343,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1344,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1345,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1346,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1347,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1348,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1349,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1350,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1351,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1352,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1353,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1354,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1355,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1356,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1357,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1358,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1359,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1360,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1361,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1362,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1363,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1364,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1365,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1366,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1367,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1368,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1369,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1370,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1371,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1372,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1373,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1374,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1375,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1376,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1377,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1378,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1379,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1380,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1381,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
1382,1,0.621,1,0.155,0.6166,1,0.218,1,1,1,0.734,0.826,0.768,0.714,0.59,0.303
1383,1,0.581,1,0.172,0.6205,1,0.178,1,1,1,0.731,0.831,0.772,0.728,0.549,0.269
1384,1,0.487,1,0.141,0.513,1,0.182,1,1,1,0.674,0.794,0.732,0.754,0.549,0.223
1385,1,0.328,1,0.123,0.3369,1,0.187,1,1,1,0.543,0.698,0.675,0.761,0.589,0.202
1386,1,0.114,1,0.202,0.1068,1,0.173,1,1,1,0.377,0.556,0.515,0.703,0.516,0.232
1387,1,0.034,1,0.22,0,1,0.178,1,1,1,0.106,0.297,0.254,0.673,0.633,0.291
1388,1,0,1,0.237,0,1,0.145,1,1,1,0,0,0,0.717,0.642,0.241
1389,1,0,1,0.24,0,1,0.16,1,1,1,0,0,0,0.768,0.764,0.246
1390,1,0,1,0.25,0,1,0.187,1,1,1,0,0,0,0.797,0.816,0.226
1391,1,0,1,0.235,0,1,0.21,1,1,1,0,0,0,0.846,0.819,0.172
1392,1,0,1,0.239,0,1,0.221,1,1,1,0,0,0,0.842,0.837,0.202
1393,1,0,1,0.411,0,1,0.692,1,1,1,0,0,0,0.966,0.84,0.814
1394,1,0,1,0.41,0,1,0.708,1,1,1,0,0,0,0.972,0.848,0.749
1395,1,0,1,0.365,0,1,0.641,1,1,1,0,0,0,0.967,0.872,0.594
1396,1,0,1,0.35,0,1,0.61,1,1,1,0,0,0,0.969,0.856,0.514
1397,1,0,1,0.343,0,1,0.559,1,1,1,0,0,0,0.953,0.8,0.436
1398,1,0,1,0.335,0,1,0.475,1,1,1,0,0,0,0.953,0.749,0.424
1399,1,0,1,0.341,0,1,0.405,1,1,1,0,0,0,0.95,0.758,0.391
1400,1,0,1,0.283,0,1,0.332,1,1,1,0,0,0,0.917,0.789,0.338
1401,1,0.127,1,0.287,0.171,1,0.337,1,1,1,0,0,0,0.876,0.816,0.387
1402,1,0.351,1,0.147,0.2003,1,0.175,1,1,1,0.151,0.247,0.193,0.594,0.414,0.183
1403,1,0.515,1,0.129,0.4221,1,0.202,1,1,1,0.44,0.524,0.469,0.662,0.514,0.179
1404,1,0.601,1,0.147,0.5774,1,0.351,1,1,1,0.597,0.692,0.626,0.78,0.783,0.202
1405,1,0.622,1,0.129,0.6504,1,0.322,1,1,1,0.697,0.79,0.721,0.785,0.771,0.268
