Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Subperiods,Hours_per_period,Sub_Weights
,,,,,,,5163,2038.7148,6717.567204,4194.928479,9454.167751,3012.379644,10688.10623,16394.52329,10084.90657,5120.101778,2199.084995,4713.279149,16319.7616,1922.099253,3902.19226,7045.40436,17176.91877,11572.15155,23799.85764,,,
,,,,,,,5164,1952.2828,6629.099505,4068.995204,9267.744236,2981.109654,10871.90867,16496.80676,9898.846497,5078.637282,2176.257405,4742.497687,16136.232,1893.696517,3935.112671,7121.128593,16988.39781,11609.93597,24917.9198,,,
,,,,,,,5165,1983.6144,6663.793116,4038.121063,9231.147993,2984.085956,11373.87058,16572.56823,9875.618681,5143.219018,2178.430153,4762.959085,16249.0032,2112.852324,3964.488551,7194.17647,16831.44923,12007.74753,26030.02567,,,
,,,,,,,5166,1977.132,6745.9303,4085.033123,9326.367145,3018.41683,11687.64307,16958.7874,9953.004173,5150.848197,2203.492237,4903.584435,16365.0912,2249.223614,4077.711486,7392.867855,16856.57432,12600.22499,27291.67731,,,
,,,,,,,5167,2191.0512,7010.653007,4250.288244,9823.587143,3186.40755,12417.25884,18017.92365,10311.29954,5407.641761,2326.128131,5224.113274,17602.2576,2436.207672,4298.353325,7773.571026,17817.56261,13533.5297,28660.1743,,,
,,,,,,,5168,2433.0608,7482.088681,4631.592366,10675.9995,3443.250523,13266.11559,19682.71504,11054.68546,5828.985997,2513.627581,5708.664888,19537.0576,2748.950714,4461.757664,8167.432055,19229.48727,14342.10638,30270.69238,,,
,,,,,,,5169,2753.9396,7931.899993,5084.73799,11495.01446,3661.419621,14174.85176,21350.21745,11879.97579,6303.08102,2672.894489,6182.884704,21802.432,2757.188878,4677.570139,8665.846596,20965.27645,14942.54305,31582.99297,,,
,,,,,,,5170,3080.2204,8316.574858,5521.493871,12232.92779,3886.571251,15004.44529,22723.10547,12624.48327,6732.032968,2837.258755,6570.390127,24016.9488,2881.241227,4884.513904,9170.975548,22475.36686,15500.74573,32667.73019,,,
,,,,,,,5171,3364.3656,8635.022248,5902.22952,12866.83249,4081.578079,15649.81177,23838.80168,13239.96654,7061.944441,2979.616838,6896.498139,25873.2512,3082.940438,4954.943214,9667.425854,23771.49276,16046.12418,33656.68116,,,
,,,,,,,5172,3604.2144,8900.117594,6210.151838,13404.21334,4193.99475,16249.30549,24585.64844,13730.87513,7337.209025,3061.682794,7097.513434,27142.48,3148.182197,5063.841994,10189.61522,24852.62712,16596.68829,34293.52096,,,
,,,,,,,5173,3831.0984,9141.338358,6466.857075,13779.3335,4359.500071,16726.7063,25194.70553,14137.17212,7551.84143,3182.504307,7271.273966,27942.9344,3212.079031,5171.07673,10605.73109,25695.84521,17092.01075,34793.47814,,,
,,,,,,,5174,3974.7916,9332.698007,6662.830269,14181.74455,4467.031309,16967.28087,25440.675,14443.76292,7708.119534,3261.003819,7318.735197,28639.4624,3239.192574,5277.678222,10922.90327,26275.09115,17343.66021,35106.75182,,,
,,,,,,,5175,4112.0024,9509.473353,6861.903682,14489.47575,4556.296139,17287.10674,25568.11604,14781.90286,7844.811812,3326.168563,7332.879585,29102.7088,3204.388022,5310.873812,11077.5414,26576.27906,17507.07494,34794.9265,,,
,,,,,,,5176,4134.6908,9620.061305,6943.96154,14703.14367,4616.175826,17434.10694,25517.2341,14938.22766,7909.784051,3369.881685,7316.633297,29466.4512,3176.223853,5310.757417,11126.11429,26626.24019,17530.20074,34235.84846,,,
,,,,,,,5177,4154.138,9662.596838,6972.17352,14826.98149,4631.138873,17396.54408,24922.5063,14995.3373,7866.991876,3380.804948,7135.61165,29182.312,3119.784622,5219.26419,10978.54687,26188.05225,17294.21333,33320.94753,,,
,,,,,,,5178,4053.6608,9556.764527,6853.563485,14665.36395,4543.208332,16889.01713,24386.76592,14791.06537,7668.625835,3316.614256,6993.857645,28371.9072,2958.921677,5107.329392,10576.49059,25407.31516,16717.42456,32685.68402,,,
,,,,,,,5179,3803.008,9291.727212,6613.969227,14264.67882,4393.270578,16188.39128,23442.56754,14393.33407,7387.121465,3207.157314,6710.255003,27117.0512,2795.576639,5006.51091,10126.0646,24487.33835,16015.46094,32108.24778,,,
,,,,,,,5180,3604.2144,9125.05884,6425.664915,13964.47288,4348.551186,16207.35106,22326.97818,14116.39576,7335.847956,3174.511447,6374.996392,26112.0608,2567.236369,4970.353934,9908.592531,23762.19724,15773.93745,30086.82778,,,
,,,,,,,5181,3434.5916,9031.971556,6291.515047,13626.53989,4254.865219,15451.73514,20835.6087,13848.84935,7007.400825,3106.119203,5950.030244,24492.3568,2295.197411,4867.450984,9322.454198,22585.40857,15297.91994,27913.86437,,,
,,,,,,,5182,3085.6224,8614.393204,5871.846876,13154.79452,4035.49552,14086.87516,19312.47977,13100.19198,6505.808274,2945.975838,5517.669097,22571.9296,2105.028519,4588.82831,8621.993198,21162.2311,14358.95608,26101.38474,,,
,,,,,,,5183,2819.844,8083.597793,5391.006685,12286.57436,3759.298474,12951.06678,18208.08145,12260.16263,6044.689464,2744.347607,5204.764153,20766.4848,2024.061911,4337.97912,8078.969273,19802.07316,13385.66334,24682.37655,,,
,,,,,,,5184,2500.0456,7562.374567,4887.491031,11293.66006,3486.132239,12017.69689,17334.75038,11376.22342,5640.763685,2544.931916,4967.631708,19376.7456,1883.033995,4124.751397,7541.983358,19033.39433,12621.7218,23851.88339,,,
,,,,,,,5185,2347.7092,7292.31697,4581.158161,10686.92399,3334.342465,11534.43894,16843.47697,10873.88508,5443.86527,2434.122969,4825.05811,18226.9216,1872.563222,4032.291118,7263.314163,18268.20243,12096.15549,23281.25868,,,
,,,,,,,5186,2238.5888,7036.316394,4337.019622,10155.21602,3192.305219,11090.28557,16500.54848,10438.08975,5253.201876,2330.433523,4738.610006,17575.7232,1846.394533,3972.08688,7065.100839,17704.2899,11699.28857,23280.10554,,,
,,,,,,,5187,2173.7648,6840.75169,4155.42977,9793.582051,3095.689158,10905.95878,16319.04142,10120.08377,5133.107738,2259.902264,4685.920651,16977.5936,1940.777545,3918.987604,6955.892496,17265.42412,11508.05625,23838.50458,,,
,,,,,,,5188,2108.9408,6708.388492,4029.825358,9484.918491,3030.158348,10976.06133,16283.71844,9905.524033,5086.691962,2212.063732,4669.078039,16653.6528,2055.033438,3934.342853,7015.223171,16975.95356,11580.07469,24687.77907,,,
,,,,,,,5189,2090.574,6668.750516,3999.122512,9357.957902,3017.750813,11258.35755,16337.39751,9834.218122,5138.045914,2203.006034,4699.229063,16536.4592,2203.73964,3968.270492,7076.291205,16664.32411,11968.55126,25776.96249,,,
,,,,,,,5190,2133.79,6665.307308,4055.12307,9373.323288,3025.695305,11492.12532,16519.88229,9867.288399,5131.403647,2208.805639,4781.229359,16686.8208,2385.673742,4024.931525,7324.672273,16844.94334,12574.93948,27157.96427,,,
,,,,,,,5191,2327.1816,6939.864354,4250.024476,9882.542657,3205.403667,12376.77759,17538.70879,10264.97486,5381.810204,2339.995598,5086.879764,18016.8576,2573.607016,4193.588767,7758.599764,18307.74926,13505.83832,28525.40295,,,
,,,,,,,5192,2690.196,7498.15914,4631.838389,10835.8899,3490.462583,13610.38854,19281.49014,11050.87243,5802.612561,2548.093135,5604.009884,20103.1248,2730.386405,4370.874191,8249.373945,20292.39544,14327.74487,30316.90588,,,
,,,,,,,5193,3078.0596,8086.78483,5056.207563,11756.37134,3743.323822,14857.34743,21036.83313,11891.42425,6231.079211,2732.685857,6106.676779,21935.104,2904.313967,4562.088707,8754.136736,22238.37956,14984.15381,31753.833,,,
,,,,,,,5194,3374.0892,8639.420553,5461.409604,12588.45937,3992.923185,15911.35617,22745.09805,12661.24551,6674.141033,2914.897357,6605.833758,23782.5616,2884.418419,4752.092789,9345.579694,24190.8677,15698.27768,33005.83901,,,
,,,,,,,5195,3717.6564,9133.621922,5902.840248,13365.0891,4226.250672,16952.6905,24215.03103,13440.21398,7080.276068,3085.230129,7036.517336,25445.384,2996.38844,4893.967961,9861.754616,25823.50319,16292.67028,33796.96686,,,
,,,,,,,5196,3963.9876,9594.746556,6275.516755,14038.13305,4407.685,17850.28438,25309.60515,14097.9575,7442.394202,3217.680071,7340.849605,26879.3472,3038.77053,4968.874951,10453.80466,26976.92091,16767.78941,34386.27808,,,
,,,,,,,5197,4093.6356,9947.102059,6583.582521,14507.76529,4539.781873,18532.65314,25877.69957,14608.35123,7640.972852,3314.112887,7471.85327,27818.0016,2991.582086,5062.394697,10981.8813,27846.1566,17056.27081,34525.19504,,,
,,,,,,,5198,4233.0072,10266.32091,6768.475041,14958.79967,4658.909477,18999.70285,26163.5883,14965.84155,7733.608589,3401.07793,7520.330264,28200.5392,3097.582955,5113.502699,11400.02047,28300.18002,17123.43832,34709.48099,,,
,,,,,,,5199,4318.3588,10483.66951,6823.155712,15271.08985,4736.76736,19337.04116,26090.07955,15142.22098,7806.66364,3457.915421,7473.195774,28605.1888,3077.661336,5256.29363,11693.87888,28589.79882,17214.93888,34480.5283,,,
,,,,,,,5200,4393.9868,10642.83654,6862.487814,15454.93175,4795.388385,19448.01143,25883.121,15279.61319,7847.180451,3500.709701,7412.358534,28695.848,3077.413272,5327.293726,11796.341,28551.61022,17282.22006,33793.56557,,,
,,,,,,,5201,4408.032,10719.90139,6875.61909,15595.48698,4775.866072,19338.58955,25389.08575,15368.7528,7843.489429,3486.458102,7263.194662,28744.4944,2946.476449,5289.016741,11710.84398,28167.77711,17065.41765,32757.92427,,,
,,,,,,,5202,4310.796,10516.20415,6719.040044,15255.37654,4643.602398,18628.10895,24965.34786,15108.19208,7670.840414,3389.903519,7162.209038,27971.68,2772.206418,5156.060673,11314.78434,27243.64295,16397.80407,31964.13139,,,
,,,,,,,5203,4092.5552,10227.82974,6546.272318,14785.93747,4540.243569,17915.37599,24024.67106,14828.66131,7479.168319,3314.449932,6862.034457,26908.0928,2727.859874,4991.249913,10849.10928,26352.53273,15864.15158,31566.02231,,,
,,,,,,,5204,3926.1736,10037.46689,6409.706837,14551.15759,4490.100341,17968.08793,23114.54895,14628.17476,7491.04077,3277.844579,6583.767395,26217.0928,2465.219043,4929.376014,10555.1645,25584.05926,15786.77501,29728.00439,,,
,,,,,,,5205,3723.0584,9825.859747,6259.306183,14110.97756,4363.002504,16924.07039,21511.19014,14253.53955,7157.21715,3185.061139,6118.458532,24550.9536,2266.054598,4672.51923,9803.380226,24070.49593,15445.73847,27532.22408,,,
,,,,,,,5206,3387.054,9313.153288,5892.944503,13534.66766,4127.983098,15315.10826,19979.23771,13528.63463,6648.603974,3013.493239,5677.330226,22554.24,2052.400377,4357.171826,9033.289071,22452.68012,14643.38772,25809.96178,,,
,,,,,,,5207,2951.6528,8662.122552,5402.262388,12607.34792,3853.712352,13968.39443,18799.82662,12625.90796,6185.904309,2813.271237,5342.196698,20657.0304,1975.642104,4058.486508,8416.573295,21173.50594,13897.21933,24488.68473,,,
,,,,,,,5208,2696.6784,7846.740705,4794.481874,11293.14758,3487.462331,12517.45012,17273.79535,11421.8278,5618.314051,2545.902904,4914.202261,19321.4656,1967.77919,3895.226153,7958.101849,20264.2766,13189.56206,23615.62357,,,
,,,,,,,5209,2522.734,7854.113316,4694.86724,11189.75219,3446.722638,12447.3102,17373.89049,11383.49151,5648.386294,2516.16228,4932.469144,18339.6928,1903.389776,3812.919021,7702.457501,19702.27844,12636.35455,23000.90557,,,
,,,,,,,5210,2403.89,7649.302239,4499.517077,10763.25415,3354.006784,12055.83033,17139.24881,11053.03668,5521.738807,2448.478234,4871.995238,17786.8928,1901.689267,3758.564499,7507.682157,19278.53269,12243.70514,22898.81682,,,
,,,,,,,5211,2304.4932,7510.355806,4368.970571,10548.5282,3291.060164,11886.48332,17183.89373,10840.75135,5457.191191,2402.526202,4900.305848,17477.3248,2011.857828,3800.719513,7441.948728,19022.90034,11926.63398,23074.34996,,,
,,,,,,,5212,2288.2872,7625.082919,4401.67549,10651.01197,3350.151587,12205.34387,17473.24672,10993.8965,5586.562909,2445.663879,4973.369832,17715.0288,2156.261212,3947.207207,7685.579603,19273.43196,11883.8591,23564.26072,,,
,,,,,,,5213,2329.3424,7919.75357,4566.442055,11003.71072,3509.804919,12893.23565,18402.98955,11421.24746,5828.143251,2562.213348,5257.506054,18735.4976,2313.760679,4120.233572,8048.619574,19855.31506,11961.84242,24092.50531,,,
,,,,,,,5214,2482.7592,8201.589123,4718.260373,11382.44698,3624.117184,13424.25388,19982.10189,11821.21541,6038.94638,2645.663117,5772.699618,19778.0784,2564.716481,4274.9015,8381.220469,20309.08471,12154.84955,25552.97039,,,
,,,,,,,5215,2615.6484,8391.888425,4859.205421,11666.05824,3747.003823,14370.58929,21648.02711,12163.06337,6316.508124,2735.372316,6274.568555,21071.6304,2626.286056,4469.122826,8856.833684,21570.80796,12500.36153,27085.30624,,,
,,,,,,,5216,2831.7284,8699.064537,5097.365473,12079.16955,3911.545391,15372.37091,23204.08827,12644.15165,6646.562331,2855.490274,6731.366007,22993.1632,2736.886358,4653.396061,9348.057943,23179.96829,13092.06291,28527.2181,,,
,,,,,,,5217,3108.3108,9073.614518,5460.64419,12709.11904,4088.313079,16220.27459,24568.53879,13273.44999,7024.989109,2984.533494,7126.566529,25072.7968,2826.853909,4942.656404,9880.691906,24807.60877,13650.53448,29568.19483,,,
,,,,,,,5218,3436.7524,9468.46478,5930.000898,13380.27159,4297.55465,16957.79078,25853.75792,14026.06199,7423.579895,3137.283165,7490.285689,27163.4864,2974.79815,5188.916197,10365.7384,26258.43709,14251.03699,30556.76112,,,
,,,,,,,5219,3799.7668,9795.072849,6359.617736,13980.87122,4481.158723,17611.64194,26908.15712,14702.84191,7737.966226,3271.317056,7796.551594,28857.2656,3068.416302,5407.313209,10852.63138,27633.03525,15001.3547,31163.1262,,,
,,,,,,,5220,3985.5956,10106.35281,6698.091981,14506.1789,4641.415811,18154.31605,27771.28441,15263.79226,8061.957293,3388.307275,8041.496553,30159.6624,3184.000813,5646.455759,11402.19906,28887.57832,15604.1251,31902.33386,,,
,,,,,,,5221,4196.2736,10341.54698,7021.136263,14910.82511,4803.105623,18466.88133,28484.16303,15768.88127,8299.187874,3506.343407,8245.190459,30713.568,3212.717499,5792.879957,11876.30742,29601.98048,15807.14218,32328.81087,,,
,,,,,,,5222,4275.1428,10381.07919,7175.592213,15054.9454,4887.705244,18325.36398,28627.07281,15969.02762,8402.35214,3568.102475,8286.016687,31174.6032,3293.268399,5878.670284,12238.03772,29898.18103,15938.05928,32773.29627,,,
,,,,,,,5223,4324.8412,10281.53431,7248.703766,15113.0683,4932.127806,18149.93121,28356.68131,16009.83626,8467.701731,3600.53165,8213.604985,31270.7904,3260.890012,5903.796647,12389.8419,29702.32213,16021.10912,32664.12225,,,
,,,,,,,5224,4379.9416,10216.44585,7338.509345,15150.37333,4930.14987,18114.69643,27641.6149,16079.69306,8469.647692,3599.087726,7991.351373,31172.392,3263.83437,5910.453672,12446.07748,29323.97883,16032.8484,32222.86458,,,
,,,,,,,5225,4400.4692,10204.48913,7360.607971,15184.77643,4982.403108,17897.89216,26746.35401,16082.51618,8391.746102,3637.233419,7701.457671,30841.8176,3072.495723,5926.885499,12483.76359,28679.18111,15932.50282,31417.57602,,,
,,,,,,,5226,4339.9668,10038.69339,7215.161267,15105.83421,4914.922626,17432.64645,26146.2112,15807.83136,8190.96673,3587.971595,7546.940587,29872.2064,2863.770568,5773.875292,12259.79951,27729.49115,15652.72691,30816.65998,,,
,,,,,,,5227,4137.932,9809.314984,7002.386284,14750.9024,4776.066632,16853.68005,25099.50886,15436.62712,7952.560832,3486.604514,7216.434378,28758.8672,2830.969425,5397.770241,11759.19048,26699.36512,15253.75593,30321.80921,,,
,,,,,,,5228,3941.2992,9674.24352,6851.891316,14422.8267,4688.68856,16847.26417,24012.69607,15197.7748,7938.583116,3422.817133,6875.735645,28036.9104,2657.426671,5098.124112,11372.00652,25723.49992,15105.60266,28728.35841,,,
,,,,,,,5229,3702.5308,9473.75203,6690.838521,13920.33323,4502.024481,15932.67182,22355.02301,14818.47295,7569.616724,3286.549391,6382.732192,25998.184,2379.644319,4731.738745,10517.85747,24095.79587,14769.30416,26874.39326,,,
,,,,,,,5230,3318.9888,8913.011655,6213.034604,13162.5617,4184.997064,14425.08104,20637.66142,13881.82259,6984.382337,3055.11434,5889.572945,23869.904,2129.835488,4405.751059,9652.288309,22446.0286,14030.11036,25066.01629,,,
,,,,,,,5231,2957.0548,8309.24366,5702.160649,12147.82611,3840.532726,13140.25326,19266.81175,12918.35047,6480.578688,2803.649901,5500.049682,21884.2464,2035.413398,4020.295435,9016.898671,21164.00657,13268.2227,23908.4609,,,
,,,,,,,5232,2690.196,7860.475575,5292.008691,11337.30899,3573.186195,12275.50989,18502.32208,12174.45226,6128.42722,2608.482686,5297.016617,20414.904,1922.665048,3837.836888,8428.11157,20161.29747,12564.92797,23173.47756,,,
,,,,,,,5233,2514.0908,7515.092031,4954.110318,10682.38531,3385.608274,11640.36497,17780.31045,11568.61173,5864.295011,2471.547824,5082.670547,19307.0928,1900.35935,3722.598389,7971.184635,19538.74256,12025.79506,22620.94176,,,
,,,,,,,5234,2310.9756,7319.223498,4738.477295,10250.91659,3245.51167,11311.54031,17424.02161,11208.08464,5684.57664,2369.275077,4980.480788,18543.1232,1903.181283,3664.52413,7685.244333,19134.3819,11529.10543,22393.43655,,,
,,,,,,,5235,2225.624,7225.996744,4566.435776,10029.47451,3169.831334,11134.38239,17355.81591,10962.52835,5600.376184,2314.02723,4965.966875,18218.0768,1965.083307,3674.693484,7541.494439,18955.05682,11319.2784,22567.93194,,,
,,,,,,,5236,2221.3024,7346.400735,4583.447001,10138.29353,3197.039477,11435.81947,17635.72852,11096.00663,5707.799954,2333.889607,5037.634026,18340.7984,2002.928123,3785.450931,7688.726541,19270.05953,11236.05139,22874.10515,,,
,,,,,,,5237,2256.9556,7685.209735,4746.734233,10518.50962,3343.685434,12024.36593,18654.39189,11548.73735,5948.71059,2440.943485,5334.922482,19148.992,2272.437304,3928.082366,7933.969243,19918.48483,11192.60546,23483.15583,,,
,,,,,,,5238,2404.9704,7930.409267,4858.280014,10855.95865,3410.875102,12491.48853,20377.90343,11894.66504,6102.461459,2489.99301,5882.559178,19988.1424,2444.779802,4077.832377,8171.28142,20435.55725,11159.33332,24815.30413,,,
,,,,,,,5239,2540.0204,8090.550662,4907.460527,11044.52451,3533.177288,13361.09385,22049.94846,12121.2902,6361.782448,2579.275548,6385.968341,21174.4512,2485.145787,4241.157467,8748.431755,21112.07425,11412.73641,26146.34312,,,
,,,,,,,5240,2659.9448,8297.365196,5071.237473,11322.27697,3671.216226,14155.01938,23275.51144,12450.82805,6656.511003,2680.046166,6752.029114,22781.9936,2581.427264,4349.322744,9317.9151,21811.876,11966.43623,27517.33337,,,
,,,,,,,5241,2837.1304,8541.375864,5389.619483,11727.28976,3833.007634,14902.26707,24172.57857,12955.1663,6962.268365,2798.156464,7019.607174,24927.9632,2658.729735,4542.386647,10008.62925,22661.61189,12534.89657,28933.49672,,,
,,,,,,,5242,2972.1804,8869.146361,5795.279927,12181.92593,4016.233558,15656.41874,25164.62354,13607.34505,7296.545693,2931.9143,7312.353675,27077.2496,2732.969021,4754.395104,10667.19711,23612.68866,12906.94128,30069.10745,,,
,,,,,,,5243,3028.3612,9184.696442,6180.026881,12613.8953,4191.709009,16266.49698,25937.99341,14217.6172,7640.216434,3060.014167,7520.620062,28918.0736,2805.601798,4887.379356,11347.39251,24706.29843,13706.86265,31015.146,,,
,,,,,,,5244,3091.0244,9459.387288,6578.728323,13074.40842,4345.191891,16721.38011,26426.51288,14822.34201,7940.160689,3172.059108,7635.133327,30202.7808,2951.892836,5078.774258,11916.68283,25763.38286,14532.80407,31749.81354,,,
,,,,,,,5245,3221.7528,9657.443248,6893.782541,13429.91496,4475.749477,17112.52933,26715.23157,15296.71,8176.240845,3267.36822,7690.495955,30967.856,3090.159882,5276.215138,12065.91086,26813.38694,15238.7563,32288.99379,,,
,,,,,,,5246,3337.3556,9785.288008,7102.588035,13677.68012,4563.069517,17480.7698,26661.05624,15598.29244,8341.162411,3331.113237,7645.783358,31436.6304,3158.69101,5522.175183,11868.3347,27734.25971,15842.46194,32468.58664,,,
,,,,,,,5247,3365.446,9902.247691,7254.951914,13872.89178,4613.985442,17668.02789,26376.24293,15813.89101,8446.003062,3368.282671,7540.33354,31603.576,3196.929759,5619.314223,11902.65071,27726.26584,16225.2574,32128.70293,,,
,,,,,,,5248,3402.1796,9894.302415,7305.807246,13957.80582,4653.805663,17688.54585,25737.93941,15831.50362,8451.875919,3397.352065,7341.160517,31760.5712,3127.530358,5628.052111,11850.05755,27263.75336,16243.55422,31553.44327,,,
,,,,,,,5249,3432.4308,9842.563389,7300.25001,14051.64758,4653.035981,17485.4155,24793.62639,15747.94857,8298.908596,3396.790184,7051.868803,31310.592,3010.32765,5548.471906,11604.66466,26732.80503,15778.55164,30799.30286,,,
,,,,,,,5250,3373.0088,9680.561758,7116.146425,13982.8043,4592.76497,16874.14658,24181.07307,15394.50093,8030.634026,3352.791389,6894.461757,30348.72,2806.780678,5396.828472,11155.72856,26063.25811,15140.93731,30304.48697,,,
,,,,,,,5251,3256.3256,9483.536134,6917.158518,13828.62225,4475.139277,16219.71492,23387.16353,15065.00994,7765.674173,3266.922764,6648.363205,29434.3888,2734.045057,5172.554594,10705.95679,25168.94427,14645.98643,29749.44091,,,
,,,,,,,5252,3141.8032,9349.813569,6750.191741,13648.92631,4437.255025,16284.13504,22313.3793,14828.27686,7741.471202,3239.266658,6316.347135,28701.376,2621.606584,5014.630686,10345.05339,24311.65171,14592.22718,28119.10376,,,
,,,,,,,5253,3025.12,9200.791839,6577.694324,13251.26275,4315.29107,15434.81553,20725.00848,14468.81789,7382.263761,3150.231034,5849.482826,26658.2272,2325.861239,4674.0725,9631.324076,22777.99816,14248.94156,26321.82794,,,
,,,,,,,5254,2730.1708,8664.068682,6086.900046,12664.76174,4034.669474,14028.48218,19080.35744,13533.91578,6756.764218,2945.372811,5388.83479,24299.9824,2176.29561,4291.927514,8822.319743,21296.72301,13579.35562,24718.41751,,,
,,,,,,,5255,2471.9552,8110.626436,5519.918393,11752.42839,3722.615434,12847.63774,17931.09239,12536.53374,6245.254305,2717.568404,5068.791131,22340.8592,2009.38355,4025.179183,8183.694961,20168.52961,12767.13603,23635.90874,,,
,,,,,,,5256,2263.438,7992.133584,5277.598002,11382.38167,3606.69391,12572.76625,17921.75856,12235.61376,6135.266115,2632.943851,5068.477331,20889.2064,1979.916573,3753.311925,7746.680001,19359.17403,12140.10157,22861.05017,,,
,,,,,,,5257,2118.6644,7388.149527,4745.913063,10359.13053,3302.446804,11562.30689,16761.56186,11199.73521,5630.878636,2410.83863,4744.242253,19717.2704,1918.627561,3607.456845,7360.386729,18736.06975,11645.09267,22457.80248,,,
,,,,,,,5258,1994.4184,7182.880311,4489.579857,9937.049076,3186.634135,11279.84398,16602.33475,10778.94396,5444.437759,2326.293541,4712.004132,18956.6176,1973.061764,3532.471382,7091.531204,18363.49183,11343.90306,22615.62065,,,
,,,,,,,5259,1909.0668,7092.858645,4325.862993,9713.894012,3119.107635,11250.81485,16814.88387,10552.2752,5367.858162,2276.998124,4782.459731,18670.2672,1993.65283,3481.715176,7060.439501,18178.21962,11177.85434,23516.5568,,,
,,,,,,,5260,1928.514,7133.0022,4286.2249,9677.963326,3097.32219,11673.56137,17455.20522,10567.67821,5447.514192,2261.094403,4982.058763,18878.12,2209.811247,3561.907678,7298.34013,18374.71056,11323.73109,24904.74137,,,
,,,,,,,5261,1981.4536,7430.515081,4444.500523,9989.881641,3245.615415,12605.26542,18294.54561,10972.09866,5738.319495,2369.350813,5236.655744,19633.2448,2296.262575,3765.284076,7745.594151,19125.4502,11730.54759,26008.49969,,,
,,,,,,,5262,2152.1568,7749.536988,4681.958008,10496.93128,3432.388223,13409.81801,19216.68763,11457.13604,5979.468593,2505.69793,5529.101623,20553.104,2504.487826,3927.982462,8109.532144,19707.3434,12414.33277,27554.87011,,,
,,,,,,,5263,2293.6892,7993.395371,4880.543101,11027.6691,3580.501798,14198.98595,20272.65591,11829.57227,6227.256564,2613.823192,5858.637797,21551.4608,2528.947899,4045.710852,8379.120267,20596.81886,13340.15569,28941.5911,,,
,,,,,,,5264,2471.9552,8291.441449,5163.155886,11608.4887,3745.778938,14879.09,21473.31796,12305.25838,6513.192079,2734.47813,6224.234721,22936.7776,2720.384943,4259.755389,8631.642396,21581.59365,14244.35246,30520.5985,,,
,,,,,,,5265,2705.3216,8633.768125,5540.54879,12175.76996,3898.993793,15581.71397,22746.44218,12919.21099,6849.146085,2846.327409,6607.288651,24465.8224,2835.419556,4439.264467,8835.973999,23032.49852,14854.30362,32089.04419,,,
,,,,,,,5266,2893.3112,9025.284343,5956.753146,12768.51587,4106.668956,16410.51526,24008.45437,13620.03877,7213.001431,2997.933576,6958.9015,25686.4048,2922.493584,4639.499512,9031.254925,24608.48594,15480.45382,33448.67029,,,
,,,,,,,5267,3140.7228,9421.014428,6337.405426,13411.25477,4306.563191,17242.30514,25016.14127,14276.80666,7558.295958,3143.859544,7234.180963,26591.8912,3058.053901,4790.71303,9275.454605,25964.98194,15999.44456,34327.13306,,,
,,,,,,,5268,3337.3556,9797.34538,6683.50283,13957.6885,4496.350511,17994.80991,25776.48886,14871.59919,7922.303885,3282.407302,7444.27283,27360.2832,3085.393725,4959.226966,9712.312399,27034.3589,16374.87112,34947.34215,,,
,,,,,,,5269,3501.5764,10147.99413,7049.963028,14430.27629,4650.679464,18530.74431,26380.5113,15476.02293,8219.145702,3395.069889,7611.931222,27612.36,3149.101096,5122.597604,10193.569,27667.87069,16724.68214,35125.22452,,,
,,,,,,,5270,3584.7672,10326.74217,7269.541716,14739.22565,4746.705443,18758.39142,26712.43073,15820.79843,8374.290874,3465.17038,7717.15075,27688.6464,3177.323349,5222.177668,10606.48769,28002.08331,16763.72554,35315.34598,,,
,,,,,,,5271,3679.8424,10444.38252,7407.422235,14991.93678,4864.5754,18859.09012,26932.85355,16058.21135,8393.234744,3551.217321,7761.343775,27689.752,3117.756745,5313.633483,10895.18658,28185.66655,16226.37841,34997.54649,,,
,,,,,,,5272,3685.2444,10506.12441,7392.189869,15211.55431,4912.776933,18816.72391,26596.75837,16096.14207,8421.411668,3586.405206,7627.060242,27747.2432,3128.742587,5337.258181,11025.38932,27953.42288,15755.9346,34377.55926,,,
,,,,,,,5273,3719.8172,10440.96181,7354.944972,15257.31461,4904.025396,18462.63121,25904.51982,16037.91306,8364.86197,3580.016445,7404.552433,27648.8448,2995.107878,5298.140996,11004.5959,27448.07605,15293.90702,33238.71006,,,
,,,,,,,5274,3663.6364,10218.3809,7220.234779,15130.32159,4843.207202,17808.76145,25330.51739,15777.06294,8157.514295,3535.618197,7231.915596,26999.8576,2806.836182,5176.463965,10735.19317,26578.31468,14820.37533,32630.00828,,,
,,,,,,,5275,3467.0036,9883.751253,6965.646924,14773.63968,4647.588269,17321.84634,24299.06379,15316.83703,7825.663533,3392.813268,6911.591313,26228.1488,2799.029273,4999.489329,10435.51237,25508.4642,14497.44433,31900.33263,,,
