Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Subperiods,Hours_per_period,Sub_Weights
,,,,,,,2432,2026.8304,7838.277376,4358.091383,11530.67727,3436.47223,12609.07572,15646.07412,10844.71254,5124.352617,2508.67932,4452.613343,18425.9296,2644.228298,3610.76634,7531.619406,16112.34068,11624.23242,24675.75558,,,
,,,,,,,2433,1962.0064,7857.219894,4368.861472,11541.11171,3441.715655,12652.81239,15688.34232,10846.0205,5153.089229,2512.507103,4454.953277,18094.2496,2697.087623,3665.12216,7659.376845,16360.08178,11704.19281,24646.84284,,,
,,,,,,,2434,1923.112,7829.836299,4379.932955,11408.17778,3430.692086,12523.94149,15892.23427,10815.38366,5125.601977,2504.459723,4529.119045,17875.3408,2572.22372,3715.94789,7766.534768,16655.46911,11799.83014,24662.22021,,,
,,,,,,,2435,1923.112,7779.076828,4372.722251,11374.18002,3428.064171,12450.86006,16086.34357,10776.61585,5097.02721,2502.541304,4582.384089,17706.184,2582.03024,3714.475198,7812.350668,16906.43157,11785.71948,24570.86135,,,
,,,,,,,2436,1891.7804,7756.581705,4359.955866,11322.0978,3406.827596,12397.90431,16405.28754,10746.49461,5070.926939,2487.038266,4678.864161,17818.9552,2612.826185,3756.23828,7911.716981,17313.13581,11780.99868,24417.21473,,,
,,,,,,,2437,1926.3532,7719.730218,4327.647844,11254.71532,3407.998935,12303.90571,16714.50782,10688.89612,5035.797335,2487.893362,4765.906087,17845.4896,2513.175845,3771.794451,8004.53479,17800.47043,11805.23844,24149.30199,,,
,,,,,,,2438,1946.8808,7684.734561,4302.205671,11216.69878,3387.304448,12188.54306,16949.32455,10649.77766,5004.412641,2472.786058,4825.041526,17998.0624,2578.706351,3706.503366,7954.042482,18114.25663,11700.22223,24288.07313,,,
,,,,,,,2439,1937.1572,7653.679153,4284.932404,11187.92929,3387.376086,12131.31748,17114.91528,10640.86051,4995.310976,2472.838355,4855.349655,18224.7104,2541.619153,3704.243781,7954.58857,18504.21827,11581.12123,24284.20485,,,
,,,,,,,2440,1998.74,7683.707398,4299.299418,11230.35407,3402.426629,12155.86318,17081.0272,10712.31324,5029.270886,2483.82549,4826.370659,18414.8736,2580.531947,3702.967948,7894.63627,18593.36446,11459.63239,24263.85169,,,
,,,,,,,2441,2054.9208,7674.957783,4301.212537,11221.08711,3395.507026,12149.1766,16981.45213,10742.99616,5050.389455,2478.77407,4787.040129,18521.0112,2574.277673,3699.78566,7868.526542,18511.71598,11338.12239,24471.67113,,,
,,,,,,,2442,2116.5036,7628.393285,4291.399782,11139.6906,3363.653476,12169.96906,17042.25264,10733.14574,5041.220553,2455.520473,4815.798138,18517.6944,2661.140721,3676.982464,7947.863536,18150.20205,11236.99916,25166.76492,,,
,,,,,,,2443,2140.2724,7768.697785,4357.893998,11204.1331,3411.647758,12674.60737,16957.93167,10916.41521,5238.721718,2490.557061,4761.310673,19041.7488,2600.135456,3852.510169,8054.980309,18645.20066,11560.7376,24793.18681,,,
,,,,,,,2444,2315.2972,8088.09307,4578.559449,11448.69587,3531.76387,13012.97744,16367.85833,11306.07126,5431.818725,2578.243731,4596.245075,19251.8128,2423.754689,3836.535118,7798.635831,18264.38069,11900.19532,23459.28777,,,
,,,,,,,2445,2206.1768,7937.009555,4561.385198,11515.7794,3459.307033,12245.224,14867.53022,11128.22601,5119.838078,2525.349089,4160.591185,18308.736,2233.814792,3616.509407,7314.23073,17240.71586,11567.0239,22082.27503,,,
,,,,,,,2446,1976.0516,7545.230058,4264.292462,11031.23876,3286.633031,11465.05637,13641.39502,10598.07482,4777.933787,2399.294325,3795.899078,16841.6048,2152.588292,3288.628257,6842.926498,16096.43481,10957.89429,21072.88501,,,
,,,,,,,2447,1777.258,7121.148459,3915.263853,10181.53999,3041.681454,10801.5525,13051.53668,9998.210079,4457.639745,2220.475781,3646.450177,15447.4432,2193.945297,3225.562869,6490.165855,15047.50801,10329.20731,20588.86433,,,
,,,,,,,2448,1604.394,6771.751607,3594.044171,9534.926898,2871.668996,10334.54057,12596.37885,9441.932462,4254.811947,2096.363987,3526.792242,14645.8832,2115.854711,3101.95981,6297.057439,14605.72692,9927.839084,20453.54548,,,
,,,,,,,2449,1564.4192,6641.684991,3468.932752,9251.888143,2809.214599,10175.76455,12510.3615,9243.491245,4182.335439,2050.771284,3505.574907,14098.6112,2121.349454,3040.263834,6225.869379,14320.58775,9697.363457,20475.28528,,,
,,,,,,,2450,1556.8564,6540.164593,3387.302506,9029.710944,2742.57951,10049.20646,12489.29561,9096.401975,4138.895071,2002.126611,3513.00674,14004.6352,2195.607288,2990.171734,6161.270491,14132.17301,9558.5875,21047.11771,,,
,,,,,,,2451,1484.4696,6507.887243,3368.846635,8948.076813,2722.455941,10125.9165,12840.73882,9079.088142,4153.556688,1987.436086,3610.269197,14167.1584,2300.977991,3013.475349,6268.400119,14069.40679,9532.739129,22559.96191,,,
,,,,,,,2452,1493.1128,6572.859474,3405.5035,8978.479134,2756.684426,10513.17428,13787.63143,9192.369867,4296.796129,2012.423424,3888.402824,14642.5664,2584.722435,3117.785243,6616.840227,14388.87144,9715.395308,24632.1588,,,
,,,,,,,2453,1670.2984,7001.401135,3694.943802,9489.841867,2943.435868,11722.38643,14620.59927,9812.693635,4778.651387,2148.754943,4101.408331,15904.056,2887.536217,3383.419609,7064.741837,15459.38475,10266.47368,25214.32749,,,
,,,,,,,2454,1888.5392,7687.459685,4216.139902,10354.45601,3253.190091,12667.03687,15214.72611,10748.97169,5231.271271,2374.880447,4287.557276,17217.5088,2810.272751,3629.67809,7406.857579,16103.22227,10942.2926,25018.26854,,,
,,,,,,,2455,1973.8908,7919.696457,4486.813576,11211.50384,3426.885716,12836.8392,15278.0183,11101.86396,5285.543783,2501.681012,4324.470944,17512.704,2791.036451,3744.884976,7683.051824,16422.3339,11445.61738,24768.6469,,,
,,,,,,,2456,1945.8004,7997.141434,4527.65499,11661.16161,3528.285256,12828.08644,15493.55737,11146.16321,5267.651154,2575.704287,4400.474051,17646.4816,2805.37597,3816.310452,7887.560903,16744.58248,11645.51991,24628.08834,,,
,,,,,,,2457,1954.4436,8078.537201,4557.886569,11861.92534,3572.29879,12989.98375,15877.17942,11227.0803,5321.811122,2607.834866,4510.498763,17864.2848,2785.33865,3881.875603,8063.6567,17138.9856,11690.96642,24262.2262,,,
,,,,,,,2458,1984.6948,8129.221507,4578.477499,11919.55939,3606.858478,12998.79899,16243.56951,11265.80584,5311.000506,2633.063987,4615.022789,18051.1312,2780.34443,3869.477645,8145.735102,17411.71809,11805.43755,24060.14566,,,
,,,,,,,2459,1946.8808,8052.197266,4513.202657,11874.67977,3605.676281,12856.25302,16602.74551,11139.23666,5264.9666,2632.200965,4731.64242,18162.7968,2707.627002,3851.25313,8162.494343,17615.13456,11819.54978,23781.6408,,,
,,,,,,,2460,1937.1572,8017.086459,4500.061205,11851.67349,3580.787361,12801.77959,16933.03018,11110.35872,5240.546425,2614.031658,4827.455638,18375.072,2617.610898,3787.726718,8152.224401,17872.53387,11819.53175,23502.59112,,,
,,,,,,,2461,1927.4336,7962.80773,4458.064383,11769.01981,3594.84057,12671.38169,17311.86628,11031.09329,5209.642283,2624.290724,4941.540841,18661.4224,2551.72473,3723.759214,8010.618472,17983.20918,11876.012,23239.66939,,,
,,,,,,,2462,1940.3984,7865.525594,4418.084353,11687.71699,3563.250148,12401.67322,17621.53822,10934.3105,5156.862826,2601.229214,5030.991625,18951.0896,2513.239184,3587.413059,7857.945037,18032.60688,11814.0819,23016.32498,,,
,,,,,,,2463,1934.9964,7757.021845,4393.157814,11549.45736,3537.675462,12273.4033,17747.1279,10881.44973,5120.610583,2582.559287,5053.021733,19118.0352,2508.321983,3488.812079,7748.485828,18111.70563,11746.64472,22825.57998,,,
,,,,,,,2464,1943.6396,7729.502203,4380.129781,11500.1634,3522.93731,12216.16937,17670.02066,10879.39511,5129.100897,2571.800202,5016.395579,19287.192,2478.781533,3414.433886,7602.00552,17904.55629,11638.46459,22650.94234,,,
,,,,,,,2465,2019.2676,7674.684383,4366.382876,11424.04856,3491.232851,12100.11726,17289.13213,10853.46033,5125.341816,2548.655443,4898.196083,19312.6208,2483.938238,3315.018454,7466.173141,17531.32344,11490.30112,22909.94034,,,
,,,,,,,2466,2022.5088,7576.774057,4344.683168,11331.43418,3451.617095,12058.53005,17202.83897,10797.35828,5084.870606,2519.735312,4883.459792,18968.7792,2635.525954,3286.340629,7385.800243,16961.09317,11361.71776,23962.81621,,,
,,,,,,,2467,2050.5992,7651.714751,4365.170186,11390.85013,3507.427188,12495.26678,17084.0404,10878.11224,5207.080391,2560.477566,4832.998361,19166.6816,2431.218715,3465.060292,7448.949273,17167.61278,11630.66061,23790.92411,,,
,,,,,,,2468,2059.2424,7896.704828,4498.601335,11574.97287,3575.551466,12680.86471,16126.30446,11101.51515,5340.024759,2610.209371,4528.55035,19181.0544,2322.752549,3402.112692,7199.331744,16832.99599,11896.47324,22590.12351,,,
,,,,,,,2469,1980.3732,7831.123541,4531.935745,11697.25307,3523.396945,12061.56989,14671.36824,11043.03813,5082.797986,2572.135743,4095.402737,18229.1328,2295.809911,3326.582456,6767.980948,16056.07615,11567.98577,21239.83978,,,
,,,,,,,2470,1815.072,7524.658057,4275.555678,11353.87814,3367.434027,11368.21937,13764.71879,10617.76471,4765.274755,2458.280335,3842.034652,16916.7856,2281.08304,3067.699311,6419.208642,15077.81501,10897.55477,20485.52224,,,
,,,,,,,2471,1649.7708,7174.553009,3941.675983,10629.28797,3160.5277,10861.10113,13220.76257,10091.71438,4505.496313,2307.235429,3697.461104,15734.8992,2190.755456,3033.095692,6145.769597,14294.55807,10211.61772,19971.94739,,,
,,,,,,,2472,1541.7308,6787.861031,3598.483564,9929.472339,2983.764153,10296.15967,12639.46961,9470.10227,4253.436516,2178.195232,3540.500751,14928.9168,2230.691303,2986.748466,5989.02856,13826.29777,9789.846268,19845.34378,,,
,,,,,,,2473,1465.0224,6712.547505,3488.549189,9754.849956,2940.799149,10214.24661,12608.75194,9333.603679,4209.891434,2146.830097,3538.790196,14424.7632,2285.238092,2966.252086,5880.806263,13560.01246,9510.004509,20012.39695,,,
,,,,,,,2474,1461.7812,6580.826972,3378.134861,9511.859606,2851.744347,10098.2939,12541.99103,9135.20483,4145.067638,2081.818676,3527.997775,13871.9632,2308.658612,2994.507392,5902.830239,13469.8167,9372.012478,20550.93397,,,
,,,,,,,2475,1465.0224,6471.803769,3304.971125,9282.523475,2784.569714,10005.7083,12865.17694,8983.080748,4101.967062,2032.780127,3642.30012,13635.3648,2438.816969,2995.911097,6012.334898,13431.12183,9346.133534,21957.46063,,,
,,,,,,,2476,1556.8564,6348.438859,3255.328156,9056.179983,2741.89085,10132.82852,13450.80616,8849.956928,4121.900386,2001.623878,3829.669647,13822.2112,2573.804593,3053.765544,6216.230046,13527.3205,9503.720563,24112.08285,,,
,,,,,,,2477,1616.2784,6459.408256,3359.435991,9158.740428,2798.722288,10795.79358,13545.47647,9003.261079,4342.440159,2043.111731,3831.515282,14266.6624,2721.194104,3241.416847,6461.250962,14035.62929,10043.84358,24617.1178,,,
,,,,,,,2478,1752.4088,6758.350989,3617.980872,9565.875439,2947.106803,11174.33704,13528.60724,9357.933767,4526.794625,2151.434784,3833.905767,14656.9392,2678.595892,3438.880742,6764.444078,14471.92294,10855.3349,24394.54812,,,
,,,,,,,2479,1966.328,6980.759306,3846.908085,10320.13323,3092.318886,11331.60878,13684.23331,9656.648159,4589.004008,2257.441912,3888.030966,15182.0992,2712.302971,3613.660957,7160.473988,15278.47309,11440.16282,24042.99071,,,
,,,,,,,2480,2149.996,7231.01107,4000.350954,10962.77561,3224.84976,11665.49226,14331.91394,9958.059409,4701.119594,2354.191555,4090.065186,16095.3248,2781.919489,3682.805513,7442.76681,15908.50681,11712.96728,23947.96845,,,
,,,,,,,2481,2314.2168,7442.011374,4103.294247,11215.96772,3337.502135,11962.85797,14966.34804,10200.53999,4822.45066,2436.429578,4273.353733,16807.3312,2708.490546,3728.290913,7503.545458,16281.7658,11820.3486,23607.41199,,,
,,,,,,,2482,2290.448,7518.426179,4153.65594,11316.68485,3391.596025,12029.46501,15284.07126,10298.35916,4871.217309,2475.918977,4365.240597,17081.52,2557.622307,3661.821236,7503.634324,16492.4909,11927.82163,23534.18857,,,
,,,,,,,2483,2302.3324,7454.951757,4136.815551,11254.24892,3329.744057,11872.11177,15556.04126,10240.00335,4833.04446,2430.766058,4444.540341,17154.4896,2578.396167,3552.742557,7411.032673,16454.57326,11922.19069,23401.88991,,,
,,,,,,,2484,2253.7144,7332.464224,4085.741419,11021.13914,3294.591239,11717.30997,15797.31523,10115.58914,4792.839912,2405.103942,4519.25805,17491.6976,2403.842913,3480.64417,7286.853741,16417.67641,11853.92099,23232.85071,,,
,,,,,,,2485,2227.7848,7229.199533,4050.739754,10828.57676,3258.258067,11464.00116,15791.09671,10007.42644,4728.404368,2378.58015,4510.58594,17406.5664,2392.661156,3387.020088,7123.403911,16370.95182,11857.82258,23022.47002,,,
,,,,,,,2486,2180.2472,7107.78163,4009.690648,10710.1216,3199.467175,11242.50146,15846.68825,9904.750121,4668.189725,2335.661864,4535.787356,17155.5952,2518.33766,3308.759425,6970.094669,16377.04401,11753.49936,23005.5593,,,
,,,,,,,2487,2171.604,7065.785594,3999.278648,10650.09018,3219.024341,11160.20948,15857.68537,9898.74164,4664.061414,2349.938907,4520.740931,17160.0176,2572.430392,3323.901843,6898.293213,16485.68149,11644.51414,22927.3744,,,
,,,,,,,2488,2233.1868,7068.634652,4017.22424,10640.37995,3208.564928,11147.50829,15863.0692,9958.081326,4681.567744,2342.303369,4513.510875,17307.0624,2475.762728,3437.02633,6988.451486,16707.71855,11569.25573,22785.59024,,,
,,,,,,,2489,2296.9304,7023.5134,3993.523402,10638.90794,3211.632249,11127.29553,15973.5603,9931.783783,4669.645698,2344.542562,4553.153658,17280.528,2519.820358,3468.807448,7147.069504,16716.52809,11525.35748,22879.96928,,,
,,,,,,,2490,2387.684,6961.101226,3948.086099,10613.89223,3188.805802,11142.06558,16248.88331,9853.073629,4624.652363,2327.878893,4646.592659,17300.4288,2634.140598,3541.882891,7342.046964,16875.00375,11585.7409,23862.88346,,,
,,,,,,,2491,2474.116,7092.358827,3980.239308,10756.57233,3253.042978,11637.05607,16165.36604,9971.023313,4783.498888,2374.773052,4583.264602,17447.4736,2574.519897,3726.765139,7438.464191,17582.05812,12007.57036,23661.28243,,,
,,,,,,,2492,2601.6032,7358.043387,4140.330941,10981.14034,3304.933163,11785.19402,15441.22345,10234.49106,4908.870482,2412.653711,4343.09162,17202.0304,2534.299,3730.622117,7306.692365,17511.04725,12199.63207,22241.6015,,,
,,,,,,,2493,2570.2716,7298.20733,4175.500827,11074.87357,3283.224804,11264.02077,14362.83248,10201.87703,4684.691575,2396.806265,4021.290343,16559.6768,2476.801611,3650.403794,7053.537435,17000.61519,11857.05669,20854.09415,,,
,,,,,,,2494,2488.1612,7058.321498,3960.148357,10777.37456,3154.136021,10718.68184,13707.32333,9868.701899,4432.264411,2302.569402,3836.561023,15519.3072,2401.864919,3568.28603,6821.956515,16407.31096,11197.77545,19779.2924,,,
,,,,,,,2495,2395.2468,6810.035157,3703.33417,10146.24121,3015.597264,10336.98747,13239.28315,9497.912508,4229.792006,2201.433908,3708.029344,14578.4416,2488.353616,3472.773894,6737.914014,15966.19174,10579.27793,19297.56728,,,
,,,,,,,2496,2327.1816,6827.770053,3582.372641,10033.57332,3010.786335,10411.15752,13337.65921,9453.376913,4219.348469,2197.921854,3727.154548,13810.0496,2659.752042,3473.510217,6671.031422,15627.76238,10144.96368,19099.33443,,,
,,,,,,,2497,2308.8148,6481.180179,3309.497384,9496.34317,2848.517408,9932.98842,12846.41644,8910.839721,4006.714823,2079.462959,3605.151941,13444.096,2786.488173,3485.366818,6639.96168,15475.92935,9930.168126,19241.30109,,,
,,,,,,,2498,2326.1012,6424.310803,3239.25345,9327.928468,2789.216745,9887.345929,12846.6873,8809.804538,3977.813609,2036.172533,3618.447803,13228.504,2773.023519,3509.905655,6696.291262,15475.45125,9778.853283,19677.16071,,,
,,,,,,,2499,2380.1212,6364.432584,3191.686546,9170.758143,2726.072756,9863.200197,13068.37566,8729.341614,3965.572091,1990.076418,3683.73128,13199.7584,2889.529721,3491.692414,6842.096644,15438.85096,9780.357636,20910.01501,,,
,,,,,,,2500,2446.0256,6299.615793,3168.736053,9016.200949,2705.612951,10098.24978,13694.04356,8676.657968,4018.006232,1975.140435,3885.343285,13208.6032,3067.159486,3590.529949,7148.177044,15429.90707,9963.778142,22766.20773,,,
,,,,,,,2501,2536.7792,6399.65937,3254.370521,9078.429366,2761.075075,10664.29858,13868.7395,8802.186159,4219.168269,2015.628667,3920.56634,13657.4768,3147.145597,3763.382134,7385.930996,15850.53375,10521.91733,23426.4656,,,
,,,,,,,2502,2719.3668,6669.914513,3500.741406,9474.636805,2902.101957,10925.7017,13877.0705,9133.963172,4431.148123,2118.580532,3920.415028,14170.4752,3090.685595,3945.241075,7600.984423,16186.65885,11265.09347,23417.70652,,,
,,,,,,,2503,2951.6528,6851.426952,3771.539179,10265.63138,3073.129942,11115.81023,14218.77899,9488.821691,4515.984625,2243.433678,4041.198372,15169.9376,3126.84762,4074.811144,7867.761655,16586.84236,11726.82552,23483.59329,,,
,,,,,,,2504,3123.4364,7126.990875,3951.404485,11023.41904,3233.040606,11486.16554,14812.85126,9842.981076,4666.884721,2360.171002,4207.930355,16305.3888,2969.536127,4122.135414,7981.20194,16883.57556,11940.05479,23523.90688,,,
,,,,,,,2505,3185.0192,7301.575509,4061.023318,11338.40259,3328.938847,11713.87868,15281.92221,10067.32416,4789.426704,2430.178242,4335.696824,16740.9952,2851.011371,4109.685825,7920.949069,16837.2202,11998.84919,23337.01136,,,
,,,,,,,2506,3142.8836,7343.329029,4120.062352,11409.807,3356.289694,11710.84998,15644.59371,10156.26058,4817.372148,2450.144795,4438.45405,16806.2256,2968.973973,4037.33245,7789.040384,16547.38701,12120.38427,23310.48274,,,
,,,,,,,2507,3082.3812,7309.783808,4124.759278,11446.05216,3356.157695,11624.80708,15766.19862,10150.30967,4810.627051,2450.048434,4470.581368,16990.8608,2870.791712,3972.429193,7687.27158,16374.96826,12087.54172,23239.82416,,,
,,,,,,,2508,3032.6828,7228.124636,4102.174967,11335.08971,3340.04022,11511.2567,15784.42057,10084.93412,4769.373745,2438.282421,4457.872801,17120.216,2736.807834,3910.356435,7567.450013,16152.61786,12049.10978,23071.53285,,,
,,,,,,,2509,2960.296,7127.736888,4043.405944,11153.76081,3292.150807,11288.58901,15789.17607,9953.046568,4693.452011,2403.322388,4465.806655,17163.3344,2672.258321,3820.741912,7409.223723,15909.71214,12031.81874,22848.96317,,,
,,,,,,,2510,2894.3916,7046.270476,3998.754017,11024.50155,3260.595542,11106.7281,15725.11466,9870.482847,4640.647997,2380.286543,4442.879999,17350.1808,2674.696705,3788.959317,7315.324454,15701.07378,12001.20802,22932.59442,,,
,,,,,,,2511,2910.5976,7043.702875,3998.943389,10971.90504,3271.231705,11145.74398,15636.20461,9911.469739,4654.714401,2388.051111,4406.228061,17497.2256,2689.580384,3809.007355,7352.579425,15701.41155,11975.32045,22838.27264,,,
,,,,,,,2512,2951.6528,7153.96721,4047.83275,11090.1462,3334.616641,11348.73016,15591.33143,10068.19853,4740.670442,2434.323122,4380.410816,17929.5152,2716.51055,3869.524523,7457.581863,15789.65045,12023.16107,22690.07237,,,
,,,,,,,2513,3030.522,7313.906835,4131.877524,11341.71438,3350.97299,11586.89422,15625.97534,10296.7373,4798.49684,2446.263516,4373.510525,18360.6992,2757.129126,3880.076644,7552.714732,15807.78939,12041.95411,22776.08059,,,
,,,,,,,2514,3098.5872,7367.434572,4107.482435,11408.12124,3390.301781,11778.93462,15933.95032,10324.49763,4836.926882,2474.974159,4494.798098,18707.8576,2806.768653,3903.593025,7678.499524,16005.6904,12019.06035,23360.41691,,,
,,,,,,,2515,3189.3408,7583.541385,4196.502371,11609.5737,3473.062799,12323.95373,15985.5108,10570.54719,5011.026247,2535.391016,4481.531339,19476.2496,2779.346574,4037.228625,7861.558339,16806.40459,12116.35725,23059.23829,,,
,,,,,,,2516,3263.8884,7908.288377,4363.864231,11929.75509,3568.18369,12531.61037,15689.46507,10913.60223,5135.897284,2604.830778,4384.514136,19528.2128,2748.722791,4013.223477,7731.186452,16803.34524,12017.56149,21934.14185,,,
,,,,,,,2517,3186.0996,7786.513429,4326.9232,11855.24616,3518.816098,12017.44471,14794.85058,10787.94082,4945.449844,2568.791652,4136.713889,18903.5488,2539.646487,3855.729492,7434.306525,16315.80992,11726.74477,20669.87171,,,
,,,,,,,2518,3001.3512,7505.10582,4123.675499,11489.13445,3365.329985,11362.8418,14014.71736,10427.37736,4700.103429,2456.74435,3920.852559,17981.4784,2565.383006,3698.063539,7157.31139,15547.48646,11135.64701,19592.1455,,,
,,,,,,,2519,2859.8188,7253.309258,3911.118064,10973.0518,3244.292245,10922.23045,13413.8461,10105.68529,4513.768275,2368.384878,3747.799399,17283.8448,2615.595228,3842.176676,6839.297902,14954.16222,10548.50651,18871.04465,,,
,,,,,,,2520,2788.5124,6696.521349,3517.566885,10032.55386,2980.248244,10075.42856,12206.14217,9308.226076,4156.451786,2175.628563,3388.609715,16904.624,2613.334622,3847.50347,6797.124918,14845.76973,10056.18021,18514.15628,,,
,,,,,,,2521,2788.5124,7061.207324,3626.847773,10493.07745,3150.417091,10645.45408,13049.10541,9783.367199,4406.307844,2299.854524,3631.583784,16902.4128,2640.049768,3862.542228,6824.037797,14817.09966,9777.104345,18531.9455,,,
,,,,,,,2522,2810.1204,7052.665771,3597.222277,10475.3801,3152.889086,10653.35877,13127.61075,9785.100668,4428.670606,2301.65912,3661.280093,16930.0528,2689.871151,3889.217927,6912.372344,14948.31976,9546.728277,18538.97263,,,
,,,,,,,2523,2828.4872,7105.305876,3616.667051,10533.71504,3197.059457,10778.53305,13536.0794,9878.444904,4494.700796,2333.904192,3788.210393,17330.28,2784.180773,3987.143028,7143.108833,15280.07057,9471.473793,19094.42394,,,
,,,,,,,2524,2951.6528,7309.346834,3730.085569,10809.60938,3284.014731,11282.78248,14358.28735,10201.43782,4668.091663,2397.382924,4039.010587,18276.6736,3091.973319,4151.021083,7571.482611,16031.08871,9501.29353,19990.49881,,,
,,,,,,,2525,3152.6072,7832.332804,3998.327733,11493.83375,3538.612653,12309.26253,15812.86177,10916.10807,5088.746775,2583.243451,4474.061135,20063.3232,3276.539846,4510.574221,8321.517722,17468.10249,9709.199162,20879.73263,,,
,,,,,,,2526,3431.3504,8428.229283,4384.280934,12387.99997,3805.042304,13371.7019,17175.04249,11790.90247,5516.063746,2777.741329,4865.629439,21824.544,3423.646505,4660.311893,8606.66163,18002.40954,9963.216068,21878.22278,,,
,,,,,,,2527,3448.6368,8620.838464,4553.823985,12791.17494,3912.233505,13774.18711,17578.81316,12083.44112,5710.751588,2855.992608,4962.301018,22306.5856,3323.602516,4577.54209,8554.413874,17855.22259,10277.54898,22705.40679,,,
,,,,,,,2528,3294.1396,8592.403652,4652.712466,12826.27323,3949.85924,13813.97364,17440.39425,12106.79048,5785.052429,2883.459993,4926.705199,22476.848,3175.618758,4491.180283,8380.805962,17513.40249,10631.88168,22992.91585,,,
,,,,,,,2529,3170.974,8540.05995,4753.899472,12962.68229,3930.755499,13693.88988,17061.95363,12107.07366,5779.628048,2869.513958,4823.046916,22372.9216,2934.25342,4420.776962,8208.750048,17347.46265,10904.70887,22962.55027,,,
,,,,,,,2530,2974.3412,8505.342195,4824.297705,12997.50027,3925.608197,13517.59519,16813.25315,12103.10838,5752.205193,2865.756346,4758.309981,22375.1328,2867.782541,4324.82245,8010.656021,17019.30066,11010.42513,22855.95898,,,
,,,,,,,2531,2801.4772,8410.175204,4828.507586,12843.31807,3850.115669,13248.48106,16419.00624,12021.00967,5651.378144,2810.645602,4630.007093,21970.4832,2745.937384,4212.751544,7792.016212,16782.26328,11033.95465,22728.62,,,
,,,,,,,2532,2610.2464,8323.671189,4773.973925,12664.42773,3798.286495,13068.15296,16300.45684,11914.11168,5601.756975,2772.809481,4584.985507,21518.2928,2745.661578,4110.636341,7576.532631,16630.13207,10985.29405,22488.44181,,,
,,,,,,,2533,2500.0456,8191.739063,4708.813838,12370.35349,3725.085998,12821.0427,16425.34452,11764.89492,5556.638098,2719.371956,4623.391228,21134.6496,2720.333982,4012.046432,7354.129747,16496.72092,10997.67301,22338.36377,,,
,,,,,,,2534,2331.5032,8062.137173,4679.255352,12084.39028,3651.844416,12589.12307,16427.72482,11661.59441,5486.86525,2665.904437,4619.082358,20639.3408,2684.161226,3916.02399,7165.126489,16329.20519,10976.53133,22512.07549,,,
,,,,,,,2535,2234.2672,7963.077713,4629.129193,11944.29362,3604.342986,12547.28665,16353.96893,11557.07968,5441.635059,2631.227638,4596.643513,20319.8224,2713.931991,3890.226909,7050.346813,16288.78275,11000.02636,22643.32568,,,
,,,,,,,2536,2188.8904,7985.424988,4618.312435,11873.00101,3579.013651,12581.21861,16370.21407,11552.38396,5442.152702,2612.736822,4597.382203,20504.4576,2660.315736,3938.666072,6965.143087,16224.42113,11015.72603,22593.6903,,,
,,,,,,,2537,2195.3728,8018.069375,4624.390073,11907.06294,3588.635886,12649.55563,16465.3479,11580.05855,5416.820776,2619.761206,4622.137587,20561.9488,2658.503947,3964.982196,6968.052321,16227.42433,11117.62457,22861.40265,,,
,,,,,,,2538,2240.7496,8036.524451,4583.441829,11949.7583,3567.758802,12722.51509,16656.69611,11546.94233,5420.663238,2604.520603,4694.140816,20859.3552,2712.733136,3947.217714,7128.316901,16183.70969,11165.53652,23423.95087,,,
,,,,,,,2539,2356.3524,8194.425357,4655.635128,12126.82231,3637.304554,13176.20913,16571.40997,11740.11558,5606.753278,2655.290106,4636.998756,21713.984,2758.378084,4075.462795,7422.510955,16964.48206,11401.51922,23139.27502,,,
,,,,,,,2540,2554.0656,8392.451532,4815.480275,12310.82413,3735.121061,13239.28534,16331.57243,12001.28113,5720.668958,2726.697711,4580.240283,22055.6144,2669.013572,4062.402267,7321.247989,16838.52548,11491.64791,22265.86676,,,
,,,,,,,2541,2572.4324,8200.111935,4781.909884,12298.61904,3664.623567,12608.4634,15161.31565,11812.58002,5498.770782,2675.233421,4224.319409,21332.552,2506.212743,3869.794395,6944.531591,16058.3088,11250.21849,21095.60709,,,
,,,,,,,2542,2408.2116,7774.902449,4512.618667,11755.50973,3470.186972,11739.6027,14169.0485,11241.57903,5165.310907,2533.291617,3944.962504,20297.7104,2439.236369,3707.124227,6556.291788,15163.95171,10894.29834,20260.8726,,,
,,,,,,,2543,2265.5988,7414.409085,4254.130742,11155.58436,3295.417357,11126.48418,13553.48141,10756.32137,4896.06593,2405.707021,3778.748473,19706.2144,2421.777812,3278.143266,6371.921091,14811.3322,10415.32151,19827.95623,,,
,,,,,,,2544,2248.3124,7025.663823,3944.405882,10508.94306,3101.330492,10559.60313,13009.1379,10161.82926,4658.88746,2264.020527,3633.574362,19435.3424,2436.805024,3250.739324,6273.134954,14512.37654,10053.94837,19539.51321,,,
