Resource,ngcc,natural_gas_combined_cycle,solar_pv,onshore_wind,battery
t224,0.0,0.0,0.0,0.0,0.008341702612314168
t225,0.0,0.0,0.0,0.0,0.00834098437347009
t226,0.0,0.0,0.0,0.0,0.008340693721415545
t227,0.0,0.0,0.0,0.0,0.008340231219530628
t228,0.0,0.0,0.0,0.0,0.00833996372305774
t229,0.0,0.0,0.0,0.0,0.008339943267835478
t230,0.0,0.0,0.0,0.0,0.00834015061682153
t231,0.0,0.0,0.0,0.0,0.008340868309787019
t232,0.0,0.0,0.0,0.0,0.008342299004683718
t233,0.0,0.0,0.0,0.0,0.0083445709029594
t234,0.0,0.0,0.0,0.0,0.00834288442415664
t235,0.0,0.0,0.0,0.0,0.00833956209336093
t236,0.0,0.0,0.0,0.0,0.008337712813599855
t237,0.0,0.0,0.0,0.0,0.008336754463473884
t238,0.0,0.0,0.0,0.0,0.008336209919382985
t239,0.0,0.0,0.0,0.0,0.008336112217596324
t240,0.0,0.0,0.0,0.0,0.008336580701279918
t241,0.0,0.0,0.0,0.0,0.00833761124693611
t242,0.0,0.0,0.0,0.0,0.008339181865305769
t243,0.0,0.0,0.0,0.0,0.00834125352467708
t244,0.0,0.0,0.0,0.0,0.008343730654467514
t245,0.0,0.0,0.0,0.0,0.008345986021137937
t246,0.0,0.0,0.0,0.0,0.008346450285576144
t247,0.0,0.0,0.0,0.0,0.008344267466993491
t248,0.0,0.0,0.0,0.0,0.008341937334225516
t249,0.0,0.0,0.0,0.0,0.008340877365567387
t250,0.0,0.0,0.0,0.0,0.008340483454521083
t251,0.0,0.0,0.0,0.0,0.008340224237701515
t252,0.0,0.0,0.0,0.0,0.008340110234811106
t253,0.0,0.0,0.0,0.0,0.008340328295160512
t254,0.0,0.0,0.0,0.0,0.008340497284359047
t255,0.0,0.0,0.0,0.0,0.008341238170502224
t256,0.0,0.0,0.0,0.0,0.008342634948220217
t257,0.0,0.0,0.0,0.0,0.008344136586461806
t258,0.0,0.0,0.0,0.0,0.008342087847048964
t259,0.0,0.0,0.0,0.0,0.008338752270700288
t260,0.0,0.0,0.0,0.0,0.008337066959623286
t261,0.0,0.0,0.0,0.0,0.008336242307668489
t262,0.0,0.0,0.0,0.0,0.008335804670103503
t263,0.0,0.0,0.0,0.0,0.008335883152369774
t264,0.0,0.0,0.0,0.0,0.008336344907012643
t265,0.0,0.0,0.0,0.0,0.008337651643019604
t266,0.0,0.0,0.0,0.0,0.008339488314210124
t267,0.0,0.0,0.0,0.0,0.008341880047299417
t268,0.0,0.0,0.0,0.0,0.008344082620766443
t269,0.0,0.0,0.0,0.0,0.008346290731372087
t270,0.0,0.0,0.0,0.0,0.008346639176823678
t271,0.0,0.0,0.0,0.0,0.00834438657301797
t272,0.0,0.0,0.0,0.0,0.00834188629983921
t273,0.0,0.0,0.0,0.0,0.008340851689256006
t274,0.0,0.0,0.0,0.0,0.008340371968118506
t275,0.0,0.0,0.0,0.0,0.008340330747418594
t276,0.0,0.0,0.0,0.0,0.008340371574640897
t277,0.0,0.0,0.0,0.0,0.008340529584659518
t278,0.0,0.0,0.0,0.0,0.008340723265524751
t279,0.0,0.0,0.0,0.0,0.008341497170210764
t280,0.0,0.0,0.0,0.0,0.0083428922045609
t281,0.0,0.0,0.0,0.0,0.008344387343974679
t282,0.0,0.0,0.0,0.0,0.008342332002915056
t283,0.0,0.0,0.0,0.0,0.008339156992698403
t284,0.0,0.0,0.0,0.0,0.008337352206654089
t285,0.0,0.0,0.0,0.0,0.00833642370030195
t286,0.0,0.0,0.0,0.0,0.008335668572170654
t287,0.0,0.0,0.0,0.0,0.008335403223335432
t288,0.0,0.0,0.0,0.0,0.00833565081548307
t289,0.0,0.0,0.0,0.0,0.00833654615245756
t290,0.0,0.0,0.0,0.0,0.008338211459386834
t291,0.0,0.0,0.0,0.0,0.008340830015281263
t292,0.0,0.0,0.0,0.0,0.008344001233826944
t293,0.0,0.0,0.0,0.0,0.008346500590768765
t294,0.0,0.0,0.0,0.0,0.008346763723267432
t295,0.0,0.0,0.0,0.0,0.008344467955335142
t296,0.0,0.0,0.0,0.0,0.008342244634546312
t297,0.0,0.0,0.0,0.0,0.00834118772804682
t298,0.0,0.0,0.0,0.0,0.008340526998074634
t299,0.0,0.0,0.0,0.0,0.008340081235777303
t300,0.0,0.0,0.0,0.0,0.008339818760239084
t301,0.0,0.0,0.0,0.0,0.008340031007399615
t302,0.0,0.0,0.0,0.0,0.008340290419837212
t303,0.0,0.0,0.0,0.0,0.008340956641505491
t304,0.0,0.0,0.0,0.0,0.008342083448883564
t305,0.0,0.0,0.0,0.0,0.00834333280183668
t306,0.0,0.0,0.0,0.0,0.008342363860286247
t307,0.0,0.0,0.0,0.0,0.008339906761655993
t308,0.0,0.0,0.0,0.0,0.008338890212366399
t309,0.0,0.0,0.0,0.0,0.008338094542578119
t310,0.0,0.0,0.0,0.0,0.008337258575719292
t311,0.0,0.0,0.0,0.0,0.008336645237557587
t312,0.0,0.0,0.0,0.0,0.00833639437432489
t313,0.0,0.0,0.0,0.0,0.008337199778124818
t314,0.0,0.0,0.0,0.0,0.008338500691028365
t315,0.0,0.0,0.0,0.0,0.00834011995654056
t316,0.0,0.0,0.0,0.0,0.008342218428017585
t317,0.0,0.0,0.0,0.0,0.008344185828591406
t318,0.0,0.0,0.0,0.0,0.00834478945764482
t319,0.0,0.0,0.0,0.0,0.008344212569804504
t320,0.0,0.0,0.0,0.0,0.008343275513272897
t321,0.0,0.0,0.0,0.0,0.008342085123376496
t322,0.0,0.0,0.0,0.0,0.008341019047672083
t323,0.0,0.0,0.0,0.0,0.00834050419651513
t324,0.0,0.0,0.0,0.0,0.008340090931891619
t325,0.0,0.0,0.0,0.0,0.00834009849839928
t326,0.0,0.0,0.0,0.0,0.008340544557901328
t327,0.0,0.0,0.0,0.0,0.008341308331005992
t328,0.0,0.0,0.0,0.0,0.008342385087568002
t329,0.0,0.0,0.0,0.0,0.008343209608208575
t330,0.0,0.0,0.0,0.0,0.008342162797819155
t331,0.0,0.0,0.0,0.0,0.008340454736122199
t332,0.0,0.0,0.0,0.0,0.008339750427472188
t333,0.0,0.0,0.0,0.0,0.008338946288793173
t334,0.0,0.0,0.0,0.0,0.00833803487552688
t335,0.0,0.0,0.0,0.0,0.008337728879924643
t336,0.0,0.0,0.0,0.0,0.008339117458800704
t337,0.0,0.0,0.0,0.0,0.008336660641473563
t338,0.0,0.0,0.0,0.0,0.008339090934536985
t339,0.0,0.0,0.0,0.0,0.00834203158343971
t340,0.0,0.0,0.0,0.0,0.008345569986694007
t341,0.0,0.0,0.0,0.0,0.008347905525049817
t342,0.0,0.0,0.0,0.0,0.008347561709014583
t343,0.0,0.0,0.0,0.0,0.00834542538409319
t344,0.0,0.0,0.0,0.0,0.008343290163367321
t345,0.0,0.0,0.0,0.0,0.008342081942337747
t346,0.0,0.0,0.0,0.0,0.008341525589036006
t347,0.0,0.0,0.0,0.0,0.008340907956609927
t348,0.0,0.0,0.0,0.0,0.008340452429658082
t349,0.0,0.0,0.0,0.0,0.008340360118203417
t350,0.0,0.0,0.0,0.0,0.008340254161072652
t351,0.0,0.0,0.0,0.0,0.00834063132798564
t352,0.0,0.0,0.0,0.0,0.008341266667822827
t353,0.0,0.0,0.0,0.0,0.008341896575954312
t354,0.0,0.0,0.0,0.0,0.00834219762637084
t355,0.0,0.0,0.0,0.0,0.008342633261772628
t356,0.0,0.0,0.0,0.0,0.00834039813497807
t357,0.0,0.0,0.0,0.0,0.008337087533624514
t358,0.0,0.0,0.0,0.0,0.008335751780644989
t359,0.0,0.0,0.0,0.0,0.008335445015788895
t360,0.0,0.0,0.0,0.0,0.008336062421078535
t361,0.0,0.0,0.0,0.0,0.008337385179770482
t362,0.0,0.0,0.0,0.0,0.008339278134634621
t363,0.0,0.0,0.0,0.0,0.008341674093620324
t364,0.0,0.0,0.0,0.0,0.008344340675135108
t365,0.0,0.0,0.0,0.0,0.008346450564424424
t366,0.0,0.0,0.0,0.0,0.008346527968083647
t367,0.0,0.0,0.0,0.0,0.008344693055177864
t368,0.0,0.0,0.0,0.0,0.008342209435137775
t369,0.0,0.0,0.0,0.0,0.00834135668460088
t370,0.0,0.0,0.0,0.0,0.008341040022008875
t371,0.0,0.0,0.0,0.0,0.008340783115510656
t372,0.0,0.0,0.0,0.0,0.008340658438435254
t373,0.0,0.0,0.0,0.0,0.008340685698773886
t374,0.0,0.0,0.0,0.0,0.008340572290738936
t375,0.0,0.0,0.0,0.0,0.008340819184899845
t376,0.0,0.0,0.0,0.0,0.008341369021836607
t377,0.0,0.0,0.0,0.0,0.008341746240486827
t378,0.0,0.0,0.0,0.0,0.008341995060657843
t379,0.0,0.0,0.0,0.0,0.008342339837832993
t380,0.0,0.0,0.0,0.0,0.008340079135453008
t381,0.0,0.0,0.0,0.0,0.008337101664878622
t382,0.0,0.0,0.0,0.0,0.008335894316256604
t383,0.0,0.0,0.0,0.0,0.008335496821119214
t384,0.0,0.0,0.0,0.0,0.008335885312356925
t385,0.0,0.0,0.0,0.0,0.008337112933695635
t386,0.0,0.0,0.0,0.0,0.008339141627642058
t387,0.0,0.0,0.0,0.0,0.008341781962711821
t388,0.0,0.0,0.0,0.0,0.008344609854533516
t389,0.0,0.0,0.0,0.0,0.008346848034906438
t390,0.0,0.0,0.0,0.0,0.008347111635312642
t391,0.0,0.0,0.0,0.0,0.008345406199405086
t392,0.0,0.0,0.0,0.0,0.00834299927447042
t393,0.0,0.0,0.0,0.0,0.00834158689933387
t394,0.0,0.0,0.0,0.0,0.00834103680861849
t395,0.0,0.0,0.0,0.0,0.008340576459930475
t396,0.0,0.0,0.0,0.0,0.008340294916219565
t397,0.0,0.0,0.0,0.0,0.008340382187569785
t398,0.0,0.0,0.0,0.0,0.008340262435289037
t399,0.0,0.0,0.0,0.0,0.008340418124391734
t400,0.0,0.0,0.0,0.0,0.008340931585206405
t401,0.0,0.0,0.0,0.0,0.008341635735185697
t402,0.0,0.0,0.0,0.0,0.008342144739551237
t403,0.0,0.0,0.0,0.0,0.008342800002648167
t404,0.0,0.0,0.0,0.0,0.00834029264103688
t405,0.0,0.0,0.0,0.0,0.008337290574626049
t406,0.0,0.0,0.0,0.0,0.008335977171151004
t407,0.0,0.0,0.0,0.0,0.008335589171410656
t408,0.0,0.0,0.0,0.0,0.00833588995665292
t409,0.0,0.0,0.0,0.0,0.008337161563368709
t410,0.0,0.0,0.0,0.0,0.008338944857088611
t411,0.0,0.0,0.0,0.0,0.008341265473341474
t412,0.0,0.0,0.0,0.0,0.008343987911772611
t413,0.0,0.0,0.0,0.0,0.008346426133181015
t414,0.0,0.0,0.0,0.0,0.008346771948932238
t415,0.0,0.0,0.0,0.0,0.00834491985732323
t416,0.0,0.0,0.0,0.0,0.008342859221326843
t417,0.0,0.0,0.0,0.0,0.00834143093811432
t418,0.0,0.0,0.0,0.0,0.008341017251729532
t419,0.0,0.0,0.0,0.0,0.008340799551020335
t420,0.0,0.0,0.0,0.0,0.008340649302440594
t421,0.0,0.0,0.0,0.0,0.008340706516994234
t422,0.0,0.0,0.0,0.0,0.008340482885042516
t423,0.0,0.0,0.0,0.0,0.008340863325904602
t424,0.0,0.0,0.0,0.0,0.008341724413379438
t425,0.0,0.0,0.0,0.0,0.008342245446829752
t426,0.0,0.0,0.0,0.0,0.008342543943561894
t427,0.0,0.0,0.0,0.0,0.008342645454832605
t428,0.0,0.0,0.0,0.0,0.00834055225942895
t429,0.0,0.0,0.0,0.0,0.008337280731699611
t430,0.0,0.0,0.0,0.0,0.008335905717174524
t431,0.0,0.0,0.0,0.0,0.008335379528979432
t432,0.0,0.0,0.0,0.0,0.008335921585466229
t433,0.0,0.0,0.0,0.0,0.008337298055221804
t434,0.0,0.0,0.0,0.0,0.008339012108505447
t435,0.0,0.0,0.0,0.0,0.008341273748168924
t436,0.0,0.0,0.0,0.0,0.008343835521710264
t437,0.0,0.0,0.0,0.0,0.008346032639827597
t438,0.0,0.0,0.0,0.0,0.008346398316841057
t439,0.0,0.0,0.0,0.0,0.008344939996910284
t440,0.0,0.0,0.0,0.0,0.008342843819789527
t441,0.0,0.0,0.0,0.0,0.008341486381614801
t442,0.0,0.0,0.0,0.0,0.008340813555894422
t443,0.0,0.0,0.0,0.0,0.00834035457883425
t444,0.0,0.0,0.0,0.0,0.008340297087651029
t445,0.0,0.0,0.0,0.0,0.00834030185112674
t446,0.0,0.0,0.0,0.0,0.00834005809838662
t447,0.0,0.0,0.0,0.0,0.008340283908370468
t448,0.0,0.0,0.0,0.0,0.008340637006807507
t449,0.0,0.0,0.0,0.0,0.008340877080759972
t450,0.0,0.0,0.0,0.0,0.008341092808818536
t451,0.0,0.0,0.0,0.0,0.008341873863193178
t452,0.0,0.0,0.0,0.0,0.008340899366886133
t453,0.0,0.0,0.0,0.0,0.008338408091346616
t454,0.0,0.0,0.0,0.0,0.008336787231682316
t455,0.0,0.0,0.0,0.0,0.008335584953287102
t456,0.0,0.0,0.0,0.0,0.008335280169849805
t457,0.0,0.0,0.0,0.0,0.00833575696838759
t458,0.0,0.0,0.0,0.0,0.008337218779863872
t459,0.0,0.0,0.0,0.0,0.008339965065384177
t460,0.0,0.0,0.0,0.0,0.008343005064284863
t461,0.0,0.0,0.0,0.0,0.00834561199031121
t462,0.0,0.0,0.0,0.0,0.008346137423639932
t463,0.0,0.0,0.0,0.0,0.008346241046196412
t464,0.0,0.0,0.0,0.0,0.008344848486470786
t465,0.0,0.0,0.0,0.0,0.008343212252833018
t466,0.0,0.0,0.0,0.0,0.008341843114283104
t467,0.0,0.0,0.0,0.0,0.008340876057321676
t468,0.0,0.0,0.0,0.0,0.008340397698368045
t469,0.0,0.0,0.0,0.0,0.008340138143669563
t470,0.0,0.0,0.0,0.0,0.008340136807084746
t471,0.0,0.0,0.0,0.0,0.008340537866496417
t472,0.0,0.0,0.0,0.0,0.008341245345580861
t473,0.0,0.0,0.0,0.0,0.008341595622089124
t474,0.0,0.0,0.0,0.0,0.008341560059103173
t475,0.0,0.0,0.0,0.0,0.00834189994643148
t476,0.0,0.0,0.0,0.0,0.008340854501879614
t477,0.0,0.0,0.0,0.0,0.008338560209795686
t478,0.0,0.0,0.0,0.0,0.008336709601287396
t479,0.0,0.0,0.0,0.0,0.008334925849065417
t480,0.0,0.0,0.0,0.0,0.008333163151625576
t481,0.0,0.0,0.0,0.0,0.008332291894195142
t482,0.0,0.0,0.0,0.0,0.008333137945170448
t483,0.0,0.0,0.0,0.0,0.008336771783087222
t484,0.0,0.0,0.0,0.0,0.008342271331067597
t485,0.0,0.0,0.0,0.0,0.008347517021273041
t486,0.0,0.0,0.0,0.0,0.008349204413469017
t487,0.0,0.0,0.0,0.0,0.008349600347645513
t488,0.0,0.0,0.0,0.0,0.008347886685367721
t489,0.0,0.0,0.0,0.0,0.008345199974220622
t490,0.0,0.0,0.0,0.0,0.00834320648285231
t491,0.0,0.0,0.0,0.0,0.008341950511337735
t492,0.0,0.0,0.0,0.0,0.008341131411281856
t493,0.0,0.0,0.0,0.0,0.008340830444749805
t494,0.0,0.0,0.0,0.0,0.008341021611893075
t495,0.0,0.0,0.0,0.0,0.008341420169941572
t496,0.0,0.0,0.0,0.0,0.008342000123463025
