Resource,natural_gas_combined_cycle,solar_pv,onshore_wind,battery
Zone,1,1,1,1
t1,79.0,0.0,0.0,0.0
t2,79.0,0.0,0.0,0.0
t3,79.0,0.0,0.0,0.0
t4,79.0,0.0,0.0,0.0
t5,79.0,0.0,0.0,0.0
t6,79.0,0.0,0.0,0.0
t7,79.0,0.0,0.0,0.0
t8,79.0,0.0,0.0,0.0
t9,79.0,0.0,0.0,0.0
t10,79.0,0.0,0.0,0.0
t11,79.0,0.0,0.0,0.0
t12,79.0,0.0,0.0,0.0
t13,79.0,0.0,0.0,0.0
t14,79.0,0.0,0.0,0.0
t15,79.0,0.0,0.0,0.0
t16,79.0,0.0,0.0,0.0
t17,79.0,0.0,0.0,0.0
t18,79.0,0.0,0.0,0.0
t19,79.0,0.0,0.0,0.0
t20,79.0,0.0,0.0,0.0
t21,79.0,0.0,0.0,0.0
t22,79.0,0.0,0.0,0.0
t23,79.0,0.0,0.0,0.0
t24,79.0,0.0,0.0,0.0
t25,79.0,0.0,0.0,0.0
t26,79.0,0.0,0.0,0.0
t27,79.0,0.0,0.0,0.0
t28,79.0,0.0,0.0,0.0
t29,79.0,0.0,0.0,0.0
t30,79.0,0.0,0.0,0.0
t31,79.0,0.0,0.0,0.0
t32,79.0,0.0,0.0,0.0
t33,79.0,0.0,0.0,0.0
t34,79.0,0.0,0.0,0.0
t35,79.0,0.0,0.0,0.0
t36,79.0,0.0,0.0,0.0
t37,79.0,0.0,0.0,0.0
t38,79.0,0.0,0.0,0.0
t39,79.0,0.0,0.0,0.0
t40,79.0,0.0,0.0,0.0
t41,79.0,0.0,0.0,0.0
t42,79.0,0.0,0.0,0.0
t43,79.0,0.0,0.0,0.0
t44,79.0,0.0,0.0,0.0
t45,79.0,0.0,0.0,0.0
t46,79.0,0.0,0.0,0.0
t47,79.0,0.0,0.0,0.0
t48,79.0,0.0,0.0,0.0
t49,79.0,0.0,0.0,0.0
t50,79.0,0.0,0.0,0.0
t51,79.0,0.0,0.0,0.0
t52,79.0,0.0,0.0,0.0
t53,79.0,0.0,0.0,0.0
t54,79.0,0.0,0.0,0.0
t55,79.0,0.0,0.0,0.0
t56,79.0,0.0,0.0,0.0
t57,79.0,0.0,0.0,0.0
t58,79.0,0.0,0.0,0.0
t59,79.0,0.0,0.0,0.0
t60,79.0,0.0,0.0,0.0
t61,79.0,0.0,0.0,0.0
t62,79.0,0.0,0.0,0.0
t63,79.0,0.0,0.0,0.0
t64,79.0,0.0,0.0,0.0
t65,79.0,0.0,0.0,0.0
t66,79.0,0.0,0.0,0.0
t67,79.0,0.0,0.0,0.0
t68,79.0,0.0,0.0,0.0
t69,79.0,0.0,0.0,0.0
t70,79.0,0.0,0.0,0.0
t71,79.0,0.0,0.0,0.0
t72,79.0,0.0,0.0,0.0
t73,79.0,0.0,0.0,0.0
t74,79.0,0.0,0.0,0.0
t75,79.0,0.0,0.0,0.0
t76,79.0,0.0,0.0,0.0
t77,79.0,0.0,0.0,0.0
t78,79.0,0.0,0.0,0.0
t79,79.0,0.0,0.0,0.0
t80,79.0,0.0,0.0,0.0
t81,79.0,0.0,0.0,0.0
t82,79.0,0.0,0.0,0.0
t83,79.0,0.0,0.0,0.0
t84,79.0,0.0,0.0,0.0
t85,79.0,0.0,0.0,0.0
t86,79.0,0.0,0.0,0.0
t87,79.0,0.0,0.0,0.0
t88,79.0,0.0,0.0,0.0
t89,79.0,0.0,0.0,0.0
t90,79.0,0.0,0.0,0.0
