Resource,ngcc,natural_gas_combined_cycle,solar_pv,onshore_wind,battery,Total
t28,1.1531436379280324e-7,1.1778870996054672e-7,0.0,0.0,0.0,2.3310307375334996e-7
t29,1.1526392742694958e-7,1.1771286166643401e-7,0.0,0.0,0.0,2.329767890933836e-7
t30,1.1522919808104323e-7,1.1765523440179408e-7,0.0,0.0,0.0,2.328844324828373e-7
t31,1.1521119581885402e-7,1.1761771626264603e-7,0.0,0.0,0.0,2.3282891208150005e-7
t32,1.1520247126413589e-7,1.1759388688021326e-7,0.0,0.0,0.0,2.3279635814434915e-7
t33,1.1519720317198414e-7,1.1757690656822343e-7,0.0,0.0,0.0,2.3277410974020758e-7
t34,1.1519452316070045e-7,1.1756518573752521e-7,0.0,0.0,0.0,2.3275970889822566e-7
t35,1.1519382803143402e-7,1.1755729151383842e-7,0.0,0.0,0.0,2.3275111954527243e-7
t36,1.1519424036420092e-7,1.1755129959725393e-7,0.0,0.0,0.0,2.3274553996145485e-7
t37,1.1519483617370268e-7,1.1754516362645836e-7,0.0,0.0,0.0,2.3273999980016106e-7
t38,1.1519494946599948e-7,1.1753760650594264e-7,0.0,0.0,0.0,2.3273255597194214e-7
t39,1.1519447001388226e-7,1.1752877759618714e-7,0.0,0.0,0.0,2.327232476100694e-7
t40,1.1519352359324943e-7,1.1751915857451574e-7,0.0,0.0,0.0,2.3271268216776516e-7
t41,1.1519263655683855e-7,1.1751056112671656e-7,0.0,0.0,0.0,2.3270319768355513e-7
t42,1.1519595664181187e-7,1.1751431348239107e-7,0.0,0.0,0.0,2.3271027012420293e-7
t43,1.1520673212638175e-7,1.1754250584592431e-7,0.0,0.0,0.0,2.3274923797230605e-7
t44,1.1521601550611455e-7,1.1756947495311211e-7,0.0,0.0,0.0,2.3278549045922665e-7
t45,1.1522255839928056e-7,1.1758599854160497e-7,0.0,0.0,0.0,2.3280855694088553e-7
t46,1.1522584034104406e-7,1.1758635865321338e-7,0.0,0.0,0.0,2.3281219899425745e-7
t47,1.1522554240602303e-7,1.175804651179593e-7,0.0,0.0,0.0,2.328060075239823e-7
t48,1.1522159650372286e-7,1.1757519491348908e-7,0.0,0.0,0.0,2.3279679141721193e-7
t49,1.1521390995249521e-7,1.1756105147881983e-7,0.0,0.0,0.0,2.3277496143131504e-7
t50,1.1520260126024113e-7,1.1753583077607797e-7,0.0,0.0,0.0,2.327384320363191e-7
t51,1.1518860491670979e-7,1.1750343827130051e-7,0.0,0.0,0.0,2.326920431880103e-7
t52,1.1517279354598328e-7,1.1746853369783808e-7,0.0,0.0,0.0,2.3264132724382134e-7
t53,1.151568119613188e-7,1.1743554712234047e-7,0.0,0.0,0.0,2.3259235908365925e-7
t54,1.151431502371397e-7,1.1740962982059654e-7,0.0,0.0,0.0,2.3255278005773623e-7
t55,1.1513403443134848e-7,1.1739378242897621e-7,0.0,0.0,0.0,2.325278168603247e-7
t56,1.1513036436979989e-7,1.1739132859543753e-7,0.0,0.0,0.0,2.3252169296523742e-7
t57,1.1512933563419323e-7,1.1740017001047571e-7,0.0,0.0,0.0,2.3252950564466892e-7
t58,1.1512795114638932e-7,1.1741008895852503e-7,0.0,0.0,0.0,2.3253804010491435e-7
t59,1.1512611784104683e-7,1.1741370919670404e-7,0.0,0.0,0.0,2.3253982703775088e-7
t60,1.1512397178717913e-7,1.1741408847960785e-7,0.0,0.0,0.0,2.32538060266787e-7
t61,1.1512125280267647e-7,1.1741182330798606e-7,0.0,0.0,0.0,2.3253307611066254e-7
t62,1.1511779294383591e-7,1.1740690619220407e-7,0.0,0.0,0.0,2.3252469913603997e-7
t63,1.1511390207090884e-7,1.1740123477799858e-7,0.0,0.0,0.0,2.3251513684890744e-7
t64,1.1510941152794448e-7,1.1739563899411468e-7,0.0,0.0,0.0,2.3250505052205917e-7
t65,1.1510569942322268e-7,1.1739475946019898e-7,0.0,0.0,0.0,2.3250045888342166e-7
t66,1.1511330818845476e-7,1.174218310577814e-7,0.0,0.0,0.0,2.3253513924623617e-7
t67,1.1521100859057073e-7,1.1763283979028009e-7,0.0,0.0,0.0,2.3284384838085084e-7
t68,1.1532434847176952e-7,1.1788370963497678e-7,0.0,0.0,0.0,2.332080581067463e-7
t69,1.1537128491440991e-7,1.1801902501069894e-7,0.0,0.0,0.0,2.3339030992510885e-7
t70,1.1538625274958715e-7,1.1807680912979799e-7,0.0,0.0,0.0,2.3346306187938515e-7
t71,1.153866218028785e-7,1.1807870969003868e-7,0.0,0.0,0.0,2.3346533149291718e-7
t72,1.1538012919316459e-7,1.1805324370234077e-7,0.0,0.0,0.0,2.3343337289550536e-7
t73,1.1537036256576268e-7,1.1803109315675787e-7,0.0,0.0,0.0,2.3340145572252056e-7
t74,1.1535908165159772e-7,1.1800975374080608e-7,0.0,0.0,0.0,2.333688353924038e-7
t75,1.1534702639993642e-7,1.1798172778648794e-7,0.0,0.0,0.0,2.3332875418642435e-7
t76,1.1533451044161476e-7,1.1794742420689604e-7,0.0,0.0,0.0,2.332819346485108e-7
t77,1.1532205370282772e-7,1.1790823742311262e-7,0.0,0.0,0.0,2.3323029112594033e-7
t78,1.1531037068616956e-7,1.1786884774840378e-7,0.0,0.0,0.0,2.3317921843457332e-7
t79,1.1530113238689386e-7,1.1783825331742643e-7,0.0,0.0,0.0,2.331393857043203e-7
t80,1.1529850140832575e-7,1.1783210013449147e-7,0.0,0.0,0.0,2.3313060154281723e-7
t81,1.1530301739693764e-7,1.1785378347933548e-7,0.0,0.0,0.0,2.3315680087627312e-7
t82,1.1530708734768112e-7,1.1788123366506948e-7,0.0,0.0,0.0,2.331883210127506e-7
t83,1.1531005013130377e-7,1.1790813938100233e-7,0.0,0.0,0.0,2.3321818951230608e-7
t84,1.1531199803808422e-7,1.179314888985647e-7,0.0,0.0,0.0,2.332434869366489e-7
t85,1.1531208536200801e-7,1.1794859696047289e-7,0.0,0.0,0.0,2.332606823224809e-7
t86,1.1531013935548966e-7,1.1795782179794098e-7,0.0,0.0,0.0,2.3326796115343063e-7
t87,1.1530721494170624e-7,1.179627880061854e-7,0.0,0.0,0.0,2.3327000294789163e-7
t88,1.15303549538237e-7,1.17966889675864e-7,0.0,0.0,0.0,2.33270439214101e-7
t89,1.1530154180487246e-7,1.1797918037528986e-7,0.0,0.0,0.0,2.3328072218016233e-7
t90,1.1531884934865075e-7,1.1804558512807411e-7,0.0,0.0,0.0,2.3336443447672487e-7
t91,1.154818905264375e-7,1.184310829096373e-7,0.0,0.0,0.0,2.339129734360748e-7
t92,1.155740719709069e-7,1.187051086387978e-7,0.0,0.0,0.0,2.3427918060970469e-7
t93,1.1560599197793317e-7,1.188487954785464e-7,0.0,0.0,0.0,2.3445478745647957e-7
t94,1.1561482653050016e-7,1.1890222195382492e-7,0.0,0.0,0.0,2.3451704848432507e-7
t95,1.1561275525772354e-7,1.1887789392086335e-7,0.0,0.0,0.0,2.344906491785869e-7
t96,1.1560530568088648e-7,1.1883344241741867e-7,0.0,0.0,0.0,2.3443874809830515e-7
t97,1.1559497010260775e-7,1.1880567452795259e-7,0.0,0.0,0.0,2.3440064463056032e-7
t98,1.1558288431004132e-7,1.1877156860209338e-7,0.0,0.0,0.0,2.3435445291213472e-7
t99,1.155698935068282e-7,1.18731993122215e-7,0.0,0.0,0.0,2.343018866290432e-7
t100,1.1555644042061241e-7,1.1868990205115931e-7,0.0,0.0,0.0,2.3424634247177172e-7
t101,1.1554314875226975e-7,1.1864906233562792e-7,0.0,0.0,0.0,2.3419221108789765e-7
t102,1.155311925253879e-7,1.186134326918627e-7,0.0,0.0,0.0,2.341446252172506e-7
t103,1.1552235910260908e-7,1.1858666194477726e-7,0.0,0.0,0.0,2.3410902104738632e-7
t104,1.1551917067596784e-7,1.1857575293700111e-7,0.0,0.0,0.0,2.3409492361296896e-7
t105,1.1552037947092279e-7,1.1857978072753737e-7,0.0,0.0,0.0,2.3410016019846015e-7
t106,1.1552192162043617e-7,1.185853323496613e-7,0.0,0.0,0.0,2.3410725397009748e-7
t107,1.1552386499271064e-7,1.1859266495400422e-7,0.0,0.0,0.0,2.3411652994671485e-7
t108,1.1552527198229379e-7,1.1859978847105916e-7,0.0,0.0,0.0,2.3412506045335296e-7
t109,1.1552543830189523e-7,1.1860381863975963e-7,0.0,0.0,0.0,2.3412925694165486e-7
t110,1.1552470235393551e-7,1.1860436684829497e-7,0.0,0.0,0.0,2.341290692022305e-7
t111,1.155237842502111e-7,1.18603291846108e-7,0.0,0.0,0.0,2.341270760963191e-7
t112,1.1552245223984374e-7,1.1860029933316154e-7,0.0,0.0,0.0,2.3412275157300528e-7
t113,1.1552168324428225e-7,1.1859886908948202e-7,0.0,0.0,0.0,2.3412055233376425e-7
t114,1.1552744236141001e-7,1.186228873145203e-7,0.0,0.0,0.0,2.3415032967593032e-7
t115,1.15551252076991e-7,1.1871226640544673e-7,0.0,0.0,0.0,2.342635184824377e-7
t116,1.155737173129777e-7,1.1880644899331359e-7,0.0,0.0,0.0,2.3438016630629127e-7
t117,1.155878534768593e-7,1.1887494062738337e-7,0.0,0.0,0.0,2.3446279410424267e-7
t118,1.1559475077625866e-7,1.1890234316801523e-7,0.0,0.0,0.0,2.344970939442739e-7
t119,1.1559570924059729e-7,1.1889198209042524e-7,0.0,0.0,0.0,2.3448769133102253e-7
t120,1.155921819848639e-7,1.1887136038453365e-7,0.0,0.0,0.0,2.3446354236939756e-7
t121,1.1558568136987805e-7,1.1885482805702508e-7,0.0,0.0,0.0,2.3444050942690314e-7
t122,1.1557698341683899e-7,1.188272811880118e-7,0.0,0.0,0.0,2.3440426460485079e-7
t123,1.1556685975993592e-7,1.187918836206447e-7,0.0,0.0,0.0,2.3435874338058062e-7
t124,1.1555587490499464e-7,1.1875152539646556e-7,0.0,0.0,0.0,2.3430740030146022e-7
t125,1.1554472897570481e-7,1.187109922101595e-7,0.0,0.0,0.0,2.342557211858643e-7
t126,1.1553491996259028e-7,1.1867438013825049e-7,0.0,0.0,0.0,2.342093001008408e-7
t127,1.155285720353353e-7,1.186459119526382e-7,0.0,0.0,0.0,2.341744839879735e-7
t128,1.155277269315567e-7,1.1863299153011665e-7,0.0,0.0,0.0,2.3416071846167333e-7
t129,1.1553060657161791e-7,1.186360121204948e-7,0.0,0.0,0.0,2.341666186921127e-7
t130,1.1553372694450134e-7,1.1864462615455926e-7,0.0,0.0,0.0,2.3417835309906061e-7
t131,1.1553689267715644e-7,1.1865573001382419e-7,0.0,0.0,0.0,2.3419262269098062e-7
t132,1.1553979780764225e-7,1.186654222414874e-7,0.0,0.0,0.0,2.3420522004912966e-7
t133,1.1554179687191395e-7,1.1866974206743943e-7,0.0,0.0,0.0,2.342115389393534e-7
t134,1.155429353956736e-7,1.1866874309898437e-7,0.0,0.0,0.0,2.3421167849465795e-7
t135,1.1554382688617419e-7,1.1866517921731774e-7,0.0,0.0,0.0,2.3420900610349194e-7
t136,1.155441560101514e-7,1.1865988831714774e-7,0.0,0.0,0.0,2.3420404432729914e-7
t137,1.1554484535439352e-7,1.1865804373863283e-7,0.0,0.0,0.0,2.3420288909302636e-7
t138,1.155494865462901e-7,1.1867578171719912e-7,0.0,0.0,0.0,2.3422526826348923e-7
t139,1.1555990845358451e-7,1.1872256032367662e-7,0.0,0.0,0.0,2.3428246877726113e-7
t140,1.1556849538293523e-7,1.1876695395575904e-7,0.0,0.0,0.0,2.3433544933869428e-7
t141,1.1557456935893625e-7,1.1879719855053579e-7,0.0,0.0,0.0,2.3437176790947204e-7
t142,1.1557818988928372e-7,1.1880545419706819e-7,0.0,0.0,0.0,2.343836440863519e-7
t143,1.1557944511373431e-7,1.1880148181822274e-7,0.0,0.0,0.0,2.3438092693195704e-7
t144,1.155778886749498e-7,1.1879361875501384e-7,0.0,0.0,0.0,2.3437150742996363e-7
t145,1.1557309038489227e-7,1.1877446198820273e-7,0.0,0.0,0.0,2.34347552373095e-7
t146,1.1556463450054264e-7,1.1874166769509235e-7,0.0,0.0,0.0,2.3430630219563498e-7
t147,1.1555314433055417e-7,1.1869869396084303e-7,0.0,0.0,0.0,2.342518382913972e-7
t148,1.1553934263264414e-7,1.1865075746552329e-7,0.0,0.0,0.0,2.341901000981674e-7
t149,1.1552449494586745e-7,1.1860292547142767e-7,0.0,0.0,0.0,2.3412742041729513e-7
t150,1.1551095421773255e-7,1.1856015013300584e-7,0.0,0.0,0.0,2.3407110435073838e-7
t151,1.1550097799285375e-7,1.1852638007785034e-7,0.0,0.0,0.0,2.340273580707041e-7
t152,1.1549515905458367e-7,1.1850197669570665e-7,0.0,0.0,0.0,2.3399713575029034e-7
t153,1.1549218407002632e-7,1.1848458743484626e-7,0.0,0.0,0.0,2.3397677150487258e-7
t154,1.1549152415050883e-7,1.1847341402074659e-7,0.0,0.0,0.0,2.3396493817125543e-7
t155,1.1549211956940793e-7,1.1846635453849484e-7,0.0,0.0,0.0,2.3395847410790277e-7
t156,1.1549299513309353e-7,1.184604946343331e-7,0.0,0.0,0.0,2.3395348976742662e-7
t157,1.1549353778712848e-7,1.184539565981778e-7,0.0,0.0,0.0,2.3394749438530628e-7
t158,1.15493425490282e-7,1.1844535969860696e-7,0.0,0.0,0.0,2.3393878518888896e-7
t159,1.1549258803390915e-7,1.1843467938575927e-7,0.0,0.0,0.0,2.3392726741966842e-7
t160,1.1549122187906684e-7,1.1842278378172255e-7,0.0,0.0,0.0,2.3391400566078939e-7
t161,1.1549021257041868e-7,1.1841244458196183e-7,0.0,0.0,0.0,2.339026571523805e-7
t162,1.1549223440441138e-7,1.1841255863836511e-7,0.0,0.0,0.0,2.339047930427765e-7
t163,1.1549781443763299e-7,1.1842396684015086e-7,0.0,0.0,0.0,2.3392178127778384e-7
t164,1.1550274207548023e-7,1.184303591272905e-7,0.0,0.0,0.0,2.3393310120277074e-7
t165,1.1550627411509463e-7,1.184290587170588e-7,0.0,0.0,0.0,2.3393533283215343e-7
t166,1.1550880051187692e-7,1.184228957526789e-7,0.0,0.0,0.0,2.339316962645558e-7
t167,1.1550974443097054e-7,1.1841381073611647e-7,0.0,0.0,0.0,2.3392355516708701e-7
t168,1.1550833877466928e-7,1.1840105469468331e-7,0.0,0.0,0.0,2.3390939346935258e-7
t169,7.723078498280868e-8,7.861891440710655e-8,0.0,0.0,0.0,1.5584969938991524e-7
t170,7.722796821414e-8,7.860911541004719e-8,0.0,0.0,0.0,1.5583708362418719e-7
t171,7.722411631803882e-8,7.859789519940151e-8,0.0,0.0,0.0,1.5582201151744032e-7
t172,7.721989071520532e-8,7.858685967680595e-8,0.0,0.0,0.0,1.5580675039201127e-7
t173,7.721563217823685e-8,7.857681239019022e-8,0.0,0.0,0.0,1.5579244456842707e-7
t174,7.721172105221677e-8,7.856841101081869e-8,0.0,0.0,0.0,1.5578013206303546e-7
t175,7.720856953505508e-8,7.856225256802473e-8,0.0,0.0,0.0,1.5577082210307982e-7
t176,7.720646911781723e-8,7.855862805546272e-8,0.0,0.0,0.0,1.5576509717327994e-7
t177,7.720513647954917e-8,7.855686698596285e-8,0.0,0.0,0.0,1.5576200346551202e-7
t178,7.720509590308985e-8,7.855721349012906e-8,0.0,0.0,0.0,1.5576230939321892e-7
t179,7.720588489201479e-8,7.855882895526599e-8,0.0,0.0,0.0,1.5576471384728077e-7
t180,7.720703995286893e-8,7.856075310384095e-8,0.0,0.0,0.0,1.5576779305670987e-7
t181,7.720816421570018e-8,7.856211377779528e-8,0.0,0.0,0.0,1.5577027799349545e-7
t182,7.720909802625532e-8,7.856245281403103e-8,0.0,0.0,0.0,1.5577155084028637e-7
t183,7.720969146582494e-8,7.856148418041526e-8,0.0,0.0,0.0,1.5577117564624019e-7
t184,7.720996321794698e-8,7.855939849510821e-8,0.0,0.0,0.0,1.557693617130552e-7
t185,7.721026017892102e-8,7.855738258847502e-8,0.0,0.0,0.0,1.5576764276739604e-7
t186,7.721160175042176e-8,7.855819168484183e-8,0.0,0.0,0.0,1.557697934352636e-7
t187,7.721727558333682e-8,7.85705421192677e-8,0.0,0.0,0.0,1.5578781770260453e-7
t188,7.722654364441491e-8,7.859257348831175e-8,0.0,0.0,0.0,1.5581911713272668e-7
t189,7.723367825331226e-8,7.861059758831055e-8,0.0,0.0,0.0,1.558442758416228e-7
t190,7.723805730879969e-8,7.862204169013435e-8,0.0,0.0,0.0,1.5586009899893404e-7
t191,7.723976778094832e-8,7.862849660080897e-8,0.0,0.0,0.0,1.558682643817573e-7
t192,7.723955212033925e-8,7.86326292679179e-8,0.0,0.0,0.0,1.5587218138825714e-7
t193,7.723782814552029e-8,7.863311470538266e-8,0.0,0.0,0.0,1.5587094285090294e-7
t194,7.72350422466124e-8,7.86291329031271e-8,0.0,0.0,0.0,1.5586417514973951e-7
t195,7.723163794030019e-8,7.862228594742595e-8,0.0,0.0,0.0,1.5585392388772616e-7
t196,7.722795483311563e-8,7.861432284541062e-8,0.0,0.0,0.0,1.5584227767852625e-7
t197,7.72242768991981e-8,7.860675179932517e-8,0.0,0.0,0.0,1.5583102869852328e-7
t198,7.722113707709658e-8,7.86013290619958e-8,0.0,0.0,0.0,1.5582246613909237e-7
t199,7.721950958402699e-8,7.859998004530028e-8,0.0,0.0,0.0,1.5581948962932727e-7
t200,7.722112655202611e-8,7.860598067498772e-8,0.0,0.0,0.0,1.5582710722701383e-7
t201,7.722489345806668e-8,7.861789194442381e-8,0.0,0.0,0.0,1.558427854024905e-7
t202,7.722879165307472e-8,7.862880152972312e-8,0.0,0.0,0.0,1.5585759318279783e-7
t203,7.72322775305038e-8,7.86375945072893e-8,0.0,0.0,0.0,1.5586987203779312e-7
t204,7.723539911797216e-8,7.86442053716843e-8,0.0,0.0,0.0,1.5587960448965647e-7
t205,7.723804713536684e-8,7.864879373479438e-8,0.0,0.0,0.0,1.558868408701612e-7
t206,7.723990502840167e-8,7.865090720567213e-8,0.0,0.0,0.0,1.558908122340738e-7
t207,7.72412912130566e-8,7.865173057129197e-8,0.0,0.0,0.0,1.5589302178434857e-7
t208,7.724214069672734e-8,7.865140923495967e-8,0.0,0.0,0.0,1.5589354993168702e-7
t209,7.724279721346769e-8,7.8651004744437e-8,0.0,0.0,0.0,1.558938019579047e-7
t210,7.724417165936644e-8,7.865299962328143e-8,0.0,0.0,0.0,1.5589717128264787e-7
t211,7.724976208262639e-8,7.866734944357786e-8,0.0,0.0,0.0,1.5591711152620425e-7
t212,7.725886000478728e-8,7.869177555866282e-8,0.0,0.0,0.0,1.5595063556345012e-7
t213,7.726573200959564e-8,7.87118897631168e-8,0.0,0.0,0.0,1.5597762177271245e-7
t214,7.726993988970736e-8,7.87248548870706e-8,0.0,0.0,0.0,1.5599479477677795e-7
t215,7.727151144232381e-8,7.873024164868325e-8,0.0,0.0,0.0,1.5600175309100705e-7
t216,7.727085085644969e-8,7.873034794541077e-8,0.0,0.0,0.0,1.5600119880186047e-7
t217,7.726838384394226e-8,7.872333257262062e-8,0.0,0.0,0.0,1.5599171641656288e-7
t218,7.726456119995374e-8,7.870934039715315e-8,0.0,0.0,0.0,1.5597390159710688e-7
t219,7.725980111519022e-8,7.869190119118795e-8,0.0,0.0,0.0,1.5595170230637817e-7
t220,7.725466801581834e-8,7.867409687947215e-8,0.0,0.0,0.0,1.559287648952905e-7
t221,7.724951868765395e-8,7.865769306391556e-8,0.0,0.0,0.0,1.559072117515695e-7
t222,7.724518854727946e-8,7.864482100270459e-8,0.0,0.0,0.0,1.5589000954998403e-7
t223,7.724286110103943e-8,7.863767144852741e-8,0.0,0.0,0.0,1.5588053254956685e-7
t224,7.72437103747267e-8,7.863881556626164e-8,0.0,0.0,0.0,1.5588252594098832e-7
t225,7.724612972861359e-8,7.864501970960784e-8,0.0,0.0,0.0,1.5589114943822143e-7
t226,7.724856797242165e-8,7.865185028917594e-8,0.0,0.0,0.0,1.559004182615976e-7
t227,7.725082898271724e-8,7.865879987861194e-8,0.0,0.0,0.0,1.5590962886132917e-7
t228,7.725298877248356e-8,7.866599609303681e-8,0.0,0.0,0.0,1.5591898486552037e-7
t229,7.725490712467791e-8,7.867241459022469e-8,0.0,0.0,0.0,1.559273217149026e-7
t230,7.72563696410254e-8,7.867730500024996e-8,0.0,0.0,0.0,1.5593367464127536e-7
t231,7.725764056935112e-8,7.868081204124379e-8,0.0,0.0,0.0,1.5593845261059492e-7
t232,7.725860878717216e-8,7.868298981125629e-8,0.0,0.0,0.0,1.5594159859842844e-7
t233,7.72594211987985e-8,7.868461648949145e-8,0.0,0.0,0.0,1.5594403768828996e-7
t234,7.726082240174725e-8,7.86875393976422e-8,0.0,0.0,0.0,1.5594836179938946e-7
t235,7.726561652736764e-8,7.870082486578732e-8,0.0,0.0,0.0,1.5596644139315497e-7
t236,7.727258291187878e-8,7.871994881505779e-8,0.0,0.0,0.0,1.5599253172693657e-7
t237,7.727757972050407e-8,7.873560572969594e-8,0.0,0.0,0.0,1.5601318545020001e-7
t238,7.72806929181082e-8,7.874550686023585e-8,0.0,0.0,0.0,1.5602619977834406e-7
t239,7.728180979582544e-8,7.874916124728022e-8,0.0,0.0,0.0,1.5603097104310564e-7
t240,7.728094587704067e-8,7.874550157402768e-8,0.0,0.0,0.0,1.5602644745106834e-7
t241,7.727819938925401e-8,7.873528757422578e-8,0.0,0.0,0.0,1.5601348696347978e-7
t242,7.727365021605437e-8,7.8722304450173e-8,0.0,0.0,0.0,1.5599595466622737e-7
t243,7.7267731330714e-8,7.870842300854294e-8,0.0,0.0,0.0,1.5597615433925694e-7
t244,7.726095327133951e-8,7.869380918737311e-8,0.0,0.0,0.0,1.5595476245871263e-7
t245,7.725407244368074e-8,7.867924494833073e-8,0.0,0.0,0.0,1.5593331739201146e-7
t246,7.724833534555039e-8,7.86665741882968e-8,0.0,0.0,0.0,1.559149095338472e-7
t247,7.72453560830924e-8,7.865904619664771e-8,0.0,0.0,0.0,1.5590440227974012e-7
t248,7.724563630702233e-8,7.865947326413902e-8,0.0,0.0,0.0,1.5590510957116135e-7
t249,7.72474530207768e-8,7.866452645492167e-8,0.0,0.0,0.0,1.5591197947569847e-7
t250,7.724944167518378e-8,7.867016725136311e-8,0.0,0.0,0.0,1.5591960892654688e-7
t251,7.725144531800787e-8,7.867511467354248e-8,0.0,0.0,0.0,1.5592655999155035e-7
t252,7.7253491190972e-8,7.867917594203836e-8,0.0,0.0,0.0,1.5593266713301036e-7
t253,7.72553613195889e-8,7.868241987995513e-8,0.0,0.0,0.0,1.5593778119954402e-7
t254,7.725685347208264e-8,7.868487065236339e-8,0.0,0.0,0.0,1.5594172412444604e-7
t255,7.725823254841229e-8,7.868744738097847e-8,0.0,0.0,0.0,1.5594567992939077e-7
t256,7.725931919811187e-8,7.868976115031955e-8,0.0,0.0,0.0,1.559490803484314e-7
t257,7.726030025808178e-8,7.869271150154793e-8,0.0,0.0,0.0,1.5595301175962972e-7
t258,7.72619785985785e-8,7.869882877639463e-8,0.0,0.0,0.0,1.559608073749731e-7
t259,7.726665232742175e-8,7.871511994217448e-8,0.0,0.0,0.0,1.559817722695962e-7
t260,7.72729036862693e-8,7.873657669614673e-8,0.0,0.0,0.0,1.5600948038241602e-7
t261,7.727761087179447e-8,7.875328855055503e-8,0.0,0.0,0.0,1.560308994223495e-7
t262,7.728055002779709e-8,7.876322848341782e-8,0.0,0.0,0.0,1.560437785112149e-7
t263,7.728161863754e-8,7.876609251462624e-8,0.0,0.0,0.0,1.5604771115216625e-7
t264,7.728070202823414e-8,7.876110229118418e-8,0.0,0.0,0.0,1.5604180431941834e-7
t265,7.727764651236744e-8,7.87494977688716e-8,0.0,0.0,0.0,1.5602714428123904e-7
t266,7.727273428152233e-8,7.873400698834258e-8,0.0,0.0,0.0,1.5600674126986492e-7
t267,7.726635383025395e-8,7.871716551817305e-8,0.0,0.0,0.0,1.55983519348427e-7
t268,7.725927102370524e-8,7.869979135136453e-8,0.0,0.0,0.0,1.5595906237506978e-7
t269,7.725251960244244e-8,7.868356214138113e-8,0.0,0.0,0.0,1.5593608174382357e-7
t270,7.72470804877601e-8,7.86697522380809e-8,0.0,0.0,0.0,1.55916832725841e-7
t271,7.724444883252711e-8,7.866190780093107e-8,0.0,0.0,0.0,1.5590635663345818e-7
t272,7.724503317216002e-8,7.866248965737333e-8,0.0,0.0,0.0,1.5590752282953333e-7
t273,7.72469976667497e-8,7.866785163221348e-8,0.0,0.0,0.0,1.5591484929896318e-7
t274,7.724898182865402e-8,7.867353369610754e-8,0.0,0.0,0.0,1.5592251552476155e-7
t275,7.7250907170037e-8,7.867865717204692e-8,0.0,0.0,0.0,1.5592956434208392e-7
t276,7.725278053344757e-8,7.86827617573271e-8,0.0,0.0,0.0,1.5593554229077467e-7
t277,7.725445038164222e-8,7.868607319387034e-8,0.0,0.0,0.0,1.5594052357551256e-7
t278,7.72558685799563e-8,7.868879222353027e-8,0.0,0.0,0.0,1.5594466080348658e-7
