Zone,1,Total
AnnualSum,4.630131e7,4.630131e7
t1,4470.478709519273,4470.478709519273
t2,4227.770404737989,4227.770404737989
t3,4063.9180299872173,4063.9180299872173
t4,4063.9180299872173,4063.9180299872173
t5,4063.9180299872173,4063.9180299872173
t6,4063.9180299872173,4063.9180299872173
t7,4161.285951613085,4161.285951613085
t8,4296.2574016317185,4296.2574016317185
t9,4524.947900031244,4524.947900031244
t10,4749.633310893125,4749.633310893125
t11,4884.6047609117595,4884.6047609117595
t12,4934.66835513232,4934.66835513232
t13,4958.698880358191,4958.698880358191
t14,4914.242408690332,4914.242408690332
t15,4865.780849484829,4865.780849484829
t16,4893.816462248342,4893.816462248342
t17,5370.822387981854,5370.822387981854
t18,5822.996770981967,5822.996770981967
t19,5788.953526911984,5788.953526911984
t20,5611.928657748079,5611.928657748079
t21,4680.483833138205,4680.483833138205
t22,4391.316512920241,4391.316512920241
t23,4752.605196736175,4752.605196736175
t24,4355.132188435099,4355.132188435099
t25,4063.9180299872173,4063.9180299872173
t26,4063.9180299872173,4063.9180299872173
t27,4063.9180299872173,4063.9180299872173
t28,4063.9180299872173,4063.9180299872173
t29,4063.9180299872173,4063.9180299872173
t30,4063.9180299872173,4063.9180299872173
t31,4283.841630265019,4283.841630265019
t32,4537.363671397944,4537.363671397944
t33,4848.15846431919,4848.15846431919
t34,5166.162414808197,5166.162414808197
t35,5399.659018252897,5399.659018252897
t36,5495.380610402611,5495.380610402611
t37,5486.569417819793,5486.569417819793
t38,5451.324647488517,5451.324647488517
t39,5434.102771076644,5434.102771076644
t40,5516.607574352129,5516.607574352129
t41,6034.064884215855,6034.064884215855
t42,6557.930334139812,6557.930334139812
t43,6500.257073597726,6500.257073597726
t44,6343.257642122043,6343.257642122043
t45,6086.531530959003,6086.531530959003
t46,5682.818707164395,5682.818707164395
t47,5182.583273712542,5182.583273712542
t48,4729.207364451136,4729.207364451136
t49,4428.425290374002,4428.425290374002
t50,4278.234507712317,4278.234507712317
t51,4206.142932034708,4206.142932034708
t52,4214.954124617526,4214.954124617526
t53,4365.945924786741,4365.945924786741
t54,4814.515729002974,4814.515729002974
t55,5608.324078964199,5608.324078964199
t56,6052.888795642786,6052.888795642786
t57,6128.1844413505105,6128.1844413505105
t58,6170.237860495783,6170.237860495783
t59,6225.5080685152825,6225.5080685152825
t60,6235.92129611316,6235.92129611316
t61,6210.689244625996,6210.689244625996
t62,6201.8780520431765,6201.8780520431765
