x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.0,2172.3594836099833,2152.908764965999,2152.9087655874605,2152.9087582843463,2152.9087652030357,2152.90875182645,2152.9087658316025,2250.162355930419,2250.162339957162,2250.162353304813,2250.162355676883,2250.1623550281893,2269.613073665928
