x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,65.03666666666668,64.31,64.31,64.31,64.31,64.31,64.31,67.94333333333334,67.94333333333334,67.94333333333334,67.94333333333334,67.94333333333334,68.67000000000002
0.0,93.83,93.83,93.83,92.9321052631579,92.9321052631579,92.03421052631579,92.03421052631579,91.13631578947368,91.13631578947368,92.03421052631579,92.03421052631579,92.03421052631579,92.03421052631579
0.0,100.8636923076923,100.8636923076923,100.8636923076923,100.8636923076923,101.91046153846153,101.91046153846153,102.95723076923078,91.44276923076923,92.48953846153846,92.48953846153846,93.53630769230769,93.53630769230769,93.53630769230769
0.0,22.898215384615384,22.898215384615384,22.697353846153845,22.697353846153845,22.697353846153845,22.697353846153845,22.697353846153845,21.090461538461536,21.090461538461536,21.090461538461536,21.090461538461536,20.889599999999998,20.889599999999998
0.0,10.287,10.287,10.287,10.287,10.287,10.287,10.287,10.287,10.287,10.287,10.287,10.287,10.287
0.0,10.22985,10.11555,10.11555,10.11555,10.11555,10.11555,10.11555,10.687050000000001,10.687050000000001,10.687050000000001,10.687050000000001,10.687050000000001,10.801350000000001
0.0,20.636000000000003,20.636000000000003,20.636000000000003,20.438526315789478,20.438526315789478,20.24105263157895,20.24105263157895,20.043578947368424,20.043578947368424,20.24105263157895,20.24105263157895,20.24105263157895,20.24105263157895
0.0,44.833496153846156,44.833496153846156,44.833496153846156,44.833496153846156,45.298780769230774,45.298780769230774,45.764065384615385,40.64593461538461,41.11121923076922,41.11121923076922,41.57650384615384,41.57650384615384,41.57650384615384
0.0,5.7233846153846155,5.7233846153846155,5.673179487179487,5.673179487179487,5.673179487179487,5.673179487179487,5.673179487179487,5.271538461538461,5.271538461538461,5.271538461538461,5.271538461538461,5.221333333333333,5.221333333333333
