Resource,ngcc,natural_gas_combined_cycle,solar_pv,onshore_wind,battery,Total
Zone,1,1,1,1,1,0
AnnualSum,2.6469688e6,1.1464228e8,0.1115444,0.3985624,9.942641,1.17289256e8
t1,300.78462915999086,11038.82168179798,0.0,0.00011492233694545753,0.001425313921944432,11339.607851194229
t2,300.0547764665137,10423.909059624833,0.0,0.0001131891108082483,0.0014248897212240708,10723.965374170179
t3,299.1559101899375,9966.631756419338,0.0,0.00011684615797128838,0.0014243744855398982,10265.789207829921
t4,298.4575041899179,9736.718213777036,0.0,0.00011564498003064944,0.0014239965471111386,10035.177257608482
t5,298.3333444814604,9701.285484361275,0.0,9.61862002374447e-5,0.0014240769446039905,9999.62034910588
t6,298.91418397781973,9877.473292899213,0.0,7.887210167136578e-5,0.0014247629676432435,10176.388980512102
t7,299.7720267323625,10255.550514668004,0.0,6.899527474043449e-5,0.0014254566047053328,10555.324035852245
t8,300.3488022291196,10597.335968834082,0.0,7.568805015041804e-5,0.0014251598288475078,10897.686271911083
t9,300.9510356351976,11176.819316866044,1.1261137881849362e-5,5.151587663854332e-5,0.0014252259363806198,11477.771840504194
t10,301.3769837348386,11746.319854591424,2.7674999317841943e-5,8.583401884240666e-7,0.0014253640236062061,12047.698292223628
t11,301.59039862683295,12088.468666880439,3.748436143620558e-5,2.913371418714181e-7,0.001425038725193236,12390.060528321696
t12,301.6649604415188,12215.383060477921,4.251066003141596e-5,2.4745255166698386e-7,0.0014247491679130917,12517.04948842672
t13,301.6964146666639,12276.306308671457,4.062115157235442e-5,5.113266641245727e-7,0.0014246813651053521,12578.004189151963
t14,301.6358930279359,12163.600635604174,3.8928745203706865e-5,8.86038901996664e-7,0.0014244675278681394,12465.237992914423
t15,301.5652495213018,12040.745962265832,3.251467226326677e-5,1.1737944020566667e-5,0.0014241215968539404,12342.312680161347
t16,301.5946847406452,12111.830345149618,2.1203489650128207e-5,2.381996279863e-5,0.0014236495757368732,12413.42649856329
t17,302.16318056501143,13321.212681662044,4.0300878039839716e-6,1.6615595636967913e-5,0.0014246777710533352,13623.37730755051
t18,302.6954885348747,14467.644608356139,0.0,7.033347436929091e-5,0.001425389603786351,14770.341592614091
t19,302.65288277050877,14381.334670008337,0.0,0.00012301349591932445,0.001424625545867607,14683.989100417888
t20,302.4357134943933,13932.51888064514,0.0,0.00011976676742958249,0.001424431394743151,14234.956138337697
t21,302.1916846905713,13406.520654736278,0.0,0.00012411097481898124,0.001424629300435489,13708.713888167125
t22,301.84736704519173,12673.376742551196,0.0,0.00012061348071318987,0.0014249708998491093,12975.225655180768
t23,301.3295614945977,11764.653605188312,0.0,0.00010920327409613697,0.0014254818432924191,12065.984701368028
t24,300.4067184261651,10746.617058431095,0.0,8.359672238824256e-5,0.0014259167503894,11047.025286370734
t25,298.734131618167,9885.780648559552,0.0,6.505936428447092e-5,0.001425805781052137,10184.516271042865
t26,296.1077991090866,9366.228365676932,0.0,8.119419374979826e-5,0.0014244790939200197,9662.337670459307
t27,293.1494638012725,9118.25652462058,0.0,7.95597465356816e-5,0.001422137750428335,9411.407490119347
t28,292.17760750085915,9062.337292287728,0.0,0.00011837214267743265,0.0014208933187333048,9354.516439054049
t29,295.14612208077455,9264.582936190935,0.0,0.00011025810210083483,0.0014247366523717484,9559.730593266464
t30,298.3401757404105,9783.567484044928,0.0,0.0001056461621914944,0.0014271877175533712,10081.909192619218
t31,300.16781265244094,10566.02369513119,0.0,7.292925898039744e-5,0.0014273212592182504,10866.19300803415
t32,300.9554837924591,11208.308132160384,0.0,5.962501965821399e-5,0.0014262062673043676,11509.265101784129
t33,301.51090367246707,11996.100155963064,1.0113930650432685e-5,7.017229689541001e-5,0.0014255300222170714,12297.612565451782
t34,301.9288506259308,12802.316047291946,2.1903449117886876e-5,9.411080198596838e-5,0.0014251965939849956,13104.246439128721
t35,302.1972695782883,13394.3241010884,3.209961487135274e-5,0.00012063622960048064,0.001424981145636242,13696.522948383677
t36,302.30219740636363,13637.02205195041,3.6839295550915593e-5,0.0001289271057379907,0.0014247920043152398,13939.325839915178
t37,302.2897182019955,13614.684473472551,3.7240051941560864e-5,0.00012968850895006908,0.0014245763041828693,13916.975783179412
t38,302.247370839051,13525.326596352219,3.521467705607577e-5,0.00012881275651969193,0.0014243928088651253,13827.575555611513
t39,302.2243588694785,13481.665411043126,3.0256803636246836e-5,0.00012961628539136238,0.0014240899918405085,13783.891353875686
t40,302.3222785822485,13690.845314422535,2.0429391449814726e-5,0.0001238588906653349,0.0014235233240544405,13993.169160816391
t41,303.012309825214,15002.713184304152,6.313807596377839e-6,0.0001253179967728375,0.0014241289140646605,15305.727049890082
t42,304.0244092981909,16330.513586308189,0.0,0.0001018708287922941,0.0014262380841219627,16634.53952371529
t43,303.9013470191757,16184.345378784492,0.0,9.181650277018583e-5,0.001424998048475299,16488.248242618218
t44,303.5194859367549,15786.48988687548,0.0,6.721567123564899e-5,0.0014244980639766844,16090.010864525972
t45,303.03904714874795,15135.770901542637,0.0,0.00010580061515592183,0.0014240821378203989,15438.811478574138
