Resource,ngcc,natural_gas_combined_cycle,solar_pv,onshore_wind,battery,Total
t110,1.1525974981761591e-7,1.177252422067026e-7,0.0,0.0,0.0,2.329849920243185e-7
t111,1.1526071540722329e-7,1.177329733428971e-7,0.0,0.0,0.0,2.329936887501204e-7
t112,1.1526229688258507e-7,1.1773965819438674e-7,0.0,0.0,0.0,2.3300195507697182e-7
t113,1.1526348530173983e-7,1.1773768105909548e-7,0.0,0.0,0.0,2.3300116636083532e-7
t114,1.1525832765393822e-7,1.1770884068084373e-7,0.0,0.0,0.0,2.3296716833478194e-7
t115,1.1523547371846456e-7,1.1763246093753908e-7,0.0,0.0,0.0,2.3286793465600363e-7
t116,1.1521420521658187e-7,1.1756268799209092e-7,0.0,0.0,0.0,2.327768932086728e-7
t117,1.1520125332001059e-7,1.1752018357907806e-7,0.0,0.0,0.0,2.3272143689908863e-7
t118,1.1519539059545477e-7,1.175027373475875e-7,0.0,0.0,0.0,2.3269812794304227e-7
t119,1.1519528430935618e-7,1.1750554651502266e-7,0.0,0.0,0.0,2.3270083082437885e-7
t120,1.1519954138502275e-7,1.17520698270778e-7,0.0,0.0,0.0,2.3272023965580076e-7
t121,1.1520673799059908e-7,1.1754099435032331e-7,0.0,0.0,0.0,2.327477323409224e-7
t122,1.1521614078960391e-7,1.1756440799812119e-7,0.0,0.0,0.0,2.327805487877251e-7
t123,1.1522693141945286e-7,1.1758997712982553e-7,0.0,0.0,0.0,2.328169085492784e-7
t124,1.1523849003294886e-7,1.1761757682043467e-7,0.0,0.0,0.0,2.3285606685338353e-7
t125,1.1525010034371413e-7,1.1764450500646822e-7,0.0,0.0,0.0,2.3289460535018236e-7
t126,1.152602671387395e-7,1.1766395373112206e-7,0.0,0.0,0.0,2.3292422086986155e-7
t127,1.1526689955564558e-7,1.176722338428743e-7,0.0,0.0,0.0,2.329391333985199e-7
t128,1.1526797140805715e-7,1.1767361118672369e-7,0.0,0.0,0.0,2.3294158259478086e-7
t129,1.1526524144272912e-7,1.1767232788526455e-7,0.0,0.0,0.0,2.3293756932799367e-7
t130,1.15262189557522e-7,1.1767300676837184e-7,0.0,0.0,0.0,2.3293519632589382e-7
t131,1.1525902303731392e-7,1.176730020374603e-7,0.0,0.0,0.0,2.329320250747742e-7
t132,1.1525608379081822e-7,1.1767122406508507e-7,0.0,0.0,0.0,2.329273078559033e-7
t133,1.1525408775890443e-7,1.1767052676169694e-7,0.0,0.0,0.0,2.3292461452060138e-7
t134,1.1525305058546941e-7,1.1767117138944449e-7,0.0,0.0,0.0,2.3292422197491391e-7
t135,1.1525240435791981e-7,1.1767290090991023e-7,0.0,0.0,0.0,2.3292530526783004e-7
t136,1.1525247118691336e-7,1.1767728925694286e-7,0.0,0.0,0.0,2.329297604438562e-7
t137,1.1525232309879774e-7,1.176803494003741e-7,0.0,0.0,0.0,2.3293267249917183e-7
t138,1.1524840386362976e-7,1.1766891972934001e-7,0.0,0.0,0.0,2.3291732359296978e-7
t139,1.1523890104061964e-7,1.176401868409974e-7,0.0,0.0,0.0,2.3287908788161704e-7
t140,1.1523132255153793e-7,1.1761794933459367e-7,0.0,0.0,0.0,2.328492718861316e-7
t141,1.1522627557238842e-7,1.1760472960969046e-7,0.0,0.0,0.0,2.3283100518207888e-7
t142,1.1522364612219857e-7,1.1760088398363361e-7,0.0,0.0,0.0,2.3282453010583217e-7
t143,1.1522331687633409e-7,1.176048265047881e-7,0.0,0.0,0.0,2.328281433811222e-7
t144,1.1522571092966588e-7,1.1761581414901356e-7,0.0,0.0,0.0,2.3284152507867945e-7
t145,1.1523125007599708e-7,1.1763325088520402e-7,0.0,0.0,0.0,2.328645009612011e-7
t146,1.1524034432307177e-7,1.1765739671132253e-7,0.0,0.0,0.0,2.328977410343943e-7
t147,1.152523530231981e-7,1.1768748593537359e-7,0.0,0.0,0.0,2.329398389585717e-7
t148,1.152665533232727e-7,1.1772251405229408e-7,0.0,0.0,0.0,2.3298906737556676e-7
t149,1.152817082466164e-7,1.1776052605501533e-7,0.0,0.0,0.0,2.3304223430163172e-7
t150,1.1529549248348146e-7,1.1779708318153802e-7,0.0,0.0,0.0,2.330925756650195e-7
t151,1.1530565605080792e-7,1.1782554413972474e-7,0.0,0.0,0.0,2.3313120019053266e-7
t152,1.153115948252093e-7,1.1784270686272579e-7,0.0,0.0,0.0,2.331543016879351e-7
t153,1.1531460797375164e-7,1.1785143873520387e-7,0.0,0.0,0.0,2.3316604670895553e-7
t154,1.1531523767397612e-7,1.1785591626756313e-7,0.0,0.0,0.0,2.3317115394153924e-7
t155,1.1531454984460377e-7,1.1785992059869759e-7,0.0,0.0,0.0,2.3317447044330134e-7
t156,1.1531353958171845e-7,1.1786488923459772e-7,0.0,0.0,0.0,2.331784288163162e-7
t157,1.1531287667255056e-7,1.1787074688611919e-7,0.0,0.0,0.0,2.3318362355866975e-7
t158,1.1531293177886196e-7,1.1787798462797416e-7,0.0,0.0,0.0,2.3319091640683612e-7
t159,1.1531380521371868e-7,1.1788668158402888e-7,0.0,0.0,0.0,2.3320048679774755e-7
t160,1.1531532113300703e-7,1.1789705336972854e-7,0.0,0.0,0.0,2.3321237450273557e-7
t161,1.1531660038007733e-7,1.1790909517365941e-7,0.0,0.0,0.0,2.3322569555373676e-7
t162,1.1531500220688443e-7,1.1791630715648018e-7,0.0,0.0,0.0,2.332313093633646e-7
t163,1.153099787973735e-7,1.1791386463523104e-7,0.0,0.0,0.0,2.3322384343260454e-7
t164,1.1530570039749482e-7,1.179136800704898e-7,0.0,0.0,0.0,2.3321938046798464e-7
t165,1.1530287921792e-7,1.1791778657163661e-7,0.0,0.0,0.0,2.3322066578955662e-7
t166,1.1530109592382304e-7,1.179250795606802e-7,0.0,0.0,0.0,2.3322617548450324e-7
t167,1.1530088645273628e-7,1.1793593312059076e-7,0.0,0.0,0.0,2.3323681957332705e-7
t168,1.1530297455284843e-7,1.1795119876055727e-7,0.0,0.0,0.0,2.332541733134057e-7
t169,7.725976939669813e-8,7.873177889985701e-8,0.0,0.0,0.0,1.5599154829655514e-7
t170,7.726255384217253e-8,7.874029213121355e-8,0.0,0.0,0.0,1.560028459733861e-7
t171,7.72663564492272e-8,7.875124676786685e-8,0.0,0.0,0.0,1.5601760321709405e-7
t172,7.727050136131729e-8,7.876334797171017e-8,0.0,0.0,0.0,1.5603384933302746e-7
t173,7.727464349218662e-8,7.877586253217291e-8,0.0,0.0,0.0,1.5605050602435954e-7
t174,7.727840175741428e-8,7.878786438074131e-8,0.0,0.0,0.0,1.5606626613815557e-7
t175,7.728135889335563e-8,7.879810179565721e-8,0.0,0.0,0.0,1.5607946068901284e-7
t176,7.728321869527805e-8,7.880548365109983e-8,0.0,0.0,0.0,1.560887023463779e-7
t177,7.728427143939423e-8,7.881023889159743e-8,0.0,0.0,0.0,1.5609451033099167e-7
t178,7.72839866750438e-8,7.881197629560654e-8,0.0,0.0,0.0,1.5609596297065036e-7
t179,7.728282889112225e-8,7.881171765376357e-8,0.0,0.0,0.0,1.560945465448858e-7
t180,7.728127525842988e-8,7.88105171307396e-8,0.0,0.0,0.0,1.5609179238916948e-7
t181,7.727974069521662e-8,7.880927489219136e-8,0.0,0.0,0.0,1.5608901558740797e-7
t182,7.727842786172526e-8,7.880842761016183e-8,0.0,0.0,0.0,1.5608685547188707e-7
t183,7.727751254279875e-8,7.880838358789055e-8,0.0,0.0,0.0,1.560858961306893e-7
t184,7.727698716763571e-8,7.880922866319086e-8,0.0,0.0,0.0,1.5608621583082656e-7
t185,7.727651088549054e-8,7.881017688828981e-8,0.0,0.0,0.0,1.5608668777378034e-7
t186,7.72750373056004e-8,7.88077487760204e-8,0.0,0.0,0.0,1.560827860816208e-7
t187,7.726924130127255e-8,7.878997778921084e-8,0.0,0.0,0.0,1.560592190904834e-7
t188,7.72598953636463e-8,7.876130630163582e-8,0.0,0.0,0.0,1.5602120166528213e-7
t189,7.725275941593605e-8,7.873864437944058e-8,0.0,0.0,0.0,1.5599140379537663e-7
t190,7.724840607912922e-8,7.872411172881392e-8,0.0,0.0,0.0,1.5597251780794313e-7
t191,7.724671049353513e-8,7.871576628104525e-8,0.0,0.0,0.0,1.5596247677458038e-7
t192,7.724692810589135e-8,7.87120446565553e-8,0.0,0.0,0.0,1.5595897276244665e-7
t193,7.724865242361997e-8,7.871307148743341e-8,0.0,0.0,0.0,1.5596172391105337e-7
t194,7.725145323596057e-8,7.871797889540932e-8,0.0,0.0,0.0,1.5596943213136988e-7
t195,7.72548859286412e-8,7.872564786903406e-8,0.0,0.0,0.0,1.5598053379767525e-7
t196,7.725858914007068e-8,7.873526182967538e-8,0.0,0.0,0.0,1.5599385096974605e-7
t197,7.726226298332215e-8,7.874541871192975e-8,0.0,0.0,0.0,1.560076816952519e-7
t198,7.726536431248056e-8,7.875349041330689e-8,0.0,0.0,0.0,1.5601885472578745e-7
t199,7.726690905046561e-8,7.875667055767914e-8,0.0,0.0,0.0,1.5602357960814475e-7
t200,7.726514779560238e-8,7.875234129346291e-8,0.0,0.0,0.0,1.560174890890653e-7
t201,7.726118765004463e-8,7.874191340566432e-8,0.0,0.0,0.0,1.5600310105570895e-7
t202,7.725708928085744e-8,7.87323583561201e-8,0.0,0.0,0.0,1.5598944763697753e-7
t203,7.725339843133734e-8,7.872439323437541e-8,0.0,0.0,0.0,1.5597779166571276e-7
t204,7.725007470988583e-8,7.871777356869862e-8,0.0,0.0,0.0,1.5596784827858444e-7
t205,7.724723781565816e-8,7.871244965699582e-8,0.0,0.0,0.0,1.5595968747265397e-7
t206,7.724524369494617e-8,7.870920925852153e-8,0.0,0.0,0.0,1.5595445295346769e-7
t207,7.724379505256766e-8,7.870718872410889e-8,0.0,0.0,0.0,1.5595098377667655e-7
t208,7.724295539558178e-8,7.87065520006303e-8,0.0,0.0,0.0,1.5594950739621208e-7
t209,7.724238722773194e-8,7.87064199394037e-8,0.0,0.0,0.0,1.5594880716713564e-7
t210,7.724115725265889e-8,7.870452867982296e-8,0.0,0.0,0.0,1.5594568593248185e-7
t211,7.723575519427756e-8,7.86903643502184e-8,0.0,0.0,0.0,1.5592611954449596e-7
t212,7.722690814869334e-8,7.86664009702015e-8,0.0,0.0,0.0,1.5589330911889483e-7
t213,7.722031978845133e-8,7.864658142855045e-8,0.0,0.0,0.0,1.5586690121700178e-7
t214,7.721638177214101e-8,7.86330564288612e-8,0.0,0.0,0.0,1.5584943820100222e-7
t215,7.721503845774924e-8,7.862670765427334e-8,0.0,0.0,0.0,1.5584174611202257e-7
t216,7.721587436561333e-8,7.862530145260021e-8,0.0,0.0,0.0,1.5584117581821352e-7
t217,7.721848488294972e-8,7.862875604859313e-8,0.0,0.0,0.0,1.5584724093154286e-7
t218,7.722243436993558e-8,7.863722159419638e-8,0.0,0.0,0.0,1.5585965596413196e-7
t219,7.722731709757716e-8,7.864927929437455e-8,0.0,0.0,0.0,1.5587659639195172e-7
t220,7.723255283507758e-8,7.866370464079596e-8,0.0,0.0,0.0,1.5589625747587353e-7
t221,7.72377729881933e-8,7.867950791792619e-8,0.0,0.0,0.0,1.559172809061195e-7
t222,7.724213104886649e-8,7.869314885580663e-8,0.0,0.0,0.0,1.5593527990467312e-7
t223,7.724444449116693e-8,7.86991736644765e-8,0.0,0.0,0.0,1.5594361815564342e-7
t224,7.724352462367383e-8,7.869375772643317e-8,0.0,0.0,0.0,1.55937282350107e-7
t225,7.724099195849028e-8,7.868218721823486e-8,0.0,0.0,0.0,1.5592317917672514e-7
t226,7.723841896293953e-8,7.867068678644294e-8,0.0,0.0,0.0,1.5590910574938247e-7
t227,7.723600514617975e-8,7.866010082060124e-8,0.0,0.0,0.0,1.5589610596678098e-7
t228,7.723368943399802e-8,7.865046095669288e-8,0.0,0.0,0.0,1.5588415039069089e-7
t229,7.723162156248768e-8,7.864249330653745e-8,0.0,0.0,0.0,1.5587411486902513e-7
t230,7.723005946761131e-8,7.863635320094343e-8,0.0,0.0,0.0,1.5586641266855473e-7
t231,7.722875878922626e-8,7.863168866684104e-8,0.0,0.0,0.0,1.5586044745606732e-7
t232,7.722782825890309e-8,7.862886982207493e-8,0.0,0.0,0.0,1.5585669808097802e-7
t233,7.722712145857178e-8,7.862764761894635e-8,0.0,0.0,0.0,1.5585476907751812e-7
t234,7.72258832603319e-8,7.862631135801274e-8,0.0,0.0,0.0,1.5585219461834464e-7
t235,7.722131634977794e-8,7.861578590874666e-8,0.0,0.0,0.0,1.558371022585246e-7
t236,7.721464599016049e-8,7.860001439204901e-8,0.0,0.0,0.0,1.5581466038220952e-7
t237,7.720995814949812e-8,7.858719416818119e-8,0.0,0.0,0.0,1.557971523176793e-7
t238,7.720713584163274e-8,7.857933463276756e-8,0.0,0.0,0.0,1.5578647047440028e-7
t239,7.720626598148736e-8,7.857689885921362e-8,0.0,0.0,0.0,1.5578316484070098e-7
t240,7.720732388177834e-8,7.857954534736056e-8,0.0,0.0,0.0,1.557868692291389e-7
t241,7.721021618595455e-8,7.858682486408332e-8,0.0,0.0,0.0,1.5579704105003785e-7
t242,7.721487591247158e-8,7.859769872826777e-8,0.0,0.0,0.0,1.5581257464073935e-7
t243,7.722088581758061e-8,7.861074492903174e-8,0.0,0.0,0.0,1.5583163074661234e-7
t244,7.722772934573904e-8,7.862480203239425e-8,0.0,0.0,0.0,1.5585253137813327e-7
t245,7.72346497015729e-8,7.863880925293454e-8,0.0,0.0,0.0,1.5587345895450743e-7
t246,7.724039442530563e-8,7.865222795071898e-8,0.0,0.0,0.0,1.558926223760246e-7
t247,7.724333072617093e-8,7.866263829493389e-8,0.0,0.0,0.0,1.5590596902110482e-7
t248,7.72429442292079e-8,7.866386360100772e-8,0.0,0.0,0.0,1.5590680783021562e-7
t249,7.72409701888183e-8,7.865807340279346e-8,0.0,0.0,0.0,1.5589904359161176e-7
t250,7.723879087807615e-8,7.865054934815864e-8,0.0,0.0,0.0,1.558893402262348e-7
t251,7.723657763132838e-8,7.864320569402296e-8,0.0,0.0,0.0,1.5587978332535133e-7
t252,7.723431655556977e-8,7.863649161046518e-8,0.0,0.0,0.0,1.5587080816603495e-7
t253,7.723225191209554e-8,7.863087253612835e-8,0.0,0.0,0.0,1.558631244482239e-7
t254,7.723061924484646e-8,7.862679564395208e-8,0.0,0.0,0.0,1.5585741488879854e-7
t255,7.72291717868191e-8,7.862367425468115e-8,0.0,0.0,0.0,1.5585284604150026e-7
t256,7.722809255117466e-8,7.862200705553814e-8,0.0,0.0,0.0,1.558500996067128e-7
t257,7.722718626703923e-8,7.862076696538724e-8,0.0,0.0,0.0,1.5584795323242647e-7
t258,7.722564393936967e-8,7.861704093233514e-8,0.0,0.0,0.0,1.558426848717048e-7
t259,7.722117067548221e-8,7.860377428980197e-8,0.0,0.0,0.0,1.5582494496528416e-7
t260,7.721517668191425e-8,7.858609800160957e-8,0.0,0.0,0.0,1.5580127468352382e-7
t261,7.72107474037233e-8,7.85732170503396e-8,0.0,0.0,0.0,1.5578396445406288e-7
t262,7.720807352718736e-8,7.856643845543531e-8,0.0,0.0,0.0,1.5577451198262268e-7
t263,7.720722981564406e-8,7.856566204037694e-8,0.0,0.0,0.0,1.55772891856021e-7
t264,7.720831917534555e-8,7.857037340889609e-8,0.0,0.0,0.0,1.5577869258424164e-7
t265,7.721149773151336e-8,7.857961270304684e-8,0.0,0.0,0.0,1.557911104345602e-7
t266,7.721649967071141e-8,7.859278063307309e-8,0.0,0.0,0.0,1.558092803037845e-7
t267,7.722294948985767e-8,7.860844834049536e-8,0.0,0.0,0.0,1.5583139783035304e-7
t268,7.723007893843444e-8,7.862552965752972e-8,0.0,0.0,0.0,1.5585560859596415e-7
t269,7.723684522473602e-8,7.864238136294524e-8,0.0,0.0,0.0,1.5587922658768127e-7
t270,7.724226289220816e-8,7.865832849599984e-8,0.0,0.0,0.0,1.55900591388208e-7
t271,7.72448218912877e-8,7.866861476762077e-8,0.0,0.0,0.0,1.5591343665890846e-7
t272,7.724409504836262e-8,7.866790959507719e-8,0.0,0.0,0.0,1.559120046434398e-7
t273,7.724193621154079e-8,7.866021875174281e-8,0.0,0.0,0.0,1.559021549632836e-7
t274,7.723972624391416e-8,7.86516573393411e-8,0.0,0.0,0.0,1.5589138358325526e-7
t275,7.723756002319825e-8,7.864352242362872e-8,0.0,0.0,0.0,1.5588108244682698e-7
t276,7.723542939833774e-8,7.863638521023199e-8,0.0,0.0,0.0,1.5587181460856972e-7
