Resource,natural_gas_combined_cycle,coal_super_1,coal_super_2,coal_super_3,coal_super_4,coal_super_5,20A_retrofit_1,20A_retrofit_2,20A_retrofit_3,20A_retrofit_4,20A_retrofit_5
t155,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774733,13481.56207828757,15893.595066753676,0.0,30000.0
t156,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774733,13481.56207828757,17059.344453604685,0.0,28065.784279141946
t157,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774733,13481.56207828757,14039.23616447453,0.0,30000.0
t158,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774733,13481.56207828757,13895.251929294014,0.0,30000.0
t159,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774733,13481.56207828757,17059.344453604685,0.0,27085.77910965964
t160,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774733,13481.56207828757,15728.288714233464,0.0,30000.0
t161,0.0,0.0,0.0,0.0,0.0,0.0,26796.0428814086,13481.56207828757,9853.415029452224,0.0,30000.0
t162,0.0,0.0,0.0,0.0,0.0,0.0,26796.0428814086,13481.56207828757,14224.735262972796,0.0,30000.0
t163,0.0,0.0,0.0,0.0,0.0,0.0,26796.0428814086,13481.56207828757,17059.344453604685,0.0,26659.54732861886
t164,0.0,0.0,0.0,0.0,0.0,0.0,21813.36286436636,13481.56207828757,17059.344453604685,0.0,30000.0
t165,0.0,0.0,0.0,0.0,0.0,0.0,19511.600130671162,13481.56207828757,17059.344453604685,0.0,30000.0
t166,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774731,13481.56207828757,17059.34445360468,0.0,30000.0
t167,0.0,0.0,0.0,0.0,0.0,0.0,26796.0428814086,13481.56207828757,11265.972938939602,0.0,16500.0
t168,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774733,12686.503586667943,17059.344453604685,0.0,16500.0
t169,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774733,13481.56207828757,11632.06135505875,6882.926044705816,11839.205209790907
t170,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774733,7414.859143058165,6397.633745282311,6882.926044705816,20078.650153371713
t171,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774731,9150.481862968938,11632.06135505875,6882.926044705816,11482.837610773046
t172,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774733,13481.56207828757,6547.612426796585,6882.926044705816,11482.837610773046
t173,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774733,13481.56207828757,6683.291150725135,6882.926044705816,11482.837610773046
t174,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774731,9979.940536815411,11632.06135505875,6882.926044705816,11482.837610773046
t175,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774733,7414.859143058165,11632.06135505875,6882.926044705816,16994.875212402545
t176,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774733,7414.859143058165,10953.053896757325,6882.926044705816,20877.886565041907
t177,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774733,13481.56207828757,11632.06135505875,12514.410990374208,12651.400351007107
t178,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774733,13481.56207828757,11632.06135505875,12514.410990374208,15391.482472687416
t179,0.0,0.0,0.0,0.0,0.0,0.0,15807.029692467117,13481.56207828757,11632.06135505875,6882.926044705816,20877.886565041907
t180,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774733,9492.720086270961,11632.06135505875,12514.410990374208,20877.886565041907
t181,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774733,9725.789401024524,11632.06135505875,12514.410990374208,20877.886565041907
t182,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774733,9252.426603155303,11632.06135505875,12514.410990374208,20877.886565041907
t183,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774733,8714.658932245955,11632.06135505875,12514.410990374208,20877.886565041907
t184,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774733,13481.56207828757,11632.06135505875,8181.818607435025,20877.886565041907
t185,0.0,0.0,0.0,0.0,0.0,0.0,16633.184464491434,13481.56207828757,11632.06135505875,12514.410990374208,20877.886565041907
t186,0.0,0.0,0.0,0.0,0.0,0.0,26796.0428814086,13481.56207828757,6721.082241014668,12514.410990374208,20877.886565041907
t187,0.0,0.0,0.0,0.0,0.0,0.0,21797.335038885405,13481.56207828757,11632.06135505875,12514.410990374208,20877.886565041907
t188,0.0,0.0,0.0,0.0,0.0,0.0,20335.312413970623,13481.56207828757,11632.06135505875,12514.410990374208,20877.886565041907
t189,0.0,0.0,0.0,0.0,0.0,0.0,18372.328024865215,13481.56207828757,11632.06135505875,12514.410990374208,20877.886565041907
t190,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774731,13481.56207828757,11632.06135505875,12514.410990374208,20877.886565041907
t191,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774731,13481.56207828757,6397.633745282311,12514.410990374208,20877.886565041907
t192,0.0,0.0,0.0,0.0,0.0,0.0,14737.823584774733,13481.56207828757,11632.06135505875,6882.926044705816,15104.790198921273
