Resource,Fuel,Zone,AnnualSumCosts
natural_gas_combined_cycle,NG,1,0.0
coal_super_1,coal,1,44533.74842889825
coal_super_2,coal,1,0.0
coal_super_3,coal,1,0.0
coal_super_4,coal,1,28860.737023870926
coal_super_5,coal,1,0.0
20A_retrofit_1,blue_ammonia,1,2.2415363283665457e8
20A_retrofit_2,blue_ammonia,1,1.665417326172634e8
20A_retrofit_3,blue_ammonia,1,2.656674954606351e8
20A_retrofit_4,blue_ammonia,1,5.520041776868809e7
20A_retrofit_5,blue_ammonia,1,3.826008855957662e8
