Resource,natural_gas_combined_cycle,coal_super_1,coal_super_2,coal_super_3,coal_super_4,coal_super_5,20A_retrofit_1,20A_retrofit_2,20A_retrofit_3,20A_retrofit_4,20A_retrofit_5,solar_pv,onshore_wind,battery,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,3027.7160531751397,0.0,0.0,1940.124388693271,0.0,2.3936076051380817e7,1.778403288498334e7,2.8369102455544773e7,5.89453483781882e6,4.085574603031079e7,0.0,70004.48485650634,0.0,1.1691446458533691e8
t1,0.0,0.0,0.0,0.0,0.0,0.0,3417.2843906995076,2696.312415657514,321.1145460515672,1376.5852089411633,3300.0000000000005,0.0,10.70343865024609,0.0,11121.999999999998
t2,0.0,0.0,0.0,0.0,0.0,0.0,2947.564716954946,2696.312415657514,321.1145460515672,1376.5852089411633,3300.0000000000005,0.0,13.423112394807514,0.0,10655.0
t3,0.0,0.0,0.0,0.0,0.0,0.0,2947.5647169549466,2480.262174623182,321.1145460515672,1376.5852089411633,3300.0000000000005,0.0,15.473353429140982,0.0,10441.0
t4,0.0,0.0,0.0,0.0,0.0,0.0,2947.5647169549466,2551.0815717925516,176.61300032836198,1376.5852089411633,3300.0000000000005,0.0,13.155501982976185,0.0,10365.0
t5,0.0,0.0,0.0,0.0,0.0,0.0,2947.5647169549466,2696.312415657514,308.9854406996237,1376.5852089411633,3300.0000000000005,0.0,9.552217746750735,0.0,10638.999999999998
t6,0.0,0.0,0.0,0.0,0.0,0.0,2947.5647169549466,2696.312415657514,321.1145460515672,1376.5852089411633,4224.112854738037,0.0,11.310257656771586,0.0,11576.999999999998
t7,0.0,0.0,0.0,0.0,0.0,0.0,4512.773409840992,2696.312415657514,321.1145460515672,2502.882198074842,3300.0000000000005,0.0,15.917430375085237,0.0,13349.000000000002
t8,0.0,0.0,0.0,0.0,0.0,0.0,3014.870053664063,2696.312415657514,321.1145460515672,2502.882198074842,6000.0,0.0,14.820786552013814,0.0,14550.0
t9,0.0,0.0,0.0,0.0,0.0,0.0,5359.20857628172,2696.312415657514,176.61300032836198,1376.5852089411633,5297.21349977909,0.0,16.067299012149864,0.0,14922.0
t10,0.0,0.0,0.0,0.0,0.0,0.0,3632.6489367488457,2696.312415657514,321.1145460515672,2502.882198074842,6000.0,0.0,12.041903467230124,0.0,15165.0
t11,0.0,0.0,0.0,0.0,0.0,0.0,3798.7669992170145,2696.312415657514,321.1145460515672,2502.882198074842,6000.0,0.0,8.923840999060452,0.0,15327.999999999998
t12,0.0,0.0,0.0,0.0,0.0,0.0,3848.783014842929,2696.312415657514,321.1145460515672,2502.882198074842,6000.0,0.0,10.907825373148608,0.0,15380.0
t13,0.0,0.0,0.0,0.0,0.0,0.0,3743.468095634836,2696.312415657514,321.1145460515672,2502.882198074842,6000.0,0.0,11.222744581240528,0.0,15275.0
t14,0.0,0.0,0.0,0.0,0.0,0.0,3627.6201445355414,2696.312415657514,321.1145460515672,2502.882198074842,6000.0,0.0,6.070695680535049,0.0,15154.0
t15,0.0,0.0,0.0,0.0,0.0,0.0,3430.4665854374252,2696.312415657514,321.1145460515672,2502.882198074842,6000.0,0.0,2.224254778650899,0.0,14952.999999999998
t16,0.0,0.0,0.0,0.0,0.0,0.0,3362.690819814314,2696.312415657514,321.1145460515672,2502.882198074842,6000.0,0.0,2.0000204017616436,0.0,14884.999999999998
