Resource,MA_natural_gas,MA_wind,MA_solar_pv,CT_natural_gas,CT_wind,CT_solar_pv,ME_natural_gas,ME_wind,ME_solar_pv,MA_battery,CT_battery,ME_battery,Total
t19,0.0,9351.174651071686,0.0,0.0,545.4410502757198,0.0,0.0,913.0304562777865,0.0,2376.856238750754,2044.9038914676728,323.92857580541204,15555.334863649032
t20,0.0,14604.64369202415,0.0,0.0,3908.2429598239623,0.0,0.0,1628.6008625361874,0.0,0.0,434.5562128938028,0.0,20576.043727278102
t21,0.0,7652.163712420846,0.0,0.0,2015.8462143849445,0.0,0.0,1578.9913959157648,0.0,3366.083724384504,1349.758189955484,10.022262225177016,15972.865499286721
t22,0.0,6168.656493701822,0.0,0.0,1625.0387874589728,0.0,0.0,1500.8040157365353,0.0,3750.1871213506793,1442.6353639348858,0.0,14487.321782182895
t23,0.0,8955.205639153119,0.0,0.0,2557.0049868979136,0.0,0.0,727.0574329499348,0.0,1894.828474212839,845.0367995760236,323.92857580541204,15303.06190859524
t24,0.0,11334.349169509283,0.0,0.0,2985.8620025059704,0.0,0.0,1262.37706275211,0.0,294.1973982573463,513.2988558977545,0.0,16390.084488922465
t25,0.0,10842.86350019745,0.0,0.0,2856.3875736854616,0.0,0.0,946.8084868546482,0.0,270.5104062436162,500.7835149761919,121.54339109509831,15538.896873052467
t26,0.0,11104.440280068022,0.0,0.0,3511.2133660312084,0.0,0.0,557.7843340333229,0.0,0.0,133.79060588640004,296.9813112670069,15604.209897285959
t27,0.0,7849.294412236967,0.0,0.0,2696.4861778017985,0.0,0.0,1133.6265081405204,0.0,1563.1958956847257,522.5563626064084,0.0,13765.159356470418
t28,0.0,6498.659320945064,0.0,0.0,1711.9730161340365,0.0,0.0,480.0471096580701,0.0,2291.5448757531963,937.3952847369142,323.92857580541204,12243.548183032692
t29,0.0,1986.1635972709719,0.0,0.0,523.224609296973,0.0,0.0,4280.616203880946,0.0,2717.52319817772,1630.169322381043,323.92857580541204,11461.625506813067
t30,0.0,982.6983950670367,0.0,0.0,258.8769548098632,0.0,0.0,2952.8418578249,0.0,4973.488080833259,1425.11696759005,0.0,10593.02225612511
t31,0.0,283.066889856899,0.0,0.0,74.5696694138328,0.0,0.0,3888.1076560737856,0.0,5034.877742278154,2044.9038914676728,166.44056576858821,11491.966414858933
t32,0.0,5821.262308951625,1921.3005886672354,0.0,1533.523070003617,1718.809516768255,0.0,835.810571937649,18.09,2965.6182541414487,629.9421995294459,323.92857580541204,15768.285085804688
t33,0.0,2518.520115052119,4109.182961610577,0.0,663.4658418950631,3559.186872358013,0.0,1486.9104188469155,38.690000000000005,3011.268719230413,775.5599803006236,0.0,16162.784909293725
t34,0.0,0.3800082727368312,5826.564416488918,0.0,0.10010740318951672,4822.782510911444,0.0,1501.618595364811,54.86,2580.0674639771664,1366.4152809604639,0.0,16152.78838337873
t35,0.0,7.006149770789238,7147.790470829461,0.0,0.0,6003.853996104292,0.0,908.3282192870497,67.30000000000001,2077.751419553956,704.2937611405205,289.7685708649674,17206.092587551033
t36,0.0,163.68511203010556,7307.102294102034,0.0,0.0,6170.677015800953,0.0,756.7717839048609,68.8,2502.9117195537615,130.11476599032198,323.92857580541204,17423.991267187448
t37,0.0,2736.995116182147,7363.392471658344,0.0,0.0,6193.748284482405,0.0,1179.2086179410226,69.33,1268.868193769959,12.802275761138796,161.41988793945148,18985.764847734466
t38,0.0,4031.711693550862,7290.10903295296,0.0,0.0,6179.550580678435,0.0,1512.2754719393022,68.64,0.0,732.906856576037,0.0,19815.193635697593
t39,0.0,4115.076316541104,6903.512341811515,0.0,0.0,5920.442486255962,0.0,1512.1006406915515,65.0,139.2174933792985,859.1228304087384,0.0,19514.47210908817
t40,0.0,5858.958885565107,5452.712671209279,0.0,0.0,4832.543432276673,0.0,1485.9680029381464,51.339999999999996,424.59827661415557,937.3952847369142,17.035195440889545,19060.551748781167
t41,0.0,5059.200621707752,3612.130073000148,0.0,268.9649587380004,3415.435121342805,0.0,1239.433374740981,34.01,2308.0158801257744,937.3952847369142,148.49065563350342,17023.07597002588
t42,0.0,4473.2410259845265,1306.356950835102,0.0,1178.4073534163306,1508.5060291719328,0.0,913.1286578329766,12.3,4262.513156651205,937.3952847369142,323.92857580541204,14915.777034434399
t43,0.0,7100.031476968614,0.0,0.0,1870.3953695644584,0.0,0.0,5614.5009190676765,0.0,2042.91782456714,937.3952847369142,0.0,17565.2408749048
t44,0.0,3744.1318258373176,0.0,0.0,986.334617360739,0.0,0.0,2004.6304873591466,0.0,5034.877742278154,1909.3395452650607,270.03404672860177,13949.34826482902
t45,0.0,6812.706193489539,0.0,0.0,1794.7038910799847,0.0,0.0,5658.3714784168105,0.0,1883.195643676977,1482.265262381196,0.0,17631.242469044508
t46,0.0,8221.58913076572,0.0,0.0,2165.852685375871,0.0,0.0,5267.926801579909,0.0,1899.5759043770413,144.4735305776992,148.49065563350342,17847.908708309744
t47,0.0,5368.232727283155,0.0,0.0,1414.179312926331,0.0,0.0,747.0852970006265,0.0,3762.7061743256345,1437.4318120840367,323.92857580541204,13053.563899425195
t48,0.0,5938.607800246857,0.0,0.0,1564.4359559914944,0.0,0.0,5311.341584456367,0.0,1088.8134338781265,1244.0403194262044,0.0,15147.239093999047
t49,0.0,5066.267904002049,0.0,0.0,1334.6312702073049,0.0,0.0,665.0865005786445,0.0,3216.9859722239657,1278.3520336079469,270.03404672860177,11831.357727348513
t50,0.0,3825.088056135142,0.0,0.0,1007.6613056687596,0.0,0.0,1164.145158122527,0.0,3687.8396739020754,1398.9189295817655,0.0,11083.65312341027
t51,0.0,5090.311463207412,0.0,0.0,1340.9651804091734,0.0,0.0,844.2748593690151,0.0,3876.760051948372,310.2573154054012,148.49065563350342,11611.059525972876
t52,0.0,8517.512153710182,0.0,0.0,2243.8091076337555,0.0,0.0,2882.731982583592,0.0,230.23721450532057,749.8486329414397,148.49065563350342,14772.629747007793
t53,0.0,5928.438552257981,0.0,0.0,1561.7570221850674,0.0,0.0,4547.966038016201,0.0,624.3450541500424,1113.287454064521,323.92857580541204,14099.722696479226
t54,0.0,4098.804999325501,0.0,0.0,1079.7678737558588,0.0,0.0,1236.6269518297922,0.0,3815.642359477966,1438.6875979935178,0.0,11669.529782382635
t55,0.0,10253.434167470556,4.248315287268625,0.0,2701.111375517316,0.0,0.0,1158.491621104818,0.04,1340.8709101814738,800.6419275456147,121.54339109509831,16380.381708202145
t56,0.0,5798.571526902488,1655.7808832129465,0.0,1527.545528380855,1205.0301103620498,0.0,1186.3252888456534,15.590000000000002,2934.610056777814,1053.14332626363,148.49065563350342,15525.087376378939
t57,0.0,1623.976614336453,3909.5121431089515,0.0,427.8119540158336,3205.1316337464827,0.0,852.377760979344,36.809999999999995,4090.11730867889,587.9370750282429,323.92857580541204,15057.603065699608
t58,0.0,32.237339417887604,5429.346937129301,0.0,8.492437050439474,4297.467470164512,0.0,1509.7676078886107,51.12,3018.7284726931616,1484.6657807947927,0.0,15831.826045138705
t59,0.0,0.0,8014.446789432261,0.0,0.0,6415.587406419455,0.0,970.1559175417872,75.46000000000001,1819.7746008827216,474.1855368735258,270.03404672860177,18039.644297878353
t60,0.0,0.0,7060.700007440453,0.0,0.0,5459.904469114647,0.0,1536.3707516138695,66.47999999999999,2209.720273208077,1115.6195583821732,0.0,17448.79505975922
t61,0.0,8.097331323852549,7186.025308414878,0.0,2.133118854908142,5696.828651343416,0.0,1242.0242715946135,67.66,2158.745566404245,1000.3827164698799,148.49065563350342,17510.3876200393
t62,0.0,1808.402577892535,7274.177850625702,0.0,476.3961707734242,5752.732110071553,0.0,1248.823934090115,68.49,1241.2212212065278,743.406210780139,148.49065563350342,18762.1407310735
t63,0.0,6466.337508128568,6884.394923018806,0.0,393.88448139470074,5477.651598869611,0.0,896.8495546866093,64.82,0.0,0.0,323.92857580541204,20507.86664190371
t64,0.0,5952.522116921415,5438.905646525656,0.0,1568.101471216767,4602.718101949891,0.0,1552.5944594258071,51.21,49.12506470334529,761.5926092326825,0.0,19976.76946997556
t65,0.0,7739.622285191357,3586.640181276536,0.0,2038.88584597944,3207.7937032097275,0.0,1323.1328459878598,33.77,1182.1185712561066,94.21908951264209,121.54339109509831,19327.72591350877
t66,0.0,5091.84971229125,1288.3016108642105,0.0,1341.3704087483688,1377.1772689851996,0.0,1290.8783169110495,12.13,4007.8123224154906,999.8380611576871,148.49065563350342,15557.848357006756
t67,0.0,3920.2565435386073,0.0,0.0,1032.7319970798198,0.0,0.0,5337.547471851361,0.0,3239.7694820791794,1837.9772252295109,148.49065563350342,15516.773375411982
t68,0.0,5404.004561995227,0.0,0.0,1423.6028590364183,0.0,0.0,5398.584771815374,0.0,4005.064473480391,436.7260291111447,148.49065563350342,16816.473351072058
t69,0.0,3594.1465872812555,0.0,0.0,946.8232860929438,0.0,0.0,2094.4631028154213,0.0,4978.731863830217,1920.5115936398674,323.92857580541204,13858.605009465116
t70,0.0,6138.776844142684,0.0,0.0,1617.1674479640833,0.0,0.0,5333.66552273662,0.0,1931.1789467365875,1488.535384726774,123.25095755064922,16632.575103857398
t71,0.0,7253.085386916458,0.0,81.49252227600482,1910.715095665505,0.0,0.0,1173.391247759172,0.0,2887.994951388788,1167.969232222154,119.8358246395473,14594.484260867632
t72,0.0,9239.799787004034,0.0,161.61512036027077,2434.08480559211,0.0,0.0,647.8996845591056,0.0,1462.119427823991,742.2374955854073,323.92857580541204,15011.684896730332
t73,0.0,8848.654779161197,0.0,161.61512036027077,2331.0435988213126,0.0,0.0,1224.2287502746021,0.0,1394.9382423737707,719.3667493920194,0.0,14679.847240383175
t74,0.0,11819.47405814581,0.0,172.13444772099845,3113.6607803437323,0.0,0.0,1176.543359677717,0.0,12.530211108418255,0.0,0.0,16294.342856996676
t75,0.0,182.04066208705598,0.0,478.15124366944013,47.95584534301958,0.0,0.0,549.550220319227,0.0,5034.877742278154,2044.9038914676728,323.92857580541204,8661.408180969982
t76,0.0,7460.205374794095,0.0,172.13444772099845,1965.2777081732427,0.0,0.0,497.2138502729488,0.0,1898.3908439276047,715.1169784829528,323.92857580541204,13032.267779177255
t77,0.0,5822.322096243256,0.0,161.61512036027077,1533.8022548564481,0.0,0.0,1163.191450310589,0.0,2684.9308512992984,1053.610291931271,0.0,12419.472065001131
t78,0.0,7869.392164395294,0.0,80.12259808426593,2073.0717481066813,0.0,0.0,594.4920470905943,0.0,1949.9003218872385,907.6967732820342,323.92857580541204,13798.604228651518
t79,0.0,6131.529284529274,8.49663057453725,0.0,1615.2581885494544,0.0,0.0,1405.3532345427654,0.08,3413.0514686044976,1347.3834620335858,0.0,13921.152268834114
t80,0.0,6652.48729728553,1854.3896228927547,0.0,1752.4966582601303,1393.1496857646673,0.0,1260.9436070597228,17.46,2587.753045410457,684.7159237794986,112.1539121503441,16315.549752603103
t81,0.0,3564.6103396933518,4031.6512076179247,0.0,939.0424106275423,3231.7523283789287,0.0,855.9963000390323,37.96,2259.9664033174186,1151.2630958512707,323.92857580541204,16396.170661330878
t82,0.0,386.20744530679116,5894.537461085217,0.0,101.7404809734105,4847.628492568393,0.0,1516.832101631863,55.50000000000001,3065.447155682571,756.3775694097228,0.0,16624.270706657968
t83,0.0,1519.022164352412,7247.625880080273,0.0,0.0,6011.840204494026,0.0,886.7536000030454,68.24,1359.6074564111073,840.605425943494,323.92857580541204,18257.623307089765
t84,0.0,605.9517437940491,7412.248097461932,0.0,0.0,6166.240233362211,0.0,1153.0640281124672,69.78999999999999,1795.347394531113,780.5726460275827,198.5817320581405,18181.7958753475
t85,0.0,2003.7809202476283,7433.489673898276,0.0,527.8656252455007,6194.635640970155,0.0,1553.842323476499,69.99,1102.025494381317,507.2108058559105,0.0,19392.840484075285
t86,0.0,1630.268819206945,7384.6340480946865,0.0,429.469539745178,6191.0862150191615,0.0,1569.5616484675022,69.53,1367.0953231373824,573.9201932232353,0.0,19215.565786894087
t87,0.0,2036.5858839492375,6962.988755833275,0.0,536.5075942853925,5928.428694645696,0.0,1572.5779406555644,65.56,1373.8057029972265,651.2530585143556,0.0,19127.70763088075
t88,0.0,4307.654146865095,5545.113528707373,0.0,786.5386830988537,4860.938839884615,0.0,937.1170812328025,52.21,1754.783873917338,232.29966208187443,323.92857580541204,18800.584391593366
t89,0.0,5271.012212638484,3700.282615210972,0.0,1388.5680461301301,3423.4213297325387,0.0,1599.4831094078136,34.839999999999996,1599.5607908423888,1243.267840183502,0.0,18260.43594414583
t90,0.0,7597.704918602225,1353.088418995057,0.0,2001.499872946765,1514.71752458617,0.0,1372.7740803459908,12.740000000000002,2829.3095119627233,631.5227292903265,121.54339109509831,17434.90044782436
t91,0.0,5160.052969545459,0.0,0.0,1359.3375201578456,0.0,0.0,967.3918015582356,0.0,4674.608666253567,1695.6566392127202,323.92857580541204,14180.976172533241
t92,0.0,6670.537899419396,0.0,0.0,1757.2518150166252,0.0,0.0,1023.6605624625599,0.0,4123.942122805589,1555.3542097204504,323.92857580541204,15454.675185230031
t93,0.0,7546.146476914764,0.0,0.0,1987.9175851911396,0.0,0.0,1652.44355783463,0.0,3617.468993278384,1420.4697519874867,0.0,16224.446365206402
t94,0.0,11556.634433404812,0.0,0.0,3044.4196764629487,0.0,0.0,1561.8413157005482,0.0,1280.325617932342,797.3220488760784,0.0,18240.54309237673
t95,0.0,7115.410544593456,0.0,0.0,4363.434286673191,0.0,0.0,1241.9910923516968,0.0,3019.3019429816586,0.0,94.59612655669316,15834.733993156695
t96,0.0,12301.376324211058,0.0,0.0,2731.8761158851257,0.0,0.0,666.9738407978596,0.0,0.0,694.1778408902468,323.92857580541204,16718.332697589707
t97,0.0,1681.3163795188675,0.0,0.0,0.0,0.0,0.0,591.6309236547812,0.0,5034.877742278154,1981.4327406244774,323.92857580541204,9613.186361881691
t98,0.0,10473.114666403766,0.0,0.0,0.0,0.0,0.0,1192.7563924806577,0.0,468.2602307866191,1932.315375197458,0.0,14066.446664868503
t99,0.0,11196.95246834043,0.0,0.0,3613.9555892390613,0.0,0.0,1164.145158122527,0.0,0.0,95.29492017110977,0.0,16070.348135873128
t100,0.0,11129.237361460626,0.0,0.0,2743.452642039519,0.0,0.0,965.4158268897636,0.0,0.0,521.0090412607801,94.59612655669316,15453.710998207382
t101,0.0,1190.1434211653504,0.0,0.0,2756.8164522837474,0.0,0.0,523.9176690072044,0.0,5034.877742278154,532.4481059078574,323.92857580541204,10362.131966447725
t102,0.0,11802.573494659817,0.0,0.0,3299.212800272605,0.0,0.0,598.3068783383451,0.0,0.0,339.4562224962556,323.92857580541204,16363.477971572436
t103,0.0,2863.9464151661696,0.0,0.0,210.67997717117964,0.0,0.0,1400.6646954830767,0.0,5034.877742278154,2044.9038914676728,0.0,11555.072721566254
t104,0.0,10667.654393254588,1366.89544367868,0.0,0.0,1159.7749294868918,0.0,1486.0266001126602,12.870000000000001,810.5643124369471,1673.836690044411,0.0,17177.62236901418
t105,0.0,8059.261066627017,3153.3120219751368,0.0,0.0,2855.513177573693,0.0,1318.1626594767815,29.69,1363.1821707102663,866.024446543434,94.59612655669316,17739.741669463026
t106,0.0,0.0,4637.036136053704,0.0,0.0,3763.2788645400974,0.0,925.1724009784721,43.66,4208.13218863213,980.805312865295,296.9813112670069,14855.066214336704
t107,0.0,7154.778083474904,5920.027352808828,0.0,0.0,4297.467470164512,0.0,1528.990303187053,55.74,605.1686996678527,194.6415333005492,0.0,19756.8134426037
t108,0.0,3252.218350881929,6872.712055978818,0.0,0.0,4513.982453175072,0.0,877.8853984478551,64.71000000000001,636.5945158101604,1576.6588757143345,323.92857580541204,18118.69022581358
t109,0.0,771.9519080574405,7421.806806858287,0.0,0.0,5428.846992043462,0.0,1511.0354719393022,69.88,1565.461606643621,1108.7355185190286,0.0,17877.718304061138
t110,0.0,80.90702096966227,7495.0902455636715,0.0,0.0,5845.904541285114,0.0,1270.119813184919,70.57,2777.804207879163,0.0,121.54339109509831,17661.93921997763
t111,0.0,187.50913801588828,7095.7486085604205,0.0,0.0,5763.380387924531,0.0,911.5594790978491,66.81,2910.714345329848,0.0,296.9813112670069,17232.70327019554
t112,0.0,1083.1655400235088,5527.05818873648,0.0,0.0,4388.865188402576,0.0,1505.0327766408598,52.04,3251.0334200524976,612.1530994124665,0.0,16419.34821326839
t113,0.0,4679.027986677176,3565.398604840193,0.0,0.0,2998.377572101153,0.0,868.0159625345341,33.57,2760.415988149949,937.3952847369142,323.92857580541204,16166.129974845331
t114,0.0,9585.715983615295,1292.5499261514792,0.0,1453.3471300189954,1255.6094301636967,0.0,1523.9212047782303,12.17,1523.1827558800883,937.3952847369142,0.0,17583.8917153447
t115,0.0,10374.70033310925,0.0,0.0,2659.362327130168,0.0,0.0,1269.1617272895912,0.0,1687.222025435019,937.3952847369142,121.54339109509831,17049.38508879604
t116,0.0,8074.474140015726,0.0,0.0,2127.097477263781,0.0,0.0,967.8786931665343,0.0,3019.4982968274535,1255.506280850157,296.9813112670069,15741.436199390659
t117,0.0,5702.373914342792,0.0,0.0,1502.2037295904597,0.0,0.0,1538.9523282140435,0.0,4121.619826488952,1544.1097734115656,0.0,14409.259572047813
t118,0.0,6885.497684574031,0.0,0.0,1813.8797029492378,0.0,0.0,820.5207985198294,0.0,3272.5497884501287,1314.357304778895,323.92857580541204,14430.733855077533
t119,0.0,7991.903571821656,0.0,0.0,2105.3455161755137,0.0,0.0,1373.0071689368833,0.0,2371.2339714301343,1068.9590644352033,0.0,14910.44929279939
t120,0.0,7810.771112074869,0.0,0.0,2057.6289229340346,0.0,0.0,1029.781066493228,0.0,2093.658916013319,987.9064834448335,121.54339109509831,14101.289892055382
t121,0.0,1370.3991282115921,0.0,0.0,3092.311930429528,0.0,0.0,548.7140721175846,0.0,5034.877742278154,390.92808623774476,323.92857580541204,10761.159535080016
t122,0.0,5802.378633782118,0.0,0.0,3774.0259015489582,0.0,0.0,501.98238933263724,0.0,2644.8315527948002,0.0,323.92857580541204,13047.147053263925
t123,0.0,6847.794898673458,0.0,0.0,1842.9649522655345,0.0,0.0,1123.1357222092056,0.0,2022.9350947787107,937.3952847369142,0.0,12774.225952663823
t124,0.0,10788.75435926217,0.0,0.0,1813.3991594842219,0.0,0.0,1108.8301050301402,0.0,0.0,937.3952847369142,0.0,14648.378908513447
t125,0.0,10798.291698259323,0.0,0.0,0.0,0.0,0.0,919.6378519167538,0.0,0.0,1845.5254673555403,94.59612655669316,13658.051144088311
t126,0.0,4020.6712315086884,0.0,0.0,1613.341596007176,0.0,0.0,838.552612497389,0.0,3485.6142241964476,1066.0361240057398,148.49065563350342,11172.706443848943
t127,0.0,9940.442933503542,0.0,0.0,0.0,0.0,0.0,892.913957777838,0.0,723.1512904401438,1929.4541694444279,148.49065563350342,13634.453006799455
t128,0.0,6151.440218905479,1785.3544994746396,0.0,0.0,1777.375044959636,0.0,378.764851779725,16.81,2069.2468407392234,1108.481849786326,323.92857580541204,13611.401881450438
t129,0.0,5085.2956852071575,3478.3081414511867,0.0,0.0,3516.5937609460993,0.0,832.7215528777512,32.75,1518.2291203998034,792.5876160790921,238.98533694453175,15495.471213905621
t130,0.0,4461.825507745224,4991.770462540633,0.0,0.0,4408.3870311330365,0.0,1359.386942354703,47.0,1421.9614791700337,295.03892079125853,0.0,16985.37034373489
t131,0.0,2712.1060560015167,4528.704096228354,0.0,0.0,4040.1340887175347,0.0,1278.504585893981,42.64,2969.0006798597547,165.46503998186847,56.449941503457694,15793.004488186467
t132,0.0,2738.1351584319295,4735.8094664826995,0.0,0.0,4116.44674666388,0.0,1148.997867944291,44.59,1405.5836762991867,1616.6298096767518,123.08942391411571,15929.282149412853
t133,0.0,2310.548682033114,5134.089024664133,0.0,0.0,4225.591594656908,0.0,590.2561030448226,48.339999999999996,2911.7521707751166,65.10640500410125,323.92857580541204,15609.612555983607
t134,0.0,400.2929886915608,6694.2828139135345,0.0,0.0,5428.846992043462,0.0,600.8419631441445,63.029999999999994,1704.2795894764322,924.1877474485772,139.036080725657,15954.79817544337
t135,0.0,4182.515365727343,4165.4731391668865,0.0,0.0,3758.8420821013565,0.0,492.67957459135187,39.22,2308.0158801257744,630.6336069279687,0.0,15577.379648640683
t136,0.0,4728.737496370478,3747.014083370927,0.0,0.0,2634.561412124393,0.0,764.6640018290514,35.28,2308.0158801257744,809.5966603413192,130.9979660029447,15158.867500164888
t137,536.4238888212456,4126.523500001811,2328.0767774232063,227.17902131575894,1087.0698914278105,1796.009531202348,0.0,962.9347825163566,21.92,0.0,0.0,0.0,11086.137392708537
t138,1490.0663578367933,2794.8763900123563,884.711658573691,940.732143567274,736.2677018181407,700.1242688333264,0.0,1592.2363604839481,8.33,2217.9862381922044,0.0,0.0,11365.331119317734
t139,1490.0663578367933,5107.437878249352,0.0,1090.3983649405611,1345.476874124278,0.0,0.0,2387.8025921709145,0.0,100.5958564636757,145.29808119576575,0.0,11667.07600498134
t140,697.3510554676193,6991.993381872318,0.0,376.84524268906915,1841.9343756294074,0.0,0.0,2507.4901679053523,0.0,0.0,0.0,0.0,12415.614223563767
t141,1490.0663578367933,2601.7699567494924,0.0,1090.3983649405611,685.3967472625733,0.0,0.0,2361.912815110523,0.0,3065.3822004218255,610.4504858241,0.0,11905.376928145868
t142,1490.0663578367933,2842.2027074568623,0.0,1114.9267535179558,748.7351007717767,0.0,0.0,2980.3641831686523,0.0,1733.282896093713,400.5056316082105,0.0,11310.083630453964
t143,1490.0663578367933,2910.676101784585,0.0,1114.9267535179558,766.7733756870895,0.0,0.0,3017.50291237699,0.0,975.6563255446406,218.42489351916333,0.0,10494.026720267217
t144,1490.0663578367933,3577.83996164567,0.0,1090.3983649405611,942.5275534358484,0.0,0.0,1798.460608315379,0.0,728.8457363776631,0.0,0.0,9628.138582551916
t145,697.3510554676192,5368.566262984557,0.0,376.84524268906915,1414.2671778370025,0.0,0.0,1796.7624500273973,0.0,0.0,0.0,0.0,9653.792189005646
t146,697.3510554676192,7366.315911565116,0.0,376.84524268906915,1940.5439562393212,0.0,0.0,2243.8789858441733,0.0,0.0,0.0,0.0,12624.9351518053
t147,697.3510554676192,7080.670700440842,0.0,376.84524268906915,1865.295067279013,0.0,0.0,2173.6022812467318,0.0,0.0,0.0,0.0,12193.764347123273
t148,697.3510554676192,6303.4629293400085,0.0,376.84524268906915,1660.55149382134,0.0,0.0,1853.0713524087255,0.0,0.0,0.0,0.0,10891.282073726763
t149,697.3510554676192,4324.452482287715,0.0,401.37363126646414,1139.211273219011,0.0,0.0,1753.08172038666,0.0,0.0,0.0,0.0,8315.47016262747
t150,2903.1249638681993,2134.932931375281,0.0,1114.9267535179558,562.4156290191406,0.0,0.0,1561.0669059240588,0.0,0.0,0.0,46.43612715434043,8322.903310858976
t151,3446.521731875894,1065.1548736214252,0.0,1114.9267535179558,280.5988607167602,0.0,0.0,1136.5022224496404,0.0,1026.0971662281906,360.30098287485134,323.92857580541204,8754.03116709013
t152,3446.521731875894,33.27760334871861,512.9840709376865,1114.9267535179558,8.76647877062942,94.94714418905693,0.0,1964.706198346523,4.83,1515.8227587145047,655.449391757176,0.0,9352.232131458144
t153,3446.521731875894,534.4947267150332,1464.6066952858582,1114.9267535179558,140.80451124017432,1103.8714707587553,0.0,1717.6864640723525,13.79,513.9049701808722,0.0,234.3197294676285,10284.927053114527
t154,3446.521731875894,624.47430574371,2420.477634921299,963.5393997910692,164.50826361317812,1762.2899846679165,0.0,1681.2904912171596,22.79,0.0,0.0,0.0,11085.891811830228
t155,3382.7518662649577,456.53036430212546,2804.950168419109,376.84524268906915,120.26598504896255,2281.393530000611,0.0,2144.903918927317,26.41,0.0,0.0,0.0,11594.051075652153
t156,3205.513834904791,10.058784116199634,3163.9328101933083,376.84524268906915,2.649833778261077,2859.062603524686,0.0,2247.3254552587846,29.79,0.0,0.0,0.0,11895.1785644651
t157,2157.9371558072153,3.948913490332856,3683.2893540618975,376.84524268906915,1.0402812341168228,3463.352371681208,0.0,2281.9364182918885,34.68,0.0,0.0,0.0,12003.029737255729
t158,1612.9721705179186,63.45386853945679,3870.2152267017173,376.84524268906915,16.715957144999074,3650.584590596077,0.0,2317.78422465252,36.44,0.0,0.0,0.0,11945.011280841758
