Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
MA_natural_gas,1,14400,7008.187868831826,0.0,7391.812131168174,0,0.0,0.0,0.0,0,0.0,0.0,0.0
MA_wind,1,200,0.0,17231.57214389134,17431.57214389134,0,0.0,0.0,0.0,0,0.0,0.0,0.0
MA_solar_pv,1,1100,0.0,9520.788218171561,10620.788218171561,0,0.0,0.0,0.0,0,0.0,0.0,0.0
CT_natural_gas,2,9300,5459.625463007147,0.0,3840.374536992853,0,0.0,0.0,0.0,0,0.0,0.0,0.0
CT_wind,2,100,0.0,4492.082715115445,4592.082715115445,0,0.0,0.0,0.0,0,0.0,0.0,0.0
CT_solar_pv,2,100,0.0,8773.564877481957,8873.564877481957,0,0.0,0.0,0.0,0,0.0,0.0,0.0
ME_natural_gas,3,2000,1297.0756931200212,0.0,702.9243068799788,0,0.0,0.0,0.0,0,0.0,0.0,0.0
ME_wind,3,1700,0.0,7064.914129302695,8764.914129302695,0,0.0,0.0,0.0,0,0.0,0.0,0.0
ME_solar_pv,3,100,0.0,0.0,100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
MA_battery,1,0,0.0,5034.877742278154,5034.877742278154,0,0.0,17179.641799128345,17179.641799128345,0,0.0,0.0,0.0
CT_battery,2,0,0.0,2044.9038914676728,2044.9038914676728,0,0.0,5276.644988394858,5276.644988394858,0,0.0,0.0,0.0
ME_battery,3,0,0.0,323.92857580541204,323.92857580541204,0,0.0,1009.3619654704271,1009.3619654704271,0,0.0,0.0,0.0
Total,n/a,29000,13764.889024958995,54486.63229351424,69721.74326855525,0,0.0,23465.64875299363,23465.64875299363,0,0.0,0.0,0.0
