Resource,MA_natural_gas,MA_wind,MA_solar_pv,CT_natural_gas,CT_wind,CT_solar_pv,ME_natural_gas,ME_wind,ME_solar_pv,MA_battery,CT_battery,ME_battery
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5535.598401611426,684.7197820972239,567.1590099024448
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.819028369534,1301.764756583169,215.06273185308396
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2804.42115649692,1626.5611762692201,513.0770215940631
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2258.4254560369086,765.5366968918701,811.0913113350418
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2720.5562169062623,1233.36131990098,527.5526779835473
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2329.4087409064414,2853.5382218724017,175.45639993418638
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4414.9329670883735,4709.15619119074,149.5079928366837
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9047.020489984276,5119.555575708398,447.5222825776628
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13399.704556602419,5276.644988394858,745.5365723186419
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179.641799128345,5276.644988394858,1009.3619654704271
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179.641799128345,5276.644988394858,1009.3619654704271
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13257.050743284264,5276.644988394858,657.2656874210662
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13789.091014788028,5276.644988394858,955.2799771620453
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8316.3978166596,3325.9951159609786,711.3476757294479
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9168.993560767274,2232.464760827933,1009.3619654704271
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9988.714833835165,3823.824246566601,1009.3619654704271
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7069.2146607801415,2820.272676899506,657.2656874210663
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9516.10096159716,2204.8494246709133,955.2799771620454
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7691.837507194876,1520.5640538932232,711.3476757294479
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4922.5911454247,594.3061649350348,1009.3619654704271
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1774.1897988450855,1852.944802515149,1009.3619654704271
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5944.201242542483,2229.342778466414,1009.3619654704271
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9323.255387196385,1876.3348421115302,657.2656874210662
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6297.514592113899,870.2629647234943,955.2799771620453
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8238.532497010809,1144.7210068082934,1009.3619654704271
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6980.985227695237,912.4197199877199,1009.3619654704271
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3404.3851432599404,1613.7671530378182,657.2656874210662
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978.0158705246974,515.4190618190497,955.2799771620453
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2957.8948900837986,1445.0608862266154,711.3476757294479
t60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3155.169899445578,1087.3725179020435,1009.3619654704271
t61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3454.7489290710473,960.9594809979695,1009.3619654704271
t62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5595.7594271455,1350.2871181216542,1009.3619654704271
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10227.846950041403,3231.5986982719132,657.2656874210662
t64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14761.34260395007,3584.427024414319,955.2799771620453
t65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17020.969550794587,5276.644988394858,1009.3619654704271
t66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13609.551995312268,5151.325051021689,1009.3619654704271
t67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11739.563027217955,3343.8962521895905,1009.3619654704271
t68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.66028507669,4348.717680002004,1009.3619654704271
t69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2973.649423868114,2375.6459922211207,657.2656874210662
t70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3729.944764965717,1269.5317741545152,707.9206640951769
t71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2565.9519854222076,806.7798865058775,765.4296640378298
t72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4263.629387085266,1198.4530842116847,413.3333859884688
t73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6096.136507025809,1636.0268751473518,711.3476757294479
t74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10703.076441018904,3517.338455297611,1009.3619654704271
t75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5230.383242890475,1294.6168341370972,657.2656874210662
t76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6052.48288075602,1740.7197305146117,305.16940937170534
t77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5296.030921218199,1507.4812639019374,603.1836991126845
t78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6014.753276361278,1567.0848851522533,251.08742106332335
t79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3796.994895310066,744.2564388907592,549.1017108043025
t80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3235.574567069155,1251.3729302731203,622.0279751165909
t81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3332.007777915838,822.14953196709,269.93169706723006
t82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1811.8761396679365,1185.444216293314,567.9459868082092
t83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3715.2906109144164,1379.6972546369784,215.84970875884835
t84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4744.193971568746,1694.4334721510108,115.31909624748982
t85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7164.564241393275,2557.7950175921906,413.33338598846893
t86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9052.95088967954,3287.273722995296,711.3476757294479
t87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10927.870097342748,3861.5487300576133,1009.3619654704271
t88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12038.182680237593,5276.644988394858,657.2656874210662
t89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13460.021242034161,4662.772068420315,955.2799771620453
t90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12413.80758787792,5276.644988394858,1009.3619654704271
t91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7664.158761457968,3754.8474178468928,657.2656874210662
t92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4019.6737457144786,2514.6307231842825,305.16940937170517
t93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1391.6582803612414,1545.12127065009,603.1836991126843
t94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3454.187954398147,1826.242164882098,901.1979888536634
t95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026.667751727381,3707.5537450323573,1009.3619654704271
t96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6658.755274623283,4195.680580161146,657.2656874210662
t97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1186.0620764948553,2100.3427991276717,305.16940937170517
t98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4878.3716753424815,103.58143496859759,603.1836991126843
t99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9510.459198238383,1793.6402535928387,901.1979888536634
t100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14142.546721134284,2629.3093404997235,1009.3619654704271
t101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8669.853523005855,3442.0207220105613,657.2656874210662
t102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13301.941045901758,4642.058422577031,305.16940937170534
t103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7829.24784777333,2419.336801416517,603.1836991126845
t104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10834.568037534907,941.3309201559065,901.1979888536637
t105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12730.808212605336,1084.5690893302997,1009.3619654704271
t106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8917.357395185623,997.4470502691665,711.3476757294479
t107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12334.89764953074,2488.1215357605843,1009.3619654704271
t108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15689.367657218076,1205.1473027380746,657.2656874210662
t109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179.641799128345,861.2749031127527,955.2799771620453
t110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16236.797050906762,2742.586483263012,1009.3619654704271
t111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15027.20743552328,4623.898063413271,711.3476757294479
t112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13134.612233652952,5276.644988394858,1009.3619654704271
t113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12226.664886418348,5276.644988394858,657.2656874210662
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13801.790843600123,5276.644988394858,955.2799771620453
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15047.69711892731,5276.644988394858,1009.3619654704271
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13619.782842625158,4638.210050108454,711.3476757294479
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9979.958574619755,3420.560450229241,1009.3619654704271
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8044.180956869657,2664.0140656580306,657.2656874210662
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7917.304996234473,2399.971279967898,955.2799771620453
t120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8347.510103340166,2298.5975003001786,1009.3619654704271
t121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2874.816905211739,3395.333408244599,657.2656874210662
t122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2198.8424943246855,5276.644988394858,305.16940937170534
t123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2770.987235699488,5276.644988394858,603.1836991126845
t124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7403.07475859539,5276.644988394858,901.1979888536637
t125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12035.162281491292,3454.067195800259,1009.3619654704271
t126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9671.773604869453,3195.8906244676946,1009.3619654704271
t127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12852.527929212441,1204.871575854702,1009.3619654704271
t128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13331.727009998667,861.5082783468391,657.2656874210662
t129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14916.79469821392,1152.1309733574953,475.64679658119377
t130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16695.067356827705,2441.3122672588634,773.6610863221729
t131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15368.499602231159,3990.542706297685,958.382797810995
t132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179.641799128345,2627.348546679298,1009.3619654704271
t133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15967.969313199057,4377.994402699587,657.2656874210662
t134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179.641799128345,4404.5013557965285,676.2406081926398
t135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179.641799128345,5020.158705694829,974.2548979336187
t136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179.641799128345,5276.644988394858,1009.3619654704271
t137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179.641799128345,5276.644988394858,1009.3619654704271
t138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14768.787192397687,5276.644988394858,1009.3619654704271
t139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14659.443870154562,5118.712291442939,1009.3619654704271
t140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14920.631316537387,5118.712291442939,1009.3619654704271
t141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11588.694142165838,4455.179154677613,1009.3619654704271
t142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9704.690994237888,4019.846946407819,1009.3619654704271
t143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8644.194988211106,3782.428583886989,1009.3619654704271
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7851.971361713641,3782.428583886989,1009.3619654704271
t145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8516.978346055286,3783.303829916715,1009.3619654704271
t146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11762.02002305295,4354.3424823076475,1009.3619654704271
t147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14851.578428547984,4899.146541970631,1009.3619654704271
t148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17020.98509276118,5276.644988394858,1009.3619654704271
t149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179.641799128345,5276.644988394858,1009.3619654704271
t150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179.641799128345,5276.644988394858,958.8879142157092
t151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16064.318792358572,4885.013485270019,606.7916361663483
t152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14416.685358973244,4172.56849422961,606.7916361663483
t153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13858.093000080991,4172.56849422961,352.0962780493609
t154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13858.093000080991,4172.56849422961,352.0962780493609
t155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13858.093000080991,4172.56849422961,352.0962780493609
t156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13858.093000080991,4172.56849422961,352.0962780493609
t157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13858.093000080991,4172.56849422961,352.0962780493609
t158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13858.093000080991,4225.224589804564,352.0962780493609
t159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13858.093000080991,4657.103798035866,352.0962780493609
t160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13858.093000080991,4657.103798035866,352.0962780493609
t161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13858.093000080991,4657.103798035866,352.0962780493609
t162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10511.252231727009,3960.787170990473,352.0962780493609
t163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6341.547947437615,2484.089557011409,0.0
t164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2168.6987055475643,1054.9820346042936,0.0
t165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.8708982978806,0.0
t167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.75882811882005,1328.721651830932,0.0
t168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4494.328450776132,2437.7969231931093,298.0142897409791
t169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12547.554276232444,3613.0522051390117,0.0
t170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179.641799128345,5276.644988394858,298.01428974097905
t171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11706.948600999916,3333.5489022744323,352.0962780493609
t172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12547.554276232444,3127.660129217583,0.0
t173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179.641799128345,4998.579756836836,298.0142897409791
t174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179.641799128345,2857.4343003668837,45.774994904214374
t175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14095.137656328883,1205.4320332803577,259.27033405405206
t176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9406.246781188871,861.0339071817643,78.56787899762944
t177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4644.479690858524,1499.3594818608822,231.51443695738553
t178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.570360671944,612.2537147032084,102.06047030024794
t179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1838.484769623167,1363.1000360254634,400.074760041227
t180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3710.5258311124453,3244.4116161757224,115.31909624748971
t181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1663.732775658438,3566.295976457739,413.3333859884688
t182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3223.9041015786,5276.644988394858,711.3476757294479
t183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7855.991624474503,4127.694730214147,1009.3619654704271
t184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12488.079147370405,5276.644988394858,711.3476757294479
t185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17120.166670266306,5039.365511789197,1009.3619654704271
t186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11647.473472137877,4143.062713320416,657.2656874210662
t187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7577.007470539969,5276.644988394858,467.4153742968507
t188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4338.476489607908,3368.377361904225,115.31909624748982
t189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0010220917684,1145.6557407437108,413.33338598846893
t190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4673.532478503812,1847.1755326120083,711.3476757294479
t191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7128.078522175703,2239.1368935069886,1009.3619654704271
t192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1655.385324047275,3593.633278412258,711.3476757294479
t193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3230.969384622288,5276.644988394858,1009.3619654704271
t194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7863.05690751819,3395.333408244599,711.3476757294479
t195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2390.3637093897623,5276.644988394858,1009.3619654704271
t196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7022.451232285664,5276.644988394858,657.2656874210662
t197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1549.7580341572366,5158.810907328443,955.2799771620453
t198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4424.176058157113,2939.2499641211143,603.1836991126844
t199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9056.263581053016,1234.9424520919133,901.1979888536634
t200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3583.5703829245876,836.0562886996631,549.1017108043026
t201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8215.65790582049,1989.7598388027882,847.1160005452816
t202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5516.1618408947625,2786.544119029342,711.3476757294479
t203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5239.521214846481,3063.622054991809,1009.3619654704271
t204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4961.910394695737,3395.333408244599,1009.3619654704271
t205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2862.9074649246636,5276.644988394858,657.2656874210662
t206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2208.922644583666,5276.644988394858,955.2799771620453
t207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6841.010167479568,5276.644988394858,1009.3619654704271
t208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10945.386396256856,4811.768008982013,1009.3619654704271
t209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5472.693198128428,5276.644988394858,711.3476757294479
t210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3999.2407744244147,1009.3619654704271
t211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4632.087522895902,1776.5191532639008,1009.3619654704271
t212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6710.99485334592,377.6657688276932,1009.3619654704271
t213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10945.386396256856,1915.6535692789907,711.3476757294479
t214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5472.693198128428,3395.333408244599,1009.3619654704271
t215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5276.644988394858,1009.3619654704271
t216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4632.087522895902,3053.9233672343444,1009.3619654704271
