Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery,Total
Zone,1,1,2,2,2,3,3,1,2,3,0
AnnualSum,3.5990695e6,1.5997298e7,1.692098e6,2.0980348e6,1.7345748e7,283234.38,4.1327045e6,6.2778155e6,2.7584598e7,439996.8,7.94506e7
t1,1146.7485883694178,0.0,545.9962647675787,2042.981102891591,0.0,91.92959272778965,4795.39705479672,1862.5761546731014,14826.09382516203,407.10140228525523,25718.82398567348
t2,1146.7485883694178,0.0,545.9962647675787,2001.2207068985163,0.0,91.92959272778965,4876.110819181553,2059.562397173342,14805.974023158567,0.0,25527.542392276766
t3,1146.7485883694178,0.0,545.9962647675787,2106.132429208686,0.0,91.92959272778965,636.9690049869549,3659.897436671497,14733.518162003482,407.10140228525523,23328.292881020658
t4,1146.7485883694178,0.0,545.9962647675787,1846.660654923895,0.0,91.92959272778965,3899.8360737926355,2424.9718287592177,14855.254049145877,0.0,24811.397052486413
t5,1146.7485883694178,0.0,545.9962647675787,1556.9604248748728,0.0,91.92959272778965,1281.134655396726,5591.332138972423,13049.217247714212,85.01857708036965,23348.337489903388
t6,1146.7485883694178,0.0,545.9962647675787,1684.0758146559683,0.0,91.92959272778965,2589.7244678598063,5591.332138972423,12212.344326308154,373.2350811246101,24235.38627478575
t7,1146.7485883694178,0.0,545.9962647675787,1867.6912992899086,0.0,91.92959272778965,1537.1718095574656,3971.397436671497,14942.238726962873,0.0,24103.17371834653
t8,1146.7485883694178,0.0,545.9962647675787,1638.5053247614694,0.0,91.92959272778965,4083.5512887440536,2573.2252340419823,15119.33171422709,407.10140228525523,25606.389409924635
t9,1146.7485883694178,6940.621872372258,545.9962647675787,2232.486468707307,7170.2222067289,91.92959272778965,957.3445796553392,1012.5865004853667,11320.230038889722,359.41361495106315,31777.579727654742
t10,1146.7485883694178,13022.84039593158,545.9962647675787,628.7755490918682,14061.00262683595,91.92959272778965,1714.1095069918968,881.3715773357122,5963.99314567223,5.531151282784336,38062.2983990068
t11,1146.7485883694178,17911.59106649448,545.9962647675787,40.530356897305744,17585.77970808886,91.92959272778965,848.4722151345647,0.0,3083.5204562251947,407.10140228525523,41661.66965099045
t12,1146.7485883694178,16982.983726328806,545.9962647675787,108.19031359465207,19360.870148107224,91.92959272778965,489.49420633210264,0.0,2799.59160128692,407.10140228525523,41932.905843799745
t13,1146.7485883694178,18122.203040552668,545.9962647675787,258.49758242128104,19240.20210388415,91.92959272778965,351.5908602485141,0.0,2247.4449811571553,407.10140228525523,42411.71441641381
t14,1146.7485883694178,16743.651937626317,545.9962647675787,113.01700211325121,16318.7652437466,91.92959272778965,240.98194159116304,0.0,4461.903913684649,407.10140228525523,40070.09588691202
t15,1146.7485883694178,13495.121792304495,545.9962647675787,19.071127339004263,13438.609556632733,91.92959272778965,436.9469448583182,867.8966953454967,6575.541891650271,407.10140228525523,37024.96385628036
t16,1146.7485883694178,9937.055866927454,545.9962647675787,542.9684289923896,11526.973698151422,91.92959272778965,1064.6441318440798,2416.7638418377765,7271.9111700642325,329.26383885669287,34874.25542253883
t17,1146.7485883694178,3478.2886624762123,545.9962647675787,812.3244682124856,5734.907575443931,91.92959272778965,2688.3534947509625,4397.315303878267,11098.346990683782,65.88171368593521,30060.09265499636
t18,1146.7485883694178,0.0,545.9962647675787,1464.2972162179803,0.0,91.92959272778965,4788.735430615314,5591.332138972423,13442.991522933004,288.8083444304645,27360.839099033972
t19,1146.7485883694178,0.0,545.9962647675787,2450.6853037321666,0.0,91.92959272778965,5741.9012459904,3269.36964045951,15017.741724741743,100.12324416829487,28364.4956049569
t20,1146.7485883694178,0.0,545.9962647675787,1112.0544239471017,0.0,91.92959272778965,5994.677109396582,2879.4800268827826,15657.057164634274,249.76974722145835,27677.712917946985
t21,1146.7485883694178,0.0,545.9962647675787,1887.140405912156,0.0,91.92959272778965,5765.355691474172,5591.332138972423,12446.31203068006,143.22207865473462,27618.03679155833
t22,1146.7485883694178,0.0,545.9962647675787,1646.8998954302813,0.0,91.92959272778965,5980.239286933561,5238.830784685479,12468.932285920997,0.0,27119.576698835102
t23,1146.7485883694178,0.0,545.9962647675787,2142.5898257452945,0.0,91.92959272778965,5718.815120335974,1804.4384336202615,14875.78946373518,407.10140228525523,26733.408691586752
t24,1146.7485883694178,0.0,545.9962647675787,1932.345211885017,0.0,91.92959272778965,5916.314834922242,4398.204783618387,12105.70962769363,0.0,26137.248903984066
t25,1146.7485883694178,0.0,545.9962647675787,2107.917474554709,0.0,91.92959272778965,6121.438171913226,3779.9054361168037,11938.923496358784,205.98232248812124,25938.84134729643
t26,1146.7485883694178,0.0,545.9962647675787,2843.4198580851503,0.0,91.92959272778965,5775.071306992793,3591.3930093173967,11530.172304593563,407.10140228525523,25931.832327138945
t27,1146.7485883694178,0.0,545.9962647675787,2623.5532834609626,0.0,91.92959272778965,6460.8045640411865,859.1292388295153,14388.307734877344,0.0,26116.469267073793
t28,1146.7485883694178,0.0,545.9962647675787,2769.5508187489945,0.0,91.92959272778965,5761.071306992793,3536.893009317396,11552.10682426164,407.10140228525523,25811.397807470865
t29,1146.7485883694178,0.0,545.9962647675787,2952.163272398913,0.0,91.92959272778965,6607.274111563303,926.4986706873906,14259.00274040837,0.0,26529.61324092276
t30,1146.7485883694178,0.0,545.9962647675787,2697.9483212404957,0.0,91.92959272778965,6379.129684182441,3611.5624719074294,12141.825523414886,163.57221369043117,26778.71266030047
t31,1146.7485883694178,0.0,545.9962647675787,2019.0005838585575,0.0,91.92959272778965,6266.512223755045,4853.055509602684,12255.38194170686,141.93022511288865,27320.554929900823
t32,1146.7485883694178,0.0,545.9962647675787,798.644400859329,0.0,91.92959272778965,6989.274111563304,5060.893009317397,12972.560033206473,0.0,27606.04600081129
t33,1146.7485883694178,3478.2886624762123,545.9962647675787,1015.1920650343402,4207.504173567668,91.92959272778965,6198.071306992793,671.8543394492845,13548.236257306822,407.10140228525523,31310.922652977155
t34,1146.7485883694178,10323.177819367473,545.9962647675787,2218.52618206619,9666.145437237721,91.92959272778965,6210.071306992793,0.0,7491.163839550766,407.10140228525523,38100.860433364986
t35,1146.7485883694178,11369.855508626371,545.9962647675787,1370.8959297491313,9596.284990582259,91.92959272778965,4120.170404448619,974.6396436900877,7936.791773470443,0.0,37153.3126964317
t36,1146.7485883694178,12075.086512669712,545.9962647675787,975.5319392194939,12832.093860669393,91.92959272778965,5365.033268729698,0.0,6516.329390443752,0.0,39548.74941759684
t37,1146.7485883694178,10677.388866647161,545.9962647675787,1778.1167691866103,8300.691252608214,91.92959272778965,5192.627412380954,725.2462880409076,8362.978222738726,0.0,36821.723257467354
t38,1146.7485883694178,8325.555156330676,545.9962647675787,2392.9233724040355,8742.082256476822,91.92959272778965,5503.1558750508275,1706.5180688295604,7824.379419195709,0.0,36279.288594152415
t39,1146.7485883694178,7597.986518675101,545.9962647675787,2223.31547219324,6141.368355984807,91.92959272778965,6010.989810658564,0.0,10564.626582320552,407.10140228525523,34730.062587982306
t40,1146.7485883694178,4170.7553044554215,545.9962647675787,2058.9809638582988,6878.078520715145,91.92959272778965,6181.855769535492,3244.675430843368,8906.852491349415,145.47452586173117,33371.347452483664
t41,1146.7485883694178,848.8300772648371,545.9962647675787,1507.912943541863,577.9364223315589,91.92959272778965,6669.115553239536,4896.477970684979,12402.957550699428,195.579279161884,28883.484242788873
t42,1146.7485883694178,0.0,545.9962647675787,2330.6309626877605,0.0,91.92959272778965,6952.996658503119,2949.49867068739,15147.268895263946,103.13872653009271,29268.20835953709
t43,1146.7485883694178,0.0,545.9962647675787,2554.363116531672,0.0,91.92959272778965,6331.071306992793,5591.332138972423,12296.23900728243,407.10140228525523,28964.781417929356
t44,1146.7485883694178,0.0,545.9962647675787,2754.2015217336325,0.0,91.92959272778965,6280.071306992793,2710.4986706873906,14867.48361574101,407.10140228525523,28804.030963304867
t45,1146.7485883694178,0.0,545.9962647675787,2884.1934263565613,0.0,91.92959272778965,6684.127766022215,2438.49867068739,14724.487663429545,167.57317277054474,28683.555145131042
t46,1146.7485883694178,0.0,545.9962647675787,2752.476616200013,0.0,91.92959272778965,6910.274111563303,4768.893009317397,11912.143925536131,0.0,28128.46210848163
t47,1146.7485883694178,0.0,545.9962647675787,2615.3138136557304,0.0,91.92959272778965,5959.071306992793,4267.393009317397,11837.225326808273,407.10140228525523,26870.779304924235
t48,1146.7485883694178,0.0,545.9962647675787,2921.732239931246,0.0,91.92959272778965,6650.274111563304,1082.4986706873904,14318.718256642203,0.0,26757.89772468893
t49,1146.7485883694178,0.0,545.9962647675787,2988.8364687755616,0.0,91.92959272778965,5756.071306992793,793.4986706873906,14202.666142220045,407.10140228525523,25932.84843682583
t50,1146.7485883694178,0.0,545.9962647675787,3001.320609164231,0.0,91.92959272778965,5777.755959136991,3429.7532464618644,11380.221929054023,280.63506105182415,25654.36125073372
t51,1146.7485883694178,0.0,545.9962647675787,3011.6063538922695,0.0,91.92959272778965,1291.1718095574656,3072.8974366714965,14113.281199661693,0.0,23273.63124564771
t52,1146.7485883694178,0.0,545.9962647675787,2567.5266818589503,0.0,91.92959272778965,6152.570602452034,497.99867068739,14328.821035678351,168.8517545556349,25500.443191097147
t53,1146.7485883694178,0.0,545.9962647675787,1672.002235009266,0.0,91.92959272778965,5873.6809962933585,3329.8930093173963,12041.381116131506,322.29655763497277,25023.928360251288
t54,1146.7485883694178,0.0,545.9962647675787,1317.642041522801,0.0,91.92959272778965,6142.480615015392,3667.3930093173967,12315.061212874738,233.89674827395623,25461.14807286907
t55,1146.7485883694178,0.0,545.9962647675787,1387.05461205088,0.0,91.92959272778965,6702.210805926228,4276.933574760329,12534.581545285233,45.531652818537715,26730.986636705995
t56,1146.7485883694178,0.0,545.9962647675787,1583.057973388729,0.0,91.92959272778965,6080.071306992793,4709.393009317397,12479.853246941773,407.10140228525523,27044.151384790734
t57,1146.7485883694178,3216.6192401614876,545.9962647675787,0.0,4963.26718738586,91.92959272778965,0.0,3826.5370675684194,13564.950782914897,0.0,27356.04872389545
t58,1146.7485883694178,11395.384232754635,545.9962647675787,0.0,13603.734248727464,91.92959272778965,0.0,6.731875178733304,8941.444583522001,0.0,35731.96938604762
t59,1146.7485883694178,17311.66604948023,545.9962647675787,0.0,18344.71819675503,91.92959272778965,0.0,0.0,3604.1000707017756,0.0,41045.158762801824
t60,1146.7485883694178,20190.029694942197,545.9962647675787,0.0,20643.761986689362,91.92959272778965,0.0,0.0,1003.2331016389735,0.0,43621.69922913532
t61,1146.7485883694178,16712.147035114907,545.9962647675787,0.0,21059.749191774168,91.92959272778965,0.0,0.0,2431.0629317594808,0.0,41987.63360451334
t62,1146.7485883694178,20620.82691460668,545.9962647675787,0.0,20516.742992770338,91.92959272778965,0.0,0.0,719.05669317872,0.0,43641.30104642052
t63,1146.7485883694178,18004.13269145944,545.9962647675787,0.0,17836.642221078935,91.92959272778965,0.0,0.0,3276.045246628811,0.0,40901.49460503198
t64,1146.7485883694178,12617.571900395358,545.9962647675787,0.0,11850.872132644932,91.92959272778965,0.0,0.0,8975.851086999777,0.0,35228.96956590485
t65,1146.7485883694178,4949.381390367526,545.9962647675787,2897.4134047771386,5614.239531220858,91.92959272778965,1948.3629436882243,2563.0976616260073,11098.346990683782,186.61754056230504,31042.133908790627
t66,1146.7485883694178,0.0,545.9962647675787,1988.3207952335404,0.0,91.92959272778965,1093.7016473082454,5591.332138972423,14684.693826727933,373.2350811246101,25515.957935231538
t67,1146.7485883694178,0.0,545.9962647675787,2076.6785437397107,0.0,91.92959272778965,6381.179516555497,2862.0737366105072,15156.24510473797,0.0,28260.851347508473
t68,1146.7485883694178,0.0,545.9962647675787,1609.9427499227459,0.0,91.92959272778965,989.9690049869552,5591.332138972423,14707.29795049363,407.10140228525523,25090.317692525794
t69,1146.7485883694178,0.0,545.9962647675787,1371.5283380496517,0.0,91.92959272778965,6879.000631736316,2221.4418273565284,15409.320207583001,0.0,27665.965450590284
t70,1146.7485883694178,0.0,545.9962647675787,2344.9884026287696,0.0,91.92959272778965,5897.370900466091,2146.3795464690797,14820.09017529344,152.75121940165994,27146.254690123824
t71,1146.7485883694178,0.0,545.9962647675787,2543.363319303187,0.0,91.92959272778965,779.7016473082455,3931.8974366714974,14592.902716956234,373.2350811246101,24005.77464722856
t72,1146.7485883694178,0.0,545.9962647675787,2726.0055648391894,0.0,91.92959272778965,1411.1718095574656,3512.897436671497,14382.08159418823,0.0,23816.83085112117
t73,1146.7485883694178,0.0,545.9962647675787,2774.099543378789,0.0,91.92959272778965,523.9690049869549,3243.397436671497,14281.034604918432,407.10140228525523,23014.276438105713
t74,1146.7485883694178,0.0,545.9962647675787,2285.592800099091,0.0,91.92959272778965,486.96900498695504,3107.8974366714965,14486.28797655828,407.10140228525523,22558.523066465863
t75,1146.7485883694178,0.0,545.9962647675787,2429.6755171226155,0.0,91.92959272778965,1046.402013075436,3050.7504629394275,14393.852074531642,118.88489824101477,22824.239411774925
t76,1146.7485883694178,0.0,545.9962647675787,2948.8363524712927,0.0,91.92959272778965,5788.446208806845,3572.9772664677785,11374.464057400492,0.0,25469.398331011194
t77,1146.7485883694178,0.0,545.9962647675787,2959.6931567685097,0.0,91.92959272778965,6521.004681637193,613.1307637484038,14165.73779822357,0.0,26044.240846242465
t78,1146.7485883694178,0.0,545.9962647675787,2334.134019293251,0.0,91.92959272778965,1978.6628422433412,5591.332138972423,11819.815223989513,407.10140228525523,23915.720072648568
t79,1146.7485883694178,0.0,545.9962647675787,2915.0500982527988,0.0,91.92959272778965,794.9690049869552,4236.8974366714965,14494.059327481427,407.10140228525523,24632.75171554272
t80,1146.7485883694178,0.0,545.9962647675787,2367.677290176612,0.0,91.92959272778965,5799.130479966404,5240.473824362775,12115.543588547831,118.88489824101478,27426.384527159422
t81,1146.7485883694178,6985.297139596723,545.9962647675787,2453.452338000278,5576.133833045151,91.92959272778965,1724.1718095574656,3898.6432055031405,9293.589148113422,0.0,31715.961919680965
t82,1146.7485883694178,13054.751301091912,545.9962647675787,2002.4335774710682,11399.954704232397,91.92959272778965,1733.1718095574656,892.9161247555468,6615.688092784405,0.0,37483.59005575758
t83,1146.7485883694178,16255.415088673231,545.9962647675787,3008.938747740145,13657.717321143047,91.92959272778965,924.969004986955,0.0,4314.503118886886,407.10140228525523,40353.31912958031
t84,1146.7485883694178,17506.322570958255,545.9962647675787,2400.343401341325,14489.691731312654,91.92959272778965,920.969004986955,0.0,3568.1746227626404,407.10140228525523,41077.277179511875
t85,1146.7485883694178,17142.538252130467,545.9962647675787,2751.3194214988744,12365.29905801698,91.92959272778965,1551.1346553967262,0.0,4568.186451880488,85.01857708036961,40248.17086186869
t86,1146.7485883694178,12821.801693421487,545.9962647675787,2895.8508629921935,14397.602960721362,91.92959272778965,898.9690049869549,0.0,5601.1778100554075,407.10140228525523,38807.17818032744
t87,1146.7485883694178,13737.64467152302,545.9962647675787,2858.2645704538318,15953.585636229403,91.92959272778965,2559.8817964850705,0.0,3873.957130294521,0.0,40768.008250850624
t88,1146.7485883694178,11089.039543215446,545.9962647675787,1774.3757554748543,11879.451406276714,91.92959272778965,1695.1718095574654,0.0,8211.270170657994,0.0,36433.98313104725
t89,1146.7485883694178,5929.046178789727,545.9962647675787,1251.8215252760579,6573.232935309487,91.92959272778965,6526.383347271056,2208.573520536224,9430.355003343366,0.0,33704.0869563907
t90,1573.6087220169284,0.0,545.9962647675787,1158.4462165071855,0.0,91.92959272778965,6723.7173330144215,1146.371494815032,5397.202724481014,179.33443704730246,16816.60678537725
t91,2450.31749651585,0.0,545.9962647675787,1080.678454204703,0.0,91.92959272778965,6485.263534200432,0.0,5984.7955350511675,63.80912546726411,16702.790002934784
t92,1146.7485883694178,0.0,545.9962647675787,1635.0262840960238,0.0,91.92959272778965,6648.9211086323985,0.0,6271.022369664346,0.0,16339.644208257554
t93,1146.7485883694178,0.0,545.9962647675787,736.3435630725228,0.0,91.92959272778965,6682.561562618389,4707.45387966237,1847.6601721598986,0.0,15758.693623377965
t94,1146.7485883694178,0.0,545.9962647675787,1103.1271511138743,0.0,91.92959272778965,6455.646445987735,0.0,5325.5325472446275,0.0,14668.980590211024
t95,2450.31749651585,0.0,545.9962647675787,385.51149485945496,0.0,91.92959272778965,2755.9873700690396,0.0,7007.990947798324,0.0,13237.733166738037
t96,1146.7485883694178,0.0,545.9962647675787,498.8079884102471,0.0,91.92959272778965,5904.036026220104,2134.453879662369,1349.1957468221742,352.13668305794465,12023.304770037625
t97,1146.7485883694178,0.0,545.9962647675787,546.2977698817078,0.0,91.92959272778965,5076.357973563761,2656.7855221581844,1142.7059653507135,0.0,11206.821676819152
t98,1146.7485883694178,0.0,545.9962647675787,837.3684329382407,0.0,91.92959272778965,4986.891101565452,0.0,3219.8733204167006,0.0,10828.80730078518
t99,1146.7485883694178,0.0,545.9962647675787,230.08573197215168,0.0,91.92959272778965,5025.82428553158,2229.4450613665526,1337.9180032602696,0.0,10607.94752799534
t100,1146.7485883694178,0.0,545.9962647675787,288.18072202969427,0.0,91.92959272778965,4337.286075463147,2897.6019974038836,1278.823013202727,0.0,10586.56625396424
t101,1146.7485883694178,0.0,545.9962647675787,552.6624469479011,0.0,91.92959272778965,4268.882692783861,0.0,4350.39444783648,0.0,10956.614033433027
t102,1146.7485883694178,0.0,545.9962647675787,147.32172636519718,0.0,91.92959272778965,4665.28566407147,0.0,5381.327909986126,0.0,11978.609746287579
t103,1146.7485883694178,0.0,545.9962647675787,59.28608447009794,0.0,91.92959272778965,4999.546991384694,0.0,6731.29087179539,407.10140228525523,13981.899795800224
t104,1146.7485883694178,0.0,545.9962647675787,24.04732820443738,0.0,91.92959272778965,5046.874180509898,5298.471872046118,2423.9564070279844,407.10140228525523,14985.12563593848
t105,1146.7485883694178,3966.525511429295,545.9962647675787,0.0,4598.087579868667,91.92959272778965,4622.0791932654765,0.0,95.72817194282831,0.0,15067.094902371053
t106,1146.7485883694178,10750.783948515924,545.9962647675787,0.010027467162616288,12098.559170787028,91.92959272778965,3973.8299010421933,0.0,0.0,0.0,28607.857493677093
t107,1146.7485883694178,17318.048230512293,545.9962647675787,0.0,13511.64547813617,91.92959272778965,2906.5597957190985,0.0,0.0,0.0,35520.92795023235
t108,1146.7485883694178,16481.98251531159,545.9962647675787,0.0,12705.074866750369,91.92959272778965,1235.0961842415902,0.0,0.0,0.0,32206.82801216833
t109,1146.7485883694178,15320.4255674755,545.9962647675787,0.0,11669.870066310325,91.92959272778965,698.5635213993091,0.0,0.0,0.0,29473.53360104992
t110,1146.7485883694178,13807.848662875751,545.9962647675787,0.0,9691.549236021527,91.92959272778965,613.5274113769142,0.0,0.0,0.0,25897.599756138978
t111,1146.7485883694178,10154.050022017713,545.9962647675787,51.25825982224928,8596.010413469945,91.92959272778965,597.4964763659722,0.0,0.0,0.0,21183.489617540665
t112,1146.7485883694178,6366.225579486279,545.9962647675787,378.7994488373481,5814.294446643321,91.92959272778965,204.7887455448218,0.0,0.0,251.60077530714707,14800.383441683702
t113,2450.31749651585,2179.5148224506906,545.9962647675787,607.3256878743832,2476.8703814209666,193.94428845525243,248.0598851003361,1422.8356864657742,5002.2119518804475,407.10140228525523,15534.177867216533
t114,2450.31749651585,0.0,545.9962647675787,1034.5201485622526,0.0,193.94428845525243,914.4493463857411,3824.877630702265,7277.887872613545,407.10140228525523,16649.09445028774
t115,1146.7485883694178,0.0,545.9962647675787,1800.6328719171008,0.0,91.92959272778965,1469.0194115479285,5022.462734370571,6502.775149258698,24.050995724281833,16603.615608683365
t116,2450.31749651585,0.0,545.9962647675787,780.3246994217473,0.0,91.92959272778965,2707.8652504000124,2223.4426898278034,7447.08332175405,0.0,16246.959315414832
t117,1146.7485883694178,0.0,545.9962647675787,980.5316280991314,0.0,91.92959272778965,3031.6489897291863,2699.716746656337,7117.876393076667,0.0,15614.448203426107
t118,2450.31749651585,0.0,545.9962647675787,824.054055754365,0.0,91.92959272778965,3182.979733891857,430.6891788903133,7068.353965421432,0.0,14594.320287969185
t119,1146.7485883694178,0.0,545.9962647675787,1007.326472934661,0.0,91.92959272778965,4696.908734080964,0.0,5781.187274687457,0.0,13270.096927567869
t120,1146.7485883694178,0.0,545.9962647675787,1029.5423358049018,0.0,91.92959272778965,5394.112357966599,1389.625289911339,2445.382763261975,0.0,12043.337192809602
t121,1146.7485883694178,0.0,545.9962647675787,2205.259652456934,0.0,91.92959272778965,5739.352880895808,0.0,1510.2554039326121,0.0,11239.54238315014
t122,1731.3323907769752,0.0,545.9962647675787,2608.1553891538097,0.0,91.92959272778965,5784.48904923827,0.0,0.0,0.0,10761.902686664424
t123,1442.9405408640928,0.0,545.9962647675787,2601.216113228626,0.0,91.92959272778965,5868.28128444264,0.0,0.0,0.0,10550.363796030728
t124,1505.3292249181468,0.0,545.9962647675787,2272.8515254636854,0.0,91.92959272778965,6058.25823809896,0.0,0.0,0.0,10474.36484597616
