Region,Resource,Zone,Cluster,AnnualSum
MO,NGCC_bf,1,1,0.0
MO,NGCC_gf,1,1,3.060046e12
MO,NGCT_bf,1,1,0.0
MO,NGCT_gf,1,1,0.0
MO,SolarPV,1,1,1.407527e11
MO,Retro_NGCC_CCS,1,1,0.0
MO,Retro_NGCC_H2,1,1,7.88505e11
