Resource,NGCC_bf,NGCC_gf,NGCT_bf,NGCT_gf,SolarPV,Retro_NGCC_CCS,Retro_NGCC_H2
t855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t859,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t860,0.0,0.0,0.0,0.0,0.0,0.0,8.128124999999999
t861,0.0,0.0,0.0,0.0,0.0,0.0,14.449999999999998
t862,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t863,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t864,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t865,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t866,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t867,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t868,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t869,0.0,0.0,0.0,0.0,0.0,0.0,14.449999999999998
t870,0.0,0.0,0.0,0.0,0.0,0.0,13.004999999999999
t871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t878,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t879,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t880,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t881,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t883,0.0,0.0,0.0,0.0,0.0,0.0,8.128124999999999
t884,0.0,0.0,0.0,0.0,0.0,0.0,14.449999999999998
t885,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t886,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t887,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t888,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t889,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t890,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t891,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t892,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t893,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t894,0.0,0.0,0.0,0.0,0.0,0.0,14.449999999999998
t895,0.0,0.0,0.0,0.0,0.0,0.0,13.004999999999999
t896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t897,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t899,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t900,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t901,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t907,0.0,0.0,0.0,0.0,0.0,0.0,8.128125
t908,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t909,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t910,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t911,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t912,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t913,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t914,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t915,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t916,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t917,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t918,0.0,0.0,0.0,0.0,0.0,0.0,13.004999999999997
t919,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t920,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t921,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t930,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t932,0.0,0.0,0.0,0.0,0.0,0.0,8.128124999999999
t933,0.0,0.0,0.0,0.0,0.0,0.0,14.449999999999998
t934,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t935,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t936,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t937,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t938,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t939,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t940,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t941,0.0,0.0,0.0,0.0,0.0,0.0,14.449999999999998
t942,0.0,0.0,0.0,0.0,0.0,0.0,13.004999999999999
t943,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t946,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t947,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t950,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t951,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t955,0.0,0.0,0.0,0.0,0.0,0.0,8.128125
t956,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t957,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t958,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t959,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t960,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t961,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t962,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t963,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t964,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t965,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t966,0.0,0.0,0.0,0.0,0.0,0.0,13.005
t967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t970,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t979,0.0,0.0,0.0,0.0,0.0,0.0,8.128125
t980,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t981,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t982,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t983,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t984,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t985,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t986,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t987,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t988,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t989,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t990,0.0,0.0,0.0,0.0,0.0,0.0,13.004999999999997
t991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1004,0.0,0.0,0.0,0.0,0.0,0.0,8.128124999999999
t1005,0.0,0.0,0.0,0.0,0.0,0.0,14.449999999999998
t1006,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1007,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1008,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1009,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1010,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1011,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1012,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1013,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1014,0.0,0.0,0.0,0.0,0.0,0.0,13.005
t1015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1020,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1027,0.0,0.0,0.0,0.0,0.0,0.0,8.128125
t1028,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1029,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1030,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1031,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1032,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1033,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1034,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1035,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1036,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1037,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1038,0.0,0.0,0.0,0.0,0.0,0.0,13.005
t1039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1040,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1048,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1050,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1051,0.0,0.0,0.0,0.0,0.0,0.0,8.128125
t1052,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1053,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1054,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1055,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1056,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1057,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1058,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1059,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1060,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1061,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1062,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1063,0.0,0.0,0.0,0.0,0.0,0.0,13.005
t1064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1070,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1075,0.0,0.0,0.0,0.0,0.0,0.0,8.128125
t1076,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1077,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1078,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1079,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1080,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1081,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1082,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1083,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1084,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1085,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1086,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1089,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1099,0.0,0.0,0.0,0.0,0.0,0.0,8.128125
t1100,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1101,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1102,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1103,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1104,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1105,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1106,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1107,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1108,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1109,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1110,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1111,0.0,0.0,0.0,0.0,0.0,0.0,13.005
t1112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1119,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1123,0.0,0.0,0.0,0.0,0.0,0.0,8.128125
t1124,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1125,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1126,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1127,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1128,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1129,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1130,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1131,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1132,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1133,0.0,0.0,0.0,0.0,0.0,0.0,14.449999999999998
t1134,0.0,0.0,0.0,0.0,0.0,0.0,13.004999999999999
t1135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1140,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1147,0.0,0.0,0.0,0.0,0.0,0.0,8.128125
t1148,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1149,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1150,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1151,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1152,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1153,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1154,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1155,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1156,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1157,0.0,0.0,0.0,0.0,0.0,0.0,14.449999999999998
t1158,0.0,0.0,0.0,0.0,0.0,0.0,13.004999999999999
t1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1160,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1170,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1171,0.0,0.0,0.0,0.0,0.0,0.0,8.128125
t1172,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1173,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1174,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1175,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1176,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1177,0.0,105.25278223649362,0.0,0.0,0.0,0.0,14.45
t1178,0.0,105.25278223649362,0.0,0.0,0.0,0.0,14.45
t1179,0.0,105.25278223649362,0.0,0.0,0.0,0.0,14.45
t1180,0.0,105.25278223649362,0.0,0.0,0.0,0.0,14.45
t1181,0.0,105.25278223649362,0.0,0.0,0.0,0.0,14.45
t1182,0.0,105.25278223649362,0.0,0.0,0.0,0.0,14.45
t1183,0.0,105.25278223649362,0.0,0.0,0.0,0.0,14.45
t1184,0.0,0.0,0.0,0.0,0.0,0.0,13.004999999999997
t1185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1186,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1190,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1193,0.0,0.0,0.0,0.0,0.0,0.0,8.128124999999999
t1194,0.0,0.0,0.0,0.0,0.0,0.0,14.449999999999998
t1195,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1196,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1197,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1198,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1199,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1200,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1201,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1202,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1203,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1204,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1205,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1206,0.0,0.0,0.0,0.0,0.0,0.0,14.449999999999998
t1207,0.0,0.0,0.0,0.0,0.0,0.0,13.004999999999999
t1208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1210,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1215,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1218,0.0,0.0,0.0,0.0,0.0,0.0,8.128124999999999
t1219,0.0,0.0,0.0,0.0,0.0,0.0,14.449999999999998
t1220,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1221,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1222,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1223,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1224,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1225,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1226,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1227,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1228,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1229,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1230,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1231,0.0,0.0,0.0,0.0,0.0,0.0,14.449999999999998
t1232,0.0,0.0,0.0,0.0,0.0,0.0,13.004999999999999
t1233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1239,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1240,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1241,0.0,0.0,0.0,0.0,0.0,0.0,8.128124999999999
t1242,0.0,140.48329779999997,0.0,0.0,0.0,0.0,14.449999999999998
t1243,0.0,140.48329779999997,0.0,0.0,0.0,0.0,14.45
t1244,0.0,140.48329779999997,0.0,0.0,0.0,0.0,14.45
t1245,0.0,140.48329779999997,0.0,0.0,0.0,0.0,14.45
t1246,0.0,140.48329779999997,0.0,0.0,0.0,0.0,14.45
t1247,0.0,140.48329779999997,0.0,0.0,0.0,0.0,14.45
t1248,0.0,140.48329779999997,0.0,0.0,0.0,0.0,14.45
t1249,0.0,140.48329779999997,0.0,0.0,0.0,0.0,14.45
t1250,0.0,140.48329779999997,0.0,0.0,0.0,0.0,14.45
t1251,0.0,140.48329779999997,0.0,0.0,0.0,0.0,14.45
t1252,0.0,140.48329779999997,0.0,0.0,0.0,0.0,14.45
t1253,0.0,140.48329779999997,0.0,0.0,0.0,0.0,14.45
t1254,0.0,140.48329779999997,0.0,0.0,0.0,0.0,14.45
t1255,0.0,140.48329779999997,0.0,0.0,0.0,0.0,14.449999999999998
t1256,0.0,0.0,0.0,0.0,0.0,0.0,13.004999999999999
t1257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1260,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1266,0.0,0.0,0.0,0.0,0.0,0.0,8.128125
t1267,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1268,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1269,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1270,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1271,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1272,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1273,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1274,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1275,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1276,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1277,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1278,0.0,0.0,0.0,0.0,0.0,0.0,14.45
t1279,0.0,0.0,0.0,0.0,0.0,0.0,14.449999999999998
t1280,0.0,0.0,0.0,0.0,0.0,0.0,13.004999999999999
t1281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1283,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t1286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
